Player,Opp,Team,Pos,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,FFPts
Ryan Tannehill,@Sea,MIA,QB,L 10-12,16/29,186.0,0.0,0.0,5.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Blake Bortles,GB,JAC,QB,L 23-27,24/39,320.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Philip Rivers,@KC,SDG,QB,L 27-33,25/36,243.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
Jimmy Garoppolo,@Ari,NWE,QB,W 23-21,24/33,264.0,1.0,0.0,4.0,12.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,13.0
Joe Flacco,Buf,BAL,QB,W 13-7,22/33,258.0,1.0,0.0,4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0
Jay Cutler,@Hou,CHI,QB,L 14-23,16/29,216.0,1.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Russell Wilson,Mia,SEA,QB,W 12-10,27/43,258.0,1.0,1.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0
Dak Prescott,NYG,DAL,QB,L 19-20,25/45,227.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Shaun Hill,@Ten,MIN,QB,W 25-16,18/33,236.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Kirk Cousins,Pit,WAS,QB,L 16-38,30/43,329.0,0.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Trevor Siemian,Car,DEN,QB,W 21-20,18/26,178.0,1.0,2.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Robert Griffin III,@Phi,CLE,QB,L 10-29,12/26,190.0,0.0,1.0,5.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Tyrod Taylor,@Bal,BUF,QB,L 7-13,15/22,111.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Case Keenum,@SF,LAR,QB,L 0-28,17/35,130.0,0.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Tom Brady,@Ari,NWE,QB,W 23-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Vick,@Wsh,PIT,QB,W 38-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh McCown,@Phi,CLE,QB,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Romo,NYG,DAL,QB,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Schaub,TB,ATL,QB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke McCown,Oak,NOR,QB,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Orlovsky,@Ind,DET,QB,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Anderson,@Den,CAR,QB,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Cassel,Min,TEN,QB,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Clemens,@KC,SDG,QB,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarvaris Jackson,Mia,SEA,QB,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Whitehurst,@Phi,CLE,QB,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Gradkowski,@Wsh,PIT,QB,W 38-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Stanton,NE,ARI,QB,L 21-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Moore,@Sea,MIA,QB,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Henne,GB,JAC,QB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Javon Johnson,@Dal,NYG,QB,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Flynn,Oak,NOR,QB,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Daniel,Cle,PHI,QB,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Freeman,Det,IND,QB,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Hoyer,@Hou,CHI,QB,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Sanchez,NYG,DAL,QB,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Bradford,@Ten,MIN,QB,W 25-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Clausen,Buf,BAL,QB,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colt McCoy,Pit,WAS,QB,L 16-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan LeFevour,@Atl,TAM,QB,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Webb,@Den,CAR,QB,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thaddeus Lewis,LA,SFO,QB,W 28-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Ponder,LA,SFO,QB,W 28-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colin Kaepernick,LA,SFO,QB,W 28-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Mallett,Buf,BAL,QB,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Yates,Chi,HOU,QB,W 23-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerrod Johnson,NYG,DAL,QB,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Tolzien,Det,IND,QB,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Foles,SD,KAN,QB,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Weeden,Chi,HOU,QB,W 23-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Moore,NYG,DAL,QB,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Lindley,Det,IND,QB,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Davis,Car,DEN,QB,W 21-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Simms,TB,ATL,QB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Tanney,Min,TEN,QB,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EJ Manuel,@Bal,BUF,QB,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Glennon,@Atl,TAM,QB,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geno Smith,Cin,NYJ,QB,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Nassib,@Dal,NYG,QB,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Renfree,TB,ATL,QB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Landry Jones,@Wsh,PIT,QB,W 38-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zac Dysert,NE,ARI,QB,L 21-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Barkley,@Hou,CHI,QB,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,@Atl,TAM,QB,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Bray,SD,KAN,QB,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt McGloin,@NO,OAK,QB,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teddy Bridgewater,@Ten,MIN,QB,W 25-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Manziel,@Phi,CLE,QB,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ McCarron,@NYJ,CIN,QB,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tajh Boyd,@Wsh,PIT,QB,W 38-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Thomas,@Dal,NYG,QB,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Mettenberger,@Wsh,PIT,QB,W 38-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Fales,@Hou,CHI,QB,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Wenning,@NYJ,CIN,QB,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Savage,Chi,HOU,QB,W 23-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Murray,SD,KAN,QB,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Blanchard,@Hou,CHI,QB,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dustin Vaughan,@Wsh,PIT,QB,W 38-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Shaw,@Hou,CHI,QB,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Petty,Cin,NYJ,QB,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan Thompson,@SF,LAR,QB,L 0-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Mannion,@SF,LAR,QB,L 0-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Grayson,Oak,NOR,QB,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Hundley,@Jax,GNB,QB,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Goff,@SF,LAR,QB,L 0-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paxton Lynch,Car,DEN,QB,W 21-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Hackenberg,Cin,NYJ,QB,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacoby Brissett,@Ari,NWE,QB,W 23-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Kessler,@Phi,CLE,QB,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Cook,@NO,OAK,QB,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cardale Jones,@Bal,BUF,QB,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Hogan,SD,KAN,QB,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Sudfeld,Pit,WAS,QB,L 16-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Rudock,@Ind,DET,QB,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Allen,GB,JAC,QB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Driskel,@NYJ,CIN,QB,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Doughty,@Sea,MIA,QB,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevone Boykin,Mia,SEA,QB,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Heinicke,@Ten,MIN,QB,W 25-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Morris,Det,IND,QB,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Callahan,@Jax,GNB,QB,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Tebow,** BYE **,FA,QB,,,,,,,,,,,,,,,,
DeAngelo Williams,@Wsh,PIT,RB,W 38-16,0/0,0.0,0.0,0.0,26.0,143.0,2.0,6.0,28.0,0.0,9.0,0.0,0.0,0.0,28.0
Spencer Ware,SD,KAN,RB,W 33-27,0/0,0.0,0.0,0.0,11.0,70.0,1.0,7.0,129.0,0.0,8.0,0.0,0.0,0.0,25.0
C.J. Anderson,Car,DEN,RB,W 21-20,0/0,0.0,0.0,0.0,20.0,92.0,1.0,4.0,47.0,1.0,5.0,0.0,0.0,0.0,25.0
Theo Riddick,@Ind,DET,RB,W 39-35,0/0,0.0,0.0,0.0,7.0,45.0,1.0,5.0,63.0,1.0,5.0,0.0,0.0,0.0,22.0
Carlos Hyde,LA,SFO,RB,W 28-0,0/0,0.0,0.0,0.0,23.0,88.0,2.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,20.0
David Johnson,NE,ARI,RB,L 21-23,0/0,0.0,0.0,0.0,16.0,89.0,1.0,4.0,43.0,0.0,6.0,0.0,0.0,0.0,18.0
Danny Woodhead,@KC,SDG,RB,L 27-33,0/0,0.0,0.0,0.0,16.0,89.0,0.0,5.0,31.0,1.0,7.0,0.0,0.0,0.0,17.0
DeMarco Murray,Min,TEN,RB,L 16-25,0/0,0.0,0.0,0.0,13.0,42.0,0.0,5.0,35.0,2.0,7.0,0.0,1.0,0.0,17.0
Ameer Abdullah,@Ind,DET,RB,W 39-35,0/0,0.0,0.0,0.0,12.0,63.0,0.0,5.0,57.0,1.0,5.0,0.0,0.0,0.0,17.0
Melvin Gordon,@KC,SDG,RB,L 27-33,0/0,0.0,0.0,0.0,14.0,57.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Jalen Richard,@NO,OAK,RB,W 35-34,0/0,0.0,0.0,0.0,3.0,84.0,1.0,2.0,11.0,0.0,2.0,0.0,0.0,0.0,15.0
Matt Forte,Cin,NYJ,RB,L 22-23,0/0,0.0,0.0,0.0,22.0,96.0,0.0,5.0,59.0,0.0,7.0,0.0,0.0,0.0,14.0
Ryan Mathews,Cle,PHI,RB,W 29-10,0/0,0.0,0.0,0.0,22.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
Isaiah Crowell,@Phi,CLE,RB,L 10-29,0/0,0.0,0.0,0.0,12.0,62.0,1.0,2.0,16.0,0.0,2.0,0.0,0.0,0.0,13.0
LeSean McCoy,@Bal,BUF,RB,L 7-13,0/0,0.0,0.0,0.0,16.0,58.0,1.0,4.0,12.0,0.0,4.0,0.0,0.0,0.0,12.0
Latavius Murray,@NO,OAK,RB,W 35-34,0/0,0.0,0.0,0.0,14.0,59.0,1.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,12.0
T.J. Yeldon,GB,JAC,RB,L 23-27,0/0,0.0,0.0,0.0,21.0,39.0,1.0,4.0,30.0,0.0,6.0,0.0,0.0,0.0,12.0
LeGarrette Blount,@Ari,NWE,RB,W 23-21,0/0,0.0,0.0,0.0,22.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0
Lamar Miller,Chi,HOU,RB,W 23-14,0/0,0.0,0.0,0.0,28.0,106.0,0.0,4.0,11.0,0.0,4.0,0.0,0.0,0.0,11.0
Jeremy Langford,@Hou,CHI,RB,L 14-23,0/0,0.0,0.0,0.0,17.0,57.0,1.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,11.0
Tevin Coleman,TB,ATL,RB,L 24-31,0/0,0.0,0.0,0.0,8.0,22.0,0.0,5.0,95.0,0.0,6.0,0.0,0.0,0.0,11.0
Ezekiel Elliott,NYG,DAL,RB,L 19-20,0/0,0.0,0.0,0.0,20.0,51.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,11.0
Arian Foster,@Sea,MIA,RB,L 10-12,0/0,0.0,0.0,0.0,13.0,38.0,0.0,3.0,62.0,0.0,5.0,0.0,0.0,0.0,9.0
Doug Martin,@Atl,TAM,RB,W 31-24,0/0,0.0,0.0,0.0,18.0,62.0,0.0,5.0,34.0,0.0,5.0,0.0,0.0,0.0,9.0
Chris Thompson,Pit,WAS,RB,L 16-38,0/0,0.0,0.0,0.0,4.0,23.0,1.0,2.0,16.0,0.0,2.0,0.0,0.0,0.0,9.0
Charles Sims,@Atl,TAM,RB,W 31-24,0/0,0.0,0.0,0.0,4.0,9.0,0.0,3.0,32.0,1.0,3.0,0.0,0.0,0.0,9.0
Jeremy Hill,@NYJ,CIN,RB,W 23-22,0/0,0.0,0.0,0.0,9.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Andy Janovich,Car,DEN,RB,W 21-20,0/0,0.0,0.0,0.0,1.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Rashad Jennings,@Dal,NYG,RB,W 20-19,0/0,0.0,0.0,0.0,18.0,75.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,7.0
Mark Ingram,Oak,NOR,RB,L 34-35,0/0,0.0,0.0,0.0,12.0,58.0,0.0,2.0,29.0,0.0,2.0,0.0,0.0,0.0,7.0
Travaris Cadet,Oak,NOR,RB,L 34-35,0/0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,14.0,1.0,6.0,0.0,0.0,0.0,7.0
Eddie Lacy,@Jax,GNB,RB,W 27-23,0/0,0.0,0.0,0.0,14.0,61.0,0.0,1.0,17.0,0.0,2.0,0.0,0.0,0.0,7.0
Frank Gore,Det,IND,RB,L 35-39,0/0,0.0,0.0,0.0,14.0,59.0,0.0,4.0,19.0,0.0,6.0,0.0,0.0,0.0,6.0
Jonathan Stewart,@Den,CAR,RB,L 20-21,0/0,0.0,0.0,0.0,15.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Shaun Draughn,LA,SFO,RB,W 28-0,0/0,0.0,0.0,0.0,7.0,18.0,1.0,2.0,18.0,0.0,2.0,0.0,1.0,0.0,6.0
Jamize Olawale,@NO,OAK,RB,W 35-34,0/0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Christine Michael,Mia,SEA,RB,W 12-10,0/0,0.0,0.0,0.0,15.0,66.0,0.0,2.0,5.0,0.0,4.0,0.0,0.0,0.0,6.0
Dwayne Washington,@Ind,DET,RB,W 39-35,0/0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Justin Forsett,Buf,BAL,RB,W 13-7,0/0,0.0,0.0,0.0,10.0,41.0,0.0,2.0,15.0,0.0,2.0,0.0,0.0,0.0,5.0
Shane Vereen,@Dal,NYG,RB,W 20-19,0/0,0.0,0.0,0.0,6.0,38.0,0.0,3.0,23.0,0.0,5.0,0.0,0.0,0.0,5.0
Thomas Rawls,Mia,SEA,RB,W 12-10,0/0,0.0,0.0,0.0,12.0,32.0,0.0,3.0,26.0,0.0,3.0,0.0,0.0,0.0,5.0
