Player,Opp,Team,Pos,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,FFPts
Ryan Fitzpatrick,@Pit,NYJ,QB,L 13-31,25/38,255.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Matt Ryan,@Den,ATL,QB,W 23-16,15/28,267.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Tyrod Taylor,@LA,BUF,QB,W 30-19,12/23,124.0,2.0,0.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Jameis Winston,@Car,TAM,QB,W 17-14,18/30,219.0,1.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0
Drew Stanton,@SF,ARI,QB,W 33-21,11/28,124.0,2.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Joe Flacco,Wsh,BAL,QB,L 10-16,30/46,210.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Kirk Cousins,@Bal,WAS,QB,W 16-10,29/41,260.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Paxton Lynch,Atl,DEN,QB,L 16-23,23/35,223.0,1.0,1.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Eli Manning,@GB,NYG,QB,L 16-23,18/35,199.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0
Charlie Whitehurst,NE,CLE,QB,L 13-33,14/24,182.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Brock Osweiler,@Min,HOU,QB,L 13-31,19/42,184.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Case Keenum,Buf,LAR,QB,L 19-30,21/31,271.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Cody Kessler,NE,CLE,QB,L 13-33,5/8,62.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Derek Anderson,TB,CAR,QB,L 14-17,18/28,278.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
Ryan Tannehill,Ten,MIA,QB,L 17-30,12/18,191.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Mike Vick,NYJ,PIT,QB,W 31-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh McCown,NE,CLE,QB,L 13-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun Hill,Hou,MIN,QB,W 31-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carson Palmer,@SF,ARI,QB,W 33-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Romo,Cin,DAL,QB,W 28-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Schaub,@Den,ATL,QB,W 23-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Orlovsky,Phi,DET,QB,W 24-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Cassel,@Mia,TEN,QB,W 30-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay Cutler,@Ind,CHI,QB,L 23-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Clemens,@Oak,SDG,QB,L 31-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Gradkowski,NYJ,PIT,QB,W 31-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Moore,Ten,MIA,QB,L 17-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Javon Johnson,@GB,NYG,QB,L 16-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Daniel,@Det,PHI,QB,L 23-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Freeman,Chi,IND,QB,W 29-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Sanchez,Cin,DAL,QB,W 28-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Clausen,Wsh,BAL,QB,L 10-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colt McCoy,@Bal,WAS,QB,W 16-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan LeFevour,@Car,TAM,QB,W 17-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Webb,TB,CAR,QB,L 14-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thaddeus Lewis,Ari,SFO,QB,L 21-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Ponder,Ari,SFO,QB,L 21-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cam Newton,TB,CAR,QB,L 14-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colin Kaepernick,Ari,SFO,QB,L 21-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Mallett,Wsh,BAL,QB,L 10-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Yates,@Min,HOU,QB,L 13-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerrod Johnson,Cin,DAL,QB,W 28-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Tolzien,Chi,IND,QB,W 29-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Griffin III,NE,CLE,QB,L 13-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Weeden,@Min,HOU,QB,L 13-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Moore,Cin,DAL,QB,W 28-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Lindley,Chi,IND,QB,W 29-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Davis,Atl,DEN,QB,L 16-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Simms,@Den,ATL,QB,W 23-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Tanney,@Mia,TEN,QB,W 30-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EJ Manuel,@LA,BUF,QB,W 30-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Glennon,@Car,TAM,QB,W 17-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geno Smith,@Pit,NYJ,QB,L 13-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Nassib,@GB,NYG,QB,L 16-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Renfree,@Den,ATL,QB,W 23-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Landry Jones,NYJ,PIT,QB,W 31-13,0/0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zac Dysert,@SF,ARI,QB,W 33-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Barkley,@Ind,CHI,QB,L 23-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,@Car,TAM,QB,W 17-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt McGloin,SD,OAK,QB,W 34-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teddy Bridgewater,Hou,MIN,QB,W 31-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Manziel,NE,CLE,QB,L 13-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Garoppolo,@Cle,NWE,QB,W 33-13,0/1,0.0,0.0,0.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ McCarron,@Dal,CIN,QB,L 14-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tajh Boyd,NYJ,PIT,QB,W 31-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Thomas,@GB,NYG,QB,L 16-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Mettenberger,NYJ,PIT,QB,W 31-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Fales,@Ind,CHI,QB,L 23-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Wenning,@Dal,CIN,QB,L 14-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Savage,@Min,HOU,QB,L 13-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Blanchard,@Ind,CHI,QB,L 23-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dustin Vaughan,NYJ,PIT,QB,W 31-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Shaw,@Ind,CHI,QB,L 23-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Petty,@Pit,NYJ,QB,L 13-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevor Siemian,Atl,DEN,QB,L 16-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan Thompson,Buf,LAR,QB,L 19-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Mannion,Buf,LAR,QB,L 19-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Hundley,NYG,GNB,QB,W 23-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Goff,Buf,LAR,QB,L 19-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Hackenberg,@Pit,NYJ,QB,L 13-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacoby Brissett,@Cle,NWE,QB,W 33-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Cook,SD,OAK,QB,W 34-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cardale Jones,@LA,BUF,QB,W 30-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Sudfeld,@Bal,WAS,QB,W 16-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Rudock,Phi,DET,QB,W 24-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Driskel,@Dal,CIN,QB,L 14-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Doughty,Ten,MIA,QB,L 17-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Heinicke,Hou,MIN,QB,W 31-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Morris,Chi,IND,QB,W 29-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Callahan,NYG,GNB,QB,W 23-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Brees,** BYE **,NOR,QB,,,,,,,,,,,,,,,,
Luke McCown,** BYE **,NOR,QB,,,,,,,,,,,,,,,,
Alex Smith,** BYE **,KAN,QB,,,,,,,,,,,,,,,,
Tarvaris Jackson,** BYE **,SEA,QB,,,,,,,,,,,,,,,,
Chad Henne,** BYE **,JAC,QB,,,,,,,,,,,,,,,,
Matt Flynn,** BYE **,NOR,QB,,,,,,,,,,,,,,,,
Tim Tebow,** BYE **,FA,QB,,,,,,,,,,,,,,,,
Nick Foles,** BYE **,KAN,QB,,,,,,,,,,,,,,,,
Russell Wilson,** BYE **,SEA,QB,,,,,,,,,,,,,,,,
Tyler Bray,** BYE **,KAN,QB,,,,,,,,,,,,,,,,
Blake Bortles,** BYE **,JAC,QB,,,,,,,,,,,,,,,,
Aaron Murray,** BYE **,KAN,QB,,,,,,,,,,,,,,,,
Garrett Grayson,** BYE **,NOR,QB,,,,,,,,,,,,,,,,
Kevin Hogan,** BYE **,KAN,QB,,,,,,,,,,,,,,,,
Brandon Allen,** BYE **,JAC,QB,,,,,,,,,,,,,,,,
Trevone Boykin,** BYE **,SEA,QB,,,,,,,,,,,,,,,,
David Johnson,@SF,ARI,RB,W 33-21,0/0,0.0,0.0,0.0,27.0,157.0,2.0,3.0,28.0,0.0,6.0,0.0,0.0,0.0,29.0
Ezekiel Elliott,Cin,DAL,RB,W 28-14,0/0,0.0,0.0,0.0,15.0,134.0,2.0,3.0,37.0,0.0,4.0,0.0,0.0,0.0,28.0
Tevin Coleman,@Den,ATL,RB,W 23-16,0/0,0.0,0.0,0.0,6.0,31.0,0.0,4.0,132.0,1.0,6.0,0.0,0.0,0.0,22.0
Jordan Howard,@Ind,CHI,RB,L 23-29,0/0,0.0,0.0,0.0,16.0,118.0,0.0,3.0,45.0,1.0,3.0,0.0,0.0,0.0,21.0
Cameron Artis-Payne,TB,CAR,RB,L 14-17,0/0,0.0,0.0,0.0,18.0,85.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Theo Riddick,Phi,DET,RB,W 24-23,0/0,0.0,0.0,0.0,11.0,49.0,0.0,6.0,33.0,2.0,6.0,0.0,0.0,0.0,19.0
Devonta Freeman,@Den,ATL,RB,W 23-16,0/0,0.0,0.0,0.0,23.0,88.0,1.0,3.0,35.0,0.0,5.0,0.0,0.0,0.0,17.0
Carlos Hyde,Ari,SFO,RB,L 21-33,0/0,0.0,0.0,0.0,22.0,78.0,1.0,6.0,36.0,0.0,6.0,0.0,0.0,0.0,16.0
LeSean McCoy,@LA,BUF,RB,W 30-19,0/0,0.0,0.0,0.0,18.0,150.0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,15.0
Matt Asiata,Hou,MIN,RB,W 31-13,0/0,0.0,0.0,0.0,14.0,55.0,1.0,3.0,46.0,0.0,3.0,0.0,0.0,0.0,15.0
Le'Veon Bell,NYJ,PIT,RB,W 31-13,0/0,0.0,0.0,0.0,20.0,66.0,0.0,9.0,88.0,0.0,11.0,0.0,0.0,0.0,14.0
Todd Gurley,Buf,LAR,RB,L 19-30,0/0,0.0,0.0,0.0,23.0,72.0,1.0,3.0,36.0,0.0,5.0,0.0,1.0,0.0,14.0
DeMarco Murray,@Mia,TEN,RB,W 30-17,0/0,0.0,0.0,0.0,27.0,121.0,0.0,5.0,16.0,0.0,6.0,0.0,0.0,0.0,13.0
Jacquizz Rodgers,@Car,TAM,RB,W 17-14,0/0,0.0,0.0,0.0,30.0,101.0,0.0,5.0,28.0,0.0,6.0,0.0,0.0,0.0,12.0
Ryan Mathews,@Det,PHI,RB,L 23-24,0/0,0.0,0.0,0.0,11.0,42.0,0.0,5.0,33.0,1.0,5.0,0.0,1.0,0.0,11.0
Melvin Gordon,@Oak,SDG,RB,L 31-34,0/0,0.0,0.0,0.0,16.0,69.0,0.0,1.0,18.0,1.0,1.0,0.0,1.0,0.0,11.0
Jay Ajayi,Ten,MIA,RB,L 17-30,0/0,0.0,0.0,0.0,13.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
LeGarrette Blount,@Cle,NWE,RB,W 33-13,0/0,0.0,0.0,0.0,18.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Giovani Bernard,@Dal,CIN,RB,L 14-28,0/0,0.0,0.0,0.0,9.0,50.0,0.0,6.0,46.0,0.0,6.0,0.0,0.0,0.0,9.0
Terrance West,Wsh,BAL,RB,L 10-16,0/0,0.0,0.0,0.0,11.0,95.0,0.0,2.0,-6.0,0.0,3.0,0.0,0.0,0.0,9.0
Jalen Richard,SD,OAK,RB,W 34-31,0/0,0.0,0.0,0.0,8.0,31.0,0.0,6.0,66.0,0.0,7.0,0.0,0.0,0.0,9.0
Jamize Olawale,SD,OAK,RB,W 34-31,0/0,0.0,0.0,0.0,6.0,22.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0
Eddie Lacy,NYG,GNB,RB,W 23-16,0/0,0.0,0.0,0.0,11.0,81.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,8.0
James White,@Cle,NWE,RB,W 33-13,0/0,0.0,0.0,0.0,5.0,26.0,0.0,4.0,63.0,0.0,6.0,0.0,0.0,0.0,8.0
Frank Gore,Chi,IND,RB,W 29-23,0/0,0.0,0.0,0.0,14.0,75.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,7.0
Bobby Rainey,@GB,NYG,RB,L 16-23,0/0,0.0,0.0,0.0,5.0,22.0,0.0,6.0,52.0,0.0,6.0,0.0,0.0,0.0,7.0
Darren Sproles,@Det,PHI,RB,L 23-24,0/0,0.0,0.0,0.0,5.0,45.0,0.0,4.0,23.0,0.0,4.0,0.0,0.0,0.0,6.0
Mike Gillislee,@LA,BUF,RB,W 30-19,0/0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
C.J. Anderson,Atl,DEN,RB,L 16-23,0/0,0.0,0.0,0.0,11.0,41.0,0.0,3.0,21.0,0.0,4.0,0.0,0.0,0.0,6.0
Damien Williams,Ten,MIA,RB,L 17-30,0/0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,67.0,0.0,2.0,0.0,0.0,0.0,6.0
Matt Forte,@Pit,NYJ,RB,L 13-31,0/0,0.0,0.0,0.0,12.0,53.0,0.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,5.0
Bilal Powell,@Pit,NYJ,RB,L 13-31,0/0,0.0,0.0,0.0,4.0,10.0,0.0,6.0,41.0,0.0,8.0,0.0,0.0,0.0,5.0
Derrick Henry,@Mia,TEN,RB,W 30-17,0/0,0.0,0.0,0.0,7.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Devontae Booker,Atl,DEN,RB,L 16-23,0/0,0.0,0.0,0.0,6.0,23.0,0.0,4.0,36.0,0.0,6.0,0.0,0.0,0.0,5.0
James Starks,NYG,GNB,RB,W 23-16,0/0,0.0,0.0,0.0,12.0,33.0,0.0,3.0,19.0,0.0,6.0,0.0,0.0,0.0,4.0
Fozzy Whittaker,TB,CAR,RB,L 14-17,0/0,0.0,0.0,0.0,5.0,45.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,4.0
Chris Thompson,@Bal,WAS,RB,W 16-10,0/0,0.0,0.0,0.0,2.0,12.0,0.0,4.0,33.0,0.0,4.0,0.0,0.0,0.0,4.0
Jerick McKinnon,Hou,MIN,RB,W 31-13,0/0,0.0,0.0,0.0,20.0,36.0,0.0,1.0,10.0,0.0,3.0,0.0,0.0,0.0,4.0
DeAndre Washington,SD,OAK,RB,W 34-31,0/0,0.0,0.0,0.0,9.0,23.0,0.0,5.0,29.0,0.0,6.0,0.0,0.0,0.0,4.0
Alfred Morris,Cin,DAL,RB,W 28-14,0/0,0.0,0.0,0.0,6.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Isaiah Crowell,NE,CLE,RB,L 13-33,0/0,0.0,0.0,0.0,13.0,22.0,0.0,1.0,18.0,0.0,3.0,0.0,0.0,0.0,3.0
Alfred Blue,@Min,HOU,RB,L 13-31,0/0,0.0,0.0,0.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Matt Jones,@Bal,WAS,RB,W 16-10,0/0,0.0,0.0,0.0,14.0,31.0,0.0,2.0,25.0,0.0,2.0,0.0,1.0,0.0,3.0
Lamar Miller,@Min,HOU,RB,L 13-31,0/0,0.0,0.0,0.0,8.0,20.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0
Kyle Juszczyk,Wsh,BAL,RB,L 10-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,5.0,0.0,0.0,0.0,2.0
Duke Johnson Jr.,NE,CLE,RB,L 13-33,0/0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,21.0,0.0,3.0,0.0,0.0,0.0,2.0
Zach Zenner,Phi,DET,RB,W 24-23,0/0,0.0,0.0,0.0,7.0,9.0,0.0,2.0,23.0,0.0,2.0,0.0,0.0,0.0,2.0
Malcolm Brown,Buf,LAR,RB,L 19-30,0/0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,26.0,0.0,1.0,0.0,0.0,0.0,2.0
Patrick DiMarco,@Den,ATL,RB,W 23-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
Andre Ellington,@SF,ARI,RB,W 33-21,0/0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
