Player,Opp,Team,Pos,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,FFPts
Ryan Fitzpatrick,@Mia,NYJ,QB,L 23-27,17/28,193.0,1.0,2.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Ryan Tannehill,NYJ,MIA,QB,W 27-23,17/28,149.0,1.0,0.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Mike Glennon,Atl,TAM,QB,L 28-43,10/11,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0
Derek Carr,Den,OAK,QB,W 30-20,20/31,184.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Mike Vick,@Bal,PIT,QB,L 14-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh McCown,Dal,CLE,QB,L 10-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun Hill,Det,MIN,QB,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Romo,@Cle,DAL,QB,W 35-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Schaub,@TB,ATL,QB,W 43-28,0/0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke McCown,@SF,NOR,QB,W 41-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Smith,Jax,KAN,QB,W 19-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Orlovsky,@Min,DET,QB,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Anderson,@LA,CAR,QB,W 13-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Cassel,@SD,TEN,QB,L 35-43,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Clemens,Ten,SDG,QB,W 43-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarvaris Jackson,Buf,SEA,QB,W 31-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Whitehurst,Dal,CLE,QB,L 10-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Gradkowski,@Bal,PIT,QB,L 14-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Moore,NYJ,MIA,QB,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Henne,@KC,JAC,QB,L 14-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Javon Johnson,Phi,NYG,QB,W 28-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Flynn,@SF,NOR,QB,W 41-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Daniel,@NYG,PHI,QB,L 23-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Freeman,@GB,IND,QB,W 31-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Sanchez,@Cle,DAL,QB,W 35-10,1/1,8.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Clausen,Pit,BAL,QB,W 21-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan LeFevour,Atl,TAM,QB,L 28-43,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Webb,@LA,CAR,QB,W 13-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thaddeus Lewis,NO,SFO,QB,L 23-41,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Ponder,NO,SFO,QB,L 23-41,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blaine Gabbert,NO,SFO,QB,L 23-41,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Mallett,Pit,BAL,QB,W 21-14,1/1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerrod Johnson,@Cle,DAL,QB,W 35-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Tolzien,@GB,IND,QB,W 31-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Griffin III,Dal,CLE,QB,L 10-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Moore,@Cle,DAL,QB,W 35-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Lindley,@GB,IND,QB,W 31-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Davis,@Oak,DEN,QB,L 20-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Simms,@TB,ATL,QB,W 43-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Tanney,@SD,TEN,QB,L 35-43,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EJ Manuel,@Sea,BUF,QB,L 25-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geno Smith,@Mia,NYJ,QB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Nassib,Phi,NYG,QB,W 28-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Renfree,@TB,ATL,QB,W 43-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Landry Jones,@Bal,PIT,QB,L 14-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,Atl,TAM,QB,L 28-43,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Bray,Jax,KAN,QB,W 19-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt McGloin,Den,OAK,QB,W 30-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teddy Bridgewater,Det,MIN,QB,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Manziel,Dal,CLE,QB,L 10-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tajh Boyd,@Bal,PIT,QB,L 14-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Thomas,Phi,NYG,QB,W 28-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Mettenberger,@Bal,PIT,QB,L 14-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Murray,Jax,KAN,QB,W 19-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dustin Vaughan,@Bal,PIT,QB,L 14-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Petty,@Mia,NYJ,QB,L 23-27,2/2,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan Thompson,Car,LAR,QB,L 10-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Mannion,Car,LAR,QB,L 10-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Grayson,@SF,NOR,QB,W 41-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Hundley,Ind,GNB,QB,L 26-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Goff,Car,LAR,QB,L 10-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paxton Lynch,@Oak,DEN,QB,L 20-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Hackenberg,@Mia,NYJ,QB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Cook,Den,OAK,QB,W 30-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cardale Jones,@Sea,BUF,QB,L 25-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Hogan,Dal,CLE,QB,L 10-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Rudock,@Min,DET,QB,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Allen,@KC,JAC,QB,L 14-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Doughty,NYJ,MIA,QB,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevone Boykin,Buf,SEA,QB,W 31-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Heinicke,Det,MIN,QB,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Morris,@GB,IND,QB,W 31-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Callahan,Dal,CLE,QB,L 10-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Brady,** BYE **,NWE,QB,,,,,,,,,,,,,,,,
Carson Palmer,** BYE **,ARI,QB,,,,,,,,,,,,,,,,
Jay Cutler,** BYE **,CHI,QB,,,,,,,,,,,,,,,,
Drew Stanton,** BYE **,ARI,QB,,,,,,,,,,,,,,,,
Brian Hoyer,** BYE **,CHI,QB,,,,,,,,,,,,,,,,
Colt McCoy,** BYE **,WAS,QB,,,,,,,,,,,,,,,,
Tim Tebow,** BYE **,FA,QB,,,,,,,,,,,,,,,,
Andy Dalton,** BYE **,CIN,QB,,,,,,,,,,,,,,,,
T.J. Yates,** BYE **,HOU,QB,,,,,,,,,,,,,,,,
Brandon Weeden,** BYE **,HOU,QB,,,,,,,,,,,,,,,,
Brock Osweiler,** BYE **,HOU,QB,,,,,,,,,,,,,,,,
Kirk Cousins,** BYE **,WAS,QB,,,,,,,,,,,,,,,,
Zac Dysert,** BYE **,ARI,QB,,,,,,,,,,,,,,,,
Matt Barkley,** BYE **,CHI,QB,,,,,,,,,,,,,,,,
Jimmy Garoppolo,** BYE **,NWE,QB,,,,,,,,,,,,,,,,
AJ McCarron,** BYE **,CIN,QB,,,,,,,,,,,,,,,,
David Fales,** BYE **,CHI,QB,,,,,,,,,,,,,,,,
Keith Wenning,** BYE **,CIN,QB,,,,,,,,,,,,,,,,
Tom Savage,** BYE **,HOU,QB,,,,,,,,,,,,,,,,
Matt Blanchard,** BYE **,CHI,QB,,,,,,,,,,,,,,,,
Connor Shaw,** BYE **,CHI,QB,,,,,,,,,,,,,,,,
Jacoby Brissett,** BYE **,NWE,QB,,,,,,,,,,,,,,,,
Nate Sudfeld,** BYE **,WAS,QB,,,,,,,,,,,,,,,,
Jeff Driskel,** BYE **,CIN,QB,,,,,,,,,,,,,,,,
Melvin Gordon,Ten,SDG,RB,W 43-35,0/0,0.0,0.0,0.0,32.0,196.0,1.0,4.0,65.0,0.0,4.0,0.0,0.0,0.0,31.0
Latavius Murray,Den,OAK,RB,W 30-20,0/0,0.0,0.0,0.0,20.0,114.0,3.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,30.0
Mark Ingram,@SF,NOR,RB,W 41-23,0/0,0.0,0.0,0.0,15.0,158.0,1.0,2.0,13.0,1.0,2.0,0.0,0.0,0.0,28.0
Ezekiel Elliott,@Cle,DAL,RB,W 35-10,0/0,0.0,0.0,0.0,18.0,92.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,21.0
Frank Gore,@GB,IND,RB,W 31-26,0/0,0.0,0.0,0.0,19.0,60.0,2.0,2.0,11.0,0.0,2.0,0.0,0.0,0.0,19.0
Jay Ajayi,NYJ,MIA,RB,W 27-23,0/0,0.0,0.0,0.0,24.0,111.0,1.0,3.0,19.0,0.0,4.0,0.0,0.0,0.0,18.0
DuJuan Harris,NO,SFO,RB,L 23-41,0/0,0.0,0.0,0.0,10.0,59.0,0.0,5.0,83.0,1.0,6.0,0.0,1.0,0.0,17.0
Matt Forte,@Mia,NYJ,RB,L 23-27,0/0,0.0,0.0,0.0,12.0,92.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,15.0
Tim Hightower,@SF,NOR,RB,W 41-23,0/0,0.0,0.0,0.0,23.0,87.0,1.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,15.0
DeMarco Murray,@SD,TEN,RB,L 35-43,0/0,0.0,0.0,0.0,14.0,51.0,1.0,7.0,29.0,0.0,7.0,0.0,0.0,0.0,13.0
Kapri Bibbs,@Oak,DEN,RB,L 20-30,0/0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,69.0,1.0,1.0,0.0,0.0,0.0,13.0
LeSean McCoy,@Sea,BUF,RB,L 25-31,0/0,0.0,0.0,0.0,21.0,85.0,0.0,4.0,35.0,0.0,5.0,0.0,0.0,0.0,11.0
T.J. Yeldon,@KC,JAC,RB,L 14-19,0/0,0.0,0.0,0.0,7.0,33.0,0.0,5.0,32.0,1.0,6.0,0.0,1.0,0.0,10.0
Mike Gillislee,@Sea,BUF,RB,L 25-31,0/0,0.0,0.0,0.0,8.0,32.0,1.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,9.0
Devonta Freeman,@TB,ATL,RB,W 43-28,0/0,0.0,0.0,0.0,17.0,77.0,0.0,2.0,28.0,0.0,2.0,0.0,0.0,0.0,9.0
Chris Ivory,@KC,JAC,RB,L 14-19,0/0,0.0,0.0,0.0,18.0,107.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,8.0
Ty Montgomery,Ind,GNB,RB,L 26-31,0/0,0.0,0.0,0.0,7.0,53.0,0.0,3.0,38.0,0.0,3.0,0.0,0.0,0.0,8.0
Ryan Mathews,@NYG,PHI,RB,L 23-28,0/0,0.0,0.0,0.0,5.0,15.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
Theo Riddick,@Min,DET,RB,W 22-16,0/0,0.0,0.0,0.0,14.0,70.0,0.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,7.0
Jalen Richard,Den,OAK,RB,W 30-20,0/0,0.0,0.0,0.0,8.0,62.0,0.0,2.0,10.0,0.0,3.0,0.0,0.0,0.0,7.0
Darren Sproles,@NYG,PHI,RB,L 23-28,0/0,0.0,0.0,0.0,13.0,57.0,0.0,3.0,14.0,0.0,9.0,0.0,0.0,0.0,6.0
Jordan Todman,@GB,IND,RB,W 31-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
Patrick DiMarco,@TB,ATL,RB,W 43-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0
Ronnie Hillman,Det,MIN,RB,L 16-22,0/0,0.0,0.0,0.0,7.0,30.0,0.0,1.0,32.0,0.0,1.0,0.0,0.0,0.0,6.0
Le'Veon Bell,@Bal,PIT,RB,L 14-21,0/0,0.0,0.0,0.0,14.0,32.0,0.0,6.0,38.0,0.0,9.0,0.0,0.0,0.0,6.0
Christine Michael,Buf,SEA,RB,W 31-25,0/0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Kenjon Barner,@NYG,PHI,RB,L 23-28,0/0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Isaiah Crowell,Dal,CLE,RB,L 10-35,0/0,0.0,0.0,0.0,6.0,4.0,0.0,4.0,63.0,0.0,4.0,0.0,0.0,0.0,6.0
Charcandrick West,Jax,KAN,RB,W 19-14,0/0,0.0,0.0,0.0,13.0,39.0,0.0,3.0,35.0,0.0,4.0,0.0,0.0,0.0,6.0
Todd Gurley,Car,LAR,RB,L 10-13,0/0,0.0,0.0,0.0,12.0,48.0,0.0,4.0,26.0,0.0,5.0,0.0,0.0,0.0,6.0
Kenyan Drake,NYJ,MIA,RB,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,6.0
Alfred Morris,@Cle,DAL,RB,W 35-10,0/0,0.0,0.0,0.0,17.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Peyton Barber,Atl,TAM,RB,L 28-43,0/0,0.0,0.0,0.0,11.0,31.0,0.0,4.0,24.0,0.0,5.0,0.0,0.0,0.0,5.0
Jonathan Stewart,@LA,CAR,RB,W 13-10,0/0,0.0,0.0,0.0,15.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Bilal Powell,@Mia,NYJ,RB,L 23-27,0/0,0.0,0.0,0.0,6.0,22.0,0.0,4.0,29.0,0.0,4.0,0.0,0.0,0.0,4.0
Benjamin Cunningham,Car,LAR,RB,L 10-13,0/0,0.0,0.0,0.0,3.0,10.0,0.0,5.0,32.0,0.0,6.0,0.0,0.0,0.0,4.0
Damien Williams,NYJ,MIA,RB,W 27-23,0/0,0.0,0.0,0.0,5.0,29.0,0.0,2.0,20.0,0.0,3.0,0.0,0.0,0.0,4.0
Duke Johnson Jr.,Dal,CLE,RB,L 10-35,0/0,0.0,0.0,0.0,5.0,30.0,0.0,2.0,16.0,0.0,2.0,0.0,0.0,0.0,4.0
Paul Perkins,Phi,NYG,RB,W 28-23,0/0,0.0,0.0,0.0,11.0,32.0,0.0,3.0,15.0,0.0,3.0,0.0,0.0,0.0,4.0
Rashad Jennings,Phi,NYG,RB,W 28-23,0/0,0.0,0.0,0.0,11.0,26.0,0.0,3.0,13.0,0.0,3.0,0.0,0.0,0.0,3.0
Matt Asiata,Det,MIN,RB,L 16-22,0/0,0.0,0.0,0.0,9.0,27.0,0.0,2.0,14.0,0.0,2.0,0.0,0.0,0.0,3.0
Terron Ward,@TB,ATL,RB,W 43-28,0/0,0.0,0.0,0.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
DeAndre Washington,Den,OAK,RB,W 30-20,0/0,0.0,0.0,0.0,10.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Reggie Bush,@Sea,BUF,RB,L 25-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,2.0,0.0,0.0,0.0,2.0
Antone Smith,Atl,TAM,RB,L 28-43,0/0,0.0,0.0,0.0,5.0,25.0,0.0,3.0,27.0,0.0,4.0,0.0,1.0,0.0,2.0
Robert Turbin,@GB,IND,RB,W 31-26,0/0,0.0,0.0,0.0,2.0,10.0,0.0,2.0,13.0,0.0,3.0,0.0,0.0,0.0,2.0
Terrance West,Pit,BAL,RB,W 21-14,0/0,0.0,0.0,0.0,15.0,21.0,0.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,2.0
Devontae Booker,@Oak,DEN,RB,L 20-30,0/0,0.0,0.0,0.0,10.0,22.0,0.0,1.0,8.0,0.0,3.0,0.0,0.0,0.0,2.0
Wendell Smallwood,@NYG,PHI,RB,L 23-28,0/0,0.0,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Dwayne Washington,@Min,DET,RB,W 22-16,0/0,0.0,0.0,0.0,10.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Knile Davis,Jax,KAN,RB,W 19-14,0/0,0.0,0.0,0.0,3.0,10.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0
Mike James,Atl,TAM,RB,L 28-43,0/0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,17.0,0.0,3.0,0.0,0.0,0.0,1.0
Antonio Andrews,@SD,TEN,RB,L 35-43,0/0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kenneth Dixon,Pit,BAL,RB,W 21-14,0/0,0.0,0.0,0.0,9.0,13.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
