Player,Opp,Team,Pos,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,FFPts
Andy Dalton,@NYG,CIN,QB,L 20-21,16/29,204.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Tom Brady,Sea,NWE,QB,L 24-31,23/32,316.0,0.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Alex Smith,@Car,KAN,QB,W 20-17,25/38,178.0,0.0,1.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0
Bryce Petty,LA,NYJ,QB,L 6-9,19/32,163.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Carson Wentz,Atl,PHI,QB,W 24-15,25/36,231.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
Case Keenum,@NYJ,LAR,QB,W 9-6,17/30,165.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Cody Kessler,@Bal,CLE,QB,L 7-28,11/18,91.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Jay Cutler,@TB,CHI,QB,L 10-36,16/30,182.0,1.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
Mike Vick,Dal,PIT,QB,L 30-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun Hill,@Wsh,MIN,QB,L 20-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Romo,@Pit,DAL,QB,W 35-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Schaub,@Phi,ATL,QB,L 15-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke McCown,Den,NOR,QB,L 23-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Anderson,KC,CAR,QB,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Cassel,GB,TEN,QB,W 47-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Fitzpatrick,LA,NYJ,QB,L 6-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Clemens,Mia,SDG,QB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarvaris Jackson,@NE,SEA,QB,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Whitehurst,@Bal,CLE,QB,L 7-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Gradkowski,Dal,PIT,QB,L 30-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Stanton,SF,ARI,QB,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Moore,@SD,MIA,QB,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Henne,Hou,JAC,QB,L 21-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Javon Johnson,Cin,NYG,QB,W 21-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Flynn,Den,NOR,QB,L 23-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Daniel,Atl,PHI,QB,W 24-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Hoyer,@TB,CHI,QB,L 10-36,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Sanchez,@Pit,DAL,QB,W 35-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Clausen,Cle,BAL,QB,W 28-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colt McCoy,Min,WAS,QB,W 26-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan LeFevour,Chi,TAM,QB,W 36-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Webb,KC,CAR,QB,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thaddeus Lewis,@Ari,SFO,QB,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Ponder,@Ari,SFO,QB,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blaine Gabbert,@Ari,SFO,QB,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Mallett,Cle,BAL,QB,W 28-7,0/0,0.0,0.0,0.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Yates,@Jax,HOU,QB,W 24-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerrod Johnson,@Pit,DAL,QB,W 35-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Griffin III,@Bal,CLE,QB,L 7-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Foles,@Car,KAN,QB,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Weeden,@Jax,HOU,QB,W 24-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Moore,@Pit,DAL,QB,W 35-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Davis,@NO,DEN,QB,W 25-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Simms,@Phi,ATL,QB,L 15-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Tanney,GB,TEN,QB,W 47-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Glennon,Chi,TAM,QB,W 36-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geno Smith,LA,NYJ,QB,L 6-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Nassib,Cin,NYG,QB,W 21-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Renfree,@Phi,ATL,QB,L 15-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Landry Jones,Dal,PIT,QB,L 30-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zac Dysert,SF,ARI,QB,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Barkley,@TB,CHI,QB,L 10-36,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,Chi,TAM,QB,W 36-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Bray,@Car,KAN,QB,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teddy Bridgewater,@Wsh,MIN,QB,L 20-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Manziel,@Bal,CLE,QB,L 7-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Garoppolo,Sea,NWE,QB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ McCarron,@NYG,CIN,QB,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tajh Boyd,Dal,PIT,QB,L 30-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Thomas,** BYE **,BUF,QB,,0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,
Zach Mettenberger,Dal,PIT,QB,L 30-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Fales,@TB,CHI,QB,L 10-36,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Wenning,@NYG,CIN,QB,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Savage,@Jax,HOU,QB,W 24-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Murray,@Car,KAN,QB,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Blanchard,@TB,CHI,QB,L 10-36,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dustin Vaughan,Dal,PIT,QB,L 30-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Shaw,@TB,CHI,QB,L 10-36,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan Thompson,@NYJ,LAR,QB,W 9-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Mannion,@NYJ,LAR,QB,W 9-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Grayson,Den,NOR,QB,L 23-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Hundley,@Ten,GNB,QB,L 25-47,1/4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Goff,@NYJ,LAR,QB,W 9-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paxton Lynch,@NO,DEN,QB,W 25-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Hackenberg,LA,NYJ,QB,L 6-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacoby Brissett,Sea,NWE,QB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Hogan,@Bal,CLE,QB,L 7-28,0/0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Sudfeld,Min,WAS,QB,W 26-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Allen,Hou,JAC,QB,L 21-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Driskel,@NYG,CIN,QB,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Doughty,@SD,MIA,QB,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevone Boykin,@NE,SEA,QB,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Heinicke,@Wsh,MIN,QB,L 20-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Callahan,@Bal,CLE,QB,L 7-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh McCown,@Bal,CLE,QB,L 7-28,6/13,59.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0
Dan Orlovsky,** BYE **,DET,QB,,,,,,,,,,,,,,,,
Josh Freeman,** BYE **,IND,QB,,,,,,,,,,,,,,,,
Matthew Stafford,** BYE **,DET,QB,,,,,,,,,,,,,,,,
Tim Tebow,** BYE **,FA,QB,,,,,,,,,,,,,,,,
Tyrod Taylor,** BYE **,BUF,QB,,,,,,,,,,,,,,,,
Scott Tolzien,** BYE **,IND,QB,,,,,,,,,,,,,,,,
Andrew Luck,** BYE **,IND,QB,,,,,,,,,,,,,,,,
Ryan Lindley,** BYE **,IND,QB,,,,,,,,,,,,,,,,
EJ Manuel,** BYE **,BUF,QB,,,,,,,,,,,,,,,,
Matt McGloin,** BYE **,OAK,QB,,,,,,,,,,,,,,,,
Derek Carr,** BYE **,OAK,QB,,,,,,,,,,,,,,,,
Connor Cook,** BYE **,OAK,QB,,,,,,,,,,,,,,,,
Cardale Jones,** BYE **,BUF,QB,,,,,,,,,,,,,,,,
Jake Rudock,** BYE **,DET,QB,,,,,,,,,,,,,,,,
Stephen Morris,** BYE **,IND,QB,,,,,,,,,,,,,,,,
Ezekiel Elliott,@Pit,DAL,RB,W 35-30,0/0,0.0,0.0,0.0,21.0,114.0,2.0,2.0,95.0,1.0,2.0,0.0,0.0,0.0,38.0
Ryan Mathews,Atl,PHI,RB,W 24-15,0/0,0.0,0.0,0.0,19.0,109.0,2.0,2.0,30.0,0.0,2.0,1.0,0.0,0.0,27.0
DeMarco Murray,GB,TEN,RB,W 47-25,1/1,10.0,1.0,0.0,17.0,123.0,1.0,2.0,33.0,0.0,3.0,0.0,0.0,0.0,25.0
LeGarrette Blount,Sea,NWE,RB,L 24-31,0/0,0.0,0.0,0.0,21.0,69.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
Le'Veon Bell,Dal,PIT,RB,L 30-35,0/0,0.0,0.0,0.0,17.0,57.0,1.0,9.0,77.0,1.0,10.0,0.0,0.0,0.0,24.0
David Johnson,SF,ARI,RB,W 23-20,0/0,0.0,0.0,0.0,19.0,55.0,1.0,5.0,46.0,1.0,7.0,0.0,0.0,0.0,21.0
Bilal Powell,LA,NYJ,RB,L 6-9,0/0,0.0,0.0,0.0,4.0,37.0,0.0,7.0,52.0,1.0,7.0,0.0,0.0,0.0,14.0
C.J. Prosise,@NE,SEA,RB,W 31-24,0/0,0.0,0.0,0.0,17.0,66.0,0.0,7.0,87.0,0.0,7.0,0.0,0.0,0.0,14.0
Damien Williams,@SD,MIA,RB,W 31-24,0/0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,18.0,1.0,1.0,0.0,0.0,0.0,13.0
Melvin Gordon,Mia,SDG,RB,L 24-31,0/0,0.0,0.0,0.0,24.0,70.0,0.0,5.0,62.0,0.0,8.0,0.0,0.0,0.0,13.0
Matt Forte,LA,NYJ,RB,L 6-9,0/0,0.0,0.0,0.0,20.0,98.0,0.0,2.0,11.0,0.0,3.0,0.0,0.0,0.0,10.0
Rashad Jennings,Cin,NYG,RB,W 21-20,0/0,0.0,0.0,0.0,15.0,87.0,0.0,3.0,22.0,0.0,6.0,0.0,0.0,0.0,10.0
James Starks,@Ten,GNB,RB,L 25-47,0/0,0.0,0.0,0.0,7.0,33.0,0.0,3.0,11.0,1.0,4.0,0.0,0.0,0.0,10.0
Doug Martin,Chi,TAM,RB,W 36-10,0/0,0.0,0.0,0.0,16.0,33.0,1.0,1.0,13.0,0.0,2.0,0.0,0.0,0.0,10.0
Jeremy Hill,@NYG,CIN,RB,L 20-21,0/0,0.0,0.0,0.0,15.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Robert Kelley,Min,WAS,RB,W 26-20,0/0,0.0,0.0,0.0,22.0,97.0,0.0,1.0,-2.0,0.0,1.0,0.0,0.0,0.0,9.0
Lamar Miller,@Jax,HOU,RB,W 24-21,0/0,0.0,0.0,0.0,15.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Devontae Booker,@NO,DEN,RB,W 25-23,0/0,0.0,0.0,0.0,24.0,76.0,0.0,2.0,12.0,0.0,2.0,0.0,0.0,0.0,8.0
Jordan Howard,@TB,CHI,RB,L 10-36,0/0,0.0,0.0,0.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
Matt Asiata,@Wsh,MIN,RB,L 20-26,0/0,0.0,0.0,0.0,9.0,13.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0
Spencer Ware,@Car,KAN,RB,W 20-17,0/0,0.0,0.0,0.0,13.0,61.0,0.0,3.0,11.0,0.0,3.0,0.0,0.0,0.0,7.0
Terrance West,Cle,BAL,RB,W 28-7,0/0,0.0,0.0,0.0,21.0,65.0,0.0,1.0,12.0,0.0,2.0,0.0,0.0,0.0,7.0
Devonta Freeman,@Phi,ATL,RB,L 15-24,0/0,0.0,0.0,0.0,12.0,49.0,0.0,3.0,32.0,0.0,3.0,0.0,0.0,0.0,7.0
Jay Ajayi,@SD,MIA,RB,W 31-24,0/0,0.0,0.0,0.0,19.0,79.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0
Kenneth Dixon,Cle,BAL,RB,W 28-7,0/0,0.0,0.0,0.0,6.0,38.0,0.0,5.0,42.0,0.0,7.0,0.0,0.0,0.0,7.0
Wendell Smallwood,Atl,PHI,RB,W 24-15,0/0,0.0,0.0,0.0,13.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
Darren Sproles,Atl,PHI,RB,W 24-15,0/0,0.0,0.0,0.0,2.0,19.0,0.0,8.0,57.0,0.0,10.0,0.0,0.0,0.0,6.0
Mark Ingram,Den,NOR,RB,L 23-25,0/0,0.0,0.0,0.0,11.0,50.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0,0.0,6.0
Todd Gurley,@NYJ,LAR,RB,W 9-6,0/0,0.0,0.0,0.0,21.0,64.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,6.0
Tim Hightower,Den,NOR,RB,L 23-25,0/0,0.0,0.0,0.0,8.0,21.0,0.0,2.0,34.0,0.0,2.0,0.0,0.0,0.0,5.0
Isaiah Crowell,@Bal,CLE,RB,L 7-28,0/0,0.0,0.0,0.0,9.0,23.0,0.0,3.0,30.0,0.0,5.0,0.0,0.0,0.0,5.0
T.J. Yeldon,Hou,JAC,RB,L 21-24,0/0,0.0,0.0,0.0,9.0,32.0,0.0,3.0,27.0,0.0,3.0,0.0,0.0,0.0,5.0
Akeem Hunt,@Jax,HOU,RB,W 24-21,0/0,0.0,0.0,0.0,8.0,52.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0
Chris Ivory,Hou,JAC,RB,L 21-24,0/0,0.0,0.0,0.0,9.0,31.0,0.0,2.0,10.0,0.0,3.0,0.0,0.0,0.0,4.0
Benjamin Cunningham,@NYJ,LAR,RB,W 9-6,0/0,0.0,0.0,0.0,6.0,40.0,0.0,3.0,7.0,0.0,5.0,0.0,0.0,0.0,4.0
Jonathan Stewart,KC,CAR,RB,L 17-20,0/0,0.0,0.0,0.0,13.0,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
James White,Sea,NWE,RB,L 24-31,0/0,0.0,0.0,0.0,2.0,5.0,0.0,4.0,32.0,0.0,4.0,0.0,0.0,0.0,3.0
Derrick Henry,GB,TEN,RB,W 47-25,0/0,0.0,0.0,0.0,9.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Paul Perkins,Cin,NYG,RB,W 21-20,0/0,0.0,0.0,0.0,9.0,31.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
Peyton Barber,Chi,TAM,RB,W 36-10,0/0,0.0,0.0,0.0,12.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Travaris Cadet,Den,NOR,RB,L 23-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,3.0,0.0,0.0,0.0,2.0
Giovani Bernard,@NYG,CIN,RB,L 20-21,0/0,0.0,0.0,0.0,7.0,17.0,0.0,3.0,19.0,0.0,5.0,0.0,0.0,0.0,2.0
Christine Michael,@Ten,GNB,RB,L 25-47,0/0,0.0,0.0,0.0,5.0,22.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0
Kyle Juszczyk,Cle,BAL,RB,W 28-7,0/0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0
Jerick McKinnon,@Wsh,MIN,RB,L 20-26,0/0,0.0,0.0,0.0,6.0,16.0,0.0,3.0,17.0,0.0,4.0,0.0,0.0,0.0,2.0
Alfred Blue,@Jax,HOU,RB,W 24-21,0/0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Kapri Bibbs,@NO,DEN,RB,W 25-23,0/0,0.0,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Jeremy Langford,@TB,CHI,RB,L 10-36,0/0,0.0,0.0,0.0,2.0,16.0,0.0,4.0,10.0,0.0,5.0,0.0,0.0,0.0,2.0
Duke Johnson Jr.,@Bal,CLE,RB,L 7-28,0/0,0.0,0.0,0.0,2.0,6.0,0.0,3.0,25.0,0.0,4.0,0.0,0.0,0.0,2.0
