Player,OwnCode,Team,Pos,Opp,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,DefTD,FumR,Sack,Sfty,Blk,PtsAlld,1_39,40_49,50plus,KTot,XP,FFPts
Rob Gronkowski,LOS,NWE,TE,Hou,W 36-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,89.0,1.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,14.9
Ryan Griffin,WA (Wed),HOU,TE,@NE,L 33-36,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,61.0,1.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,12.1
Vernon Davis,WA (Wed),WAS,TE,Oak,W 27-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,58.0,1.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,11.8
Luke Willson,WA (Wed),SEA,TE,@Ten,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,53.0,1.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,11.3
Lance Kendricks,WA (Wed),GNB,TE,Cin,W 27-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,52.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,11.2
Jared Cook,WA (Wed),OAK,TE,@Wsh,L 10-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,43.0,1.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,10.3
Charles Clay,WA (Wed),BUF,TE,Den,W 26-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,39.0,1.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,9.9
Zach Ertz,BLRT,PHI,TE,NYG,W 27-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,55.0,1.0,10.0,0.0,1.0,0.0,,,,,,,,,,,,9.5
Cameron Brate,WA (Wed),TAM,TE,@Min,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,1.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,9.3
Jonnu Smith,WA (Wed),TEN,TE,Sea,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,8.4
Benjamin Watson,WA (Wed),BAL,TE,@Jax,L 7-44,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,7.2
Jimmy Graham,BKN,SEA,TE,@Ten,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,72.0,0.0,11.0,0.0,0.0,0.0,,,,,,,,,,,,7.2
David Njoku,WA (Wed),CLE,TE,@Ind,L 28-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,7.2
Adam Shaheen,WA (Wed),CHI,TE,Pit,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,6.2
Garrett Celek,WA (Wed),SFO,TE,LAR,L 39-41,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,6.1
Jermaine Gresham,WA (Wed),ARI,TE,Dal,L 17-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,47.0,0.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,4.7
Evan Engram,WA (Wed),NYG,TE,@Phi,L 24-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,45.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,4.5
Delanie Walker,GARI,TEN,TE,Sea,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,3.1
Austin Seferian-Jenkins,WA (Wed),NYJ,TE,Mia,W 20-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,31.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,3.1
Nick O'Leary,WA (Wed),BUF,TE,Den,W 26-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,3.1
Antonio Gates,WA (Wed),LAC,TE,KC,L 10-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,3.0
Seth DeValve,WA (Wed),CLE,TE,@Ind,L 28-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,2.9
Tyler Kroft,WA (Wed),CIN,TE,@GB,L 24-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,2.8
Coby Fleener,SCOT,NOR,TE,@Car,W 34-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,2.1
Jesse James,WA (Wed),PIT,TE,@Chi,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,1.9
Jacob Hollister,WA (Wed),NWE,TE,Hou,W 36-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,1.9
Virgil Green,WA (Wed),DEN,TE,@Buf,L 16-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,1.8
Zach Miller,WA (Wed),CHI,TE,Pit,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,1.7
Derek Carrier,WA (Wed),LAR,TE,@SF,W 41-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,1.7
Julius Thomas,WA (Wed),MIA,TE,@NYJ,L 6-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,1.6
Nick Boyle,WA (Wed),BAL,TE,@Jax,L 7-44,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,1.4
Stephen Anderson,WA (Wed),HOU,TE,@NE,L 33-36,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,1.4
Martellus Bennett,WA (Wed),GNB,TE,Cin,W 27-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,1.2
James O'Shaughnessy,WA (Wed),JAC,TE,Bal,W 44-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,1.2
O.J. Howard,WA (Wed),TAM,TE,@Min,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,1.2
Troy Niklas,WA (Wed),ARI,TE,Dal,L 17-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,1.0
Eric Ebron,NOG,DET,TE,Atl,L 26-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,0.9
Austin Hooper,WA (Wed),ATL,TE,@Det,W 30-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,0.9
Ed Dickson,WA (Wed),CAR,TE,NO,L 13-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,0.8
Darren Fells,WA (Wed),DET,TE,Atl,L 26-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,0.8
George Kittle,WA (Wed),SFO,TE,LAR,L 39-41,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,0.8
Brandon Williams,WA (Wed),IND,TE,Cle,W 31-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,0.7
Trey Burton,WA (Wed),PHI,TE,NYG,W 27-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,0.7
Darrell Daniels,WA (Wed),IND,TE,Cle,W 31-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,0.6
A.J. Derby,WA (Wed),DEN,TE,@Buf,L 16-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,0.5
Alan Cross,WA (Wed),TAM,TE,@Min,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,0.5
Kyle Rudolph,BLRT,MIN,TE,TB,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,0.4
Randall Telfer,WA (Wed),CLE,TE,@Ind,L 28-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,0.4
Tyler Higbee,WA (Wed),LAR,TE,@SF,W 41-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,0.4
Jason Witten,DAN,DAL,TE,@Ari,W 28-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,0.3
Phillip Supernaw,WA (Wed),TEN,TE,Sea,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,0.3
Josh Hill,WA (Wed),NOR,TE,@Car,W 34-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,0.3
Travis Kelce,MM,KAN,TE,@LAC,W 24-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,0.1
Kellen Winslow,WA (Wed),NYJ,TE,Mia,W 20-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Alex Smith,WA (Wed),WAS,TE,Oak,W 27-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Anthony Fasano,WA (Wed),MIA,TE,@NYJ,L 6-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Owen Daniels,WA (Wed),DEN,TE,@Buf,L 16-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Daniel Fells,WA (Wed),NYG,TE,@Phi,L 24-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Greg Olsen,DAN,CAR,TE,NO,L 13-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Spaeth,WA (Wed),PIT,TE,@Chi,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Scott Chandler,WA (Wed),NWE,TE,Hou,W 36-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Brent Celek,WA (Wed),PHI,TE,NYG,W 27-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Clark Harris,WA (Wed),CIN,TE,@GB,L 24-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Fred Davis,WA (Wed),WAS,TE,Oak,W 27-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Craig Stevens,WA (Wed),TEN,TE,Sea,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Gary Barnidge,WA (Wed),CLE,TE,@Ind,L 28-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jacob Tamme,WA (Wed),ATL,TE,@Det,W 30-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Kellen Davis,WA (Wed),NYJ,TE,Mia,W 20-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matthew Mulligan,WA (Wed),DET,TE,Atl,L 26-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
David Johnson,WA (Wed),PIT,TE,@Chi,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
James Casey,WA (Wed),DEN,TE,@Buf,L 16-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Chase Coffman,WA (Wed),IND,TE,Cle,W 31-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Bear Pascoe,WA (Wed),NWE,TE,Hou,W 36-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Brandon Pettigrew,WA (Wed),DET,TE,Atl,L 26-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
John Phillips,WA (Wed),NOR,TE,@Car,W 34-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Brandon Myers,WA (Wed),TAM,TE,@Min,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Dennis Pitta,WA (Wed),BAL,TE,@Jax,L 7-44,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Tony Moeaki,WA (Wed),CHI,TE,Pit,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jim Dray,WA (Wed),ARI,TE,Dal,L 17-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Garrett Graham,WA (Wed),DEN,TE,@Buf,L 16-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Clay Harbor,WA (Wed),NOR,TE,@Car,W 34-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Michael Hoomanawanui,WA (Wed),NOR,TE,@Car,W 34-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Anthony McCoy,WA (Wed),SEA,TE,@Ten,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Andrew Quarless,WA (Wed),DET,TE,Atl,L 26-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Richie Brockel,WA (Wed),CAR,TE,NO,L 13-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jeff Cumberland,WA (Wed),LAC,TE,KC,L 10-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Logan Paulsen,WA (Wed),SFO,TE,LAR,L 39-41,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Rob Housler,WA (Wed),NWE,TE,Hou,W 36-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Bruce Miller,WA (Wed),SFO,TE,LAR,L 39-41,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Luke Stocker,WA (Wed),TAM,TE,@Min,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
David Ausberry,WA (Wed),DET,TE,Atl,L 26-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
D.J. Williams,WA (Wed),WAS,TE,Oak,W 27-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jordan Cameron,WA (Wed),MIA,TE,@NYJ,L 6-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Lee Smith,WA (Wed),OAK,TE,@Wsh,L 10-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Dwayne Allen,WA (Wed),NWE,TE,Hou,W 36-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Orson Charles,WA (Wed),KAN,TE,@LAC,W 24-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ladarius Green,WA (Wed),PIT,TE,@Chi,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
James Hanna,WA (Wed),DAL,TE,@Ari,W 28-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Rhett Ellison,WA (Wed),NYG,TE,@Phi,L 24-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Greg Scruggs,WA (Wed),NWE,TE,Hou,W 36-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Dominique Jones,WA (Wed),MIA,TE,@NYJ,L 6-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Sean McGrath,WA (Wed),LAC,TE,KC,L 10-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Chase Ford,WA (Wed),BAL,TE,@Jax,L 7-44,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Cooper Helfet,WA (Wed),OAK,TE,@Wsh,L 10-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Brandon Bostick,WA (Wed),NYJ,TE,Mia,W 20-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Larry Donnell,WA (Wed),BAL,TE,@Jax,L 7-44,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ifeanyi Momah,WA (Wed),ARI,TE,Dal,L 17-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Tyler Eifert,SCOT,CIN,TE,@GB,L 24-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Gavin Escobar,WA (Wed),KAN,TE,@LAC,W 24-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Vance McDonald,WA (Wed),PIT,TE,@Chi,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jordan Reed,NOG,WAS,TE,Oak,W 27-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Michael Williams,WA (Wed),NWE,TE,Hou,W 36-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Mychal Rivera,WA (Wed),JAC,TE,Bal,W 44-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Chris Gragg,WA (Wed),NYJ,TE,Mia,W 20-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Dion Sims,WA (Wed),CHI,TE,Pit,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Levine Toilolo,WA (Wed),ATL,TE,@Det,W 30-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Justice Cunningham,WA (Wed),LAR,TE,@SF,W 41-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Chris Pantale,WA (Wed),MIA,TE,@NYJ,L 6-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Timothy Wright,WA (Wed),DET,TE,Atl,L 26-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
MarQueis Gray,WA (Wed),MIA,TE,@NYJ,L 6-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Zach Sudfeld,WA (Wed),NYJ,TE,Mia,W 20-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jake Stoneburner,WA (Wed),LAR,TE,@SF,W 41-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
C.J. Fiedorowicz,WA (Wed),HOU,TE,@NE,L 33-36,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Crockett Gillmore,WA (Wed),BAL,TE,@Jax,L 7-44,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Richard Rodgers,WA (Wed),GNB,TE,Cin,W 27-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jace Amaro,WA (Wed),TEN,TE,Sea,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Logan Thomas,WA (Wed),BUF,TE,Den,W 26-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Brian Leonhardt,WA (Wed),MIN,TE,TB,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Demetrius Harris,WA (Wed),KAN,TE,@LAC,W 24-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Marcel Jensen,WA (Wed),WAS,TE,Oak,W 27-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Asante Cleveland,WA (Wed),LAC,TE,KC,L 10-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Nic Jacobs,WA (Wed),JAC,TE,Bal,W 44-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Blake Annen,WA (Wed),BUF,TE,Den,W 26-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
RaShaun Allen,WA (Wed),HOU,TE,@NE,L 33-36,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
