Player,Team,Pos,Opp,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,DefTD,FumR,Sack,Sfty,Blk,PtsAlld,1_39,40_49,50plus,KTot,XP,FFPts
Dan Orlovsky,LAR,QB,@Jax,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Derek Anderson,CAR,QB,Phi,L 23-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Cassel,TEN,QB,Ind,W 36-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Kellen Clemens,LAC,QB,@Oak,W 17-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Charlie Whitehurst,CLE,QB,@Hou,L 17-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Bruce Gradkowski,PIT,QB,@KC,W 19-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Drew Stanton,ARI,QB,TB,W 38-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Moore,MIA,QB,@Atl,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Chad Henne,JAC,QB,LAR,L 17-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Josh Johnson,NYG,QB,@Den,W 23-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Flynn,NOR,QB,Det,W 52-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Chase Daniel,NOR,QB,Det,W 52-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Josh Freeman,IND,QB,@Ten,L 22-36,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Mark Sanchez,CHI,QB,@Bal,W 27-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Sam Bradford,MIN,QB,GB,W 23-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jimmy Clausen,BAL,QB,Chi,L 24-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Colt McCoy,WAS,QB,SF,W 26-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Dan LeFevour,TAM,QB,@Ari,L 33-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Thaddeus Lewis,BAL,QB,Chi,L 24-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Christian Ponder,SFO,QB,@Wsh,L 24-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Blaine Gabbert,ARI,QB,TB,W 38-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Colin Kaepernick,SFO,QB,@Wsh,L 24-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ryan Mallett,BAL,QB,Chi,L 24-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Scott Tolzien,IND,QB,@Ten,L 22-36,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Andrew Luck,IND,QB,@Ten,L 22-36,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Robert Griffin III,CLE,QB,@Hou,L 17-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ryan Tannehill,MIA,QB,@Atl,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Nick Foles,PHI,QB,@Car,W 28-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Brandon Weeden,TEN,QB,Ind,W 36-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ryan Lindley,IND,QB,@Ten,L 22-36,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Simms,ATL,QB,Mia,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Alex Tanney,TEN,QB,Ind,W 36-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
EJ Manuel,OAK,QB,LAC,L 16-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Mike Glennon,CHI,QB,@Bal,W 27-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Geno Smith,NYG,QB,@Den,W 23-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ryan Nassib,JAC,QB,LAR,L 17-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Sean Renfree,ATL,QB,Mia,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Landry Jones,PIT,QB,@KC,W 19-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Zac Dysert,ARI,QB,TB,W 38-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Barkley,SFO,QB,@Wsh,L 24-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ryan Griffin,TAM,QB,@Ari,L 33-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Tyler Bray,KAN,QB,Pit,L 13-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt McGloin,PHI,QB,@Car,W 28-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Teddy Bridgewater,MIN,QB,GB,W 23-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Johnny Manziel,CLE,QB,@Hou,L 17-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jimmy Garoppolo,NWE,QB,@NYJ,W 24-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Tajh Boyd,PIT,QB,@KC,W 19-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Zach Mettenberger,PIT,QB,@KC,W 19-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
David Fales,MIA,QB,@Atl,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Tom Savage,HOU,QB,Cle,W 33-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Aaron Murray,KAN,QB,Pit,L 13-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Blanchard,CHI,QB,@Bal,W 27-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Dustin Vaughan,BAL,QB,Chi,L 24-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Connor Shaw,CHI,QB,@Bal,W 27-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Bryce Petty,NYJ,QB,NE,L 17-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Dylan Thompson,LAR,QB,@Jax,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Sean Mannion,LAR,QB,@Jax,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Garrett Grayson,NOR,QB,Det,W 52-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Paxton Lynch,DEN,QB,NYG,L 10-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Christian Hackenberg,NYJ,QB,NE,L 17-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Cody Kessler,CLE,QB,@Hou,L 17-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Connor Cook,OAK,QB,LAC,L 16-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Cardale Jones,LAC,QB,@Oak,W 17-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Nate Sudfeld,WAS,QB,SF,W 26-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jake Rudock,DET,QB,@NO,L 38-52,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Brandon Allen,LAR,QB,@Jax,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Brandon Doughty,MIA,QB,@Atl,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Taylor Heinicke,MIN,QB,GB,W 23-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Stephen Morris,IND,QB,@Ten,L 22-36,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Joe Callahan,GNB,QB,@Min,L 10-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Brad Kaaya,DET,QB,@NO,L 38-52,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Chad Kelly,DEN,QB,NYG,L 10-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Patrick Mahomes,KAN,QB,Pit,L 13-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Joshua Dobbs,PIT,QB,@KC,W 19-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
DeShone Kizer,CLE,QB,@Hou,L 17-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Davis Webb,NYG,QB,@Den,W 23-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Taysom Hill,NOR,QB,Det,W 52-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Tony Romo,DAL,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke McCown,DAL,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarvaris Jackson,SEA,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Webb,BUF,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy Dalton,CIN,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.J. Yates,BUF,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrod Taylor,BUF,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerrod Johnson,DAL,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell Wilson,SEA,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kellen Moore,DAL,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Davis,SEA,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ McCarron,CIN,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Wenning,BUF,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dak Prescott,DAL,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Driskel,CIN,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevone Boykin,SEA,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Peterman,BUF,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooper Rush,DAL,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melvin Gordon,LAC,RB,@Oak,W 17-16,0/0,0.0,0.0,0.0,25.0,83.0,1.0,9.0,67.0,1.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,27.0
Adrian Peterson,ARI,RB,TB,W 38-33,0/0,0.0,0.0,0.0,26.0,134.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,25.4
Le'Veon Bell,PIT,RB,@KC,W 19-13,0/0,0.0,0.0,0.0,32.0,179.0,1.0,3.0,12.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,25.1
Mark Ingram,NOR,RB,Det,W 52-38,0/0,0.0,0.0,0.0,25.0,114.0,2.0,5.0,36.0,0.0,5.0,0.0,1.0,0.0,,,,,,,,,,,,25.0
Derrick Henry,TEN,RB,Ind,W 36-22,0/0,0.0,0.0,0.0,19.0,131.0,1.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,20.5
Jerick McKinnon,MIN,RB,GB,W 23-10,0/0,0.0,0.0,0.0,15.0,69.0,1.0,5.0,30.0,1.0,6.0,0.0,1.0,0.0,,,,,,,,,,,,19.9
Leonard Fournette,JAC,RB,LAR,L 17-27,0/0,0.0,0.0,0.0,21.0,130.0,1.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,19.8
Carlos Hyde,SFO,RB,@Wsh,L 24-26,0/0,0.0,0.0,0.0,13.0,28.0,2.0,5.0,47.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,19.5
Jordan Howard,CHI,RB,@Bal,W 27-24,0/0,0.0,0.0,0.0,36.0,167.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,17.6
DeMarco Murray,TEN,RB,Ind,W 36-22,0/0,0.0,0.0,0.0,12.0,40.0,1.0,4.0,47.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,14.7
Doug Martin,TAM,RB,@Ari,L 33-38,0/0,0.0,0.0,0.0,14.0,53.0,1.0,1.0,11.0,0.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,14.4
Chris Thompson,WAS,RB,SF,W 26-24,0/0,0.0,0.0,0.0,16.0,33.0,0.0,4.0,105.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,13.8
Chris Ivory,JAC,RB,LAR,L 17-27,0/0,0.0,0.0,0.0,2.0,3.0,0.0,9.0,74.0,1.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,13.7
Orleans Darkwa,NYG,RB,@Den,W 23-10,0/0,0.0,0.0,0.0,21.0,117.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,13.0
Jay Ajayi,MIA,RB,@Atl,W 20-17,0/0,0.0,0.0,0.0,26.0,130.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,13.0
Christian McCaffrey,CAR,RB,Phi,L 23-28,0/0,0.0,0.0,0.0,4.0,8.0,0.0,10.0,56.0,1.0,14.0,0.0,0.0,0.0,,,,,,,,,,,,12.4
Todd Gurley II,LAR,RB,@Jax,W 27-17,0/0,0.0,0.0,0.0,23.0,116.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,12.0
Dion Lewis,NWE,RB,@NYJ,W 24-17,0/0,0.0,0.0,0.0,11.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,11.2
Kareem Hunt,KAN,RB,Pit,L 13-19,0/0,0.0,0.0,0.0,9.0,21.0,0.0,5.0,89.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,11.0
Samaje Perine,WAS,RB,SF,W 26-24,0/0,0.0,0.0,0.0,9.0,23.0,0.0,3.0,24.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,10.7
