Player,Team,Pos,Opp,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,DefTD,FumR,Sack,Sfty,Blk,PtsAlld,1_39,40_49,50plus,KTot,XP,FFPts
Andre Williams,LAC,RB,@NE,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
James White,NWE,RB,LAC,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Ka'Deem Carey,CHI,RB,@NO,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Devonta Freeman,ATL,RB,@NYJ,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorenzo Taliaferro,BAL,RB,Mia,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Marion Grice,ARI,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Crowell,CLE,RB,Min,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfred Blue,HOU,RB,@Sea,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Williams,MIA,RB,@Bal,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Juwan Thompson,DEN,RB,@KC,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapri Bibbs,SFO,RB,@Phi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Branden Oliver,LAC,RB,@NE,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Andrews,TEN,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrin Reaves,KAN,RB,Den,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Silas Redd,WAS,RB,Dal,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Hewitt,CIN,RB,Ind,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Watts,LAR,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Johnson,TAM,RB,Car,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay Prosch,HOU,RB,@Sea,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Orleans Darkwa,NYG,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senorise Perry,MIA,RB,@Bal,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn Winston,CLE,RB,Min,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitzgerald Toussaint,PIT,RB,@Det,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Charcandrick West,KAN,RB,Den,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Roosevelt Nix,PIT,RB,@Det,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
David Johnson,ARI,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Murphy,NYJ,RB,Atl,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Burton,CHI,RB,@NO,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Langford,BAL,RB,Mia,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalston Fowler,TEN,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malcolm Johnson,SEA,RB,Hou,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey Iosefa,NWE,RB,LAC,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay Ajayi,MIA,RB,@Bal,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
David Cobb,CHI,RB,@NO,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Ameer Abdullah,DET,RB,Pit,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Melvin Gordon,LAC,RB,@NE,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Karlos Williams,PIT,RB,@Det,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Ty Montgomery,GNB,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javorius Allen,BAL,RB,Mia,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Hilliard,WAS,RB,Dal,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Robinson,IND,RB,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Ripkowski,GNB,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Varga,IND,RB,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke Johnson Jr.,CLE,RB,Min,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
T.J. Yeldon,JAC,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Todd Gurley II,LAR,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tevin Coleman,ATL,RB,@NYJ,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Jones,IND,RB,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Davis,SEA,RB,Hou,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Artis-Payne,CAR,RB,@TB,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Dyer,OAK,RB,@Buf,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
John Crockett,OAK,RB,@Buf,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrence Magee,CLE,RB,Min,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Rawls,SEA,RB,Hou,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Gus Johnson,LAC,RB,@NE,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Zenner,DET,RB,Pit,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Malcolm Brown,LAR,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terron Ward,ATL,RB,@NYJ,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarryd Hayne,SFO,RB,@Phi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Wegher,LAR,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alonzo Harris,GNB,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Grant,JAC,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikita Whitlock,NYG,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raheem Mostert,SFO,RB,@Phi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Rod Smith,DAL,RB,@Wsh,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Williams,PIT,RB,@Det,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Akeem Hunt,KAN,RB,Den,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezekiel Elliott,DAL,RB,@Wsh,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Henry,TEN,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenyan Drake,MIA,RB,@Bal,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. Prosise,SEA,RB,Hou,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Ervin,HOU,RB,@Sea,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenneth Dixon,BAL,RB,Mia,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Devontae Booker,DEN,RB,@KC,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
DeAndre Washington,OAK,RB,@Buf,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Perkins,NYG,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Howard,CHI,RB,@NO,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Wendell Smallwood,PHI,RB,SF,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Williams,BUF,RB,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Collins,BAL,RB,Mia,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy Janovich,DEN,RB,@KC,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Vitale,CLE,RB,Min,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek Watt,LAC,RB,@NE,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelvin Taylor,ATL,RB,@NYJ,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Jackson,CLE,RB,Min,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwayne Washington,DET,RB,Pit,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Lasco,NOR,RB,Chi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Marshall,WAS,RB,Dal,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Zac Brooks,SEA,RB,Hou,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Ferguson,IND,RB,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrell Watson,PIT,RB,@Det,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Wilds,CLE,RB,Min,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Jhurell Pressley,ATL,RB,@NYJ,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Byron Marshall,PHI,RB,SF,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
George Atkinson III,OAK,RB,@Buf,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
James Wilder Jr.,BUF,RB,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
D.J. Foster,ARI,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dreamius Smith,LAC,RB,@NE,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Devon Johnson,CAR,RB,@TB,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Kelley,WAS,RB,Dal,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Richard,OAK,RB,@Buf,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Troymaine Pope,IND,RB,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn Gronkowski,NWE,RB,LAC,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Howsare,NYJ,RB,Atl,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenneth Farrow,LAC,RB,@NE,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Lasike,CHI,RB,@NO,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Peyton Barber,TAM,RB,Car,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Don Jackson,GNB,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Farmer,SEA,RB,Hou,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Mack Brown,WAS,RB,Dal,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarik Cohen,CHI,RB,@NO,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Donnel Pumphrey,PHI,RB,SF,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
De'Angelo Henderson,DEN,RB,@KC,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Alvin Kamara,NOR,RB,Chi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Mixon,CIN,RB,Ind,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Samaje Perine,WAS,RB,Dal,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Hood,OAK,RB,@Buf,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
D'Onta Foreman,HOU,RB,@Sea,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquez Williams,JAC,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlon Mack,IND,RB,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonard Fournette,JAC,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareem Hunt,KAN,RB,Den,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne Gallman,NYG,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Conner,PIT,RB,@Det,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalvin Cook,MIN,RB,@Cle,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian McCaffrey,CAR,RB,@TB,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
T.J. Logan,ARI,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah McGuire,NYJ,RB,Atl,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Jones,GNB,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Rogers,LAR,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devante Mays,GNB,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Carson,SEA,RB,Hou,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Williams,SFO,RB,@Phi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaal Williams,GNB,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Dayes,CLE,RB,Min,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Khalfani Muhammad,TEN,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy McNichols,TAM,RB,Car,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Hill,ATL,RB,@NYJ,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Freddie Stevenson,CHI,RB,@NO,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Breida,SFO,RB,@Phi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Clement,PHI,RB,SF,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Algernon Brown,NYJ,RB,Atl,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jahad Thomas,NYJ,RB,Atl,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Ekeler,LAC,RB,@NE,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
David Fluellen,TEN,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijhaa Penny,ARI,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.D. McKissic,SEA,RB,Hou,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Davis,LAR,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taquan Mizzell,CHI,RB,@NO,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. Ham,MIN,RB,@Cle,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Edmunds,NOR,RB,Chi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Tre Madden,SEA,RB,Hou,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Smith Sr.,BAL,WR,Mia,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Johnson,TEN,WR,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anquan Boldin,BUF,WR,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry Fitzgerald,ARI,WR,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerricho Cotchery,CAR,WR,@TB,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Wes Welker,LAR,WR,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roddy White,ATL,WR,@NYJ,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Vincent Jackson,TAM,WR,Car,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Cribbs,IND,WR,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Washington,NWE,WR,LAC,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Lance Moore,ATL,WR,@NYJ,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Jennings,MIA,WR,@Bal,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Hester,SEA,WR,Hou,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek Hagan,TEN,WR,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Avant,KAN,WR,Den,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Marshall,NYG,WR,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marques Colston,NOR,WR,Chi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles Austin,PHI,WR,SF,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvin Johnson,DET,WR,Pit,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Ted Ginn Jr.,NOR,WR,Chi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwayne Bowe,CLE,WR,Min,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacoby Jones,PIT,WR,@Det,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
James Jones,LAC,WR,@NE,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Weems,TEN,WR,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordy Nelson,GNB,WR,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddie Royal,CHI,WR,@NO,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerome Simpson,SFO,WR,@Phi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
DeSean Jackson,TAM,WR,Car,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Harry Douglas,TEN,WR,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Jerome Caldwell,DET,WR,Pit,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Slater,NWE,WR,LAC,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre Garcon,SFO,WR,@Phi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Stevie Johnson,LAC,WR,@NE,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Amendola,NWE,WR,LAC,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Britt,CLE,WR,Min,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Crabtree,OAK,WR,@Buf,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Gibson,NWE,WR,LAC,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Hartline,CLE,WR,Min,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Percy Harvin,BUF,WR,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrius Heyward-Bey,PIT,WR,@Det,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon LaFell,CIN,WR,Ind,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Maclin,BAL,WR,Mia,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis Murphy,SFO,WR,@Phi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Hakeem Nicks,NOR,WR,Chi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Norwood,DEN,WR,@KC,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Ogletree,NYG,WR,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Tate,BUF,WR,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Wallace,BAL,WR,Mia,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Edelman,NWE,WR,LAC,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Dez Bryant,DAL,WR,@Wsh,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Demaryius Thomas,DEN,WR,@KC,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Tate,DET,WR,Pit,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrelious Benn,JAC,WR,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Easley,BUF,WR,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Riley Cooper,PHI,WR,SF,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Roberts,ATL,WR,@NYJ,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Decker,TEN,WR,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmanuel Sanders,DEN,WR,@KC,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Mariani,TEN,WR,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Williams,NYJ,WR,Atl,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Williams,KAN,WR,Den,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Seyi Ajirotutu,PHI,WR,SF,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Cruz,CHI,WR,@NO,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlon Moore,CLE,WR,Min,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan Walters,JAC,WR,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preston Parker,FA,WR,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Brown,PIT,WR,@Det,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Danario Alexander,LAC,WR,@NE,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Hawkins,CLE,WR,Min,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Jones,ATL,WR,@NYJ,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
A.J. Green,CIN,WR,Ind,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonard Hankerson,BUF,WR,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Little,BUF,WR,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Vincent Brown,NOR,WR,Chi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Torrey Smith,PHI,WR,SF,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Randall Cobb,GNB,WR,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwayne Harris,NYG,WR,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Salas,BUF,WR,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Kerley,NYJ,WR,Atl,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Denarius Moore,BUF,WR,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Aldrick Robinson,SFO,WR,@Phi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Cecil Shorts III,TAM,WR,Car,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug Baldwin,SEA,WR,Hou,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricardo Lockette,SEA,WR,Hou,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Hogan,NWE,WR,LAC,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Holmes,BUF,WR,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Morgan,BAL,WR,Mia,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Ross,ARI,WR,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamar Aiken,IND,WR,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrelle Pryor Sr.,WAS,WR,Dal,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Blackmon,JAC,WR,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Floyd,MIN,WR,@Cle,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendall Wright,CHI,WR,@NO,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Hill,CAR,WR,@TB,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Rueben Randle,CHI,WR,@NO,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Alshon Jeffery,PHI,WR,SF,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Quick,WAS,WR,Dal,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Keshawn Martin,DET,WR,Pit,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarius Wright,MIN,WR,@Cle,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Graham,CAR,WR,@TB,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Toon,LAR,WR,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Sanu,ATL,WR,@NYJ,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Y. Hilton,IND,WR,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVier Posey,DEN,WR,@KC,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
LaVon Brazill,IND,WR,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Benjamin,LAC,WR,@NE,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Jones Jr.,DET,WR,Pit,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Givens,PHI,WR,SF,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Rishard Matthews,TEN,WR,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kashif Moore,KAN,WR,Den,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
