Player,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,FFPts
Kyle Juszczyk,BAL,RB,@Jax,W 19-17,0/0,0.0,0.0,0.0,0.5,1.6,0.0,1.9,16.5,0.1,,,,,,1.8
Robert Turbin,IND,RB,SD,W 26-22,0/0,0.0,0.0,0.0,3.2,14.3,0.1,1.1,9.7,0.1,,,,,,1.8
Jalen Richard,OAK,RB,@Ten,W 17-10,0/0,0.0,0.0,0.0,3.8,15.4,0.1,1.0,8.0,0.0,,,,,,1.7
Kenneth Farrow,SDG,RB,@Ind,L 22-26,0/0,0.0,0.0,0.0,3.6,15.0,0.1,1.2,9.2,0.0,,,,,,1.7
Andre Ellington,ARI,RB,@Buf,L 18-33,0/0,0.0,0.0,0.0,2.6,11.1,0.1,1.0,9.3,0.0,,,,,,1.7
Benjamin Cunningham,LAR,RB,@TB,W 37-32,0/0,0.0,0.0,0.0,2.4,9.0,0.1,1.6,13.4,0.0,,,,,,1.6
Lance Dunbar,DAL,RB,Chi,W 31-17,0/0,0.0,0.0,0.0,1.8,7.5,0.0,1.4,12.3,0.1,,,,,,1.6
Reggie Bush,BUF,RB,Ari,W 33-18,0/0,0.0,0.0,0.0,3.2,13.1,0.1,0.9,6.3,0.0,,,,,,1.6
Fitzgerald Toussaint,PIT,RB,@Phi,L 3-34,0/0,0.0,0.0,0.0,2.7,11.2,0.1,0.6,4.3,0.0,,,,,,1.5
Josh Ferguson,IND,RB,SD,W 26-22,0/0,0.0,0.0,0.0,2.8,11.6,0.1,0.5,4.4,0.0,,,,,,1.5
Alfred Blue,HOU,RB,@NE,L 0-27,0/0,0.0,0.0,0.0,2.7,10.1,0.1,0.3,2.0,0.0,,,,,,1.4
John Kuhn,NOR,RB,Atl,L 32-45,0/0,0.0,0.0,0.0,1.5,5.6,0.1,0.9,6.8,0.1,,,,,,1.0
Isaiah Pead,MIA,RB,Cle,W 30-24,0/0,0.0,0.0,0.0,2.3,9.1,0.1,0.8,6.3,0.0,,,,,,0.7
Tyler Ervin,HOU,RB,@NE,L 0-27,0/0,0.0,0.0,0.0,1.7,6.8,0.0,0.8,6.0,0.0,,,,,,0.6
Zach Zenner,DET,RB,@GB,L 27-34,0/0,0.0,0.0,0.0,2.5,8.3,0.1,0.2,1.1,0.0,,,,,,0.5
Jamize Olawale,OAK,RB,@Ten,W 17-10,0/0,0.0,0.0,0.0,1.0,4.3,0.0,0.7,5.9,0.1,,,,,,0.5
Brandon Bolden,NWE,RB,Hou,W 27-0,0/0,0.0,0.0,0.0,2.2,9.2,0.1,0.4,2.9,0.0,,,,,,0.4
Mike Gillislee,BUF,RB,Ari,W 33-18,0/0,0.0,0.0,0.0,1.5,6.1,0.0,0.7,4.8,0.0,,,,,,0.4
Kenjon Barner,PHI,RB,Pit,W 34-3,0/0,0.0,0.0,0.0,1.7,6.8,0.1,0.1,1.0,0.0,,,,,,0.4
Wendell Smallwood,PHI,RB,Pit,W 34-3,0/0,0.0,0.0,0.0,1.3,4.8,0.0,0.1,1.0,0.0,,,,,,0.3
Marcus Murphy,NOR,RB,Atl,L 32-45,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.3
Bobby Rainey,NYG,RB,Wsh,L 27-29,0/0,0.0,0.0,0.0,1.4,5.7,0.0,0.3,2.0,0.0,,,,,,0.2
Damien Williams,MIA,RB,Cle,W 30-24,0/0,0.0,0.0,0.0,0.8,3.2,0.0,0.3,2.0,0.0,,,,,,0.2
James Develin,NWE,RB,Hou,W 27-0,0/0,0.0,0.0,0.0,0.6,1.8,0.0,0.2,1.4,0.0,,,,,,0.2
Aaron Ripkowski,GNB,RB,Det,W 34-27,0/0,0.0,0.0,0.0,0.3,1.0,0.0,0.2,1.9,0.0,,,,,,0.2
Malcolm Johnson,CLE,RB,@Mia,L 24-30,0/0,0.0,0.0,0.0,0.3,0.9,0.0,0.4,3.3,0.0,,,,,,0.2
Ronnie Hillman,MIN,RB,@Car,W 22-10,0/0,0.0,0.0,0.0,0.9,3.4,0.0,0.3,1.7,0.0,,,,,,0.2
Daryl Richardson,PIT,RB,@Phi,L 3-34,0/0,0.0,0.0,0.0,1.3,5.8,0.0,0.0,0.0,0.0,,,,,,0.2
Taiwan Jones,OAK,RB,@Ten,W 17-10,0/0,0.0,0.0,0.0,0.5,2.0,0.0,0.3,2.0,0.0,,,,,,0.2
Zach Line,MIN,RB,@Car,W 22-10,0/0,0.0,0.0,0.0,0.3,1.1,0.0,0.2,1.7,0.0,,,,,,0.2
Malcolm Brown,LAR,RB,@TB,W 37-32,0/0,0.0,0.0,0.0,0.8,2.8,0.0,0.2,1.8,0.0,,,,,,0.2
Knile Davis,KAN,RB,NYJ,W 24-3,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.2
Patrick DiMarco,ATL,RB,@NO,W 45-32,0/0,0.0,0.0,0.0,0.1,0.4,0.0,0.3,2.5,0.0,,,,,,0.2
Ryan Hewitt,CIN,RB,Den,L 17-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.7,0.0,,,,,,0.1
Kapri Bibbs,DEN,RB,@Cin,W 29-17,0/0,0.0,0.0,0.0,0.5,2.1,0.0,0.4,2.8,0.0,,,,,,0.1
Jonathan Grimes,HOU,RB,@NE,L 0-27,0/0,0.0,0.0,0.0,0.4,1.4,0.0,0.6,4.0,0.0,,,,,,0.1
Jalston Fowler,TEN,RB,Oak,L 10-17,0/0,0.0,0.0,0.0,0.1,0.4,0.0,0.2,1.8,0.0,,,,,,0.1
Corey Grant,JAC,RB,Bal,L 17-19,0/0,0.0,0.0,0.0,0.2,0.9,0.0,0.0,0.0,0.0,,,,,,0.1
Terrence Magee,SEA,RB,SF,W 37-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.4,0.0,,,,,,0.1
Paul Perkins,NYG,RB,Wsh,L 27-29,0/0,0.0,0.0,0.0,0.8,3.4,0.0,0.0,0.0,0.0,,,,,,0.1
Derek Watt,SDG,RB,@Ind,L 22-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.4,0.0,,,,,,0.1
Andy Janovich,DEN,RB,@Cin,W 29-17,0/0,0.0,0.0,0.0,0.4,1.4,0.0,0.0,0.0,0.0,,,,,,0.1
Michael Burton,DET,RB,@GB,L 27-34,0/0,0.0,0.0,0.0,0.2,0.6,0.0,0.1,1.1,0.0,,,,,,0.1
Mike Davis,SFO,RB,@Sea,L 18-37,0/0,0.0,0.0,0.0,0.4,1.4,0.0,0.3,1.8,0.0,,,,,,0.1
Denard Robinson,JAC,RB,Bal,L 17-19,0/0,0.0,0.0,0.0,0.4,1.7,0.0,0.1,0.9,0.0,,,,,,0.1
Cory Harkey,LAR,RB,@TB,W 37-32,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.5,0.0,,,,,,0.1
Daniel Lasco,NOR,RB,Atl,L 32-45,0/0,0.0,0.0,0.0,0.3,1.0,0.0,0.2,1.2,0.0,,,,,,0.1
Rex Burkhead,CIN,RB,Den,L 17-29,0/0,0.0,0.0,0.0,0.3,0.9,0.0,0.2,1.4,0.0,,,,,,0.1
Anthony Sherman,KAN,RB,NYJ,W 24-3,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.7,0.0,,,,,,0.1
George Atkinson III,CLE,RB,@Mia,L 24-30,0/0,0.0,0.0,0.0,0.3,1.1,0.0,0.0,0.0,0.0,,,,,,0.1
Jay Prosch,HOU,RB,@NE,L 0-27,0/0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,,,,,,0.1
Chase Reynolds,LAR,RB,@TB,W 37-32,0/0,0.0,0.0,0.0,0.3,0.9,0.0,0.0,0.0,0.0,,,,,,0.0
Jerome Felton,BUF,RB,Ari,W 33-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,,,,,,0.0
Robert Kelley,WAS,RB,@NYG,W 29-27,0/0,0.0,0.0,0.0,0.3,1.2,0.0,0.0,0.0,0.0,,,,,,0.0
Antonio Andrews,TEN,RB,Oak,L 10-17,0/0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,,,,,,0.0
Rod Smith,DAL,RB,Chi,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Steven Jackson,NWE,RB,Hou,W 27-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Fred Jackson,SEA,RB,SF,W 37-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Adrian Peterson,MIN,RB,@Car,W 22-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Marshawn Lynch,SEA,RB,SF,W 37-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ahmad Bradshaw,IND,RB,SD,W 26-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Pierre Thomas,WAS,RB,@NYG,W 29-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Darren McFadden,DAL,RB,Chi,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jonathan Stewart,CAR,RB,Min,L 10-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ray Rice,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Jamaal Charles,KAN,RB,NYJ,W 24-3,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Marcel Reece,OAK,RB,@Ten,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Danny Woodhead,SDG,RB,@Ind,L 22-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Donald Brown,NWE,RB,Hou,W 27-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Arian Foster,MIA,RB,Cle,W 30-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Rashad Jennings,NYG,RB,Wsh,L 27-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jorvorskie Lane,TAM,RB,LA,L 32-37,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Knowshon Moreno,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Cedric Peerman,CIN,RB,Den,L 17-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Marcus Thigpen,BUF,RB,Ari,W 33-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Darrel Young,CHI,RB,@Dal,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Antone Smith,NYJ,RB,@KC,L 3-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
C.J. Spiller,SEA,RB,SF,W 37-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ben Tate,PIT,RB,@Phi,L 3-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Toby Gerhart,JAC,RB,Bal,L 17-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Boobie Dixon,BUF,RB,Ari,W 33-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joique Bell,CHI,RB,@Dal,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tyler Clutts,DAL,RB,Chi,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Stevan Ridley,IND,RB,SD,W 26-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Williams,DAL,RB,Chi,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Daniel Thomas,MIA,RB,Cle,W 30-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kendall Hunter,NOR,RB,Atl,L 32-45,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jordan Todman,IND,RB,SD,W 26-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Roy Helu Jr.,OAK,RB,@Ten,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dion Lewis,NWE,RB,Hou,W 27-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
DuJuan Harris,SFO,RB,@Sea,L 18-37,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Will Johnson,NYG,RB,Wsh,L 27-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Trent Richardson,BAL,RB,@Jax,W 19-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Doug Martin,TAM,RB,LA,L 32-37,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Chris Polk,HOU,RB,@NE,L 0-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
LaMike James,MIA,RB,Cle,W 30-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Bernard Pierce,NYJ,RB,@KC,L 3-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Cyrus Gray,ATL,RB,@NO,W 45-32,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Vick Ballard,NOR,RB,Atl,L 32-45,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Daniel Herron,BUF,RB,Ari,W 33-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Bryce Brown,SEA,RB,SF,W 37-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joe Banyard,JAC,RB,Bal,L 17-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Derrick Coleman,SEA,RB,SF,W 37-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jonas Gray,JAC,RB,Bal,L 17-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Montee Ball,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Le'Veon Bell,PIT,RB,@Phi,L 3-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Mike James,TAM,RB,LA,L 32-37,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tommy Bohanon,NYJ,RB,@KC,L 3-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Stepfan Taylor,ARI,RB,@Buf,L 18-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Zac Stacy,NYJ,RB,@KC,L 3-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joseph Randle,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Kerwynn Williams,ARI,RB,@Buf,L 18-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kendall Gaskins,SFO,RB,@Sea,L 18-37,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Steven Miller,DET,RB,@GB,L 27-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
George Winn,DET,RB,@GB,L 27-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Khiry Robinson,NYJ,RB,@KC,L 3-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dri Archer,BUF,RB,Ari,W 33-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tre Mason,LAR,RB,@TB,W 37-32,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Bishop Sankey,TEN,RB,Oak,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tyler Gaffney,NWE,RB,Hou,W 27-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Storm Johnson,TAM,RB,LA,L 32-37,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Lache Seastrunk,NYJ,RB,@KC,L 3-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Andre Williams,SDG,RB,@Ind,L 22-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ka'Deem Carey,CHI,RB,@Dal,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Lorenzo Taliaferro,BAL,RB,@Jax,W 19-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Marion Grice,ARI,RB,@Buf,L 18-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Juwan Thompson,DEN,RB,@Cin,W 29-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Branden Oliver,SDG,RB,@Ind,L 22-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Darrin Reaves,KAN,RB,NYJ,W 24-3,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Silas Redd,WAS,RB,@NYG,W 29-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Trey Watts,LAR,RB,@TB,W 37-32,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Austin Johnson,NOR,RB,Atl,L 32-45,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Senorise Perry,CHI,RB,@Dal,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Glenn Winston,CLE,RB,@Mia,L 24-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Roosevelt Nix,PIT,RB,@Phi,L 3-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joey Iosefa,NWE,RB,Hou,W 27-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
David Cobb,TEN,RB,Oak,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ameer Abdullah,DET,RB,@GB,L 27-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Karlos Williams,BUF,RB,Ari,W 33-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Javorius Allen,BAL,RB,@Jax,W 19-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kenny Hilliard,HOU,RB,@NE,L 0-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Josh Robinson,IND,RB,SD,W 26-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tyler Varga,IND,RB,SD,W 26-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Michael Dyer,OAK,RB,@Ten,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
John Crockett,GNB,RB,Det,W 34-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Thomas Rawls,SEA,RB,SF,W 37-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Gus Johnson,SDG,RB,@Ind,L 22-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Terron Ward,ATL,RB,@NO,W 45-32,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jarryd Hayne,SFO,RB,@Sea,L 18-37,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Wegher,CAR,RB,Min,L 10-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Alonzo Harris,GNB,RB,Det,W 34-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Nikita Whitlock,NYG,RB,Wsh,L 27-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Raheem Mostert,CHI,RB,@Dal,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Trey Williams,IND,RB,SD,W 26-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Akeem Hunt,HOU,RB,@NE,L 0-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
C.J. Prosise,SEA,RB,SF,W 37-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kenneth Dixon,BAL,RB,@Jax,W 19-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jonathan Williams,BUF,RB,Ari,W 33-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kelvin Taylor,SFO,RB,@Sea,L 18-37,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Darius Jackson,DAL,RB,Chi,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Keith Marshall,WAS,RB,@NYG,W 29-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Zac Brooks,SEA,RB,SF,W 37-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Terrell Watson,CLE,RB,@Mia,L 24-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Wilds,ATL,RB,@NO,W 45-32,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jhurell Pressley,GNB,RB,Det,W 34-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Byron Marshall,PHI,RB,Pit,W 34-3,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
James Wilder Jr.,BUF,RB,Ari,W 33-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
D.J. Foster,NWE,RB,Hou,W 27-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dreamius Smith,SDG,RB,@Ind,L 22-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Devon Johnson,CAR,RB,Min,L 10-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Troymaine Pope,NYJ,RB,@KC,L 3-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Glenn Gronkowski,BUF,RB,Ari,W 33-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Julian Howsare,NYJ,RB,@KC,L 3-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Peyton Barber,TAM,RB,LA,L 32-37,--/--,,,,,,,,,,,,,,,
Julio Jones,ATL,WR,@NO,W 45-32,0/0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,121.1,0.5,,,,,,14.9
Antonio Brown,PIT,WR,@Phi,L 3-34,0/0,0.0,0.0,0.0,0.3,1.7,0.0,8.1,110.5,0.6,,,,,,14.8
Jordy Nelson,GNB,WR,Det,W 34-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,85.8,0.7,,,,,,12.2
DeAndre Hopkins,HOU,WR,@NE,L 0-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,92.2,0.5,,,,,,12.0
Marvin Jones,DET,WR,@GB,L 27-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,90.3,0.5,,,,,,11.8
Allen Robinson,JAC,WR,Bal,L 17-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,84.3,0.6,,,,,,11.6
Odell Beckham Jr.,NYG,WR,Wsh,L 27-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,84.4,0.6,,,,,,11.6
Alshon Jeffery,CHI,WR,@Dal,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,85.0,0.5,,,,,,10.8
Larry Fitzgerald,ARI,WR,@Buf,L 18-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,77.7,0.6,,,,,,10.3
Dez Bryant,DAL,WR,Chi,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,69.5,0.7,,,,,,10.2
Eric Decker,NYJ,WR,@KC,L 3-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,71.8,0.5,,,,,,10.2
T.Y. Hilton,IND,WR,SD,W 26-22,0/0,0.0,0.0,0.0,0.1,0.8,0.0,5.4,74.4,0.5,,,,,,10.1
Amari Cooper,OAK,WR,@Ten,W 17-10,0/0,0.0,0.0,0.0,0.1,0.8,0.0,5.3,74.8,0.5,,,,,,10.0
