Player,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,FFPts
Alshon Jeffery,CHI,WR,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,75.2,0.4,,,,,,9.3
Donte Moncrief,IND,WR,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,61.0,0.5,,,,,,9.2
Keenan Allen,SDG,WR,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,75.7,0.3,,,,,,9.1
DeSean Jackson,WAS,WR,Pit,L 16-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,70.3,0.3,,,,,,9.1
Michael Crabtree,OAK,WR,@NO,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,61.1,0.5,,,,,,9.0
Randall Cobb,GNB,WR,@Jax,W 27-23,0/0,0.0,0.0,0.0,1.0,4.5,0.0,5.3,64.6,0.5,,,,,,9.0
Doug Baldwin,SEA,WR,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,60.9,0.5,,,,,,9.0
Eric Decker,NYJ,WR,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,64.9,0.5,,,,,,8.9
Brandin Cooks,NOR,WR,Oak,L 34-35,0/0,0.0,0.0,0.0,0.5,3.1,0.0,5.5,65.1,0.4,,,,,,8.7
Larry Fitzgerald,ARI,WR,NE,L 21-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,64.9,0.5,,,,,,8.7
Michael Floyd,ARI,WR,NE,L 21-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,64.5,0.4,,,,,,8.7
Mike Evans,TAM,WR,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,68.6,0.4,,,,,,8.5
Demaryius Thomas,DEN,WR,Car,W 21-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,63.4,0.4,,,,,,8.4
John Brown,ARI,WR,NE,L 21-23,0/0,0.0,0.0,0.0,0.2,1.5,0.0,4.4,65.7,0.4,,,,,,8.4
Marvin Jones,DET,WR,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,68.8,0.4,,,,,,8.3
Jordan Matthews,PHI,WR,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,60.2,0.4,,,,,,8.2
Golden Tate,DET,WR,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.4,2.9,0.0,5.6,68.7,0.3,,,,,,8.2
Jeremy Maclin,KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.3,1.7,0.0,4.8,67.7,0.3,,,,,,8.0
Jarvis Landry,MIA,WR,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.8,2.8,0.0,7.2,65.0,0.3,,,,,,7.9
Tyler Lockett,SEA,WR,Mia,W 12-10,0/0,0.0,0.0,0.0,0.3,2.0,0.0,3.3,50.4,0.4,,,,,,7.8
Emmanuel Sanders,DEN,WR,Car,W 21-20,0/0,0.0,0.0,0.0,0.3,1.6,0.0,4.8,61.5,0.3,,,,,,7.8
Pierre Garcon,WAS,WR,Pit,L 16-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,53.1,0.4,,,,,,7.3
Julian Edelman,NWE,WR,@Ari,W 23-21,0/0,0.0,0.0,0.0,0.5,2.9,0.0,5.2,56.4,0.3,,,,,,7.2
Vincent Jackson,TAM,WR,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,54.5,0.3,,,,,,7.0
Sterling Shepard,NYG,WR,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,56.9,0.3,,,,,,6.9
Tavon Austin,LAR,WR,@SF,L 0-28,0/0,0.0,0.0,0.0,3.2,16.5,0.1,4.2,44.3,0.2,,,,,,6.9
Torrey Smith,SFO,WR,LA,W 28-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,56.6,0.3,,,,,,6.7
Willie Snead,NOR,WR,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,53.1,0.3,,,,,,6.7
Steve Smith Sr.,BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,50.2,0.3,,,,,,6.6
Stefon Diggs,MIN,WR,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.3,1.8,0.0,4.2,55.0,0.3,,,,,,6.6
Corey Coleman,CLE,WR,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.2,1.5,0.0,4.4,55.6,0.2,,,,,,6.6
Michael Thomas,NOR,WR,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,47.6,0.4,,,,,,6.4
Kenny Britt,LAR,WR,@SF,L 0-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,50.4,0.2,,,,,,6.3
Kelvin Benjamin,CAR,WR,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,42.6,0.4,,,,,,6.3
Kenny Stills,MIA,WR,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,52.1,0.2,,,,,,6.2
Phillip Dorsett,IND,WR,Det,L 35-39,0/0,0.0,0.0,0.0,0.4,2.3,0.0,3.1,40.8,0.3,,,,,,6.0
Mohamed Sanu,ATL,WR,TB,L 24-31,0/0,0.0,0.0,0.0,0.4,2.4,0.0,4.0,48.2,0.3,,,,,,6.0
Mike Wallace,BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.1,0.8,0.0,3.4,42.7,0.3,,,,,,6.0
Will Fuller V,HOU,WR,Chi,W 23-14,0/0,0.0,0.0,0.0,0.1,0.9,0.0,3.0,49.2,0.3,,,,,,6.0
Chris Hogan,NWE,WR,@Ari,W 23-21,0/0,0.0,0.0,0.0,0.1,0.7,0.0,3.6,41.3,0.3,,,,,,5.8
Allen Hurns,JAC,WR,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,47.9,0.3,,,,,,5.7
Terrance Williams,DAL,WR,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,42.2,0.3,,,,,,5.7
Chris Conley,KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,41.2,0.3,,,,,,5.7
Sammie Coates,PIT,WR,@Wsh,W 38-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,40.7,0.3,,,,,,5.6
Eli Rogers,PIT,WR,@Wsh,W 38-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,48.6,0.3,,,,,,5.6
Terrelle Pryor,CLE,WR,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.2,1.5,0.0,3.3,46.3,0.3,,,,,,5.6
Travis Benjamin,SDG,WR,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,49.1,0.2,,,,,,5.6
Kevin White,CHI,WR,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,49.6,0.2,,,,,,5.5
Anquan Boldin,DET,WR,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,46.8,0.2,,,,,,5.4
Tajae Sharpe,TEN,WR,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,41.7,0.2,,,,,,5.1
Jermaine Kearse,SEA,WR,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,32.6,0.3,,,,,,4.9
Devin Funchess,CAR,WR,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,38.4,0.3,,,,,,4.9
Seth Roberts,OAK,WR,@NO,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,35.3,0.3,,,,,,4.7
Kamar Aiken,BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,38.0,0.3,,,,,,4.5
Robert Woods,BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.1,0.9,0.0,2.9,34.8,0.2,,,,,,4.5
Jamison Crowder,WAS,WR,Pit,L 16-38,0/0,0.0,0.0,0.0,0.1,0.7,0.0,3.6,34.5,0.2,,,,,,4.5
Tyler Boyd,CIN,WR,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.5,3.1,0.0,2.8,35.9,0.2,,,,,,4.4
Ted Ginn Jr.,CAR,WR,@Den,L 20-21,0/0,0.0,0.0,0.0,0.3,1.7,0.0,2.3,31.5,0.2,,,,,,4.3
Darrius Heyward-Bey,PIT,WR,@Wsh,W 38-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,30.6,0.2,,,,,,4.2
Braxton Miller,HOU,WR,Chi,W 23-14,0/0,0.0,0.0,0.0,0.6,3.6,0.0,3.1,34.5,0.2,,,,,,4.2
Charles Johnson,MIN,WR,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,37.4,0.2,,,,,,4.2
Victor Cruz,NYG,WR,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,34.1,0.2,,,,,,4.2
Quinton Patton,SFO,WR,LA,W 28-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,34.4,0.2,,,,,,4.1
Rishard Matthews,TEN,WR,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,38.3,0.2,,,,,,4.1
Brandon LaFell,CIN,WR,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,31.1,0.2,,,,,,4.1
Leonte Carroo,MIA,WR,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,36.7,0.2,,,,,,3.9
Andrew Hawkins,CLE,WR,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.1,0.8,0.0,2.8,31.8,0.1,,,,,,3.7
Davante Adams,GNB,WR,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,27.2,0.2,,,,,,3.4
Marqise Lee,JAC,WR,GB,L 23-27,0/0,0.0,0.0,0.0,0.4,2.8,0.0,2.1,22.6,0.2,,,,,,3.2
Quincy Enunwa,NYJ,WR,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,23.7,0.2,,,,,,3.2
Jaelen Strong,HOU,WR,Chi,W 23-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,23.9,0.2,,,,,,3.1
Dorial Green-Beckham,PHI,WR,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,25.6,0.2,,,,,,3.1
Adam Humphries,TAM,WR,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,21.5,0.2,,,,,,3.1
Cole Beasley,DAL,WR,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.4,0.2,,,,,,3.0
Andre Johnson,TEN,WR,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,28.6,0.2,,,,,,3.0
Tyrell Williams,SDG,WR,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,27.2,0.2,,,,,,3.0
Nelson Agholor,PHI,WR,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.4,0.2,,,,,,3.0
Albert Wilson,KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.5,3.3,0.0,1.9,24.3,0.1,,,,,,2.9
Eddie Royal,CHI,WR,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.1,0.8,0.0,2.4,23.2,0.1,,,,,,2.8
Adam Thielen,MIN,WR,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.1,0.9,0.0,1.7,23.2,0.1,,,,,,2.8
J.J. Nelson,ARI,WR,NE,L 21-23,0/0,0.0,0.0,0.0,0.1,0.7,0.0,1.2,21.8,0.1,,,,,,2.8
Jeremy Kerley,SFO,WR,LA,W 28-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,24.2,0.1,,,,,,2.7
Bradley Marquez,LAR,WR,@SF,L 0-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,25.1,0.1,,,,,,2.7
Rod Streater,SFO,WR,LA,W 28-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,20.6,0.1,,,,,,2.6
Laquon Treadwell,MIN,WR,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,21.8,0.1,,,,,,2.6
Rashad Greene,JAC,WR,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,10.3,0.1,,,,,,1.9
Paul Richardson,SEA,WR,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,14.0,0.1,,,,,,1.8
Danny Amendola,NWE,WR,@Ari,W 23-21,0/0,0.0,0.0,0.0,0.1,0.7,0.0,1.4,19.0,0.1,,,,,,1.8
Josh Huff,PHI,WR,Cle,W 29-10,0/0,0.0,0.0,0.0,0.3,1.7,0.0,1.4,15.7,0.1,,,,,,1.8
Breshad Perriman,BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,17.2,0.1,,,,,,1.7
Quan Bray,IND,WR,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.7,0.1,,,,,,1.7
Jordan Norwood,DEN,WR,Car,W 21-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,16.3,0.1,,,,,,1.7
Malcolm Mitchell,NWE,WR,@Ari,W 23-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,19.5,0.1,,,,,,1.7
Jared Abbrederis,GNB,WR,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.9,0.1,,,,,,1.7
Ryan Grant,WAS,WR,Pit,L 16-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,14.5,0.1,,,,,,1.6
Justin Hardy,ATL,WR,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,14.0,0.1,,,,,,1.6
Harry Douglas,TEN,WR,Min,L 16-25,0/0,0.0,0.0,0.0,0.3,1.8,0.0,1.2,15.3,0.1,,,,,,1.6
Ty Montgomery,GNB,WR,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.3,1.6,0.0,0.8,11.1,0.1,,,,,,1.6
Marquise Goodwin,BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,15.0,0.1,,,,,,1.5
Brian Quick,LAR,WR,@SF,L 0-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,16.6,0.1,,,,,,1.5
Corey Brown,CAR,WR,@Den,L 20-21,0/0,0.0,0.0,0.0,0.3,1.7,0.0,1.0,13.5,0.1,,,,,,1.5
Jakeem Grant,MIA,WR,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,12.5,0.1,,,,,,1.5
Dontrelle Inman,SDG,WR,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.8,0.1,,,,,,1.5
Rashard Higgins,CLE,WR,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,14.7,0.1,,,,,,1.4
Aldrick Robinson,ATL,WR,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,11.7,0.1,,,,,,1.4
Robby Anderson,NYJ,WR,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.3,0.1,,,,,,1.4
Aaron Burbridge,SFO,WR,LA,W 28-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.7,0.1,,,,,,1.4
Lucky Whitehead,DAL,WR,NYG,L 19-20,0/0,0.0,0.0,0.0,1.1,4.7,0.0,0.4,4.9,0.0,,,,,,0.5
Jalin Marshall,NYJ,WR,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.0,0.0,,,,,,0.5
Brice Butler,DAL,WR,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,9.9,0.1,,,,,,0.5
Andre Holmes,OAK,WR,@NO,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,9.0,0.1,,,,,,0.4
Jeff Janis,GNB,WR,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,8.3,0.1,,,,,,0.4
Brandon Coleman,NOR,WR,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,9.2,0.1,,,,,,0.4
Tavarres King,NYG,WR,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,9.1,0.1,,,,,,0.4
Greg Salas,BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.8,0.1,,,,,,0.4
Cordarrelle Patterson,MIN,WR,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.3,1.8,0.0,0.4,4.9,0.0,,,,,,0.4
Dwayne Harris,NYG,WR,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.1,0.8,0.0,0.2,3.0,0.0,,,,,,0.3
Cody Latimer,DEN,WR,Car,W 21-20,0/0,0.0,0.0,0.0,0.1,0.8,0.0,0.8,7.9,0.0,,,,,,0.3
Chris Moore,BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.5,0.0,,,,,,0.3
Chester Rogers,IND,WR,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.4,0.0,,,,,,0.3
Andre Roberts,DET,WR,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.4,0.0,,,,,,0.3
Demarcus Robinson,KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.5,0.0,,,,,,0.3
Rashad Ross,WAS,WR,Pit,L 16-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.9,0.0,,,,,,0.2
Devin Hester,BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.2
Brandon Tate,BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.1,0.0,,,,,,0.2
Alex Erickson,CIN,WR,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,,,,,,0.2
Tyreek Hill,KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.5,0.0,,,,,,0.2
Cecil Shorts III,TAM,WR,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.9,0.0,,,,,,0.2
Deonte Thompson,CHI,WR,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,,,,,,0.2
Eric Weems,ATL,WR,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.5,0.0,,,,,,0.2
Ricardo Louis,CLE,WR,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.9,0.0,,,,,,0.1
Johnny Holton,OAK,WR,@NO,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0,0.0,,,,,,0.1
Joshua Bellamy,CHI,WR,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.6,0.0,,,,,,0.1
Jaron Brown,ARI,WR,NE,L 21-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.8,0.0,,,,,,0.1
Matthew Slater,NWE,WR,@Ari,W 23-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.7,0.0,,,,,,0.1
Tanner McEvoy,SEA,WR,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.2,0.0,,,,,,0.1
Marc Mariani,TEN,WR,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1
James Wright,CIN,WR,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,,,,,,0.1
Russell Shepard,TAM,WR,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.0,,,,,,0.1
Justin Hunter,BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.5,0.0,,,,,,0.1
Roger Lewis,NYG,WR,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.5,0.0,,,,,,0.1
Trevor Davis,GNB,WR,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1
Keith Mumphery,HOU,WR,Chi,W 23-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jerricho Cotchery,CAR,WR,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Wes Welker,LAR,WR,@SF,L 0-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Roddy White,ATL,WR,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joshua Cribbs,IND,WR,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Nate Washington,NWE,WR,@Ari,W 23-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Lance Moore,ATL,WR,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Greg Jennings,MIA,WR,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Derek Hagan,TEN,WR,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jason Avant,KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Marques Colston,NOR,WR,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Miles Austin,PHI,WR,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Calvin Johnson,DET,WR,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dwayne Bowe,CLE,WR,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jacoby Jones,PIT,WR,@Wsh,W 38-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
James Jones,SDG,WR,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jerome Simpson,SFO,WR,LA,W 28-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Andre Jerome Caldwell,DET,WR,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Stevie Johnson,SDG,WR,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Gibson,NWE,WR,@Ari,W 23-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brian Hartline,CLE,WR,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Percy Harvin,BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Louis Murphy,TAM,WR,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Hakeem Nicks,NOR,WR,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kevin Ogletree,NYG,WR,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Marcus Easley,BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Riley Cooper,PHI,WR,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kyle Williams,NYJ,WR,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Mike Williams,KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Seyi Ajirotutu,PHI,WR,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Marlon Moore,CLE,WR,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Bryan Walters,JAC,WR,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Preston Parker,FA,WR,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Danario Alexander,SDG,WR,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Leonard Hankerson,BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Greg Little,BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Vincent Brown,NOR,WR,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Denarius Moore,BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ricardo Lockette,SEA,WR,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joe Morgan,BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jeremy Ross,NYJ,WR,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Justin Blackmon,JAC,WR,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kendall Wright,TEN,WR,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Stephen Hill,CAR,WR,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
