Player,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,TT,Sck,FumF,FumR,Int,IntTD,FumTD,FFPts
Terron Ward,ATL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Jarryd Hayne,SFO,RB,NE,L 17-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brandon Wegher,CAR,RB,NO,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Alonzo Harris,GNB,RB,@Wsh,L 24-42,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Corey Grant,JAC,RB,@Det,L 19-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Nikita Whitlock,NYG,RB,Chi,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Raheem Mostert,CHI,RB,@NYG,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Rod Smith,DAL,RB,Bal,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Trey Williams,IND,RB,Ten,W 24-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Devontae Booker,DEN,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Andy Janovich,DEN,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Derek Watt,SDG,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Kelvin Taylor,SFO,RB,NE,L 17-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darius Jackson,DAL,RB,Bal,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Daniel Lasco,NOR,RB,@Car,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Keith Marshall,WAS,RB,GB,W 42-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Zac Brooks,SEA,RB,Phi,W 26-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Terrell Watson,CLE,RB,Pit,L 9-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brandon Wilds,NYJ,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Jhurell Pressley,GNB,RB,@Wsh,L 24-42,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Byron Marshall,PHI,RB,@Sea,L 15-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
James Wilder Jr.,BUF,RB,@Cin,W 16-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
D.J. Foster,NWE,RB,@SF,W 30-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dreamius Smith,SDG,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Devon Johnson,CAR,RB,NO,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Troymaine Pope,SEA,RB,Phi,W 26-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Glenn Gronkowski,BUF,RB,@Cin,W 16-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Julian Howsare,NYJ,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Kenneth Farrow,SDG,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Don Jackson,GNB,RB,@Wsh,L 24-42,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
George Farmer,SEA,RB,Phi,W 26-15,--/--,,,,,,,,,,,,,,,,,,,,,,
Antonio Brown,PIT,WR,@Cle,W 24-9,0/0,0.0,0.0,0.0,0.8,5.1,0.0,6.8,97.9,0.7,,,,,,,,,,0.0,,,13.4
Odell Beckham Jr.,NYG,WR,Chi,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,92.9,0.6,,,,,,,,,,0.0,,,12.6
T.Y. Hilton,IND,WR,Ten,W 24-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,95.6,0.5,,,,,,,,,,0.0,,,12.0
Mike Evans,TAM,WR,@KC,W 19-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,96.3,0.5,,,,,,,,,,0.0,,,12.0
A.J. Green,CIN,WR,Buf,L 12-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,95.2,0.5,,,,,,,,,,0.0,,,12.0
Allen Robinson,JAC,WR,@Det,L 19-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,87.1,0.5,,,,,,,,,,0.0,,,10.9
Jordy Nelson,GNB,WR,@Wsh,L 24-42,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,72.1,0.5,,,,,,,,,,0.0,,,10.0
Julian Edelman,NWE,WR,@SF,W 30-17,0/0,0.0,0.0,0.0,1.2,6.3,0.1,6.3,69.5,0.6,,,,,,,,,,0.0,,,9.9
Terrelle Pryor Sr.,CLE,WR,Pit,L 9-24,0/0,0.0,0.0,0.0,0.2,1.4,0.0,5.7,76.2,0.5,,,,,,,,,,0.0,,,9.7
DeAndre Hopkins,HOU,WR,@Oak,L 20-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,72.2,0.4,,,,,,,,,,0.0,,,9.5
Larry Fitzgerald,ARI,WR,@Min,L 24-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,73.2,0.4,,,,,,,,,,0.0,,,9.3
Amari Cooper,OAK,WR,Hou,W 27-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,73.6,0.4,,,,,,,,,,0.0,,,9.3
Kelvin Benjamin,CAR,WR,NO,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,63.7,0.5,,,,,,,,,,0.0,,,9.1
Dez Bryant,DAL,WR,Bal,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,67.4,0.5,,,,,,,,,,0.0,,,8.9
Donte Moncrief,IND,WR,Ten,W 24-17,0/0,0.0,0.0,0.0,0.1,0.7,0.0,4.8,64.0,0.5,,,,,,,,,,0.0,,,8.8
Stefon Diggs,MIN,WR,Ari,W 30-24,0/0,0.0,0.0,0.0,0.3,1.5,0.0,6.1,70.0,0.3,,,,,,,,,,0.0,,,8.6
Brandin Cooks,NOR,WR,@Car,L 20-23,0/0,0.0,0.0,0.0,0.5,2.9,0.0,4.5,65.8,0.4,,,,,,,,,,0.0,,,8.4
Marvin Jones,DET,WR,Jax,W 26-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,55.8,0.5,,,,,,,,,,0.0,,,8.3
Steve Smith Sr.,BAL,WR,@Dal,L 17-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,79.1,0.2,,,,,,,,,,0.0,,,8.2
Willie Snead,NOR,WR,@Car,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,61.9,0.3,,,,,,,,,,0.0,,,8.0
Golden Tate,DET,WR,Jax,W 26-19,0/0,0.0,0.0,0.0,0.7,4.6,0.0,5.1,55.3,0.5,,,,,,,,,,0.0,,,7.9
Doug Baldwin,SEA,WR,Phi,W 26-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,62.4,0.3,,,,,,,,,,0.0,,,7.9
Michael Crabtree,OAK,WR,Hou,W 27-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,57.9,0.5,,,,,,,,,,0.0,,,7.8
Allen Hurns,JAC,WR,@Det,L 19-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,62.1,0.3,,,,,,,,,,0.0,,,7.8
Jordan Matthews,PHI,WR,@Sea,L 15-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,64.9,0.3,,,,,,,,,,0.0,,,7.7
Michael Thomas,NOR,WR,@Car,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,54.0,0.5,,,,,,,,,,0.0,,,7.7
Rishard Matthews,TEN,WR,@Ind,L 17-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,50.1,0.5,,,,,,,,,,0.0,,,7.7
Jarvis Landry,MIA,WR,@LA,W 14-10,0/0,0.0,0.0,0.0,0.5,3.3,0.0,6.4,62.5,0.3,,,,,,,,,,0.0,,,7.6
Corey Coleman,CLE,WR,Pit,L 9-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,60.8,0.3,,,,,,,,,,0.0,,,7.6
Davante Adams,GNB,WR,@Wsh,L 24-42,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,56.4,0.4,,,,,,,,,,0.0,,,7.6
Randall Cobb,GNB,WR,@Wsh,L 24-42,0/0,0.0,0.0,0.0,0.9,4.2,0.0,4.8,53.2,0.4,,,,,,,,,,0.0,,,7.4
Mike Wallace,BAL,WR,@Dal,L 17-27,0/0,0.0,0.0,0.0,0.2,1.1,0.0,4.9,65.4,0.2,,,,,,,,,,0.0,,,7.3
Tyreek Hill,KAN,WR,TB,L 17-19,0/0,0.0,0.0,0.0,1.6,10.3,0.1,3.6,42.0,0.2,,,,,,,,,,0.0,,,6.9
Sterling Shepard,NYG,WR,Chi,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,50.9,0.3,,,,,,,,,,0.0,,,6.8
Kenny Britt,LAR,WR,Mia,L 10-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,54.5,0.3,,,,,,,,,,0.0,,,6.7
Tajae Sharpe,TEN,WR,@Ind,L 17-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.6,0.4,,,,,,,,,,0.0,,,6.6
Cole Beasley,DAL,WR,Bal,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,52.8,0.3,,,,,,,,,,0.0,,,6.6
DeVante Parker,MIA,WR,@LA,W 14-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,50.2,0.3,,,,,,,,,,0.0,,,6.6
DeSean Jackson,WAS,WR,GB,W 42-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,52.2,0.3,,,,,,,,,,0.0,,,6.5
Cameron Meredith,CHI,WR,@NYG,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,56.5,0.2,,,,,,,,,,0.0,,,6.4
Adam Thielen,MIN,WR,Ari,W 30-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,51.9,0.2,,,,,,,,,,0.0,,,6.3
Danny Amendola,NWE,WR,@SF,W 30-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,45.3,0.4,,,,,,,,,,0.0,,,6.2
Malcolm Mitchell,NWE,WR,@SF,W 30-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,41.7,0.3,,,,,,,,,,0.0,,,6.0
Jamison Crowder,WAS,WR,GB,W 42-24,0/0,0.0,0.0,0.0,0.2,1.5,0.0,4.5,45.7,0.3,,,,,,,,,,0.0,,,5.9
Eli Rogers,PIT,WR,@Cle,W 24-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,41.4,0.3,,,,,,,,,,0.0,,,5.9
Ted Ginn Jr.,CAR,WR,NO,W 23-20,0/0,0.0,0.0,0.0,0.6,3.6,0.0,3.2,49.7,0.3,,,,,,,,,,0.0,,,5.9
Pierre Garcon,WAS,WR,GB,W 42-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,40.6,0.3,,,,,,,,,,0.0,,,5.7
Robert Woods,BUF,WR,@Cin,W 16-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,48.9,0.3,,,,,,,,,,0.0,,,5.7
Tavon Austin,LAR,WR,Mia,L 10-14,0/0,0.0,0.0,0.0,1.9,10.2,0.1,4.0,36.7,0.2,,,,,,,,,,0.0,,,5.6
Jermaine Kearse,SEA,WR,Phi,W 26-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.4,0.3,,,,,,,,,,0.0,,,5.6
Michael Floyd,ARI,WR,@Min,L 24-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,49.2,0.3,,,,,,,,,,0.0,,,5.5
Marqise Lee,JAC,WR,@Det,L 19-26,0/0,0.0,0.0,0.0,0.4,2.7,0.0,3.8,46.1,0.2,,,,,,,,,,0.0,,,5.5
Will Fuller V,HOU,WR,@Oak,L 20-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.3,0.2,,,,,,,,,,0.0,,,5.4
Jeremy Kerley,SFO,WR,NE,L 17-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,44.0,0.2,,,,,,,,,,0.0,,,5.3
Victor Cruz,NYG,WR,Chi,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,44.7,0.2,,,,,,,,,,0.0,,,5.3
Quinton Patton,SFO,WR,NE,L 17-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,45.8,0.2,,,,,,,,,,0.0,,,5.2
John Brown,ARI,WR,@Min,L 24-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,40.4,0.2,,,,,,,,,,0.0,,,5.2
Eddie Royal,CHI,WR,@NYG,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,49.5,0.2,,,,,,,,,,0.0,,,5.1
J.J. Nelson,ARI,WR,@Min,L 24-30,0/0,0.0,0.0,0.0,0.2,1.4,0.0,2.6,43.7,0.2,,,,,,,,,,0.0,,,5.1
Kenny Stills,MIA,WR,@LA,W 14-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,42.4,0.2,,,,,,,,,,0.0,,,5.0
Anquan Boldin,DET,WR,Jax,W 26-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,38.6,0.3,,,,,,,,,,0.0,,,5.0
Seth Roberts,OAK,WR,Hou,W 27-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.5,0.3,,,,,,,,,,0.0,,,4.9
Breshad Perriman,BAL,WR,@Dal,L 17-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.3,0.1,,,,,,,,,,0.0,,,4.8
Kendall Wright,TEN,WR,@Ind,L 17-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,37.5,0.3,,,,,,,,,,0.0,,,4.7
Cobi Hamilton,PIT,WR,@Cle,W 24-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,31.7,0.3,,,,,,,,,,0.0,,,4.7
Adam Humphries,TAM,WR,@KC,W 19-17,0/0,0.0,0.0,0.0,0.2,1.5,0.0,4.3,38.7,0.2,,,,,,,,,,0.0,,,4.5
Devin Funchess,CAR,WR,NO,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,33.5,0.3,,,,,,,,,,0.0,,,4.5
Phillip Dorsett,IND,WR,Ten,W 24-17,0/0,0.0,0.0,0.0,0.1,0.7,0.0,2.7,39.4,0.2,,,,,,,,,,0.0,,,4.4
Ty Montgomery,GNB,WR,@Wsh,L 24-42,0/0,0.0,0.0,0.0,6.5,28.4,0.1,2.2,17.0,0.2,,,,,,,,,,0.0,,,4.4
Chris Conley,KAN,WR,TB,L 17-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.1,0.2,,,,,,,,,,0.0,,,4.3
Tyler Boyd,CIN,WR,Buf,L 12-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.8,0.2,,,,,,,,,,0.0,,,4.2
Cordarrelle Patterson,MIN,WR,Ari,W 30-24,0/0,0.0,0.0,0.0,0.3,1.5,0.0,3.3,32.3,0.2,,,,,,,,,,0.0,,,4.2
Brian Quick,LAR,WR,Mia,L 10-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,31.1,0.2,,,,,,,,,,0.0,,,4.2
Albert Wilson,KAN,WR,TB,L 17-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,35.7,0.2,,,,,,,,,,0.0,,,4.2
Brandon LaFell,CIN,WR,Buf,L 12-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,37.1,0.2,,,,,,,,,,0.0,,,4.2
Marquise Goodwin,BUF,WR,@Cin,W 16-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,39.9,0.2,,,,,,,,,,0.0,,,4.1
Tyler Lockett,SEA,WR,Phi,W 26-15,0/0,0.0,0.0,0.0,0.2,1.4,0.0,2.4,32.0,0.1,,,,,,,,,,0.0,,,4.1
Dorial Green-Beckham,PHI,WR,@Sea,L 15-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,32.1,0.2,,,,,,,,,,0.0,,,4.0
Nelson Agholor,PHI,WR,@Sea,L 15-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,38.6,0.2,,,,,,,,,,0.0,,,3.9
Kamar Aiken,BAL,WR,@Dal,L 17-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,31.8,0.1,,,,,,,,,,0.0,,,3.6
Brandon Coleman,NOR,WR,@Car,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,20.4,0.2,,,,,,,,,,0.0,,,3.0
Terrance Williams,DAL,WR,Bal,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,29.5,0.2,,,,,,,,,,0.0,,,2.9
Corey Brown,CAR,WR,NO,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,25.2,0.1,,,,,,,,,,0.0,,,2.9
Cecil Shorts III,TAM,WR,@KC,W 19-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.3,0.1,,,,,,,,,,0.0,,,2.8
Percy Harvin,BUF,WR,@Cin,W 16-12,0/0,0.0,0.0,0.0,0.3,1.7,0.0,1.6,20.4,0.1,,,,,,,,,,0.0,,,2.8
Russell Shepard,TAM,WR,@KC,W 19-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.8,0.1,,,,,,,,,,0.0,,,2.8
Braxton Miller,HOU,WR,@Oak,L 20-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.1,,,,,,,,,,0.0,,,2.7
Andrew Hawkins,CLE,WR,Pit,L 9-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.1,,,,,,,,,,0.0,,,2.6
Joshua Bellamy,CHI,WR,@NYG,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,22.1,0.1,,,,,,,,,,0.0,,,2.5
Marquess Wilson,CHI,WR,@NYG,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,21.6,0.1,,,,,,,,,,0.0,,,2.5
Andre Roberts,DET,WR,Jax,W 26-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.2,0.1,,,,,,,,,,0.0,,,2.0
Sammie Coates,PIT,WR,@Cle,W 24-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,17.8,0.1,,,,,,,,,,0.0,,,1.8
Justin Hunter,BUF,WR,@Cin,W 16-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,17.9,0.1,,,,,,,,,,0.0,,,1.8
Andre Holmes,OAK,WR,Hou,W 27-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.9,0.1,,,,,,,,,,0.0,,,1.6
Roger Lewis,NYG,WR,Chi,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,13.5,0.1,,,,,,,,,,0.0,,,1.6
Paul Richardson,SEA,WR,Phi,W 26-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,14.5,0.1,,,,,,,,,,0.0,,,1.5
Rod Streater,SFO,WR,NE,L 17-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,16.3,0.1,,,,,,,,,,0.0,,,1.5
Deonte Thompson,CHI,WR,@NYG,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,11.3,0.0,,,,,,,,,,0.0,,,1.5
Chris Harper,NYG,WR,Chi,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.5,0.1,,,,,,,,,,0.0,,,1.4
Bryce Treggs,PHI,WR,@Sea,L 15-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,11.9,0.0,,,,,,,,,,0.0,,,1.3
Harry Douglas,TEN,WR,@Ind,L 17-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,8.9,0.1,,,,,,,,,,0.0,,,0.5
Brice Butler,DAL,WR,Bal,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,9.7,0.1,,,,,,,,,,0.0,,,0.5
Lucky Whitehead,DAL,WR,Bal,W 27-17,0/0,0.0,0.0,0.0,0.9,5.4,0.0,0.2,2.3,0.0,,,,,,,,,,0.0,,,0.4
Jeff Janis,GNB,WR,@Wsh,L 24-42,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.9,0.1,,,,,,,,,,0.0,,,0.4
Jakeem Grant,MIA,WR,@LA,W 14-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.0,,,,,,,,,,0.0,,,0.4
De'Anthony Thomas,KAN,WR,TB,L 17-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,9.9,0.1,,,,,,,,,,0.0,,,0.4
Ryan Grant,WAS,WR,GB,W 42-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.6,0.1,,,,,,,,,,0.0,,,0.3
Devin Hester,BAL,WR,@Dal,L 17-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.3
Dwayne Harris,NYG,WR,Chi,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.3
Arrelious Benn,JAC,WR,@Det,L 19-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,9.2,0.0,,,,,,,,,,0.0,,,0.3
Trevor Davis,GNB,WR,@Wsh,L 24-42,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6,0.0,,,,,,,,,,0.0,,,0.3
Aaron Burbridge,SFO,WR,NE,L 17-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,8.1,0.0,,,,,,,,,,0.0,,,0.3
Pharoh Cooper,LAR,WR,Mia,L 10-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.1,0.0,,,,,,,,,,0.0,,,0.2
Keith Mumphery,HOU,WR,@Oak,L 20-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.4,0.0,,,,,,,,,,0.0,,,0.2
Brandon Tate,BUF,WR,@Cin,W 16-12,0/0,0.0,0.0,0.0,0.3,1.7,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.2
Marc Mariani,TEN,WR,@Ind,L 17-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.2
Bradley Marquez,LAR,WR,Mia,L 10-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.1,0.0,,,,,,,,,,0.0,,,0.1
Chester Rogers,IND,WR,Ten,W 24-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.1
Geronimo Allison,GNB,WR,@Wsh,L 24-42,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6,0.0,,,,,,,,,,0.0,,,0.1
Alex Erickson,CIN,WR,Buf,L 12-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.1
Brittan Golden,ARI,WR,@Min,L 24-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.7,0.0,,,,,,,,,,0.0,,,0.1
Ricardo Louis,CLE,WR,Pit,L 9-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.5,0.0,,,,,,,,,,0.0,,,0.1
James Wright,CIN,WR,Buf,L 12-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.5,0.0,,,,,,,,,,0.0,,,0.1
Johnny Holton,OAK,WR,Hou,W 27-20,0/0,0.0,0.0,0.0,0.5,3.3,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.1
Rashad Greene,JAC,WR,@Det,L 19-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.1
Charles Johnson,MIN,WR,Ari,W 30-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6,0.0,,,,,,,,,,0.0,,,0.1
Laquon Treadwell,MIN,WR,Ari,W 30-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6,0.0,,,,,,,,,,0.0,,,0.1
Matthew Slater,NWE,WR,@SF,W 30-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Leonte Carroo,MIA,WR,@LA,W 14-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.0,,,,,,,,,,0.0,,,0.0
Chris Moore,BAL,WR,@Dal,L 17-27,0/0,0.0,0.0,0.0,0.2,1.1,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Andre Johnson,TEN,WR,@Ind,L 17-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jerricho Cotchery,CAR,WR,NO,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Wes Welker,LAR,WR,Mia,L 10-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
