Player,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,FFPts
Isaiah Pead,MIA,RB,@Cin,L 7-22,0/0,0.0,0.0,0.0,3.4,13.9,0.1,0.3,1.8,0.0,,,,,,1.6
Kenneth Farrow,SDG,RB,NO,L 34-35,0/0,0.0,0.0,0.0,2.8,13.1,0.1,0.3,2.5,0.0,,,,,,1.6
Mike Gillislee,BUF,RB,@NE,W 16-0,0/0,0.0,0.0,0.0,2.6,10.9,0.1,1.2,8.3,0.0,,,,,,1.6
Paul Perkins,NYG,RB,@Min,L 10-24,0/0,0.0,0.0,0.0,4.7,17.8,0.1,0.6,3.9,0.0,,,,,,1.6
Lance Dunbar,DAL,RB,@SF,W 24-17,0/0,0.0,0.0,0.0,1.2,5.1,0.0,1.4,13.1,0.1,,,,,,1.5
Alfred Blue,HOU,RB,Ten,W 27-20,0/0,0.0,0.0,0.0,3.6,13.6,0.1,0.2,1.8,0.0,,,,,,1.5
Damien Williams,MIA,RB,@Cin,L 7-22,0/0,0.0,0.0,0.0,1.0,4.0,0.0,1.3,10.4,0.0,,,,,,1.4
John Kuhn,NOR,RB,@SD,W 35-34,0/0,0.0,0.0,0.0,1.4,5.5,0.1,0.6,5.0,0.0,,,,,,0.9
Tyler Ervin,HOU,RB,Ten,W 27-20,0/0,0.0,0.0,0.0,1.3,5.2,0.0,1.2,8.4,0.0,,,,,,0.6
Jamize Olawale,OAK,RB,@Bal,W 28-27,0/0,0.0,0.0,0.0,1.0,3.9,0.0,0.7,5.3,0.0,,,,,,0.5
Robert Kelley,WAS,RB,Cle,W 31-20,0/0,0.0,0.0,0.0,1.9,7.6,0.1,0.0,0.0,0.0,,,,,,0.5
Brandon Bolden,NWE,RB,Buf,L 0-16,0/0,0.0,0.0,0.0,2.0,8.1,0.1,0.1,0.7,0.0,,,,,,0.4
Andy Janovich,DEN,RB,@TB,W 27-7,0/0,0.0,0.0,0.0,0.9,2.4,0.0,0.4,3.5,0.0,,,,,,0.4
Andre Ellington,ARI,RB,LA,L 13-17,0/0,0.0,0.0,0.0,0.8,2.9,0.0,0.7,5.2,0.0,,,,,,0.4
Benjamin Cunningham,LAR,RB,@Ari,W 17-13,0/0,0.0,0.0,0.0,1.4,5.8,0.0,1.2,8.6,0.0,,,,,,0.3
Jonathan Williams,BUF,RB,@NE,W 16-0,0/0,0.0,0.0,0.0,1.9,7.1,0.1,0.0,0.0,0.0,,,,,,0.3
Marcus Murphy,NOR,RB,@SD,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.3
Darren Sproles,PHI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
C.J. Spiller,SEA,RB,@NYJ,W 27-17,0/0,0.0,0.0,0.0,1.9,7.2,0.0,0.2,1.8,0.0,,,,,,0.2
Malcolm Johnson,CLE,RB,@Wsh,L 20-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,5.2,0.0,,,,,,0.2
Raheem Mostert,CHI,RB,Det,W 17-14,0/0,0.0,0.0,0.0,0.7,3.2,0.0,0.5,4.1,0.0,,,,,,0.2
Derek Watt,SDG,RB,NO,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.7,0.0,,,,,,0.2
Knile Davis,KAN,RB,@Pit,L 14-43,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.2
Kapri Bibbs,DEN,RB,@TB,W 27-7,0/0,0.0,0.0,0.0,0.3,1.0,0.0,0.4,3.6,0.0,,,,,,0.1
Patrick DiMarco,ATL,RB,Car,W 48-33,0/0,0.0,0.0,0.0,0.1,0.3,0.0,0.3,1.9,0.0,,,,,,0.1
Mike Davis,SFO,RB,Dal,L 17-24,0/0,0.0,0.0,0.0,0.3,1.1,0.0,0.3,1.9,0.0,,,,,,0.1
George Atkinson III,CLE,RB,@Wsh,L 20-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1
Zach Zenner,DET,RB,@Chi,L 14-17,0/0,0.0,0.0,0.0,0.7,2.7,0.0,0.0,0.0,0.0,,,,,,0.1
Ryan Hewitt,CIN,RB,Mia,W 22-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,0.0,,,,,,0.1
Ronnie Hillman,MIN,RB,NYG,W 24-10,0/0,0.0,0.0,0.0,0.5,1.8,0.0,0.0,0.0,0.0,,,,,,0.1
Jay Prosch,HOU,RB,Ten,W 27-20,0/0,0.0,0.0,0.0,0.3,1.1,0.0,0.0,0.0,0.0,,,,,,0.1
Malcolm Brown,LAR,RB,@Ari,W 17-13,0/0,0.0,0.0,0.0,0.5,1.8,0.0,0.1,0.8,0.0,,,,,,0.1
Anthony Sherman,KAN,RB,@Pit,L 14-43,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.9,0.0,,,,,,0.1
Jalston Fowler,TEN,RB,@Hou,L 20-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.6,0.0,,,,,,0.1
Corey Grant,JAC,RB,Ind,W 30-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1
Fitzgerald Toussaint,PIT,RB,KC,W 43-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1
Rex Burkhead,CIN,RB,Mia,W 22-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,,,,,,0.1
James Develin,NWE,RB,Buf,L 0-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,,,,,,0.0
Wendell Smallwood,PHI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Zach Line,MIN,RB,NYG,W 24-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,,,,,,0.0
Cory Harkey,LAR,RB,@Ari,W 17-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,,,,,,0.0
Antonio Andrews,TEN,RB,@Hou,L 20-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kenjon Barner,PHI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Rod Smith,DAL,RB,@SF,W 24-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Steven Jackson,NWE,RB,Buf,L 0-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Reggie Bush,BUF,RB,@NE,W 16-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Fred Jackson,SEA,RB,@NYJ,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Adrian Peterson,MIN,RB,NYG,W 24-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Marshawn Lynch,SEA,RB,@NYJ,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ahmad Bradshaw,IND,RB,@Jax,L 27-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Pierre Thomas,WAS,RB,Cle,W 31-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Darren McFadden,DAL,RB,@SF,W 24-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jonathan Stewart,CAR,RB,@Atl,L 33-48,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ray Rice,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Jerome Felton,BUF,RB,@NE,W 16-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Justin Forsett,BAL,RB,Oak,L 27-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Marcel Reece,OAK,RB,@Bal,W 28-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Danny Woodhead,SDG,RB,NO,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Donald Brown,NWE,RB,Buf,L 0-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Arian Foster,MIA,RB,@Cin,L 7-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Rashad Jennings,NYG,RB,@Min,L 10-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jorvorskie Lane,TAM,RB,Den,L 7-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Knowshon Moreno,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Cedric Peerman,CIN,RB,Mia,W 22-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Marcus Thigpen,BUF,RB,@NE,W 16-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Darrel Young,CHI,RB,Det,W 17-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Antone Smith,NYJ,RB,Sea,L 17-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Mathews,PHI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ben Tate,PIT,RB,KC,W 43-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Toby Gerhart,JAC,RB,Ind,W 30-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Boobie Dixon,BUF,RB,@NE,W 16-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
James Starks,GNB,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Tyler Clutts,DAL,RB,@SF,W 24-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Shane Vereen,NYG,RB,@Min,L 10-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Stevan Ridley,IND,RB,@Jax,L 27-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Williams,DAL,RB,@SF,W 24-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Daniel Thomas,MIA,RB,@Cin,L 7-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kendall Hunter,NOR,RB,@SD,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Taiwan Jones,OAK,RB,@Bal,W 28-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jordan Todman,IND,RB,@Jax,L 27-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Roy Helu Jr.,OAK,RB,@Bal,W 28-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dion Lewis,NWE,RB,Buf,L 0-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
DuJuan Harris,SFO,RB,Dal,L 17-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Chase Reynolds,LAR,RB,@Ari,W 17-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Will Johnson,NYG,RB,@Min,L 10-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Trent Richardson,BAL,RB,Oak,L 27-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Doug Martin,TAM,RB,Den,L 7-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Chris Polk,HOU,RB,Ten,W 27-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
LaMike James,MIA,RB,@Cin,L 7-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Bernard Pierce,NYJ,RB,Sea,L 17-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Cyrus Gray,ATL,RB,Car,W 48-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Vick Ballard,NOR,RB,@SD,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Daniel Herron,BUF,RB,@NE,W 16-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Bryce Brown,SEA,RB,@NYJ,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Daryl Richardson,PIT,RB,KC,W 43-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joe Banyard,JAC,RB,Ind,W 30-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Derrick Coleman,SEA,RB,@NYJ,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jonas Gray,JAC,RB,Ind,W 30-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jonathan Grimes,HOU,RB,Ten,W 27-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Montee Ball,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Eddie Lacy,GNB,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Denard Robinson,JAC,RB,Ind,W 30-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Mike James,TAM,RB,Den,L 7-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tommy Bohanon,NYJ,RB,Sea,L 17-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Stepfan Taylor,ARI,RB,LA,L 13-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Zac Stacy,NYJ,RB,Sea,L 17-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joseph Randle,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Kerwynn Williams,ARI,RB,LA,L 13-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kendall Gaskins,SFO,RB,Dal,L 17-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Steven Miller,DET,RB,@Chi,L 14-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
George Winn,DET,RB,@Chi,L 14-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Khiry Robinson,NYJ,RB,Sea,L 17-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dri Archer,BUF,RB,@NE,W 16-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tre Mason,LAR,RB,@Ari,W 17-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Bishop Sankey,TEN,RB,@Hou,L 20-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tyler Gaffney,NWE,RB,Buf,L 0-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Storm Johnson,TAM,RB,Den,L 7-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Lache Seastrunk,NYJ,RB,Sea,L 17-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Andre Williams,SDG,RB,NO,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ka'Deem Carey,CHI,RB,Det,W 17-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Lorenzo Taliaferro,BAL,RB,Oak,L 27-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Marion Grice,ARI,RB,LA,L 13-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Juwan Thompson,DEN,RB,@TB,W 27-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Branden Oliver,SDG,RB,NO,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Darrin Reaves,KAN,RB,@Pit,L 14-43,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Silas Redd,WAS,RB,Cle,W 31-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Trey Watts,LAR,RB,@Ari,W 17-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Austin Johnson,NOR,RB,@SD,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Senorise Perry,CHI,RB,Det,W 17-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Glenn Winston,CLE,RB,@Wsh,L 20-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Charcandrick West,KAN,RB,@Pit,L 14-43,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Roosevelt Nix,PIT,RB,KC,W 43-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Michael Burton,DET,RB,@Chi,L 14-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jeremy Langford,CHI,RB,Det,W 17-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joey Iosefa,NWE,RB,Buf,L 0-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
David Cobb,TEN,RB,@Hou,L 20-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ameer Abdullah,DET,RB,@Chi,L 14-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Karlos Williams,BUF,RB,@NE,W 16-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kenny Hilliard,HOU,RB,Ten,W 27-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Josh Robinson,IND,RB,@Jax,L 27-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Aaron Ripkowski,GNB,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Tyler Varga,IND,RB,@Jax,L 27-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Michael Dyer,OAK,RB,@Bal,W 28-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
John Crockett,GNB,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Terrence Magee,SEA,RB,@NYJ,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Thomas Rawls,SEA,RB,@NYJ,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Gus Johnson,SDG,RB,NO,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Terron Ward,ATL,RB,Car,W 48-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jarryd Hayne,SFO,RB,Dal,L 17-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Wegher,CAR,RB,@Atl,L 33-48,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Alonzo Harris,GNB,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Nikita Whitlock,NYG,RB,@Min,L 10-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Trey Williams,IND,RB,@Jax,L 27-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Akeem Hunt,HOU,RB,Ten,W 27-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
C.J. Prosise,SEA,RB,@NYJ,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kenneth Dixon,BAL,RB,Oak,L 27-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kelvin Taylor,SFO,RB,Dal,L 17-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Darius Jackson,DAL,RB,@SF,W 24-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Daniel Lasco,NOR,RB,@SD,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Keith Marshall,WAS,RB,Cle,W 31-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Zac Brooks,SEA,RB,@NYJ,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Terrell Watson,CLE,RB,@Wsh,L 20-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Wilds,ATL,RB,Car,W 48-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jhurell Pressley,GNB,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Byron Marshall,PHI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
James Wilder Jr.,BUF,RB,@NE,W 16-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
D.J. Foster,NWE,RB,Buf,L 0-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dreamius Smith,SDG,RB,NO,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Devon Johnson,CAR,RB,@Atl,L 33-48,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Troymaine Pope,NYJ,RB,Sea,L 17-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Glenn Gronkowski,BUF,RB,@NE,W 16-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Julian Howsare,NYJ,RB,Sea,L 17-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Peyton Barber,TAM,RB,Den,L 7-27,--/--,,,,,,,,,,,,,,,
Antonio Brown,PIT,WR,KC,W 43-14,0/0,0.0,0.0,0.0,0.3,1.6,0.0,8.4,105.5,0.6,,,,,,13.8
Marvin Jones,DET,WR,@Chi,L 14-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,91.5,0.5,,,,,,12.1
Odell Beckham Jr.,NYG,WR,@Min,L 10-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,94.4,0.5,,,,,,11.9
Julio Jones,ATL,WR,Car,W 48-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,92.5,0.5,,,,,,11.9
A.J. Green,CIN,WR,Mia,W 22-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,88.2,0.6,,,,,,11.6
Allen Robinson,JAC,WR,Ind,W 30-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,88.3,0.6,,,,,,11.6
DeAndre Hopkins,HOU,WR,Ten,W 27-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,88.2,0.5,,,,,,11.0
Alshon Jeffery,CHI,WR,Det,W 17-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,82.6,0.4,,,,,,10.6
Travis Benjamin,SDG,WR,NO,L 34-35,0/0,0.0,0.0,0.0,0.2,1.7,0.0,5.9,79.0,0.5,,,,,,10.2
T.Y. Hilton,IND,WR,@Jax,L 27-30,0/0,0.0,0.0,0.0,0.1,0.7,0.0,5.3,72.7,0.5,,,,,,10.1
Mike Evans,TAM,WR,Den,L 7-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,74.8,0.5,,,,,,10.0
Brandin Cooks,NOR,WR,@SD,W 35-34,0/0,0.0,0.0,0.0,0.7,4.8,0.0,5.7,79.5,0.4,,,,,,9.8
Emmanuel Sanders,DEN,WR,@TB,W 27-7,0/0,0.0,0.0,0.0,0.1,0.8,0.0,5.1,72.5,0.4,,,,,,9.4
Larry Fitzgerald,ARI,WR,LA,L 13-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,67.3,0.6,,,,,,9.3
Jarvis Landry,MIA,WR,@Cin,L 7-22,0/0,0.0,0.0,0.0,0.4,2.5,0.0,7.6,73.1,0.3,,,,,,9.1
