Player,OwnCode,Team,Pos,Opp,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,FFPts
Derrick Coleman,WA (Wed),SEA,RB,Atl,Sun 4:25,--/--,,,,,,,,,,,,,,
Jonas Gray,WA (Wed),JAC,RB,@Chi,Sun 1:00,--/--,,,,,,,,,,,,,,
Lance Dunbar,WA (Wed),DAL,RB,@GB,Sun 4:25,--/--,,,,,,,,,,,,,,
Travaris Cadet,WA (Wed),NOR,RB,Car,Sun 1:00,--/--,,,,,,,,,,,,,,
Brandon Bolden,WA (Wed),NWE,RB,Cin,Sun 1:00,--/--,,,,,,,,,,,,,,
Bobby Rainey,WA (Wed),NYG,RB,Bal,Sun 1:00,--/--,,,,,,,,,,,,,,
Jonathan Grimes,WA (Wed),HOU,RB,Ind,Sun 8:30,--/--,,,,,,,,,,,,,,
Jamize Olawale,WA (Wed),OAK,RB,KC,Sun 4:05,--/--,,,,,,,,,,,,,,
Fozzy Whittaker,LOS,CAR,RB,@NO,Sun 1:00,--/--,,,,,,,,,,,,,,
Montee Ball,WA (Wed),FA,RB,** BYE **,,,,,,,,,,,,,,,,
Le'Veon Bell,SCOT,PIT,RB,@Mia,Sun 1:00,--/--,,,,,,,,,,,,,,
Giovani Bernard,APE,CIN,RB,@NE,Sun 1:00,--/--,,,,,,,,,,,,,,
Knile Davis,WA (Wed),KAN,RB,@Oak,Sun 4:05,--/--,,,,,,,,,,,,,,
Eddie Lacy,GARI,GNB,RB,Dal,Sun 4:25,--/--,,,,,,,,,,,,,,
Christine Michael,APE,SEA,RB,Atl,Sun 4:25,--/--,,,,,,,,,,,,,,
Andre Ellington,WA (Wed),ARI,RB,NYJ,Mon 8:30,--/--,,,,,,,,,,,,,,
Latavius Murray,GARI,OAK,RB,KC,Sun 4:05,--/--,,,,,,,,,,,,,,
Kenjon Barner,WA (Wed),PHI,RB,@Wsh,Sun 1:00,--/--,,,,,,,,,,,,,,
Denard Robinson,WA (Wed),JAC,RB,@Chi,Sun 1:00,--/--,,,,,,,,,,,,,,
Mike Gillislee,WA (Wed),BUF,RB,SF,Sun 1:00,--/--,,,,,,,,,,,,,,
Chris Thompson,WA (Wed),WAS,RB,Phi,Sun 1:00,--/--,,,,,,,,,,,,,,
Mike James,WA (Wed),TAM,RB,** BYE **,,,,,,,,,,,,,,,,
Rex Burkhead,WA (Wed),CIN,RB,@NE,Sun 1:00,--/--,,,,,,,,,,,,,,
Tommy Bohanon,WA (Wed),NYJ,RB,@Ari,Mon 8:30,--/--,,,,,,,,,,,,,,
Stepfan Taylor,WA (Wed),ARI,RB,NYJ,Mon 8:30,--/--,,,,,,,,,,,,,,
Theo Riddick,NOG,DET,RB,LA,Sun 1:00,--/--,,,,,,,,,,,,,,
Zac Stacy,WA (Wed),NYJ,RB,@Ari,Mon 8:30,--/--,,,,,,,,,,,,,,
Kyle Juszczyk,WA (Wed),BAL,RB,@NYG,Sun 1:00,--/--,,,,,,,,,,,,,,
Joseph Randle,WA (Wed),FA,RB,** BYE **,,,,,,,,,,,,,,,,
Spencer Ware,WA (Wed),KAN,RB,@Oak,Sun 4:05,--/--,,,,,,,,,,,,,,
Kerwynn Williams,WA (Wed),ARI,RB,NYJ,Mon 8:30,--/--,,,,,,,,,,,,,,
C.J. Anderson,SCOT,DEN,RB,@SD,Thu 8:25,--/--,,,,,,,,,,,,,,
Benjamin Cunningham,WA (Wed),LAR,RB,@Det,Sun 1:00,--/--,,,,,,,,,,,,,,
Kendall Gaskins,WA (Wed),SFO,RB,@Buf,Sun 1:00,--/--,,,,,,,,,,,,,,
Steven Miller,WA (Wed),DET,RB,LA,Sun 1:00,--/--,,,,,,,,,,,,,,
Zach Line,WA (Wed),MIN,RB,** BYE **,,,,,,,,,,,,,,,,
George Winn,WA (Wed),DET,RB,LA,Sun 1:00,--/--,,,,,,,,,,,,,,
Khiry Robinson,WA (Wed),NYJ,RB,@Ari,Mon 8:30,--/--,,,,,,,,,,,,,,
Charles Sims,LOS,TAM,RB,** BYE **,,,,,,,,,,,,,,,,
Dri Archer,WA (Wed),BUF,RB,SF,Sun 1:00,--/--,,,,,,,,,,,,,,
Carlos Hyde,SLIV,SFO,RB,@Buf,Sun 1:00,--/--,,,,,,,,,,,,,,
Jerick McKinnon,GARI,MIN,RB,** BYE **,,,,,,,,,,,,,,,,
Terrance West,APE,BAL,RB,@NYG,Sun 1:00,--/--,,,,,,,,,,,,,,
Tre Mason,WA (Wed),LAR,RB,@Det,Sun 1:00,--/--,,,,,,,,,,,,,,
Bishop Sankey,WA (Wed),TEN,RB,Cle,Sun 1:00,--/--,,,,,,,,,,,,,,
Jeremy Hill,BKN,CIN,RB,@NE,Sun 1:00,--/--,,,,,,,,,,,,,,
Tyler Gaffney,WA (Wed),NWE,RB,Cin,Sun 1:00,--/--,,,,,,,,,,,,,,
Storm Johnson,WA (Wed),TAM,RB,** BYE **,,,,,,,,,,,,,,,,
Lache Seastrunk,WA (Wed),NYJ,RB,@Ari,Mon 8:30,--/--,,,,,,,,,,,,,,
Andre Williams,WA (Wed),SDG,RB,Den,Thu 8:25,--/--,,,,,,,,,,,,,,
James White,WA (Wed),NWE,RB,Cin,Sun 1:00,--/--,,,,,,,,,,,,,,
Ka'Deem Carey,WA (Wed),CHI,RB,Jax,Sun 1:00,--/--,,,,,,,,,,,,,,
Devonta Freeman,SLIV,ATL,RB,@Sea,Sun 4:25,--/--,,,,,,,,,,,,,,
Lorenzo Taliaferro,WA (Wed),BAL,RB,@NYG,Sun 1:00,--/--,,,,,,,,,,,,,,
Marion Grice,WA (Wed),ARI,RB,NYJ,Mon 8:30,--/--,,,,,,,,,,,,,,
Isaiah Crowell,NOG,CLE,RB,@Ten,Sun 1:00,--/--,,,,,,,,,,,,,,
Alfred Blue,WA (Wed),HOU,RB,Ind,Sun 8:30,--/--,,,,,,,,,,,,,,
Damien Williams,WA (Wed),MIA,RB,Pit,Sun 1:00,--/--,,,,,,,,,,,,,,
Juwan Thompson,WA (Wed),DEN,RB,@SD,Thu 8:25,--/--,,,,,,,,,,,,,,
Kapri Bibbs,WA (Wed),DEN,RB,@SD,Thu 8:25,--/--,,,,,,,,,,,,,,
Branden Oliver,WA (Wed),SDG,RB,Den,Thu 8:25,--/--,,,,,,,,,,,,,,
Antonio Andrews,WA (Wed),TEN,RB,Cle,Sun 1:00,--/--,,,,,,,,,,,,,,
Darrin Reaves,WA (Wed),KAN,RB,@Oak,Sun 4:05,--/--,,,,,,,,,,,,,,
Silas Redd,WA (Wed),WAS,RB,Phi,Sun 1:00,--/--,,,,,,,,,,,,,,
Ryan Hewitt,WA (Wed),CIN,RB,@NE,Sun 1:00,--/--,,,,,,,,,,,,,,
Trey Watts,WA (Wed),LAR,RB,@Det,Sun 1:00,--/--,,,,,,,,,,,,,,
