Player,OwnCode,Team,Pos,Opp,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,FFPts
Josh McCown,FA,CLE,QB,** BYE **,,,,,,,,,,,,,,,,
Carson Palmer,FA,ARI,QB,Wsh,Sun 4:25,--/--,,,,,,,,,,,,,,
Eli Manning,FA,NYG,QB,@Pit,Sun 4:25,--/--,,,,,,,,,,,,,,
Philip Rivers,FUNK,SDG,QB,TB,Sun 4:25,--/--,,,,,,,,,,,,,,
Ben Roethlisberger,LOS,PIT,QB,NYG,Sun 4:25,--/--,,,,,,,,,,,,,,
Matt Schaub,FA,ATL,QB,KC,Sun 1:00,--/--,,,,,,,,,,,,,,
Luke McCown,FA,NOR,QB,Det,Sun 1:00,--/--,,,,,,,,,,,,,,
Alex Smith,FA,KAN,QB,@Atl,Sun 1:00,--/--,,,,,,,,,,,,,,
Aaron Rodgers,NOG,GNB,QB,Hou,Sun 1:00,--/--,,,,,,,,,,,,,,
Dan Orlovsky,FA,DET,QB,@NO,Sun 1:00,--/--,,,,,,,,,,,,,,
Derek Anderson,FA,CAR,QB,@Sea,Sun 8:30,--/--,,,,,,,,,,,,,,
Matt Cassel,FA,TEN,QB,** BYE **,,,,,,,,,,,,,,,,
Ryan Fitzpatrick,FA,NYJ,QB,Ind,Mon 8:30,--/--,,,,,,,,,,,,,,
Jay Cutler,FA,CHI,QB,SF,Sun 1:00,--/--,,,,,,,,,,,,,,
Kellen Clemens,FA,SDG,QB,TB,Sun 4:25,--/--,,,,,,,,,,,,,,
Tarvaris Jackson,FA,SEA,QB,Car,Sun 8:30,--/--,,,,,,,,,,,,,,
Charlie Whitehurst,FA,CLE,QB,** BYE **,,,,,,,,,,,,,,,,
Bruce Gradkowski,FA,PIT,QB,NYG,Sun 4:25,--/--,,,,,,,,,,,,,,
Drew Stanton,FA,ARI,QB,Wsh,Sun 4:25,--/--,,,,,,,,,,,,,,
Matt Moore,FA,MIA,QB,@Bal,Sun 1:00,--/--,,,,,,,,,,,,,,
Matt Ryan,NOG,ATL,QB,KC,Sun 1:00,--/--,,,,,,,,,,,,,,
Joe Flacco,FA,BAL,QB,Mia,Sun 1:00,--/--,,,,,,,,,,,,,,
Chad Henne,FA,JAC,QB,Den,Sun 1:00,--/--,,,,,,,,,,,,,,
Josh Javon Johnson,FA,NYG,QB,@Pit,Sun 4:25,--/--,,,,,,,,,,,,,,
Matt Flynn,FA,NOR,QB,Det,Sun 1:00,--/--,,,,,,,,,,,,,,
Chase Daniel,FA,PHI,QB,@Cin,Sun 1:00,--/--,,,,,,,,,,,,,,
Josh Freeman,FA,IND,QB,@NYJ,Mon 8:30,--/--,,,,,,,,,,,,,,
Brian Hoyer,FA,CHI,QB,SF,Sun 1:00,--/--,,,,,,,,,,,,,,
Matthew Stafford,DAN,DET,QB,@NO,Sun 1:00,--/--,,,,,,,,,,,,,,
Jimmy Clausen,FA,BAL,QB,Mia,Sun 1:00,--/--,,,,,,,,,,,,,,
Colt McCoy,FA,WAS,QB,@Ari,Sun 4:25,--/--,,,,,,,,,,,,,,
Tim Tebow,FA,FA,QB,** BYE **,,,,,,,,,,,,,,,,
Dan LeFevour,FA,TAM,QB,@SD,Sun 4:25,--/--,,,,,,,,,,,,,,
Joe Webb,FA,CAR,QB,@Sea,Sun 8:30,--/--,,,,,,,,,,,,,,
Thaddeus Lewis,FA,SFO,QB,@Chi,Sun 1:00,--/--,,,,,,,,,,,,,,
Christian Ponder,FA,SFO,QB,@Chi,Sun 1:00,--/--,,,,,,,,,,,,,,
Blaine Gabbert,FA,SFO,QB,@Chi,Sun 1:00,--/--,,,,,,,,,,,,,,
Cam Newton,BKN,CAR,QB,@Sea,Sun 8:30,--/--,,,,,,,,,,,,,,
Colin Kaepernick,BLRT,SFO,QB,@Chi,Sun 1:00,--/--,,,,,,,,,,,,,,
Andy Dalton,FA,CIN,QB,Phi,Sun 1:00,--/--,,,,,,,,,,,,,,
Ryan Mallett,FA,BAL,QB,Mia,Sun 1:00,--/--,,,,,,,,,,,,,,
T.J. Yates,FA,HOU,QB,@GB,Sun 1:00,--/--,,,,,,,,,,,,,,
Tyrod Taylor,BKN,BUF,QB,@Oak,Sun 4:05,--/--,,,,,,,,,,,,,,
Scott Tolzien,FA,IND,QB,@NYJ,Mon 8:30,--/--,,,,,,,,,,,,,,
Andrew Luck,LOS,IND,QB,@NYJ,Mon 8:30,--/--,,,,,,,,,,,,,,
Robert Griffin III,FA,CLE,QB,** BYE **,,,,,,,,,,,,,,,,
Ryan Tannehill,FA,MIA,QB,@Bal,Sun 1:00,--/--,,,,,,,,,,,,,,
Nick Foles,FA,KAN,QB,@Atl,Sun 1:00,--/--,,,,,,,,,,,,,,
Brandon Weeden,FA,HOU,QB,@GB,Sun 1:00,--/--,,,,,,,,,,,,,,
Brock Osweiler,FA,HOU,QB,@GB,Sun 1:00,--/--,,,,,,,,,,,,,,
Kirk Cousins,LOS,WAS,QB,@Ari,Sun 4:25,--/--,,,,,,,,,,,,,,
Russell Wilson,FUNK,SEA,QB,Car,Sun 8:30,--/--,,,,,,,,,,,,,,
Ryan Lindley,FA,IND,QB,@NYJ,Mon 8:30,--/--,,,,,,,,,,,,,,
Case Keenum,FA,LAR,QB,@NE,Sun 1:00,--/--,,,,,,,,,,,,,,
Austin Davis,FA,DEN,QB,@Jax,Sun 1:00,--/--,,,,,,,,,,,,,,
Matt Simms,FA,ATL,QB,KC,Sun 1:00,--/--,,,,,,,,,,,,,,
Alex Tanney,FA,TEN,QB,** BYE **,,,,,,,,,,,,,,,,
EJ Manuel,FA,BUF,QB,@Oak,Sun 4:05,--/--,,,,,,,,,,,,,,
Mike Glennon,FA,TAM,QB,@SD,Sun 4:25,--/--,,,,,,,,,,,,,,
Geno Smith,FA,NYJ,QB,Ind,Mon 8:30,--/--,,,,,,,,,,,,,,
Ryan Nassib,FA,NYG,QB,@Pit,Sun 4:25,--/--,,,,,,,,,,,,,,
Sean Renfree,FA,ATL,QB,KC,Sun 1:00,--/--,,,,,,,,,,,,,,
Landry Jones,FA,PIT,QB,NYG,Sun 4:25,--/--,,,,,,,,,,,,,,
Zac Dysert,FA,ARI,QB,Wsh,Sun 4:25,--/--,,,,,,,,,,,,,,
Matt Barkley,FA,CHI,QB,SF,Sun 1:00,--/--,,,,,,,,,,,,,,
Ryan Griffin,FA,TAM,QB,@SD,Sun 4:25,--/--,,,,,,,,,,,,,,
Tyler Bray,FA,KAN,QB,@Atl,Sun 1:00,--/--,,,,,,,,,,,,,,
Matt McGloin,FA,OAK,QB,Buf,Sun 4:05,--/--,,,,,,,,,,,,,,
Blake Bortles,FA,JAC,QB,Den,Sun 1:00,--/--,,,,,,,,,,,,,,
Johnny Manziel,FA,CLE,QB,** BYE **,,,,,,,,,,,,,,,,
Derek Carr,SCOT,OAK,QB,Buf,Sun 4:05,--/--,,,,,,,,,,,,,,
Jimmy Garoppolo,FA,NWE,QB,LA,Sun 1:00,--/--,,,,,,,,,,,,,,
AJ McCarron,FA,CIN,QB,Phi,Sun 1:00,--/--,,,,,,,,,,,,,,
Tajh Boyd,FA,PIT,QB,NYG,Sun 4:25,--/--,,,,,,,,,,,,,,
Logan Thomas,FA,BUF,QB,@Oak,Sun 4:05,--/--,,,,,,,,,,,,,,
Zach Mettenberger,FA,PIT,QB,NYG,Sun 4:25,--/--,,,,,,,,,,,,,,
David Fales,FA,CHI,QB,SF,Sun 1:00,--/--,,,,,,,,,,,,,,
Keith Wenning,FA,CIN,QB,Phi,Sun 1:00,--/--,,,,,,,,,,,,,,
Tom Savage,FA,HOU,QB,@GB,Sun 1:00,--/--,,,,,,,,,,,,,,
Aaron Murray,FA,KAN,QB,@Atl,Sun 1:00,--/--,,,,,,,,,,,,,,
Matt Blanchard,FA,CHI,QB,SF,Sun 1:00,--/--,,,,,,,,,,,,,,
Dustin Vaughan,FA,PIT,QB,NYG,Sun 4:25,--/--,,,,,,,,,,,,,,
Connor Shaw,FA,CHI,QB,SF,Sun 1:00,--/--,,,,,,,,,,,,,,
Jameis Winston,GARI,TAM,QB,@SD,Sun 4:25,--/--,,,,,,,,,,,,,,
Bryce Petty,FA,NYJ,QB,Ind,Mon 8:30,--/--,,,,,,,,,,,,,,
Trevor Siemian,FA,DEN,QB,@Jax,Sun 1:00,--/--,,,,,,,,,,,,,,
Dylan Thompson,FA,LAR,QB,@NE,Sun 1:00,--/--,,,,,,,,,,,,,,
Sean Mannion,FA,LAR,QB,@NE,Sun 1:00,--/--,,,,,,,,,,,,,,
Garrett Grayson,FA,NOR,QB,Det,Sun 1:00,--/--,,,,,,,,,,,,,,
Marcus Mariota,GARI,TEN,QB,** BYE **,,,,,,,,,,,,,,,,
Brett Hundley,FA,GNB,QB,Hou,Sun 1:00,--/--,,,,,,,,,,,,,,
Jared Goff,FA,LAR,QB,@NE,Sun 1:00,--/--,,,,,,,,,,,,,,
Carson Wentz,FA,PHI,QB,@Cin,Sun 1:00,--/--,,,,,,,,,,,,,,
Paxton Lynch,FA,DEN,QB,@Jax,Sun 1:00,--/--,,,,,,,,,,,,,,
Christian Hackenberg,FA,NYJ,QB,Ind,Mon 8:30,--/--,,,,,,,,,,,,,,
Jacoby Brissett,FA,NWE,QB,LA,Sun 1:00,--/--,,,,,,,,,,,,,,
Cody Kessler,FA,CLE,QB,** BYE **,,,,,,,,,,,,,,,,
Connor Cook,FA,OAK,QB,Buf,Sun 4:05,--/--,,,,,,,,,,,,,,
Cardale Jones,FA,BUF,QB,@Oak,Sun 4:05,--/--,,,,,,,,,,,,,,
Kevin Hogan,FA,CLE,QB,** BYE **,,,,,,,,,,,,,,,,
Nate Sudfeld,FA,WAS,QB,@Ari,Sun 4:25,--/--,,,,,,,,,,,,,,
Jake Rudock,FA,DET,QB,@NO,Sun 1:00,--/--,,,,,,,,,,,,,,
Brandon Allen,FA,JAC,QB,Den,Sun 1:00,--/--,,,,,,,,,,,,,,
Jeff Driskel,FA,CIN,QB,Phi,Sun 1:00,--/--,,,,,,,,,,,,,,
Brandon Doughty,FA,MIA,QB,@Bal,Sun 1:00,--/--,,,,,,,,,,,,,,
Trevone Boykin,FA,SEA,QB,Car,Sun 8:30,--/--,,,,,,,,,,,,,,
Stephen Morris,FA,IND,QB,@NYJ,Mon 8:30,--/--,,,,,,,,,,,,,,
Joe Callahan,FA,CLE,QB,** BYE **,,,,,,,,,,,,,,,,
Ezekiel Elliott,SCOT,DAL,RB,@Min,W 17-15,0/0,0.0,0.0,0.0,20.0,86.0,1.0,4.0,19.0,0.0,5.0,0.0,0.0,0.0,16.5
Jerick McKinnon,WA (Wed),MIN,RB,Dal,L 15-17,0/1,0.0,0.0,0.0,9.0,41.0,0.0,5.0,14.0,1.0,6.0,0.0,0.0,0.0,11.5
Matt Asiata,WA (Wed),MIN,RB,Dal,L 15-17,0/0,0.0,0.0,0.0,6.0,30.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,0.0,2.7
Alfred Morris,SCOT,DAL,RB,@Min,W 17-15,0/0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
Adrian Peterson,DAN,MIN,RB,Dal,L 15-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren McFadden,WA (Wed),DAL,RB,@Min,W 17-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Clutts,WA (Wed),DAL,RB,@Min,W 17-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Williams,WA (Wed),DAL,RB,@Min,W 17-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lance Dunbar,WA (Wed),DAL,RB,@Min,W 17-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Line,WA (Wed),MIN,RB,Dal,L 15-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rod Smith,WA (Wed),DAL,RB,@Min,W 17-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darius Jackson,WA (Wed),DAL,RB,@Min,W 17-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Jackson,FA,NWE,RB,LA,Sun 1:00,--/--,,,,,,,,,,,,,,
Frank Gore,SCOT,IND,RB,@NYJ,Mon 8:30,--/--,,,,,,,,,,,,,,
Darren Sproles,LOS,PHI,RB,@Cin,Sun 1:00,--/--,,,,,,,,,,,,,,
John Kuhn,FA,NOR,RB,Det,Sun 1:00,--/--,,,,,,,,,,,,,,
Reggie Bush,FA,BUF,RB,@Oak,Sun 4:05,--/--,,,,,,,,,,,,,,
DeAngelo Williams,FA,PIT,RB,NYG,Sun 4:25,--/--,,,,,,,,,,,,,,
Fred Jackson,FA,SEA,RB,Car,Sun 8:30,--/--,,,,,,,,,,,,,,
Marshawn Lynch,FA,SEA,RB,Car,Sun 8:30,--/--,,,,,,,,,,,,,,
Ahmad Bradshaw,FA,IND,RB,@NYJ,Mon 8:30,--/--,,,,,,,,,,,,,,
Pierre Thomas,FA,WAS,RB,@Ari,Sun 4:25,--/--,,,,,,,,,,,,,,
Jonathan Stewart,LOS,CAR,RB,@Sea,Sun 8:30,--/--,,,,,,,,,,,,,,
Chris Johnson,FA,ARI,RB,Wsh,Sun 4:25,--/--,,,,,,,,,,,,,,
Matt Forte,FUNK,NYJ,RB,Ind,Mon 8:30,--/--,,,,,,,,,,,,,,
Ray Rice,FA,FA,RB,** BYE **,,,,,,,,,,,,,,,,
Jamaal Charles,FA,KAN,RB,@Atl,Sun 1:00,--/--,,,,,,,,,,,,,,
Jerome Felton,FA,BUF,RB,@Oak,Sun 4:05,--/--,,,,,,,,,,,,,,
Tim Hightower,SCOT,NOR,RB,Det,Sun 1:00,--/--,,,,,,,,,,,,,,
Justin Forsett,FA,DET,RB,@NO,Sun 1:00,--/--,,,,,,,,,,,,,,
Mike Tolbert,FA,CAR,RB,@Sea,Sun 8:30,--/--,,,,,,,,,,,,,,
Marcel Reece,FA,OAK,RB,Buf,Sun 4:05,--/--,,,,,,,,,,,,,,
Danny Woodhead,FA,SDG,RB,TB,Sun 4:25,--/--,,,,,,,,,,,,,,
Donald Brown,FA,NWE,RB,LA,Sun 1:00,--/--,,,,,,,,,,,,,,
Arian Foster,FA,MIA,RB,@Bal,Sun 1:00,--/--,,,,,,,,,,,,,,
Rashad Jennings,BKN,NYG,RB,@Pit,Sun 4:25,--/--,,,,,,,,,,,,,,
Jorvorskie Lane,FA,TAM,RB,@SD,Sun 4:25,--/--,,,,,,,,,,,,,,
LeSean McCoy,BLRT,BUF,RB,@Oak,Sun 4:05,--/--,,,,,,,,,,,,,,
Knowshon Moreno,FA,FA,RB,** BYE **,,,,,,,,,,,,,,,,
Cedric Peerman,FA,CIN,RB,Phi,Sun 1:00,--/--,,,,,,,,,,,,,,
Marcus Thigpen,FA,BUF,RB,@Oak,Sun 4:05,--/--,,,,,,,,,,,,,,
Darrel Young,FA,CHI,RB,SF,Sun 1:00,--/--,,,,,,,,,,,,,,
Antone Smith,FA,TAM,RB,@SD,Sun 4:25,--/--,,,,,,,,,,,,,,
C.J. Spiller,FA,NYJ,RB,Ind,Mon 8:30,--/--,,,,,,,,,,,,,,
Ryan Mathews,FA,PHI,RB,@Cin,Sun 1:00,--/--,,,,,,,,,,,,,,
Dexter McCluster,FA,SDG,RB,TB,Sun 4:25,--/--,,,,,,,,,,,,,,
Ben Tate,FA,PIT,RB,NYG,Sun 4:25,--/--,,,,,,,,,,,,,,
Toby Gerhart,FA,JAC,RB,Den,Sun 1:00,--/--,,,,,,,,,,,,,,
Boobie Dixon,FA,BUF,RB,@Oak,Sun 4:05,--/--,,,,,,,,,,,,,,
LeGarrette Blount,FA,NWE,RB,LA,Sun 1:00,--/--,,,,,,,,,,,,,,
James Starks,GARI,GNB,RB,Hou,Sun 1:00,--/--,,,,,,,,,,,,,,
Joique Bell,FA,CHI,RB,SF,Sun 1:00,--/--,,,,,,,,,,,,,,
Chris Ivory,NOG,JAC,RB,Den,Sun 1:00,--/--,,,,,,,,,,,,,,
James Develin,FA,NWE,RB,LA,Sun 1:00,--/--,,,,,,,,,,,,,,
Mark Ingram,BKN,NOR,RB,Det,Sun 1:00,--/--,,,,,,,,,,,,,,
DeMarco Murray,BLRT,TEN,RB,** BYE **,,,,,,,,,,,,,,,,
Shane Vereen,FA,NYG,RB,@Pit,Sun 4:25,--/--,,,,,,,,,,,,,,
Stevan Ridley,FA,ATL,RB,KC,Sun 1:00,--/--,,,,,,,,,,,,,,
Daniel Thomas,FA,MIA,RB,@Bal,Sun 1:00,--/--,,,,,,,,,,,,,,
Bilal Powell,FA,NYJ,RB,Ind,Mon 8:30,--/--,,,,,,,,,,,,,,
Anthony Sherman,FA,KAN,RB,@Atl,Sun 1:00,--/--,,,,,,,,,,,,,,
Kendall Hunter,FA,NOR,RB,Det,Sun 1:00,--/--,,,,,,,,,,,,,,
Taiwan Jones,FA,OAK,RB,Buf,Sun 4:05,--/--,,,,,,,,,,,,,,
Jordan Todman,FA,IND,RB,@NYJ,Mon 8:30,--/--,,,,,,,,,,,,,,
Roy Helu Jr.,FA,OAK,RB,Buf,Sun 4:05,--/--,,,,,,,,,,,,,,
Jacquizz Rodgers,FA,TAM,RB,@SD,Sun 4:25,--/--,,,,,,,,,,,,,,
Dion Lewis,FA,NWE,RB,LA,Sun 1:00,--/--,,,,,,,,,,,,,,
DuJuan Harris,FA,SFO,RB,@Chi,Sun 1:00,--/--,,,,,,,,,,,,,,
Patrick DiMarco,FA,ATL,RB,KC,Sun 1:00,--/--,,,,,,,,,,,,,,
Shaun Draughn,FA,SFO,RB,@Chi,Sun 1:00,--/--,,,,,,,,,,,,,,
Chase Reynolds,FA,LAR,RB,@NE,Sun 1:00,--/--,,,,,,,,,,,,,,
Will Johnson,FA,NYG,RB,@Pit,Sun 4:25,--/--,,,,,,,,,,,,,,
Trent Richardson,FA,BAL,RB,Mia,Sun 1:00,--/--,,,,,,,,,,,,,,
Doug Martin,NOG,TAM,RB,@SD,Sun 4:25,--/--,,,,,,,,,,,,,,
Lamar Miller,FUNK,HOU,RB,@GB,Sun 1:00,--/--,,,,,,,,,,,,,,
Isaiah Pead,FA,MIA,RB,@Bal,Sun 1:00,--/--,,,,,,,,,,,,,,
Chris Polk,FA,HOU,RB,@GB,Sun 1:00,--/--,,,,,,,,,,,,,,
LaMike James,FA,MIA,RB,@Bal,Sun 1:00,--/--,,,,,,,,,,,,,,
Bernard Pierce,FA,NYJ,RB,Ind,Mon 8:30,--/--,,,,,,,,,,,,,,
Robert Turbin,FA,IND,RB,@NYJ,Mon 8:30,--/--,,,,,,,,,,,,,,
Ronnie Hillman,FA,SDG,RB,TB,Sun 4:25,--/--,,,,,,,,,,,,,,
Cyrus Gray,FA,ATL,RB,KC,Sun 1:00,--/--,,,,,,,,,,,,,,
Vick Ballard,FA,NOR,RB,Det,Sun 1:00,--/--,,,,,,,,,,,,,,
Daniel Herron,FA,BUF,RB,@Oak,Sun 4:05,--/--,,,,,,,,,,,,,,
Bryce Brown,FA,SEA,RB,Car,Sun 8:30,--/--,,,,,,,,,,,,,,
Daryl Richardson,FA,PIT,RB,NYG,Sun 4:25,--/--,,,,,,,,,,,,,,
Cory Harkey,FA,LAR,RB,@NE,Sun 1:00,--/--,,,,,,,,,,,,,,
Joe Banyard,FA,JAC,RB,Den,Sun 1:00,--/--,,,,,,,,,,,,,,
Derrick Coleman,FA,SEA,RB,Car,Sun 8:30,--/--,,,,,,,,,,,,,,
Jonas Gray,FA,JAC,RB,Den,Sun 1:00,--/--,,,,,,,,,,,,,,
Travaris Cadet,FA,NOR,RB,Det,Sun 1:00,--/--,,,,,,,,,,,,,,
Brandon Bolden,FA,NWE,RB,LA,Sun 1:00,--/--,,,,,,,,,,,,,,
Bobby Rainey,FA,NYG,RB,@Pit,Sun 4:25,--/--,,,,,,,,,,,,,,
Jonathan Grimes,FA,HOU,RB,@GB,Sun 1:00,--/--,,,,,,,,,,,,,,
Jamize Olawale,FA,OAK,RB,Buf,Sun 4:05,--/--,,,,,,,,,,,,,,
Fozzy Whittaker,FA,CAR,RB,@Sea,Sun 8:30,--/--,,,,,,,,,,,,,,
Montee Ball,FA,FA,RB,** BYE **,,,,,,,,,,,,,,,,
Le'Veon Bell,SCOT,PIT,RB,NYG,Sun 4:25,--/--,,,,,,,,,,,,,,
Giovani Bernard,FA,CIN,RB,Phi,Sun 1:00,--/--,,,,,,,,,,,,,,
Knile Davis,FA,KAN,RB,@Atl,Sun 1:00,--/--,,,,,,,,,,,,,,
Eddie Lacy,FA,GNB,RB,Hou,Sun 1:00,--/--,,,,,,,,,,,,,,
Christine Michael,FA,GNB,RB,Hou,Sun 1:00,--/--,,,,,,,,,,,,,,
Andre Ellington,GARI,ARI,RB,Wsh,Sun 4:25,--/--,,,,,,,,,,,,,,
Latavius Murray,GARI,OAK,RB,Buf,Sun 4:05,--/--,,,,,,,,,,,,,,
Kenjon Barner,FA,PHI,RB,@Cin,Sun 1:00,--/--,,,,,,,,,,,,,,
Denard Robinson,FA,JAC,RB,Den,Sun 1:00,--/--,,,,,,,,,,,,,,
Mike Gillislee,BLRT,BUF,RB,@Oak,Sun 4:05,--/--,,,,,,,,,,,,,,
Chris Thompson,FA,WAS,RB,@Ari,Sun 4:25,--/--,,,,,,,,,,,,,,
Mike James,FA,TAM,RB,@SD,Sun 4:25,--/--,,,,,,,,,,,,,,
Rex Burkhead,FA,CIN,RB,Phi,Sun 1:00,--/--,,,,,,,,,,,,,,
Tommy Bohanon,FA,NYJ,RB,Ind,Mon 8:30,--/--,,,,,,,,,,,,,,
Stepfan Taylor,FA,ARI,RB,Wsh,Sun 4:25,--/--,,,,,,,,,,,,,,
Theo Riddick,NOG,DET,RB,@NO,Sun 1:00,--/--,,,,,,,,,,,,,,
Zac Stacy,FA,NYJ,RB,Ind,Mon 8:30,--/--,,,,,,,,,,,,,,
Kyle Juszczyk,FA,BAL,RB,Mia,Sun 1:00,--/--,,,,,,,,,,,,,,
Joseph Randle,FA,FA,RB,** BYE **,,,,,,,,,,,,,,,,
Spencer Ware,GARI,KAN,RB,@Atl,Sun 1:00,--/--,,,,,,,,,,,,,,
Kerwynn Williams,FA,ARI,RB,Wsh,Sun 4:25,--/--,,,,,,,,,,,,,,
C.J. Anderson,FA,DEN,RB,@Jax,Sun 1:00,--/--,,,,,,,,,,,,,,
Benjamin Cunningham,FA,LAR,RB,@NE,Sun 1:00,--/--,,,,,,,,,,,,,,
Kendall Gaskins,FA,SFO,RB,@Chi,Sun 1:00,--/--,,,,,,,,,,,,,,
Steven Miller,FA,DET,RB,@NO,Sun 1:00,--/--,,,,,,,,,,,,,,
George Winn,FA,DET,RB,@NO,Sun 1:00,--/--,,,,,,,,,,,,,,
Khiry Robinson,FA,NYJ,RB,Ind,Mon 8:30,--/--,,,,,,,,,,,,,,
Charles Sims,FA,TAM,RB,@SD,Sun 4:25,--/--,,,,,,,,,,,,,,
Dri Archer,FA,BUF,RB,@Oak,Sun 4:05,--/--,,,,,,,,,,,,,,
Carlos Hyde,BLRT,SFO,RB,@Chi,Sun 1:00,--/--,,,,,,,,,,,,,,
Terrance West,DAN,BAL,RB,Mia,Sun 1:00,--/--,,,,,,,,,,,,,,
Tre Mason,FA,LAR,RB,@NE,Sun 1:00,--/--,,,,,,,,,,,,,,
Bishop Sankey,FA,KAN,RB,@Atl,Sun 1:00,--/--,,,,,,,,,,,,,,
Jeremy Hill,BKN,CIN,RB,Phi,Sun 1:00,--/--,,,,,,,,,,,,,,
Tyler Gaffney,FA,NWE,RB,LA,Sun 1:00,--/--,,,,,,,,,,,,,,
Storm Johnson,FA,TAM,RB,@SD,Sun 4:25,--/--,,,,,,,,,,,,,,
Lache Seastrunk,FA,NYJ,RB,Ind,Mon 8:30,--/--,,,,,,,,,,,,,,
Andre Williams,FA,SDG,RB,TB,Sun 4:25,--/--,,,,,,,,,,,,,,
James White,FA,NWE,RB,LA,Sun 1:00,--/--,,,,,,,,,,,,,,
Ka'Deem Carey,FA,CHI,RB,SF,Sun 1:00,--/--,,,,,,,,,,,,,,
Devonta Freeman,BLRT,ATL,RB,KC,Sun 1:00,--/--,,,,,,,,,,,,,,
Lorenzo Taliaferro,FA,BAL,RB,Mia,Sun 1:00,--/--,,,,,,,,,,,,,,
Marion Grice,FA,ARI,RB,Wsh,Sun 4:25,--/--,,,,,,,,,,,,,,
Isaiah Crowell,NOG,CLE,RB,** BYE **,,,,,,,,,,,,,,,,
Alfred Blue,FA,HOU,RB,@GB,Sun 1:00,--/--,,,,,,,,,,,,,,
Damien Williams,FA,MIA,RB,@Bal,Sun 1:00,--/--,,,,,,,,,,,,,,
Juwan Thompson,FA,DEN,RB,@Jax,Sun 1:00,--/--,,,,,,,,,,,,,,
Kapri Bibbs,FA,DEN,RB,@Jax,Sun 1:00,--/--,,,,,,,,,,,,,,
Branden Oliver,FA,SDG,RB,TB,Sun 4:25,--/--,,,,,,,,,,,,,,
Antonio Andrews,FA,TEN,RB,** BYE **,,,,,,,,,,,,,,,,
