Player,OwnCode,Team,Pos,Opp,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,FFPts
Tom Brady,WA (Wed),NWE,QB,Buf,Sun 1:00,--/--,,,,,,,,,,,,,,
Mike Vick,WA (Wed),PIT,QB,KC,Sun 8:30,--/--,,,,,,,,,,,,,,
Drew Brees,APE,NOR,QB,@SD,Sun 4:25,--/--,,,,,,,,,,,,,,
Josh McCown,WA (Wed),CLE,QB,@Wsh,Sun 1:00,--/--,,,,,,,,,,,,,,
Shaun Hill,WA (Wed),MIN,QB,NYG,Mon 8:30,--/--,,,,,,,,,,,,,,
Carson Palmer,GARI,ARI,QB,LA,Sun 4:25,--/--,,,,,,,,,,,,,,
Tony Romo,WA (Wed),DAL,QB,@SF,Sun 4:25,--/--,,,,,,,,,,,,,,
Eli Manning,SLIV,NYG,QB,@Min,Mon 8:30,--/--,,,,,,,,,,,,,,
Philip Rivers,FUNK,SDG,QB,NO,Sun 4:25,--/--,,,,,,,,,,,,,,
Ben Roethlisberger,LOS,PIT,QB,KC,Sun 8:30,--/--,,,,,,,,,,,,,,
Matt Schaub,WA (Wed),ATL,QB,Car,Sun 1:00,--/--,,,,,,,,,,,,,,
Luke McCown,WA (Wed),NOR,QB,@SD,Sun 4:25,--/--,,,,,,,,,,,,,,
Alex Smith,WA (Wed),KAN,QB,@Pit,Sun 8:30,--/--,,,,,,,,,,,,,,
Aaron Rodgers,NOG,GNB,QB,** BYE **,,,,,,,,,,,,,,,,
Dan Orlovsky,WA (Wed),DET,QB,@Chi,Sun 1:00,--/--,,,,,,,,,,,,,,
Derek Anderson,WA (Wed),CAR,QB,@Atl,Sun 1:00,--/--,,,,,,,,,,,,,,
Matt Cassel,WA (Wed),TEN,QB,@Hou,Sun 1:00,--/--,,,,,,,,,,,,,,
Ryan Fitzpatrick,WA (Wed),NYJ,QB,Sea,Sun 1:00,--/--,,,,,,,,,,,,,,
Jay Cutler,WA (Wed),CHI,QB,Det,Sun 1:00,--/--,,,,,,,,,,,,,,
Kellen Clemens,WA (Wed),SDG,QB,NO,Sun 4:25,--/--,,,,,,,,,,,,,,
Tarvaris Jackson,WA (Wed),SEA,QB,@NYJ,Sun 1:00,--/--,,,,,,,,,,,,,,
Charlie Whitehurst,WA (Wed),CLE,QB,@Wsh,Sun 1:00,--/--,,,,,,,,,,,,,,
Bruce Gradkowski,WA (Wed),PIT,QB,KC,Sun 8:30,--/--,,,,,,,,,,,,,,
Drew Stanton,WA (Wed),ARI,QB,LA,Sun 4:25,--/--,,,,,,,,,,,,,,
Matt Moore,WA (Wed),MIA,QB,@Cin,Thu 8:25,--/--,,,,,,,,,,,,,,
Matt Ryan,NOG,ATL,QB,Car,Sun 1:00,--/--,,,,,,,,,,,,,,
Joe Flacco,WA (Wed),BAL,QB,Oak,Sun 1:00,--/--,,,,,,,,,,,,,,
Chad Henne,WA (Wed),JAC,QB,Ind,Sun 9:30 AM,--/--,,,,,,,,,,,,,,
Josh Javon Johnson,WA (Wed),NYG,QB,@Min,Mon 8:30,--/--,,,,,,,,,,,,,,
Matt Flynn,WA (Wed),NOR,QB,@SD,Sun 4:25,--/--,,,,,,,,,,,,,,
Chase Daniel,WA (Wed),PHI,QB,** BYE **,,,,,,,,,,,,,,,,
Josh Freeman,WA (Wed),IND,QB,@Jax,Sun 9:30 AM,--/--,,,,,,,,,,,,,,
Brian Hoyer,WA (Wed),CHI,QB,Det,Sun 1:00,--/--,,,,,,,,,,,,,,
Mark Sanchez,WA (Wed),DAL,QB,@SF,Sun 4:25,--/--,,,,,,,,,,,,,,
Matthew Stafford,APE,DET,QB,@Chi,Sun 1:00,--/--,,,,,,,,,,,,,,
Sam Bradford,WA (Wed),MIN,QB,NYG,Mon 8:30,--/--,,,,,,,,,,,,,,
Jimmy Clausen,WA (Wed),BAL,QB,Oak,Sun 1:00,--/--,,,,,,,,,,,,,,
Colt McCoy,WA (Wed),WAS,QB,Cle,Sun 1:00,--/--,,,,,,,,,,,,,,
Tim Tebow,WA (Wed),FA,QB,** BYE **,,,,,,,,,,,,,,,,
Dan LeFevour,WA (Wed),TAM,QB,Den,Sun 4:05,--/--,,,,,,,,,,,,,,
Joe Webb,WA (Wed),CAR,QB,@Atl,Sun 1:00,--/--,,,,,,,,,,,,,,
Thaddeus Lewis,WA (Wed),SFO,QB,Dal,Sun 4:25,--/--,,,,,,,,,,,,,,
Christian Ponder,WA (Wed),SFO,QB,Dal,Sun 4:25,--/--,,,,,,,,,,,,,,
Blaine Gabbert,WA (Wed),SFO,QB,Dal,Sun 4:25,--/--,,,,,,,,,,,,,,
Cam Newton,BKN,CAR,QB,@Atl,Sun 1:00,--/--,,,,,,,,,,,,,,
Colin Kaepernick,WA (Wed),SFO,QB,Dal,Sun 4:25,--/--,,,,,,,,,,,,,,
Andy Dalton,GARI,CIN,QB,Mia,Thu 8:25,--/--,,,,,,,,,,,,,,
Ryan Mallett,WA (Wed),BAL,QB,Oak,Sun 1:00,--/--,,,,,,,,,,,,,,
T.J. Yates,WA (Wed),HOU,QB,Ten,Sun 1:00,--/--,,,,,,,,,,,,,,
Tyrod Taylor,BKN,BUF,QB,@NE,Sun 1:00,--/--,,,,,,,,,,,,,,
Jerrod Johnson,WA (Wed),DAL,QB,@SF,Sun 4:25,--/--,,,,,,,,,,,,,,
Scott Tolzien,WA (Wed),IND,QB,@Jax,Sun 9:30 AM,--/--,,,,,,,,,,,,,,
Andrew Luck,LOS,IND,QB,@Jax,Sun 9:30 AM,--/--,,,,,,,,,,,,,,
Robert Griffin III,WA (Wed),CLE,QB,@Wsh,Sun 1:00,--/--,,,,,,,,,,,,,,
Ryan Tannehill,WA (Wed),MIA,QB,@Cin,Thu 8:25,--/--,,,,,,,,,,,,,,
Nick Foles,WA (Wed),KAN,QB,@Pit,Sun 8:30,--/--,,,,,,,,,,,,,,
Brandon Weeden,WA (Wed),HOU,QB,Ten,Sun 1:00,--/--,,,,,,,,,,,,,,
Brock Osweiler,WA (Wed),HOU,QB,Ten,Sun 1:00,--/--,,,,,,,,,,,,,,
Kirk Cousins,WA (Wed),WAS,QB,Cle,Sun 1:00,--/--,,,,,,,,,,,,,,
Russell Wilson,FUNK,SEA,QB,@NYJ,Sun 1:00,--/--,,,,,,,,,,,,,,
Kellen Moore,WA (Wed),DAL,QB,@SF,Sun 4:25,--/--,,,,,,,,,,,,,,
Ryan Lindley,WA (Wed),IND,QB,@Jax,Sun 9:30 AM,--/--,,,,,,,,,,,,,,
Case Keenum,WA (Wed),LAR,QB,@Ari,Sun 4:25,--/--,,,,,,,,,,,,,,
Austin Davis,WA (Wed),DEN,QB,@TB,Sun 4:05,--/--,,,,,,,,,,,,,,
Matt Simms,WA (Wed),ATL,QB,Car,Sun 1:00,--/--,,,,,,,,,,,,,,
Alex Tanney,WA (Wed),TEN,QB,@Hou,Sun 1:00,--/--,,,,,,,,,,,,,,
EJ Manuel,WA (Wed),BUF,QB,@NE,Sun 1:00,--/--,,,,,,,,,,,,,,
Mike Glennon,WA (Wed),TAM,QB,Den,Sun 4:05,--/--,,,,,,,,,,,,,,
Geno Smith,WA (Wed),NYJ,QB,Sea,Sun 1:00,--/--,,,,,,,,,,,,,,
Ryan Nassib,WA (Wed),NYG,QB,@Min,Mon 8:30,--/--,,,,,,,,,,,,,,
Sean Renfree,WA (Wed),ATL,QB,Car,Sun 1:00,--/--,,,,,,,,,,,,,,
Landry Jones,WA (Wed),PIT,QB,KC,Sun 8:30,--/--,,,,,,,,,,,,,,
Zac Dysert,WA (Wed),MIA,QB,@Cin,Thu 8:25,--/--,,,,,,,,,,,,,,
Matt Barkley,WA (Wed),CHI,QB,Det,Sun 1:00,--/--,,,,,,,,,,,,,,
Ryan Griffin,WA (Wed),TAM,QB,Den,Sun 4:05,--/--,,,,,,,,,,,,,,
Tyler Bray,WA (Wed),KAN,QB,@Pit,Sun 8:30,--/--,,,,,,,,,,,,,,
Matt McGloin,WA (Wed),OAK,QB,@Bal,Sun 1:00,--/--,,,,,,,,,,,,,,
Blake Bortles,SLIV,JAC,QB,Ind,Sun 9:30 AM,--/--,,,,,,,,,,,,,,
Teddy Bridgewater,WA (Wed),MIN,QB,NYG,Mon 8:30,--/--,,,,,,,,,,,,,,
Johnny Manziel,WA (Wed),CLE,QB,@Wsh,Sun 1:00,--/--,,,,,,,,,,,,,,
Derek Carr,SCOT,OAK,QB,@Bal,Sun 1:00,--/--,,,,,,,,,,,,,,
Jimmy Garoppolo,WA (Wed),NWE,QB,Buf,Sun 1:00,--/--,,,,,,,,,,,,,,
AJ McCarron,WA (Wed),CIN,QB,Mia,Thu 8:25,--/--,,,,,,,,,,,,,,
Tajh Boyd,WA (Wed),PIT,QB,KC,Sun 8:30,--/--,,,,,,,,,,,,,,
Logan Thomas,WA (Wed),NYG,QB,@Min,Mon 8:30,--/--,,,,,,,,,,,,,,
Zach Mettenberger,WA (Wed),PIT,QB,KC,Sun 8:30,--/--,,,,,,,,,,,,,,
David Fales,WA (Wed),CHI,QB,Det,Sun 1:00,--/--,,,,,,,,,,,,,,
Keith Wenning,WA (Wed),CIN,QB,Mia,Thu 8:25,--/--,,,,,,,,,,,,,,
Tom Savage,WA (Wed),HOU,QB,Ten,Sun 1:00,--/--,,,,,,,,,,,,,,
Aaron Murray,WA (Wed),KAN,QB,@Pit,Sun 8:30,--/--,,,,,,,,,,,,,,
Matt Blanchard,WA (Wed),CHI,QB,Det,Sun 1:00,--/--,,,,,,,,,,,,,,
Dustin Vaughan,WA (Wed),PIT,QB,KC,Sun 8:30,--/--,,,,,,,,,,,,,,
Connor Shaw,WA (Wed),CHI,QB,Det,Sun 1:00,--/--,,,,,,,,,,,,,,
Jameis Winston,WA (Wed),TAM,QB,Den,Sun 4:05,--/--,,,,,,,,,,,,,,
Bryce Petty,WA (Wed),NYJ,QB,Sea,Sun 1:00,--/--,,,,,,,,,,,,,,
Trevor Siemian,WA (Wed),DEN,QB,@TB,Sun 4:05,--/--,,,,,,,,,,,,,,
Dylan Thompson,WA (Wed),LAR,QB,@Ari,Sun 4:25,--/--,,,,,,,,,,,,,,
Sean Mannion,WA (Wed),LAR,QB,@Ari,Sun 4:25,--/--,,,,,,,,,,,,,,
Garrett Grayson,WA (Wed),NOR,QB,@SD,Sun 4:25,--/--,,,,,,,,,,,,,,
Marcus Mariota,WA (Wed),TEN,QB,@Hou,Sun 1:00,--/--,,,,,,,,,,,,,,
Brett Hundley,WA (Wed),GNB,QB,** BYE **,,,,,,,,,,,,,,,,
Jared Goff,WA (Wed),LAR,QB,@Ari,Sun 4:25,--/--,,,,,,,,,,,,,,
Carson Wentz,WA (Wed),PHI,QB,** BYE **,,,,,,,,,,,,,,,,
Paxton Lynch,WA (Wed),DEN,QB,@TB,Sun 4:05,--/--,,,,,,,,,,,,,,
Christian Hackenberg,WA (Wed),NYJ,QB,Sea,Sun 1:00,--/--,,,,,,,,,,,,,,
Jacoby Brissett,WA (Wed),NWE,QB,Buf,Sun 1:00,--/--,,,,,,,,,,,,,,
Cody Kessler,WA (Wed),CLE,QB,@Wsh,Sun 1:00,--/--,,,,,,,,,,,,,,
Connor Cook,WA (Wed),OAK,QB,@Bal,Sun 1:00,--/--,,,,,,,,,,,,,,
Dak Prescott,WA (Wed),DAL,QB,@SF,Sun 4:25,--/--,,,,,,,,,,,,,,
Cardale Jones,WA (Wed),BUF,QB,@NE,Sun 1:00,--/--,,,,,,,,,,,,,,
Kevin Hogan,WA (Wed),KAN,QB,@Pit,Sun 8:30,--/--,,,,,,,,,,,,,,
Nate Sudfeld,WA (Wed),WAS,QB,Cle,Sun 1:00,--/--,,,,,,,,,,,,,,
Jake Rudock,WA (Wed),DET,QB,@Chi,Sun 1:00,--/--,,,,,,,,,,,,,,
Brandon Allen,WA (Wed),JAC,QB,Ind,Sun 9:30 AM,--/--,,,,,,,,,,,,,,
Jeff Driskel,WA (Wed),CIN,QB,Mia,Thu 8:25,--/--,,,,,,,,,,,,,,
Brandon Doughty,WA (Wed),MIA,QB,@Cin,Thu 8:25,--/--,,,,,,,,,,,,,,
Trevone Boykin,WA (Wed),SEA,QB,@NYJ,Sun 1:00,--/--,,,,,,,,,,,,,,
