Player,OwnCode,Team,Pos,Opp,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,FFPts
Marcus Mariota,WA (Wed),TEN,QB,@Mia,W 30-17,20/29,163.0,3.0,0.0,7.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4
Tom Brady,WA (Wed),NWE,QB,@Cle,W 33-13,28/40,406.0,3.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6
Ben Roethlisberger,LOS,PIT,QB,NYJ,W 31-13,34/47,380.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.2
Philip Rivers,FUNK,SDG,QB,@Oak,L 31-34,21/30,359.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2
Brian Hoyer,WA (Wed),CHI,QB,@Ind,L 23-29,33/43,397.0,2.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7
Andrew Luck,LOS,IND,QB,Chi,W 29-23,28/39,322.0,2.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1
Andy Dalton,GARI,CIN,QB,@Dal,L 14-28,29/41,269.0,2.0,0.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Derek Carr,SCOT,OAK,QB,SD,W 34-31,25/40,317.0,2.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.9
Blaine Gabbert,WA (Wed),SFO,QB,Ari,L 21-33,18/31,162.0,1.0,2.0,10.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4
Matthew Stafford,APE,DET,QB,Phi,W 24-23,19/25,180.0,3.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.8
Sam Bradford,WA (Wed),MIN,QB,Hou,W 31-13,22/30,271.0,2.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6
Dak Prescott,WA (Wed),DAL,QB,Cin,W 28-14,18/24,227.0,1.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.4
Carson Wentz,APE,PHI,QB,@Det,L 23-24,25/33,238.0,2.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8
Aaron Rodgers,NOG,GNB,QB,NYG,W 23-16,23/45,259.0,2.0,2.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7
Tyrod Taylor,WA (Wed),BUF,QB,@LA,W 30-19,12/23,124.0,2.0,0.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6
Jameis Winston,BKN,TAM,QB,@Car,W 17-14,18/30,219.0,1.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.2
Ryan Fitzpatrick,WA (Wed),NYJ,QB,@Pit,L 13-31,25/38,255.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1
Matt Ryan,NOG,ATL,QB,@Den,W 23-16,15/28,267.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9
