Player,OwnCode,Team,Pos,Opp,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,FFPts
Matt Ryan,NOG,ATL,QB,Car,W 48-33,28/37,503.0,4.0,1.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4
Ben Roethlisberger,LOS,PIT,QB,KC,W 43-14,22/27,300.0,5.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.9
Blake Bortles,SLIV,JAC,QB,Ind,W 30-27,19/33,207.0,2.0,0.0,7.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8
Russell Wilson,FUNK,SEA,QB,@NYJ,W 27-17,23/32,309.0,3.0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7
Derek Carr,WA (Wed),OAK,QB,@Bal,W 28-27,25/35,199.0,4.0,0.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6
Joe Flacco,WA (Wed),BAL,QB,Oak,L 27-28,32/52,298.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21.9
Brian Hoyer,WA (Wed),CHI,QB,Det,W 17-14,28/36,302.0,2.0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7
Philip Rivers,FUNK,SDG,QB,NO,L 34-35,28/43,321.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8
Dak Prescott,WA (Wed),DAL,QB,@SF,W 24-17,23/32,245.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1
Case Keenum,WA (Wed),LAR,QB,@Ari,W 17-13,18/30,266.0,2.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0
Alex Smith,WA (Wed),KAN,QB,@Pit,L 14-43,30/50,287.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6
Andrew Luck,LOS,IND,QB,@Jax,L 27-30,27/42,234.0,2.0,1.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5
Kirk Cousins,SCOT,WAS,QB,Cle,W 31-20,21/27,183.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2
Tyrod Taylor,BKN,BUF,QB,@NE,W 16-0,27/39,246.0,1.0,0.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6
Cam Newton,BKN,CAR,QB,@Atl,L 33-48,14/25,165.0,1.0,0.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.6
Brock Osweiler,WA (Wed),HOU,QB,Ten,W 27-20,25/37,254.0,2.0,2.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4
Sam Bradford,WA (Wed),MIN,QB,NYG,W 24-10,26/36,262.0,1.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Andy Dalton,GARI,CIN,QB,Mia,W 22-7,22/31,296.0,1.0,0.0,6.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6
Derek Anderson,WA (Wed),CAR,QB,@Atl,L 33-48,17/23,172.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.8
Blaine Gabbert,WA (Wed),SFO,QB,Dal,L 17-24,16/23,196.0,1.0,1.0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
Drew Brees,APE,NOR,QB,@SD,W 35-34,23/36,207.0,2.0,2.0,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8
