Player,OwnCode,Team,Pos,Opp,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,FFPts
Trevor Siemian,WA (Wed),DEN,QB,@Cin,W 29-17,23/35,312.0,4.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9
Matthew Stafford,APE,DET,QB,@GB,L 27-34,28/41,385.0,3.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5
Aaron Rodgers,NOG,GNB,QB,Det,W 34-27,15/24,205.0,4.0,0.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4
Drew Brees,APE,NOR,QB,Atl,L 32-45,36/54,376.0,3.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9
Jameis Winston,WA (Wed),TAM,QB,LA,L 32-37,36/58,405.0,3.0,1.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.5
Dak Prescott,WA (Wed),DAL,QB,Chi,W 31-17,19/24,248.0,1.0,0.0,4.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4
Carson Wentz,WA (Wed),PHI,QB,Pit,W 34-3,23/31,301.0,2.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Matt Ryan,NOG,ATL,QB,@NO,W 45-32,20/30,240.0,2.0,0.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9
Kirk Cousins,WA (Wed),WAS,QB,@NYG,W 29-27,21/35,296.0,2.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3
Ryan Tannehill,WA (Wed),MIA,QB,Cle,W 30-24,25/39,319.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.8
Brian Hoyer,WA (Wed),CHI,QB,@Dal,L 17-31,30/49,317.0,2.0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.3
Tyrod Taylor,BKN,BUF,QB,Ari,W 33-18,14/25,119.0,0.0,1.0,9.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2
Jacoby Brissett,WA (Wed),NWE,QB,Hou,W 27-0,11/19,103.0,0.0,0.0,8.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8
Eli Manning,SLIV,NYG,QB,Wsh,L 27-29,25/38,350.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Russell Wilson,FUNK,SEA,QB,SF,W 37-18,15/23,243.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9
Case Keenum,WA (Wed),LAR,QB,@TB,W 37-32,14/26,190.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7
Andrew Luck,LOS,IND,QB,SD,W 26-22,24/37,331.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.2
Alex Smith,WA (Wed),KAN,QB,NYJ,W 24-3,25/33,237.0,1.0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1
Cam Newton,BKN,CAR,QB,Min,L 10-22,21/35,262.0,0.0,3.0,7.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
Derek Carr,SCOT,OAK,QB,@Ten,W 17-10,21/35,249.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7
Joe Flacco,WA (Wed),BAL,QB,@Jax,W 19-17,29/40,214.0,0.0,2.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6
Philip Rivers,FUNK,SDG,QB,@Ind,L 22-26,26/39,330.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.4
Blake Bortles,SLIV,JAC,QB,Bal,L 17-19,24/38,194.0,2.0,3.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3
Sam Bradford,WA (Wed),MIN,QB,@Car,W 22-10,18/28,171.0,1.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6
Andy Dalton,GARI,CIN,QB,Den,L 17-29,21/31,206.0,0.0,1.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2
Cody Kessler,WA (Wed),CLE,QB,@Mia,L 24-30,21/33,244.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.5
Brock Osweiler,WA (Wed),HOU,QB,@NE,L 0-27,24/41,196.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1
Ben Roethlisberger,LOS,PIT,QB,@Phi,L 3-34,24/44,257.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.9
Blaine Gabbert,WA (Wed),SFO,QB,@Sea,L 18-37,14/25,119.0,0.0,1.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
Marcus Mariota,WA (Wed),TEN,QB,Oak,L 10-17,17/33,214.0,0.0,2.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.6
Trevone Boykin,WA (Wed),SEA,QB,SF,W 37-18,7/9,65.0,1.0,1.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
Carson Palmer,GARI,ARI,QB,@Buf,L 18-33,26/50,287.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
Tom Brady,WA (Wed),NWE,QB,Hou,W 27-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Vick,WA (Wed),PIT,QB,@Phi,L 3-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh McCown,WA (Wed),CLE,QB,@Mia,L 24-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun Hill,WA (Wed),MIN,QB,@Car,W 22-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Romo,WA (Wed),DAL,QB,Chi,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Schaub,WA (Wed),ATL,QB,@NO,W 45-32,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke McCown,WA (Wed),NOR,QB,Atl,L 32-45,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Orlovsky,WA (Wed),DET,QB,@GB,L 27-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Anderson,WA (Wed),CAR,QB,Min,L 10-22,1/1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Cassel,WA (Wed),TEN,QB,Oak,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay Cutler,WA (Wed),CHI,QB,@Dal,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Clemens,WA (Wed),SDG,QB,@Ind,L 22-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarvaris Jackson,WA (Wed),SEA,QB,SF,W 37-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
