Rk,Player,Pos,Team,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,FFPts
18,Charles Clay,TE,BUF,0/0,0,0,0,0,0,0,57.5,615.8,4.4,87.3
19,Clive Walford,TE,OAK,0/0,0,0,0,0,0,0,50,551.7,5.9,90.1
20,Jared Cook,TE,GNB,0/0,0,0,0,0,0,0,47.9,595.2,5.2,90.1
21,Austin Seferian-Jenkins,TE,TAM,0/0,0,0,0,0,0,0,35.1,438.1,3.5,63.9
22,Jordan Cameron,TE,MIA,0/0,0,0,0,0,0,0,45.2,546.9,3.9,77.2
23,Kyle Rudolph,TE,MIN,0/0,0,0,0,0,0,0,50.2,525.1,4,76.3
24,Jesse James,TE,PIT,0/0,0,0,0,0,0,0,25.1,263.5,2.6,41.9
25,Virgil Green,TE,DEN,0/0,0,0,0,0,0,0,45.7,401.3,3.1,58.7
26,Vance McDonald,TE,SFO,0/0,0,0,0,0,0,0,41.8,491.7,3,66.6
27,Crockett Gillmore,TE,BAL,0/0,0,0,0,0,0,0,35.1,367.2,2.7,51.9
28,Larry Donnell,TE,NYG,0/0,0,0,0,0,0,0,36.9,380.2,4.2,63
29,Will Tye,TE,NYG,0/0,0,0,0,0,0,0,31.7,324.3,3.2,51.2
30,Maxx Williams,TE,BAL,0/0,0,0,0,0,0,0,36.1,334.6,2.7,49
31,Ladarius Green,TE,PIT,0/0,0,0,0,0,0,0,25.9,336.4,2.6,49.2
32,Jacob Tamme,TE,ATL,0/0,0,0,0,0,0,0,42.9,437,2.4,57.4
33,Cameron Brate,TE,TAM,0/0,0,0,0,0,0,0,25.2,281.6,2.4,42.1
34,Tyler Higbee,TE,LAR,0/0,0,0,0,0,0,0,26.7,314.7,1.7,40.9
35,Austin Hooper,TE,ATL,0/0,0,0,0,0,0,0,28,304.4,2.1,42.5
36,Lance Kendricks,TE,LAR,0/0,0,0,0,0,0,0,28.3,292.7,1.5,38.1
37,Darren Fells,TE,ARI,0/0,0,0,0,0,0,0,21.5,236.8,2.6,38.6
38,Hunter Henry,TE,SDG,0/0,0,0,0,0,0,0,24.6,264.1,2.2,38.9
39,Kellen Winslow,TE,NYJ,0/0,0,0,0,0,0,0,0,0,0,0
40,Benjamin Watson,TE,BAL,0/0,0,0,0,0,0,0,0,0,0,0
41,Alex Smith,TE,WAS,0/0,0,0,0,0,0,0,0,0,0,0
42,Vernon Davis,TE,WAS,0/0,0,0,0,0,0,0,11.5,126.5,1.1,18.7
43,Marcedes Lewis,TE,JAC,0/0,0,0,0,0,0,0,12.7,154.2,1.5,23.9
44,Anthony Fasano,TE,TEN,0/0,0,0,0,0,0,0,15,165.3,1.7,26.6
45,Owen Daniels,TE,DEN,0/0,0,0,0,0,0,0,0,0,0,0
46,Daniel Fells,TE,NYG,0/0,0,0,0,0,0,0,0,0,0,0
47,Matt Spaeth,TE,PIT,0/0,0,0,0,0,0,0,0,0,0,0
48,Scott Chandler,TE,NWE,0/0,0,0,0,0,0,0,0,0,0,0
49,Brent Celek,TE,PHI,0/0,0,0,0,0,0,0,17.3,221.6,1.4,30
50,Clark Harris,TE,CIN,0/0,0,0,0,0,0,0,0,0,0,0
51,Fred Davis,TE,WAS,0/0,0,0,0,0,0,0,0,0,0,0
52,Craig Stevens,TE,TEN,0/0,0,0,0,0,0,0,0,0,0,0
53,Kellen Davis,TE,NYJ,0/0,0,0,0,0,0,0,12.6,148.2,1.7,23.9
54,Matthew Mulligan,TE,DET,0/0,0,0,0,0,0,0,0,0,0,0
55,David Johnson,TE,PIT,0/0,0,0,0,0,0,0,3.8,41.5,0.4,6.4
56,James Casey,TE,DEN,0/0,0,0,0,0,0,0,0,0,0,0
57,Chase Coffman,TE,IND,0/0,0,0,0,0,0,0,0,0,0,0
58,Bear Pascoe,TE,NWE,0/0,0,0,0,0,0,0,0,0,0,0
59,Brandon Pettigrew,TE,DET,0/0,0,0,0,0,0,0,9.1,101.3,0.8,14.8
60,John Phillips,TE,DEN,0/0,0,0,0,0,0,0,3.2,34.9,0.3,4.5
61,Brandon Myers,TE,TAM,0/0,0,0,0,0,0,0,1.7,18.3,0.2,2
62,Jermaine Gresham,TE,ARI,0/0,0,0,0,0,0,0,20.3,192.4,1.9,29.6
63,Dennis Pitta,TE,BAL,0/0,0,0,0,0,0,0,3.9,41.9,0.3,5.9
64,Ed Dickson,TE,CAR,0/0,0,0,0,0,0,0,13,141.5,1.1,20.6
65,Tony Moeaki,TE,CHI,0/0,0,0,0,0,0,0,0,0,0,0
66,Jim Dray,TE,BUF,0/0,0,0,0,0,0,0,5.8,62.5,0.6,9.4
67,Garrett Graham,TE,DEN,0/0,0,0,0,0,0,0,0,0,0,0
68,Clay Harbor,TE,NWE,0/0,0,0,0,0,0,0,2,21.5,0.2,3.2
69,Michael Hoomanawanui,TE,NOR,0/0,0,0,0,0,0,0,0,0,0,0
70,Anthony McCoy,TE,SEA,0/0,0,0,0,0,0,0,0,0,0,0
71,Andrew Quarless,TE,DET,0/0,0,0,0,0,0,0,1,11.5,0.1,1.5
72,Richie Brockel,TE,CAR,0/0,0,0,0,0,0,0,0,0,0,0
73,Jeff Cumberland,TE,SDG,0/0,0,0,0,0,0,0,0,0,0,0
74,Logan Paulsen,TE,CHI,0/0,0,0,0,0,0,0,0,0,0,0
75,Rob Housler,TE,CHI,0/0,0,0,0,0,0,0,0,0,0,0
76,Bruce Miller,TE,SFO,0/0,0,0,0,0,0,0,11,118.7,0.8,15.3
77,Luke Stocker,TE,TAM,0/0,0,0,0,0,0,0,3.5,36.6,0.3,4.9
78,David Ausberry,TE,DET,0/0,0,0,0,0,0,0,0,0,0,0
79,Niles Paul,TE,WAS,0/0,0,0,0,0,0,0,15.3,185.9,1.3,26
80,D.J. Williams,TE,WAS,0/0,0,0,0,0,0,0,0,0,0,0
81,Lee Smith,TE,OAK,0/0,0,0,0,0,0,0,7.1,76.8,0.8,11.9
82,Orson Charles,TE,DET,0/0,0,0,0,0,0,0,0,0,0,0
83,James Hanna,TE,DAL,0/0,0,0,0,0,0,0,5.8,64.2,0.6,9.6
84,Rhett Ellison,TE,MIN,0/0,0,0,0,0,0,0,6.7,74.2,0.5,10
85,Garrett Celek,TE,SFO,0/0,0,0,0,0,0,0,25.3,263.1,1.7,36.1
86,Phillip Supernaw,TE,TEN,0/0,0,0,0,0,0,0,3,33.5,0.3,4.7
87,Dominique Jones,TE,MIA,0/0,0,0,0,0,0,0,0,0,0,0
88,Derek Carrier,TE,WAS,0/0,0,0,0,0,0,0,0,0,0,0
89,Sean McGrath,TE,SDG,0/0,0,0,0,0,0,0,4,43.4,0.4,6.2
90,Chase Ford,TE,BAL,0/0,0,0,0,0,0,0,0,0,0,0
91,Cooper Helfet,TE,SEA,0/0,0,0,0,0,0,0,0,0,0,0
92,Brandon Bostick,TE,NYJ,0/0,0,0,0,0,0,0,7.3,79.2,0.7,11
93,Ifeanyi Momah,TE,ARI,0/0,0,0,0,0,0,0,0,0,0,0
94,Gavin Escobar,TE,DAL,0/0,0,0,0,0,0,0,6.7,73.6,0.7,11.1
95,Ryan Griffin,TE,HOU,0/0,0,0,0,0,0,0,17.4,204.4,1.5,29.2
96,Michael Williams,TE,NWE,0/0,0,0,0,0,0,0,0,0,0,0
97,Mychal Rivera,TE,OAK,0/0,0,0,0,0,0,0,17.8,181.7,1.8,28.4
98,Chris Gragg,TE,BUF,0/0,0,0,0,0,0,0,0,0,0,0
99,Dion Sims,TE,MIA,0/0,0,0,0,0,0,0,15.7,156.4,1.3,22.4
100,Levine Toilolo,TE,ATL,0/0,0,0,0,0,0,0,2.1,22.1,0.2,2.9
101,Justice Cunningham,TE,LAR,0/0,0,0,0,0,0,0,0,0,0,0
102,Luke Willson,TE,SEA,0/0,0,0,0,0,0,0,12,151.1,1.2,22.3
103,Josh Hill,TE,NOR,0/0,0,0,0,0,0,0,31.8,309.5,2.8,46.8
104,Chris Pantale,TE,PHI,0/0,0,0,0,0,0,0,0,0,0,0
105,Timothy Wright,TE,DET,0/0,0,0,0,0,0,0,0,0,0,0
106,Brandon Williams,TE,SEA,0/0,0,0,0,0,0,0,0,0,0,0
107,MarQueis Gray,TE,MIA,0/0,0,0,0,0,0,0,3.9,41.4,0.3,5.9
108,Zach Sudfeld,TE,NYJ,0/0,0,0,0,0,0,0,0,0,0,0
109,Jake Stoneburner,TE,LAR,0/0,0,0,0,0,0,0,0,0,0,0
110,Jack Doyle,TE,IND,0/0,0,0,0,0,0,0,17.4,117.7,1.7,21.4
111,C.J. Fiedorowicz,TE,HOU,0/0,0,0,0,0,0,0,22.9,206.6,1.9,31.4
112,Richard Rodgers,TE,GNB,0/0,0,0,0,0,0,0,18.8,188,2,30.2
113,Jace Amaro,TE,TEN,0/0,0,0,0,0,0,0,0,0,0,0
114,Troy Niklas,TE,ARI,0/0,0,0,0,0,0,0,3.7,39.7,0.4,5.5
115,Brian Leonhardt,TE,MIN,0/0,0,0,0,0,0,0,0,0,0,0
116,Demetrius Harris,TE,KAN,0/0,0,0,0,0,0,0,9.8,106.7,0.7,14.5
117,Trey Burton,TE,PHI,0/0,0,0,0,0,0,0,14,156.9,1.1,21.7
118,Marcel Jensen,TE,WAS,0/0,0,0,0,0,0,0,0,0,0,0
119,Asante Cleveland,TE,SDG,0/0,0,0,0,0,0,0,0,0,0,0
120,Nic Jacobs,TE,JAC,0/0,0,0,0,0,0,0,0,0,0,0
121,Blake Annen,TE,BUF,0/0,0,0,0,0,0,0,0,0,0,0
122,RaShaun Allen,TE,NOR,0/0,0,0,0,0,0,0,0,0,0,0
123,Justin Perillo,TE,GNB,0/0,0,0,0,0,0,0,3.6,39.7,0.4,5.6
124,James O'Shaughnessy,TE,KAN,0/0,0,0,0,0,0,0,0,0,0,0
125,MyCole Pruitt,TE,MIN,0/0,0,0,0,0,0,0,18.6,204.8,1.4,28.1
126,Randall Telfer,TE,CLE,0/0,0,0,0,0,0,0,1.7,18.1,0.1,1.8
127,Gerald Christian,TE,ARI,0/0,0,0,0,0,0,0,0,0,0,0
128,Neal Sterling,TE,JAC,0/0,0,0,0,0,0,0,0,0,0,0
129,Blake Bell,TE,SFO,0/0,0,0,0,0,0,0,3.7,39.6,0.3,4.5
130,Chris Manhertz,TE,NOR,0/0,0,0,0,0,0,0,4.4,47.8,0.4,6.6
131,C.J. Uzomah,TE,CIN,0/0,0,0,0,0,0,0,6.1,65.9,0.6,9.5
132,Nick Boyle,TE,BAL,0/0,0,0,0,0,0,0,0,0,0,0
133,Jeff Heuerman,TE,DEN,0/0,0,0,0,0,0,0,16.4,177.5,1.3,24.5
134,Nick O'Leary,TE,BUF,0/0,0,0,0,0,0,0,2.9,31.3,0.3,4.7
135,Darren Waller,TE,BAL,0/0,0,0,0,0,0,0,0,0,0,0
136,Busta Anderson,TE,SFO,0/0,0,0,0,0,0,0,0,0,0,0
137,Ben Koyack,TE,JAC,0/0,0,0,0,0,0,0,3.4,37.2,0.3,5.1
138,Kennard Backman,TE,GNB,0/0,0,0,0,0,0,0,0,0,0,0
139,Tyler Kroft,TE,CIN,0/0,0,0,0,0,0,0,19.9,216.6,1.9,32.3
140,AJ Derby,TE,NWE,0/0,0,0,0,0,0,0,2,21.5,0.2,3.2
141,Geoff Swaim,TE,DAL,0/0,0,0,0,0,0,0,0,0,0,0
142,E.J. Bibbs,TE,CLE,0/0,0,0,0,0,0,0,0,0,0,0
143,Khari Lee,TE,CHI,0/0,0,0,0,0,0,0,10.4,113.3,0.8,16
144,Jerome Cunningham,TE,TEN,0/0,0,0,0,0,0,0,0,0,0,0
145,Wes Saxton,TE,NYJ,0/0,0,0,0,0,0,0,0,0,0,0
146,Nick Vannett,TE,SEA,0/0,0,0,0,0,0,0,6.2,68.2,0.8,10.6
147,Seth DeValve,TE,CLE,0/0,0,0,0,0,0,0,3.4,36.3,0.3,4.5
148,Temarrick Hemingway,TE,LAR,0/0,0,0,0,0,0,0,3,33.5,0.2,4.1
149,Jerell Adams,TE,NYG,0/0,0,0,0,0,0,0,7.6,85.8,0.8,13
150,David Morgan II,TE,MIN,0/0,0,0,0,0,0,0,0,0,0,0
151,Dan Vitale,TE,BUF,0/0,0,0,0,0,0,0,0,0,0,0
152,Rico Darnell Gathers,TE,DAL,0/0,0,0,0,0,0,0,0,0,0,0
153,Thomas Duarte,TE,MIA,0/0,0,0,0,0,0,0,0,0,0,0
154,Beau Sandland,TE,CAR,0/0,0,0,0,0,0,0,0,0,0,0
155,Ben Braunecker,TE,CHI,0/0,0,0,0,0,0,0,0,0,0,0
156,Cole Wick,TE,DET,0/0,0,0,0,0,0,0,6.1,68.7,0.6,9.3
157,Stephen Anderson,TE,HOU,0/0,0,0,0,0,0,0,14.8,160.5,1.3,23.5
158,Matt LaCosse,TE,NYG,0/0,0,0,0,0,0,0,0,0,0,0
159,Erik Swoope,TE,IND,0/0,0,0,0,0,0,0,15.4,168.9,1.8,26.5
160,Anthony Denham,TE,HOU,0/0,0,0,0,0,0,0,0,0,0,0
161,Bryce Williams,TE,NWE,0/0,0,0,0,0,0,0,0,0,0,0
1,Seahawks,DST,SEA,0/0,0,0,0,0,0,0,0,0,0,117.1
2,Broncos,DST,DEN,0/0,0,0,0,0,0,0,0,0,0,141.6
3,Panthers,DST,CAR,0/0,0,0,0,0,0,0,0,0,0,122.8
4,Bengals,DST,CIN,0/0,0,0,0,0,0,0,0,0,0,123.5
5,Texans,DST,HOU,0/0,0,0,0,0,0,0,0,0,0,113.5
6,Chiefs,DST,KAN,0/0,0,0,0,0,0,0,0,0,0,111.8
7,Cardinals,DST,ARI,0/0,0,0,0,0,0,0,0,0,0,119.9
8,Packers,DST,GNB,0/0,0,0,0,0,0,0,0,0,0,120.8
9,Raiders,DST,OAK,0/0,0,0,0,0,0,0,0,0,0,112
10,Patriots,DST,NWE,0/0,0,0,0,0,0,0,0,0,0,91.8
11,Vikings,DST,MIN,0/0,0,0,0,0,0,0,0,0,0,96
12,Jets,DST,NYJ,0/0,0,0,0,0,0,0,0,0,0,116.5
13,Bills,DST,BUF,0/0,0,0,0,0,0,0,0,0,0,115.1
14,Rams,DST,LAR,0/0,0,0,0,0,0,0,0,0,0,112.1
15,Colts,DST,IND,0/0,0,0,0,0,0,0,0,0,0,88.4
16,Jaguars,DST,JAC,0/0,0,0,0,0,0,0,0,0,0,92.6
17,Ravens,DST,BAL,0/0,0,0,0,0,0,0,0,0,0,102.2
18,Steelers,DST,PIT,0/0,0,0,0,0,0,0,0,0,0,92.5
19,Eagles,DST,PHI,0/0,0,0,0,0,0,0,0,0,0,87.5
20,Buccaneers,DST,TAM,0/0,0,0,0,0,0,0,0,0,0,103.2
21,Bears,DST,CHI,0/0,0,0,0,0,0,0,0,0,0,87.6
22,Lions,DST,DET,0/0,0,0,0,0,0,0,0,0,0,94.7
23,Redskins,DST,WAS,0/0,0,0,0,0,0,0,0,0,0,82.3
24,Giants,DST,NYG,0/0,0,0,0,0,0,0,0,0,0,88.4
25,Titans,DST,TEN,0/0,0,0,0,0,0,0,0,0,0,82.5
26,Falcons,DST,ATL,0/0,0,0,0,0,0,0,0,0,0,90.3
27,Chargers,DST,SDG,0/0,0,0,0,0,0,0,0,0,0,85.6
28,Dolphins,DST,MIA,0/0,0,0,0,0,0,0,0,0,0,81.8
29,49ers,DST,SFO,0/0,0,0,0,0,0,0,0,0,0,75.8
30,Cowboys,DST,DAL,0/0,0,0,0,0,0,0,0,0,0,71.8
31,Browns,DST,CLE,0/0,0,0,0,0,0,0,0,0,0,71
32,Saints,DST,NOR,0/0,0,0,0,0,0,0,0,0,0,87.7
1,Stephen Gostkowski,K,NWE,0/0,0,0,0,0,0,0,0,0,0,147.1
2,Steven Hauschka,K,SEA,0/0,0,0,0,0,0,0,0,0,0,143.1
3,Dan Bailey,K,DAL,0/0,0,0,0,0,0,0,0,0,0,134.7
4,Justin Tucker,K,BAL,0/0,0,0,0,0,0,0,0,0,0,132.8
5,Adam Vinatieri,K,IND,0/0,0,0,0,0,0,0,0,0,0,142.6
6,Mason Crosby,K,GNB,0/0,0,0,0,0,0,0,0,0,0,132.7
7,Graham Gano,K,CAR,0/0,0,0,0,0,0,0,0,0,0,127.4
8,Blair Walsh,K,MIN,0/0,0,0,0,0,0,0,0,0,0,137.7
9,Chandler Catanzaro,K,ARI,0/0,0,0,0,0,0,0,0,0,0,125.6
10,Matt Prater,K,DET,0/0,0,0,0,0,0,0,0,0,0,125.7
11,Roberto Aguayo,K,TAM,0/0,0,0,0,0,0,0,0,0,0,135.8
12,Chris Boswell,K,PIT,0/0,0,0,0,0,0,0,0,0,0,132.6
13,Cairo Santos,K,KAN,0/0,0,0,0,0,0,0,0,0,0,121.1
14,Brandon McManus,K,DEN,0/0,0,0,0,0,0,0,0,0,0,117.5
15,Matt Bryant,K,ATL,0/0,0,0,0,0,0,0,0,0,0,122.1
16,Nick Novak,K,HOU,0/0,0,0,0,0,0,0,0,0,0,122.5
17,Dan Carpenter,K,BUF,0/0,0,0,0,0,0,0,0,0,0,118.8
18,Mike Nugent,K,CIN,0/0,0,0,0,0,0,0,0,0,0,118
19,Dustin Hopkins,K,WAS,0/0,0,0,0,0,0,0,0,0,0,120.2
20,Phil Dawson,K,SFO,0/0,0,0,0,0,0,0,0,0,0,110.6
21,Sebastian Janikowski,K,OAK,0/0,0,0,0,0,0,0,0,0,0,117.3
22,Josh Lambo,K,SDG,0/0,0,0,0,0,0,0,0,0,0,118.3
23,Kai Forbath,K,NOR,0/0,0,0,0,0,0,0,0,0,0,114.5
24,Jason Myers,K,JAC,0/0,0,0,0,0,0,0,0,0,0,123.8
25,Nick Folk,K,NYJ,0/0,0,0,0,0,0,0,0,0,0,117.4
26,Caleb Sturgis,K,PHI,0/0,0,0,0,0,0,0,0,0,0,109.1
27,Andrew Franks,K,MIA,0/0,0,0,0,0,0,0,0,0,0,110
28,Patrick Murray,K,CLE,0/0,0,0,0,0,0,0,0,0,0,110.9
29,Ryan Succop,K,TEN,0/0,0,0,0,0,0,0,0,0,0,109.9
30,Greg Zuerlein,K,LAR,0/0,0,0,0,0,0,0,0,0,0,97.1
31,Josh Brown,K,NYG,0/0,0,0,0,0,0,0,0,0,0,136.5
32,Robbie Gould,K,CHI,0/0,0,0,0,0,0,0,0,0,0,120.8
33,Jay Feely,K,FA,0/0,0,0,0,0,0,0,0,0,0,0
34,Shayne Graham,K,ATL,0/0,0,0,0,0,0,0,0,0,0,0
35,Billy Cundiff,K,CLE,0/0,0,0,0,0,0,0,0,0,0,0
36,Josh Scobee,K,NOR,0/0,0,0,0,0,0,0,0,0,0,0
37,Shaun Suisham,K,PIT,0/0,0,0,0,0,0,0,0,0,0,0
38,Garrett Hartley,K,PIT,0/0,0,0,0,0,0,0,0,0,0,0
39,Connor Barth,K,NOR,0/0,0,0,0,0,0,0,0,0,0,0
40,Alex Henery,K,FA,0/0,0,0,0,0,0,0,0,0,0,0
41,Randy Bullock,K,NYG,0/0,0,0,0,0,0,0,0,0,0,0
42,Brandon Bogotay,K,TAM,0/0,0,0,0,0,0,0,0,0,0,0
43,Zach Hocker,K,CIN,0/0,0,0,0,0,0,0,0,0,0,0
44,Travis Coons,K,CLE,0/0,0,0,0,0,0,0,0,0,0,0
45,Cody Parkey,K,PHI,0/0,0,0,0,0,0,0,0,0,0,0
46,Jordan Gay,K,BUF,--/--,--,--,--,--,--,--,--,--,--,--
47,Kyle Brindza,K,NYJ,0/0,0,0,0,0,0,0,0,0,0,0
