Rk,Player,Pos,Team,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,FFPts
1,Cam Newton,QB,CAR,304.5/526.5,3790,28.1,13.1,125.2,680.2,5.7,0,0,0,335.5
2,Aaron Rodgers,QB,GNB,352.2/559,4213.8,32.4,7.4,51.2,238,1.5,0,0,0,310.5
3,Russell Wilson,QB,SEA,299.4/476.3,3732,29.7,10.2,95.6,494.7,2.6,0,0,0,306.8
4,Andrew Luck,QB,IND,362/624.8,4340.1,31.8,19.1,64.8,265.2,1.7,0,0,0,293.8
5,Drew Brees,QB,NOR,440.8/657.4,4775.5,31.3,15.5,21.7,35.1,0.9,0,0,0,291.2
6,Ben Roethlisberger,QB,PIT,378.1/573.1,4516.3,28.4,12.7,27.8,66.7,0.7,0,0,0,280.6
7,Carson Palmer,QB,ARI,345.9/568,4332.4,29.5,16.5,24.6,48.6,1,0,0,0,262.8
8,Tom Brady,QB,NWE,302.8/478,3380.1,25.3,7,27.4,21.6,1.5,0,0,0,231.4
9,Eli Manning,QB,NYG,380.2/607.8,4531.7,30.7,15.1,20.9,37.8,0.4,0,0,0,272.1
10,Blake Bortles,QB,JAC,325.8/574.8,3885.2,28.4,15.7,50.5,261.3,1.4,0,0,0,261.7
11,Philip Rivers,QB,SDG,404.3/616.3,4481,28.3,15,23,61.3,0.5,0,0,0,267.8
12,Tyrod Taylor,QB,BUF,274.9/452.2,3241,21.2,12.2,112,576.8,4.5,0,0,0,266.2
13,Kirk Cousins,QB,WAS,389.2/599.8,4539.8,29.5,13.2,38.1,117.6,1.4,0,0,0,282.4
14,Derek Carr,QB,OAK,349.2/584.2,3787.7,31,13.1,30.7,81.8,0.7,0,0,0,253.3
15,Marcus Mariota,QB,TEN,294.5/467.4,3403.6,19.7,12.7,70.3,355.6,2.7,0,0,0,229.8
16,Matthew Stafford,QB,DET,411.7/632.8,4643.9,25.1,13.5,39.6,136,1.9,0,0,0,279.7
17,Andy Dalton,QB,CIN,324.1/513.6,3803.2,25.5,12.9,62.9,232.9,2.7,0,0,0,264.1
18,Jameis Winston,QB,TAM,319.9/554.1,3822.8,25,15.5,60.2,263,2.6,0,0,0,258.7
19,Ryan Fitzpatrick,QB,NYJ,334.6/552.4,3882.9,25.7,15.5,56.8,249.3,2,0,0,0,258.9
20,Ryan Tannehill,QB,MIA,375/607.3,4257.4,23.7,12.4,34.4,130.8,1,0,0,0,251.2
21,Matt Ryan,QB,ATL,409.9/619.5,4503.5,22.1,16.4,30.8,95.4,0.8,0,0,0,241.9
22,Brock Osweiler,QB,HOU,342.3/553.9,4055.5,24.5,14.7,50.8,123.2,1.5,0,0,0,245.8
23,Joe Flacco,QB,BAL,375.3/625.3,4241.8,25.5,16.2,27.1,46.4,1.1,0,0,0,243.5
24,Jay Cutler,QB,CHI,318.6/496.7,3773.1,21.5,13.9,38.7,137.9,0.9,0,0,0,220.1
25,Robert Griffin,QB,CLE,309.6/493.8,3697.3,19.3,12.6,70.6,425.8,1.9,0,0,0,238.8
26,Alex Smith,QB,KAN,326.2/501.8,3664,19.4,7.5,69.3,398,2.5,0,0,0,259.7
27,Carson Wentz,QB,PHI,308.3/522.2,3511.4,19.7,14.2,68.2,359.2,2.7,0,0,0,235.5
28,Dak Prescott,QB,DAL,125.2/202.8,1475.7,9.9,5.7,26.4,133.3,0.9,0,0,0,103
29,Sam Bradford,QB,MIN,293.3/464.8,3249.6,17.2,10.8,30.8,79.9,1.3,0,0,0,184.4
30,Trevor Siemian,QB,DEN,217.1/382.6,2445.9,13.5,15.3,25.2,103,1,0,0,0,132.9
31,Blaine Gabbert,QB,SFO,314.1/519.1,3607.4,17.3,16.6,51.1,177,1.2,0,0,0,196.9
32,Tony Romo,QB,DAL,214.4/320.2,2551.3,17,7.2,16,65,0.6,0,0,0,163.7
33,Case Keenum,QB,LAR,181.7/312.2,2001.2,8.6,9.1,25,84.4,1.1,0,0,0,105
34,Jimmy Garoppolo,QB,NWE,93.1/151.4,1024.2,7.3,3.7,15.4,62.1,0.5,0,0,0,70
35,Chase Daniel,QB,PHI,24.7/39.7,259.5,1.6,0.8,5.9,23.7,0.2,0,0,0,17.9
36,Jared Goff,QB,LAR,92.3/159.5,1025.8,4.2,4.7,12.2,46.3,0.5,0,0,0,53.1
37,Paxton Lynch,QB,DEN,99.4/174.6,1151.9,6.1,5.5,14.4,56.6,0.5,0,0,0,65.5
38,Shaun Hill,QB,MIN,28.2/44.7,330.8,1.7,1,2.9,11.5,0.1,0,0,0,18.3
39,Sean Mannion,QB,LAR,20.1/32.9,236.7,1,1.1,2.8,12.6,0.1,0,0,0,12.5
40,Colin Kaepernick,QB,SFO,41.4/73.8,457.4,2.2,1.6,12.4,44.7,0.3,0,0,0,28.3
41,Mike Vick,QB,PIT,0/0,0,0,0,0,0,0,0,0,0,0
42,Josh McCown,QB,CLE,23.1/39.1,286.6,1.4,0.9,2.9,11.6,0.1,0,0,0,15.4
43,Matt Schaub,QB,ATL,1.8/3,20.1,0.1,0.1,0.1,0.4,0,0,0,0,0.2
44,Luke McCown,QB,NOR,1.9/3.1,20.5,0.1,0.1,0.1,0.5,0,0,0,0,0.3
45,Dan Orlovsky,QB,DET,1.9/3.1,21.5,0.1,0.1,0.1,0.5,0,0,0,0,0.2
46,Derek Anderson,QB,CAR,1.6/2.7,17.1,0.1,0.1,0.1,0.4,0,0,0,0,0.4
47,Matt Cassel,QB,TEN,9/14.8,99.8,0.6,0.5,0.8,3.3,0,0,0,0,4.3
48,Kellen Clemens,QB,SDG,1.8/3,19.8,0.1,0.1,0.1,0.5,0,0,0,0,0.3
49,Tarvaris Jackson,QB,SEA,0/0,0,0,0,0,0,0,0,0,0,0
50,Charlie Whitehurst,QB,IND,0/0,0,0,0,0,0,0,0,0,0,0
51,Bruce Gradkowski,QB,PIT,0/0,0,0,0,0,0,0,0,0,0,0
52,Drew Stanton,QB,ARI,9.4/16.6,109.3,0.8,0.5,0.9,3.6,0,0,0,0,6.5
53,Matt Moore,QB,MIA,1.7/3,19.7,0.1,0.1,0.1,0.4,0,0,0,0,0.2
54,Chad Henne,QB,JAC,1.7/3,18.9,0.2,0.1,0.1,0.5,0,0,0,0,0.4
55,Josh Johnson,QB,BAL,0/0,0,0,0,0,0,0,0,0,0,0
56,Matt Flynn,QB,NOR,0/0,0,0,0,0,0,0,0,0,0,0
57,Josh Freeman,QB,IND,0/0,0,0,0,0,0,0,0,0,0,0
58,Brian Hoyer,QB,CHI,21.9/38.1,282.6,1.5,1.2,0.6,2.4,0,0,0,0,14.2
59,Mark Sanchez,QB,DAL,0.6/1,6.7,0,0,0,0.2,0,0,0,0,0.1
60,Jimmy Clausen,QB,BAL,0/0,0,0,0,0,0,0,0,0,0,0
61,Colt McCoy,QB,WAS,1.7/2.9,19.5,0.1,0.1,0.1,0.4,0,0,0,0,0.3
62,Tim Tebow,QB,FA,0/0,0,0,0,0,0,0,0,0,0,0
63,Dan LeFevour,QB,TAM,0/0,0,0,0,0,0,0,0,0,0,0
64,Joe Webb,QB,CAR,0/0,0,0,0,0,0,0,0,0,0,0.3
65,Thaddeus Lewis,QB,SFO,0/0,0,0,0,0,0,0,0,0,0,0
66,Christian Ponder,QB,SFO,0/0,0,0,0,0,0,0,0,0,0,0
67,Ryan Mallett,QB,BAL,1.8/3,19.9,0.1,0.1,0.1,0.5,0,0,0,0,0.3
68,T.J. Yates,QB,HOU,0/0,0,0,0,0,0,0,0,0,0,0
69,Jerrod Johnson,QB,DAL,0/0,0,0,0,0,0,0,0,0,0,0
70,Scott Tolzien,QB,IND,1.9/3.1,20.5,0.2,0.1,0.1,0.5,0,0,0,0,0.4
71,Nick Foles,QB,KAN,1.6/2.7,17.5,0.1,0.1,0.1,0.4,0,0,0,0,0.2
72,Brandon Weeden,QB,HOU,0/0,0,0,0,0,0,0,0,0,0,0
73,Kellen Moore,QB,DAL,0/0,0,0,0,0,0,0,0,0,0,0
74,Ryan Lindley,QB,IND,0/0,0,0,0,0,0,0,0,0,0,0
75,Austin Davis,QB,DEN,0/0,0,0,0,0,0,0,0,0,0,0
76,Matt Simms,QB,ATL,0/0,0,0,0,0,0,0,0,0,0,0
77,Alex Tanney,QB,TEN,0/0,0,0,0,0,0,0,0,0,0,0
78,EJ Manuel,QB,BUF,8.7/14.8,99.9,0.7,0.4,1,4,0,0,0,0,4.9
79,Mike Glennon,QB,TAM,1.6/2.8,18.4,0.1,0.1,0.1,0.4,0,0,0,0,0.3
80,Geno Smith,QB,NYJ,23.1/40,263.7,1.8,1.4,6.8,27,0.2,0,0,0,16.8
81,Ryan Nassib,QB,NYG,1.7/2.9,19.2,0.1,0.1,0.1,0.5,0,0,0,0,0.4
82,Sean Renfree,QB,ATL,0/0,0,0,0,0,0,0,0,0,0,0
83,Landry Jones,QB,PIT,22.5/39.7,247.5,1.7,1.2,5.7,23.1,0.2,0,0,0,16.4
84,Zac Dysert,QB,MIA,0/0,0,0,0,0,0,0,0,0,0,0
85,Matt Barkley,QB,ARI,0/0,0,0,0,0,0,0,0,0,0,0
86,Ryan Griffin,QB,TAM,0/0,0,0,0,0,0,0,0,0,0,0
87,Tyler Bray,QB,KAN,0/0,0,0,0,0,0,0,0,0,0,0
88,Matt McGloin,QB,OAK,1.7/2.8,18.4,0.1,0.1,0.1,0.4,0,0,0,0,0.4
89,Teddy Bridgewater,QB,MIN,0/0,0,0,0,0,0,0,0,0,0,0
90,Johnny Manziel,QB,CLE,0/0,0,0,0,0,0,0,0,0,0,0
91,AJ McCarron,QB,CIN,1.5/2.6,17,0.1,0.1,0.1,0.4,0,0,0,0,0.3
92,Tajh Boyd,QB,PIT,0/0,0,0,0,0,0,0,0,0,0,0
93,Logan Thomas,QB,NYG,0/0,0,0,0,0,0,0,0,0,0,0
94,Zach Mettenberger,QB,SDG,0/0,0,0,0,0,0,0,0,0,0,0
95,David Fales,QB,CHI,0/0,0,0,0,0,0,0,0,0,0,0
96,Keith Wenning,QB,CIN,0/0,0,0,0,0,0,0,0,0,0,0
97,Tom Savage,QB,HOU,9.8/17.5,112.5,0.7,0.7,0.4,1.5,0,0,0,0,5.4
98,Aaron Murray,QB,KAN,0/0,0,0,0,0,0,0,0,0,0,0
99,Matt Blanchard,QB,CHI,0/0,0,0,0,0,0,0,0,0,0,0
100,Dustin Vaughan,QB,PIT,0/0,0,0,0,0,0,0,0,0,0,0
101,Connor Shaw,QB,CHI,0/0,0,0,0,0,0,0,0,0,0,0
102,Bryce Petty,QB,NYJ,0/0,0,0,0,0,0,0,0,0,0,0
103,Dylan Thompson,QB,LAR,0/0,0,0,0,0,0,0,0,0,0,0
104,Garrett Grayson,QB,NOR,0/0,0,0,0,0,0,0,0,0,0,0
105,Brett Hundley,QB,GNB,1.7/2.9,18.8,0.2,0.1,0.1,0.4,0,0,0,0,0.4
106,Christian Hackenberg,QB,NYJ,0/0,0,0,0,0,0,0,0,0,0,0
107,Jacoby Brissett,QB,NWE,0.5/0.8,4.9,0,0,0,0.1,0,0,0,0,0.1
108,Cody Kessler,QB,CLE,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
109,Connor Cook,QB,OAK,0/0,0,0,0,0,0,0,0,0,0,0
110,Cardale Jones,QB,BUF,0/0,0,0,0,0,0,0,0,0,0,0
111,Kevin Hogan,QB,KAN,0/0,0,0,0,0,0,0,0,0,0,0
112,Nate Sudfeld,QB,WAS,0/0,0,0,0,0,0,0,0,0,0,0
113,Jake Rudock,QB,DET,0/0,0,0,0,0,0,0,0,0,0,0
114,Brandon Allen,QB,JAC,0/0,0,0,0,0,0,0,0,0,0,0
115,Jeff Driskel,QB,CIN,0/0,0,0,0,0,0,0,0,0,0,0
116,Brandon Doughty,QB,MIA,0/0,0,0,0,0,0,0,0,0,0,0
117,Trevone Boykin,QB,SEA,1.5/2.6,16.5,0.1,0.1,0.1,0.4,0,0,0,0,0.4
118,Taylor Heinicke,QB,MIN,0/0,0,0,0,0,0,0,0,0,0,0
119,Stephen Morris,QB,IND,0/0,0,0,0,0,0,0,0,0,0,0
1,Adrian Peterson,RB,MIN,0/0,0,0,0,308.1,1430.9,10.6,30.4,234.8,0.8,228.2
2,Todd Gurley,RB,LAR,0/0,0,0,0,297.8,1323.1,10.5,38.3,306.1,0.9,226.4
3,Ezekiel Elliott,RB,DAL,0/0,0,0,0,257.4,1120.5,8.4,41.9,356.4,1.5,203.3
4,David Johnson,RB,ARI,0/0,0,0,0,251.5,1039.5,8.2,58.3,530.4,2.6,216.5
5,Devonta Freeman,RB,ATL,0/0,0,0,0,232.6,927.8,6.7,69,548.3,2.3,197.6
6,Le'Veon Bell,RB,PIT,0/0,0,0,0,215.8,944.2,6.4,56.1,485,2.5,196.8
7,Lamar Miller,RB,HOU,0/0,0,0,0,281.8,1241,7.3,43.5,323.8,1.3,206.2
8,Doug Martin,RB,TAM,0/0,0,0,0,273,1215.4,6.6,32.3,251,1,187.9
9,Mark Ingram,RB,NOR,0/0,0,0,0,234.7,977.6,8.5,51.1,356.2,1.6,190.8
10,Eddie Lacy,RB,GNB,0/0,0,0,0,236.1,1014.8,6.4,29.1,232.9,1.3,165.8
11,LeSean McCoy,RB,BUF,0/0,0,0,0,266.8,1173.2,8.6,43,319.7,1.6,206.9
12,Jonathan Stewart,RB,CAR,0/0,0,0,0,237,1023.3,6.6,20.1,148.8,0.6,156.6
13,Carlos Hyde,RB,SFO,0/0,0,0,0,256.3,1030.1,7.1,34.1,240.2,0.9,173.1
14,C.J. Anderson,RB,DEN,0/0,0,0,0,233.8,1043,7.1,26,207.8,0.8,169.3
15,Jamaal Charles,RB,KAN,0/0,0,0,0,197.6,1011.1,7.6,42.2,353.8,2,186.9
16,Thomas Rawls,RB,SEA,0/0,0,0,0,218.6,1017.1,5.6,17.9,143.8,1,153.4
17,Matt Forte,RB,NYJ,0/0,0,0,0,197.7,812.8,4.6,52.8,437.7,1.7,159.9
18,Jeremy Hill,RB,CIN,0/0,0,0,0,231.4,947.6,7.5,19,141.2,0.8,153.6
19,Latavius Murray,RB,OAK,0/0,0,0,0,230,975.1,5.5,33.3,237.5,1.7,159.8
20,Ryan Mathews,RB,PHI,0/0,0,0,0,210.7,954.8,5.3,23.3,175.4,0.5,142.1
21,DeMarco Murray,RB,TEN,0/0,0,0,0,225.9,986.4,7.6,25.3,192.1,0.7,164.3
22,Jeremy Langford,RB,CHI,0/0,0,0,0,219.9,887.3,6.2,34.2,305.5,1.1,158.1
23,Matt Jones,RB,WAS,0/0,0,0,0,201.1,802.4,4.7,21.8,212.8,0.9,127.4
24,Melvin Gordon,RB,SDG,0/0,0,0,0,246.7,945.3,4.1,33.1,218.7,1.1,138.2
25,Duke Johnson Jr.,RB,CLE,0/0,0,0,0,127.4,517,3.1,50.5,398.8,1.4,116
26,Danny Woodhead,RB,SDG,0/0,0,0,0,107.9,434.1,2.5,69.4,611,3.7,141.4
27,Frank Gore,RB,IND,0/0,0,0,0,216.2,875.8,5.3,33,280.6,1.4,152.6
28,Rashad Jennings,RB,NYG,0/0,0,0,0,195.9,857.4,4.9,29.4,234.1,0.9,141.3
29,T.J. Yeldon,RB,JAC,0/0,0,0,0,155.9,649.3,3.9,35.6,274,1.4,120.2
30,Giovani Bernard,RB,CIN,0/0,0,0,0,152.8,655.8,4,49.5,408.3,1.3,135.7
31,Arian Foster,RB,MIA,0/0,0,0,0,156.7,666.2,4.7,35.6,291.5,1.5,128.6
32,Ameer Abdullah,RB,DET,0/0,0,0,0,202.8,867.2,5.1,37.1,292.9,1.2,147.6
33,Chris Ivory,RB,JAC,0/0,0,0,0,164.6,722.4,5.2,20.2,142.2,0.8,119.7
34,Derrick Henry,RB,TEN,0/0,0,0,0,158.1,673,6.7,20.5,168.7,0.7,125.4
35,DeAngelo Williams,RB,PIT,0/0,0,0,0,127.1,597.9,3.4,12.3,91,0.4,89.4
36,Bilal Powell,RB,NYJ,0/0,0,0,0,121.8,498.2,2.6,41,321.1,1.3,102.4
37,Jay Ajayi,RB,MIA,0/0,0,0,0,117.5,478.4,3.6,18,133.4,0.5,83.5
38,Theo Riddick,RB,DET,0/0,0,0,0,64,259.2,2,68.7,597.3,2.8,111.8
39,Charles Sims,RB,TAM,0/0,0,0,0,107.5,445.6,2.4,55.5,467.6,1.9,113.7
40,Isaiah Crowell,RB,CLE,0/0,0,0,0,190.7,773.5,5,15.8,120.5,0.5,121.3
41,James Starks,RB,GNB,0/0,0,0,0,123.5,526.2,2.7,20.7,158.3,0.8,85.3
42,LeGarrette Blount,RB,NWE,0/0,0,0,0,206.5,885.4,6.5,4.5,33.2,0.2,129
43,Spencer Ware,RB,KAN,0/0,0,0,0,95,417.7,4.6,7.4,54.9,0.2,74.2
44,Terrance West,RB,BAL,0/0,0,0,0,165.8,677.2,4.5,18.8,139,0.6,105.5
45,Tevin Coleman,RB,ATL,0/0,0,0,0,124.1,520.3,3.9,23.4,170.2,0.6,94.1
46,Devontae Booker,RB,DEN,0/0,0,0,0,140.3,581.4,4.7,22.6,177.5,0.6,104.7
47,Darren Sproles,RB,PHI,0/0,0,0,0,48.4,220.8,1.4,47.9,406,1.3,81.5
48,James White,RB,NWE,0/0,0,0,0,33,133.8,1,32.5,299.8,1.2,54.9
49,Jerick McKinnon,RB,MIN,0/0,0,0,0,79.2,359.4,2.3,37.5,284.1,1,81.4
50,Christine Michael,RB,SEA,0/0,0,0,0,117.8,495.1,2.8,10.5,78.9,0.4,75.2
51,Kenneth Dixon,RB,BAL,0/0,0,0,0,116,491.2,2.9,27.5,234.9,0.9,93.2
52,Alfred Morris,RB,DAL,0/0,0,0,0,95,398.2,2.5,3.9,29.3,0.1,56.3
53,Shane Vereen,RB,NYG,0/0,0,0,0,65.3,283.7,1.7,50.6,450.4,2.8,99.8
54,Javorius Allen,RB,BAL,0/0,0,0,0,87.3,359.8,2.5,28.9,226.4,0.9,76.2
55,Chris Thompson,RB,WAS,0/0,0,0,0,47.4,213.1,1.1,43,358.5,1.5,70.2
56,DeAndre Washington,RB,OAK,0/0,0,0,0,79.8,319.3,1.5,22.6,188.2,0.9,62.7
57,Charcandrick West,RB,KAN,0/0,0,0,0,49.4,198.7,2.3,12.3,97.9,0.3,43.5
58,C.J. Spiller,RB,NOR,0/0,0,0,0,50.8,218.1,1.2,47.6,351.7,1.5,72.7
59,Shaun Draughn,RB,SFO,0/0,0,0,0,85.1,325.6,1.9,42.6,310.1,1.1,79.4
60,Tim Hightower,RB,NOR,0/0,0,0,0,70.4,275,2.7,10,73.3,0.3,51
61,Ka'Deem Carey,RB,CHI,0/0,0,0,0,97.9,411.3,2.5,21.9,167.7,0.6,74.4
62,Jordan Howard,RB,CHI,0/0,0,0,0,98.3,395.9,3.3,13.8,103.3,0.4,69.8
63,Chris Johnson,RB,ARI,0/0,0,0,0,100.6,426.6,2.7,2.1,15.4,0.1,58.6
64,Justin Forsett,RB,BAL,0/0,0,0,0,0,0,0,0,0,0,0
65,C.J. Prosise,RB,SEA,0/0,0,0,0,59.1,244.5,1.6,29.3,241.6,1.2,63.8
66,Robert Kelley,RB,WAS,0/0,0,0,0,98.7,394,2.4,4.3,32.7,0.1,55.6
67,Reggie Bush,RB,BUF,0/0,0,0,0,69,291.4,1.8,16.1,120,0.6,55.5
68,Benjamin Cunningham,RB,LAR,0/0,0,0,0,38.3,157.7,1.2,24.2,196.7,0.5,43.9
69,Cameron Artis-Payne,RB,CAR,0/0,0,0,0,66.4,273.1,1.9,7.5,55.6,0.3,43.7
70,Lance Dunbar,RB,DAL,0/0,0,0,0,30.2,130.5,0.7,20.6,183.3,0.7,39.4
71,Paul Perkins,RB,NYG,0/0,0,0,0,66.7,282.3,1.8,5.8,44.7,0.2,43
72,Mike Gillislee,RB,BUF,0/0,0,0,0,55.2,233.1,1.8,6.7,48.6,0.2,38.6
73,D.J. Foster,RB,NWE,0/0,0,0,0,1.9,7.7,0.1,4.4,33.1,0.2,4.2
74,Wendell Smallwood,RB,PHI,0/0,0,0,0,7.3,28.8,0.2,6.7,50.7,0.2,9.1
75,Tyler Ervin,RB,HOU,0/0,0,0,0,65,261.9,1.8,12.4,92,0.4,49.5
76,Dion Lewis,RB,NWE,0/0,0,0,0,49.3,198.2,1.5,33.6,295.5,1.2,62.9
77,Kenyan Drake,RB,MIA,0/0,0,0,0,28.5,112.3,0.6,13.3,96.2,0.4,25.6
78,Zach Zenner,RB,DET,0/0,0,0,0,53.4,228.2,1.7,4.6,35.2,0.1,35.2
79,Robert Turbin,RB,IND,0/0,0,0,0,53.2,214.1,1,17.5,144.1,0.8,45.6
80,Andre Ellington,RB,ARI,0/0,0,0,0,41.9,174.9,1.1,16.6,143.4,0.7,40.7
81,Kenjon Barner,RB,PHI,0/0,0,0,0,64.2,270.1,1.8,4.8,37,0.1,40.7
82,Malcolm Brown,RB,LAR,0/0,0,0,0,12.8,51.9,0.4,3.4,26.1,0.1,9.7
83,Khiry Robinson,RB,NYJ,0/0,0,0,0,0,0,0,0,0,0,-0
84,Alfred Blue,RB,HOU,0/0,0,0,0,39,150.3,1,4.1,30.7,0.1,24.3
85,Brandon Bolden,RB,NWE,0/0,0,0,0,52.5,215,1.8,8.9,66.3,0.3,38.7
86,Josh Ferguson,RB,IND,0/0,0,0,0,35.4,137.9,0.6,8.7,64.9,0.3,24.2
87,Antonio Andrews,RB,TEN,0/0,0,0,0,20.3,82.1,0.6,6.7,52,0.2,17.9
88,Mike Davis,RB,SFO,0/0,0,0,0,31.7,122.1,0.8,8.4,61.4,0.2,23.5
89,Fozzy Whittaker,RB,CAR,0/0,0,0,0,19,77.2,0.5,7.5,55.6,0.3,16.9
90,Fitzgerald Toussaint,RB,PIT,0/0,0,0,0,26,105.7,0.7,7.1,53.1,0.3,20.4
91,Jonathan Williams,RB,BUF,0/0,0,0,0,9.2,34.8,0.3,0,0,0,4.7
92,Mike Tolbert,RB,CAR,0/0,0,0,0,47.4,181.8,1.9,15.5,125.5,0.9,45.8
93,Jonathan Grimes,RB,HOU,0/0,0,0,0,6.5,25.5,0.2,8.3,61.3,0.2,10.4
94,Dwayne Washington,RB,DET,0/0,0,0,0,8.9,35.6,0.3,4.6,35.2,0.1,8.2
95,Darren McFadden,RB,DAL,0/0,0,0,0,8.1,32.2,0.2,2.5,19,0.1,5.8
96,Alex Collins,RB,SEA,0/0,0,0,0,9.1,34.9,0.2,0,0,0,4.3
97,Matt Asiata,RB,MIN,0/0,0,0,0,13.2,51.2,0.7,11.1,83.8,0.3,18.5
98,Kapri Bibbs,RB,DEN,0/0,0,0,0,21.3,83.8,0.6,3.7,27.3,0.1,14
99,Karlos Williams,RB,BUF,0/0,0,0,0,0,0,0,0,0,0,0
100,Steven Jackson,RB,NWE,0/0,0,0,0,0,0,0,0,0,0,0
101,John Kuhn,RB,NOR,0/0,0,0,0,7.8,24.9,0.5,2.4,17.8,0.2,6.7
102,Fred Jackson,RB,SEA,0/0,0,0,0,0,0,0,0,0,0,0
103,Marshawn Lynch,RB,SEA,0/0,0,0,0,0,0,0,0,0,0,0
104,Ahmad Bradshaw,RB,IND,0/0,0,0,0,0,0,0,0,0,0,0
105,Pierre Thomas,RB,WAS,0/0,0,0,0,0,0,0,0,0,0,0
106,Ray Rice,RB,FA,0/0,0,0,0,0,0,0,0,0,0,0
107,Jerome Felton,RB,BUF,0/0,0,0,0,0,0,0,0,0,0,0
108,Marcel Reece,RB,OAK,0/0,0,0,0,8.4,27.6,0.3,11.8,84.9,0.8,16.8
109,Donald Brown,RB,NWE,0/0,0,0,0,0,0,0,0,0,0,0
110,Jorvorskie Lane,RB,TAM,0/0,0,0,0,0,0,0,0,0,0,0
111,Knowshon Moreno,RB,FA,0/0,0,0,0,0,0,0,0,0,0,0
112,Cedric Peerman,RB,CIN,0/0,0,0,0,0,0,0,0,0,0,0
113,Marcus Thigpen,RB,BUF,0/0,0,0,0,0,0,0,0,0,0,0
114,Darrel Young,RB,CHI,0/0,0,0,0,0,0,0,0,0,0,0
115,Antone Smith,RB,NYJ,0/0,0,0,0,0,0,0,0,0,0,0
116,Dexter McCluster,RB,TEN,0/0,0,0,0,0,0,0,0,0,0,0
117,Ben Tate,RB,PIT,0/0,0,0,0,0,0,0,0,0,0,0
118,Toby Gerhart,RB,JAC,0/0,0,0,0,0,0,0,0,0,0,0
119,Boobie Dixon,RB,BUF,0/0,0,0,0,0,0,0,0,0,0,0
120,Joique Bell,RB,DET,0/0,0,0,0,0,0,0,0,0,0,0
121,James Develin,RB,NWE,0/0,0,0,0,7.8,25.1,0.4,4.4,32.3,0.3,9.2
122,Tyler Clutts,RB,DAL,0/0,0,0,0,0,0,0,0,0,0,0
123,Stevan Ridley,RB,IND,0/0,0,0,0,0,0,0,0,0,0,0
124,Ryan Williams,RB,DAL,0/0,0,0,0,0,0,0,0,0,0,0
125,Daniel Thomas,RB,MIA,0/0,0,0,0,0,0,0,0,0,0,0
126,Anthony Sherman,RB,KAN,0/0,0,0,0,0,0,0,3.6,26.7,0.2,3
127,Kendall Hunter,RB,NOR,0/0,0,0,0,0,0,0,0,0,0,0
128,Taiwan Jones,RB,OAK,0/0,0,0,0,0,0,0,0,0,0,0.6
129,Jordan Todman,RB,IND,0/0,0,0,0,19.5,81,0.5,4.3,32.5,0.2,15
130,Roy Helu Jr.,RB,OAK,0/0,0,0,0,0,0,0,0,0,0,0
131,Jacquizz Rodgers,RB,CHI,0/0,0,0,0,0,0,0,0,0,0,0
132,DuJuan Harris,RB,SFO,0/0,0,0,0,0,0,0,0,0,0,0
133,Patrick DiMarco,RB,ATL,0/0,0,0,0,1.9,6.3,0.1,9.1,66.3,0.4,9.1
134,Chase Reynolds,RB,LAR,0/0,0,0,0,4.3,16.1,0.1,0,0,0,1.7
135,Will Johnson,RB,NYG,0/0,0,0,0,0,0,0,0,0,0,0
136,Trent Richardson,RB,BAL,0/0,0,0,0,0,0,0,0,0,0,0
137,Isaiah Pead,RB,MIA,0/0,0,0,0,10.7,44,0.3,4.4,32.1,0.1,9.4
138,Chris Polk,RB,HOU,0/0,0,0,0,0,0,0,0,0,0,0
139,LaMike James,RB,MIA,0/0,0,0,0,0,0,0,0,0,0,0
140,Bernard Pierce,RB,NYJ,0/0,0,0,0,0,0,0,0,0,0,0
141,Ronnie Hillman,RB,DEN,0/0,0,0,0,0,0,0,0,0,0,0
142,Cyrus Gray,RB,ATL,0/0,0,0,0,0,0,0,0,0,0,0
143,Vick Ballard,RB,NOR,0/0,0,0,0,0,0,0,0,0,0,0
144,Daniel Herron,RB,BUF,0/0,0,0,0,0,0,0,0,0,0,0
145,Bryce Brown,RB,SEA,0/0,0,0,0,0,0,0,0,0,0,0
146,Daryl Richardson,RB,PIT,0/0,0,0,0,2.2,8.7,0.1,0,0,0,0.3
147,Cory Harkey,RB,LAR,0/0,0,0,0,0,0,0,6.6,50.8,0.3,6.5
148,Joe Banyard,RB,JAC,0/0,0,0,0,0,0,0,0,0,0,0
149,Derrick Coleman,RB,SEA,0/0,0,0,0,0,0,0,0,0,0,0
150,Jonas Gray,RB,JAC,0/0,0,0,0,0,0,0,0,0,0,0
151,Travaris Cadet,RB,NOR,0/0,0,0,0,0,0,0,0,0,0,0
152,Bobby Rainey,RB,NYG,0/0,0,0,0,2,8.2,0,0,0,0,0.3
153,Jamize Olawale,RB,OAK,0/0,0,0,0,16,66.5,0.4,6,44.5,0.4,14.6
154,Montee Ball,RB,FA,0/0,0,0,0,0,0,0,0,0,0,0
155,Knile Davis,RB,KAN,0/0,0,0,0,3.8,14.8,0.2,0,0,0,2
156,Denard Robinson,RB,JAC,0/0,0,0,0,7.3,28.7,0.2,1.9,14.6,0.1,4.3
157,Mike James,RB,TAM,0/0,0,0,0,8.3,32.2,0.2,0,0,0,4.1
