Player,OwnCode,Action,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,TT,Sck,FumF,FumR,Int,IntTD,FumTD,FFPts
Chris Ivory,LOS,,JAC,RB,@Ten,L 22-36,0/0,0.0,0.0,0.0,9.1,36.9,0.2,1.5,10.9,0.0,,,,,,,,,,0.0,,,6.2
Dwayne Washington,FA,,DET,RB,@Hou,Sun 1:00,0/0,0.0,0.0,0.0,9.1,38.4,0.3,0.5,3.1,0.0,,,,,,,,,,0.0,,,5.8
Darren Sproles,LOS,,PHI,RB,@Dal,Sun 8:30,0/0,0.0,0.0,0.0,4.3,20.0,0.1,2.8,24.5,0.1,,,,,,,,,,0.0,,,5.6
Jamaal Charles,SCOT,,KAN,RB,@Ind,Sun 1:00,0/0,0.0,0.0,0.0,5.1,27.6,0.2,1.4,13.0,0.1,,,,,,,,,,0.0,,,5.5
Kapri Bibbs,FA,,DEN,RB,SD,Sun 4:05,0/0,0.0,0.0,0.0,6.8,26.0,0.2,1.4,9.9,0.1,,,,,,,,,,0.0,,,5.1
C.J. Prosise,FA,,SEA,RB,@NO,Sun 1:00,0/0,0.0,0.0,0.0,2.9,13.1,0.1,2.5,23.7,0.1,,,,,,,,,,0.0,,,4.6
Jordan Howard,SLIV,,CHI,RB,Min,Mon 8:30,0/0,0.0,0.0,0.0,7.0,28.0,0.1,1.6,9.9,0.0,,,,,,,,,,0.0,,,4.4
DeAndre Washington,FA,,OAK,RB,@TB,Sun 1:00,0/0,0.0,0.0,0.0,4.9,19.1,0.2,1.3,11.4,0.0,,,,,,,,,,0.0,,,4.2
Reggie Bush,FA,,BUF,RB,NE,Sun 1:00,0/0,0.0,0.0,0.0,5.0,19.9,0.1,1.7,12.3,0.1,,,,,,,,,,0.0,,,4.2
Terron Ward,FA,,ATL,RB,GB,Sun 4:25,0/0,0.0,0.0,0.0,5.4,20.5,0.2,0.8,6.5,0.0,,,,,,,,,,0.0,,,4.0
Peyton Barber,FA,,TAM,RB,Oak,Sun 1:00,0/0,0.0,0.0,0.0,5.7,25.7,0.2,0.5,4.4,0.0,,,,,,,,,,0.0,,,4.0
Knile Davis,GARI,,GNB,RB,@Atl,Sun 4:25,0/0,0.0,0.0,0.0,7.6,27.2,0.1,0.7,5.2,0.0,,,,,,,,,,0.0,,,3.9
Derrick Henry,WA (Wed),,TEN,RB,Jax,W 36-22,0/0,0.0,0.0,0.0,5.8,23.1,0.2,0.6,4.2,0.0,,,,,,,,,,0.0,,,3.8
Jalen Richard,GARI,,OAK,RB,@TB,Sun 1:00,0/0,0.0,0.0,0.0,3.7,14.5,0.1,1.5,12.6,0.0,,,,,,,,,,0.0,,,3.8
Ka'Deem Carey,FA,,CHI,RB,Min,Mon 8:30,0/0,0.0,0.0,0.0,6.4,24.9,0.1,1.1,7.4,0.0,,,,,,,,,,0.0,,,3.8
Robert Kelley,FA,,WAS,RB,@Cin,Sun 9:30 AM,0/0,0.0,0.0,0.0,5.4,22.2,0.2,0.3,2.2,0.0,,,,,,,,,,0.0,,,3.5
Robert Turbin,FA,,IND,RB,KC,Sun 1:00,0/0,0.0,0.0,0.0,2.5,10.6,0.1,2.0,15.3,0.1,,,,,,,,,,0.0,,,3.5
Alfred Morris,SCOT,,DAL,RB,Phi,Sun 8:30,0/0,0.0,0.0,0.0,4.5,20.9,0.1,0.5,3.6,0.0,,,,,,,,,,0.0,,,3.2
Fozzy Whittaker,FA,,CAR,RB,Ari,Sun 1:00,0/0,0.0,0.0,0.0,3.5,14.5,0.1,1.6,10.6,0.0,,,,,,,,,,0.0,,,3.2
Jeremy Langford,FA,,CHI,RB,Min,Mon 8:30,0/0,0.0,0.0,0.0,4.9,17.7,0.1,1.0,8.4,0.0,,,,,,,,,,0.0,,,3.1
Andre Ellington,FA,,ARI,RB,@Car,Sun 1:00,0/0,0.0,0.0,0.0,4.0,15.6,0.1,0.6,4.4,0.0,,,,,,,,,,0.0,,,2.8
Josh Ferguson,FA,,IND,RB,KC,Sun 1:00,0/0,0.0,0.0,0.0,1.2,4.1,0.0,2.3,15.6,0.1,,,,,,,,,,0.0,,,2.6
Wendell Smallwood,FA,,PHI,RB,@Dal,Sun 8:30,0/0,0.0,0.0,0.0,3.6,15.7,0.1,0.5,3.6,0.0,,,,,,,,,,0.0,,,2.5
Alfred Blue,FA,,HOU,RB,Det,Sun 1:00,0/0,0.0,0.0,0.0,4.2,18.1,0.1,0.3,2.0,0.0,,,,,,,,,,0.0,,,2.5
Travaris Cadet,FA,,NOR,RB,Sea,Sun 1:00,0/0,0.0,0.0,0.0,0.4,1.4,0.0,2.3,17.4,0.1,,,,,,,,,,0.0,,,2.5
Don Jackson,FA,,GNB,RB,@Atl,Sun 4:25,0/0,0.0,0.0,0.0,4.8,17.6,0.1,0.4,2.6,0.0,,,,,,,,,,0.0,,,2.5
Charcandrick West,FA,,KAN,RB,@Ind,Sun 1:00,0/0,0.0,0.0,0.0,2.0,8.9,0.1,0.7,6.0,0.0,,,,,,,,,,0.0,,,2.2
Antone Smith,FA,,TAM,RB,Oak,Sun 1:00,0/0,0.0,0.0,0.0,2.0,10.1,0.1,0.8,6.6,0.0,,,,,,,,,,0.0,,,2.1
Dexter McCluster,FA,,SDG,RB,@Den,Sun 4:05,0/0,0.0,0.0,0.0,1.0,3.8,0.0,1.5,10.9,0.1,,,,,,,,,,0.0,,,2.0
Alex Collins,FA,,SEA,RB,@NO,Sun 1:00,0/0,0.0,0.0,0.0,2.1,8.2,0.1,0.5,4.1,0.0,,,,,,,,,,0.0,,,2.0
Jonathan Williams,FA,,BUF,RB,NE,Sun 1:00,0/0,0.0,0.0,0.0,3.1,11.0,0.1,0.2,1.5,0.0,,,,,,,,,,0.0,,,1.9
Mike Tolbert,FA,,CAR,RB,Ari,Sun 1:00,0/0,0.0,0.0,0.0,2.2,8.2,0.1,0.6,4.3,0.0,,,,,,,,,,0.0,,,1.8
Daniel Lasco,FA,,NOR,RB,Sea,Sun 1:00,0/0,0.0,0.0,0.0,1.3,4.1,0.0,1.3,9.2,0.0,,,,,,,,,,0.0,,,1.7
Patrick DiMarco,FA,,ATL,RB,GB,Sun 4:25,0/0,0.0,0.0,0.0,0.5,1.5,0.0,1.1,9.5,0.1,,,,,,,,,,0.0,,,1.6
Jonathan Grimes,FA,,HOU,RB,Det,Sun 1:00,0/0,0.0,0.0,0.0,0.8,3.6,0.0,1.0,8.8,0.0,,,,,,,,,,0.0,,,1.6
Tim Hightower,FA,,NOR,RB,Sea,Sun 1:00,0/0,0.0,0.0,0.0,2.8,9.6,0.1,0.0,0.0,0.0,,,,,,,,,,0.0,,,1.5
Aaron Ripkowski,FA,,GNB,RB,@Atl,Sun 4:25,0/0,0.0,0.0,0.0,1.1,3.9,0.0,0.7,5.0,0.1,,,,,,,,,,0.0,,,1.4
John Kuhn,FA,,NOR,RB,Sea,Sun 1:00,0/0,0.0,0.0,0.0,1.1,3.0,0.1,0.6,4.4,0.0,,,,,,,,,,0.0,,,1.4
Jamize Olawale,FA,,OAK,RB,@TB,Sun 1:00,0/0,0.0,0.0,0.0,1.2,4.6,0.0,0.5,4.1,0.0,,,,,,,,,,0.0,,,1.3
Andy Janovich,FA,,DEN,RB,SD,Sun 4:05,0/0,0.0,0.0,0.0,1.0,3.1,0.1,0.5,3.9,0.0,,,,,,,,,,0.0,,,1.3
Lance Dunbar,FA,,DAL,RB,Phi,Sun 8:30,0/0,0.0,0.0,0.0,0.9,4.0,0.0,0.7,5.3,0.0,,,,,,,,,,0.0,,,1.2
Jerome Felton,FA,,BUF,RB,NE,Sun 1:00,0/0,0.0,0.0,0.0,1.0,4.0,0.0,0.4,3.0,0.0,,,,,,,,,,0.0,,,1.0
Stepfan Taylor,FA,,ARI,RB,@Car,Sun 1:00,0/0,0.0,0.0,0.0,1.8,6.1,0.1,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.9
Kenneth Farrow,FA,,SDG,RB,@Den,Sun 4:05,0/0,0.0,0.0,0.0,1.7,6.3,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.9
Malcolm Johnson,FA,,CLE,RB,NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.1,0.3,0.0,0.7,6.0,0.0,,,,,,,,,,0.0,,,0.9
Zach Zenner,FA,,DET,RB,@Hou,Sun 1:00,0/0,0.0,0.0,0.0,1.2,4.9,0.0,0.3,1.7,0.0,,,,,,,,,,0.0,,,0.9
Derek Watt,FA,,SDG,RB,@Den,Sun 4:05,0/0,0.0,0.0,0.0,0.2,0.7,0.0,0.5,3.0,0.0,,,,,,,,,,0.0,,,0.6
Zach Line,FA,,MIN,RB,@Chi,Mon 8:30,0/0,0.0,0.0,0.0,0.8,2.5,0.0,0.1,0.8,0.0,,,,,,,,,,0.0,,,0.6
Anthony Sherman,FA,,KAN,RB,@Ind,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.9,0.0,,,,,,,,,,0.0,,,0.5
Kenjon Barner,FA,,PHI,RB,@Dal,Sun 8:30,0/0,0.0,0.0,0.0,0.9,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.5
D.J. Foster,FA,,NWE,RB,@Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.8,2.9,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.4
Jay Prosch,FA,,HOU,RB,Det,Sun 1:00,0/0,0.0,0.0,0.0,0.6,2.1,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.3
Tyler Ervin,FA,,HOU,RB,Det,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.2
Rex Burkhead,FA,,CIN,RB,Wsh,Sun 9:30 AM,0/0,0.0,0.0,0.0,0.2,1.1,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.2
Marcus Murphy,FA,,NOR,RB,Sea,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.1
Jordan Todman,FA,,IND,RB,KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Corey Grant,WA (Wed),,JAC,RB,@Ten,L 22-36,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Taiwan Jones,FA,,OAK,RB,@TB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
George Atkinson III,FA,,CLE,RB,NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Antonio Andrews,WA (Wed),,TEN,RB,Jax,W 36-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Rod Smith,FA,,DAL,RB,Phi,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Steven Jackson,FA,,NWE,RB,@Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
DeAngelo Williams,GARI,,PIT,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Fred Jackson,FA,,SEA,RB,@NO,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Adrian Peterson,FA,,MIN,RB,@Chi,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marshawn Lynch,FA,,SEA,RB,@NO,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ahmad Bradshaw,FA,,IND,RB,KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Pierre Thomas,FA,,WAS,RB,@Cin,Sun 9:30 AM,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darren McFadden,FA,,DAL,RB,Phi,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Chris Johnson,FA,,ARI,RB,@Car,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ray Rice,FA,,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Justin Forsett,FA,,DET,RB,@Hou,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marcel Reece,FA,,OAK,RB,@TB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Danny Woodhead,FA,,SDG,RB,@Den,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Donald Brown,FA,,NWE,RB,@Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Arian Foster,FA,,MIA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Rashad Jennings,BKN,,NYG,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Jorvorskie Lane,FA,,TAM,RB,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
LeSean McCoy,SLIV,,BUF,RB,NE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Knowshon Moreno,FA,,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Cedric Peerman,FA,,CIN,RB,Wsh,Sun 9:30 AM,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marcus Thigpen,FA,,BUF,RB,NE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darrel Young,FA,,CHI,RB,Min,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
C.J. Spiller,FA,,SEA,RB,@NO,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ben Tate,FA,,PIT,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Toby Gerhart,WA (Wed),,JAC,RB,@Ten,L 22-36,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Boobie Dixon,FA,,BUF,RB,NE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
James Starks,FA,,GNB,RB,@Atl,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joique Bell,FA,,CHI,RB,Min,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
James Develin,FA,,NWE,RB,@Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tyler Clutts,FA,,DAL,RB,Phi,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Shane Vereen,FA,,NYG,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Stevan Ridley,FA,,ATL,RB,GB,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ryan Williams,FA,,DAL,RB,Phi,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Daniel Thomas,FA,,MIA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Kendall Hunter,FA,,NOR,RB,Sea,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Roy Helu Jr.,FA,,OAK,RB,@TB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dion Lewis,FA,,NWE,RB,@Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
DuJuan Harris,FA,,SFO,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Shaun Draughn,FA,,SFO,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Chase Reynolds,FA,,LAR,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Will Johnson,FA,,NYG,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Trent Richardson,FA,,BAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Doug Martin,NOG,,TAM,RB,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Isaiah Pead,FA,,MIA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Chris Polk,FA,,HOU,RB,Det,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
LaMike James,FA,,MIA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Bernard Pierce,FA,,NYJ,RB,@Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ronnie Hillman,FA,,MIN,RB,@Chi,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Cyrus Gray,FA,,ATL,RB,GB,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Vick Ballard,FA,,NOR,RB,Sea,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Daniel Herron,FA,,BUF,RB,NE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bryce Brown,FA,,SEA,RB,@NO,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Daryl Richardson,FA,,PIT,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Cory Harkey,FA,,LAR,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Joe Banyard,WA (Wed),,JAC,RB,@Ten,L 22-36,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Derrick Coleman,FA,,SEA,RB,@NO,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jonas Gray,WA (Wed),,JAC,RB,@Ten,L 22-36,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brandon Bolden,FA,,NWE,RB,@Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bobby Rainey,FA,,NYG,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Montee Ball,FA,,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Le'Veon Bell,SCOT,,PIT,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Eddie Lacy,FA,,GNB,RB,@Atl,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Denard Robinson,WA (Wed),,JAC,RB,@Ten,L 22-36,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Mike James,FA,,TAM,RB,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tommy Bohanon,FA,,NYJ,RB,@Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Zac Stacy,FA,,NYJ,RB,@Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kyle Juszczyk,FA,,BAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Joseph Randle,FA,,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Kerwynn Williams,FA,,ARI,RB,@Car,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
C.J. Anderson,SCOT,,DEN,RB,SD,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Benjamin Cunningham,FA,,LAR,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Kendall Gaskins,FA,,SFO,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Steven Miller,FA,,DET,RB,@Hou,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
George Winn,FA,,DET,RB,@Hou,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Khiry Robinson,FA,,NYJ,RB,@Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Charles Sims,FA,,TAM,RB,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dri Archer,FA,,BUF,RB,NE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Carlos Hyde,SLIV,,SFO,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Terrance West,DAN,,BAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Tre Mason,FA,,LAR,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Bishop Sankey,WA (Wed),,TEN,RB,Jax,W 36-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tyler Gaffney,FA,,NWE,RB,@Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Storm Johnson,FA,,TAM,RB,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Lache Seastrunk,FA,,NYJ,RB,@Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Andre Williams,FA,,SDG,RB,@Den,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Lorenzo Taliaferro,FA,,BAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Marion Grice,FA,,ARI,RB,@Car,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Damien Williams,FA,,MIA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Juwan Thompson,FA,,DEN,RB,SD,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Branden Oliver,FA,,SDG,RB,@Den,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darrin Reaves,FA,,KAN,RB,@Ind,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Silas Redd,FA,,WAS,RB,@Cin,Sun 9:30 AM,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ryan Hewitt,FA,,CIN,RB,Wsh,Sun 9:30 AM,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Trey Watts,FA,,LAR,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
