Player,OwnCode,Action,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,FFPts
Scott Tolzien,WA (Wed),,IND,QB,SD,Sun 4:25,0.1/0.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Chad Henne,WA (Wed),,JAC,QB,Bal,Sun 1:00,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brett Hundley,WA (Wed),,GNB,QB,Det,Sun 1:00,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Trevone Boykin,WA (Wed),,SEA,QB,SF,Sun 4:05,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt McGloin,WA (Wed),,OAK,QB,@Ten,Sun 1:00,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Mark Sanchez,WA (Wed),,DAL,QB,Chi,Sun 8:30,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Nassib,WA (Wed),,NYG,QB,Wsh,Sun 1:00,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Mike Glennon,WA (Wed),,TAM,QB,LA,Sun 4:05,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Drew Stanton,WA (Wed),,ARI,QB,@Buf,Sun 1:00,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kellen Clemens,WA (Wed),,SDG,QB,@Ind,Sun 4:25,0.1/0.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Moore,WA (Wed),,MIA,QB,Cle,Sun 1:00,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Landry Jones,WA (Wed),,PIT,QB,@Phi,Sun 4:25,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Derek Anderson,WA (Wed),,CAR,QB,Min,Sun 1:00,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Schaub,WA (Wed),,ATL,QB,@NO,Mon 8:30,0.1/0.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Luke McCown,WA (Wed),,NOR,QB,Atl,Mon 8:30,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brian Hoyer,WA (Wed),,CHI,QB,@Dal,Sun 8:30,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Chase Daniel,WA (Wed),,PHI,QB,Pit,Sun 4:25,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Geno Smith,WA (Wed),,NYJ,QB,@KC,Sun 4:25,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Mallett,WA (Wed),,BAL,QB,@Jax,Sun 1:00,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Cassel,WA (Wed),,TEN,QB,Oak,Sun 1:00,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
AJ McCarron,WA (Wed),,CIN,QB,Den,Sun 1:00,0.1/0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tom Savage,WA (Wed),,HOU,QB,@NE,Thu 8:25,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
EJ Manuel,WA (Wed),,BUF,QB,Ari,Sun 1:00,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Colt McCoy,WA (Wed),,WAS,QB,@NYG,Sun 1:00,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Colin Kaepernick,WA (Wed),,SFO,QB,@Sea,Sun 4:05,0.1/0.2,1.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,,,,,0.0
Paxton Lynch,WA (Wed),,DEN,QB,@Cin,Sun 1:00,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Nick Foles,WA (Wed),,KAN,QB,NYJ,Sun 4:25,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dan Orlovsky,WA (Wed),,DET,QB,@GB,Sun 1:00,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Shaun Hill,WA (Wed),,MIN,QB,@Car,Sun 1:00,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jared Goff,WA (Wed),,LAR,QB,@TB,Sun 4:05,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tom Brady,WA (Wed),,NWE,QB,Hou,Thu 8:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Mike Vick,WA (Wed),,PIT,QB,@Phi,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Josh McCown,WA (Wed),,CLE,QB,@Mia,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tony Romo,WA (Wed),,DAL,QB,Chi,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tarvaris Jackson,WA (Wed),,SEA,QB,SF,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Charlie Whitehurst,WA (Wed),,CLE,QB,@Mia,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Bruce Gradkowski,WA (Wed),,PIT,QB,@Phi,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Josh Javon Johnson,WA (Wed),,NYG,QB,Wsh,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Flynn,WA (Wed),,NOR,QB,Atl,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Josh Freeman,WA (Wed),,IND,QB,SD,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jimmy Clausen,WA (Wed),,BAL,QB,@Jax,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tim Tebow,WA (Wed),,FA,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Dan LeFevour,WA (Wed),,TAM,QB,LA,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joe Webb,WA (Wed),,CAR,QB,Min,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Thaddeus Lewis,WA (Wed),,SFO,QB,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Christian Ponder,WA (Wed),,SFO,QB,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
T.J. Yates,WA (Wed),,HOU,QB,@NE,Thu 8:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jerrod Johnson,WA (Wed),,DAL,QB,Chi,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Robert Griffin III,WA (Wed),,CLE,QB,@Mia,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Weeden,WA (Wed),,HOU,QB,@NE,Thu 8:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kellen Moore,WA (Wed),,DAL,QB,Chi,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Lindley,WA (Wed),,IND,QB,SD,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Austin Davis,WA (Wed),,DEN,QB,@Cin,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Simms,WA (Wed),,ATL,QB,@NO,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Alex Tanney,WA (Wed),,TEN,QB,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Sean Renfree,WA (Wed),,ATL,QB,@NO,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Zac Dysert,WA (Wed),,MIA,QB,Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Barkley,WA (Wed),,ARI,QB,@Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Griffin,WA (Wed),,TAM,QB,LA,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tyler Bray,WA (Wed),,KAN,QB,NYJ,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Teddy Bridgewater,WA (Wed),,MIN,QB,@Car,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Johnny Manziel,WA (Wed),,CLE,QB,@Mia,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jimmy Garoppolo,WA (Wed),,NWE,QB,Hou,Thu 8:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tajh Boyd,WA (Wed),,PIT,QB,@Phi,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Logan Thomas,WA (Wed),,NYG,QB,Wsh,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Zach Mettenberger,WA (Wed),,PIT,QB,@Phi,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
David Fales,WA (Wed),,CHI,QB,@Dal,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Keith Wenning,WA (Wed),,CIN,QB,Den,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Aaron Murray,WA (Wed),,KAN,QB,NYJ,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Blanchard,WA (Wed),,CHI,QB,@Dal,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dustin Vaughan,WA (Wed),,PIT,QB,@Phi,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Connor Shaw,WA (Wed),,CHI,QB,@Dal,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Bryce Petty,WA (Wed),,NYJ,QB,@KC,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dylan Thompson,WA (Wed),,LAR,QB,@TB,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Sean Mannion,WA (Wed),,LAR,QB,@TB,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Garrett Grayson,WA (Wed),,NOR,QB,Atl,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Christian Hackenberg,WA (Wed),,NYJ,QB,@KC,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Connor Cook,WA (Wed),,OAK,QB,@Ten,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Cardale Jones,WA (Wed),,BUF,QB,Ari,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kevin Hogan,WA (Wed),,KAN,QB,NYJ,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Nate Sudfeld,WA (Wed),,WAS,QB,@NYG,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jake Rudock,WA (Wed),,DET,QB,@GB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Allen,WA (Wed),,JAC,QB,Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jeff Driskel,WA (Wed),,CIN,QB,Den,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Doughty,WA (Wed),,MIA,QB,Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Taylor Heinicke,WA (Wed),,MIN,QB,@Car,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Stephen Morris,WA (Wed),,IND,QB,SD,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joe Callahan,WA (Wed),,GNB,QB,Det,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
DeAngelo Williams,GARI,,PIT,RB,@Phi,Sun 4:25,0/0,0.0,0.0,0.0,18.3,86.7,0.5,3.2,24.6,0.1,,,,,,14.6
David Johnson,GARI,,ARI,RB,@Buf,Sun 1:00,0/0,0.0,0.0,0.0,16.4,73.7,0.5,3.5,32.4,0.2,,,,,,14.5
Todd Gurley,BKN,,LAR,RB,@TB,Sun 4:05,0/0,0.0,0.0,0.0,19.2,80.4,0.7,2.3,19.0,0.1,,,,,,14.5
Mark Ingram,BKN,,NOR,RB,Atl,Mon 8:30,0/0,0.0,0.0,0.0,15.5,68.5,0.5,3.1,22.0,0.1,,,,,,12.8
DeMarco Murray,SLIV,,TEN,RB,Oak,Sun 1:00,0/0,0.0,0.0,0.0,15.7,65.4,0.6,2.4,18.8,0.1,,,,,,12.3
Doug Martin,NOG,,TAM,RB,LA,Sun 4:05,0/0,0.0,0.0,0.0,18.7,79.1,0.5,1.9,14.4,0.1,,,,,,12.3
Jeremy Langford,SLIV,,CHI,RB,@Dal,Sun 8:30,0/0,0.0,0.0,0.0,16.1,65.1,0.5,2.8,25.2,0.1,,,,,,12.0
Ezekiel Elliott,SCOT,,DAL,RB,Chi,Sun 8:30,0/0,0.0,0.0,0.0,17.0,69.6,0.5,1.9,15.8,0.1,,,,,,11.9
Matt Forte,FUNK,,NYJ,RB,@KC,Sun 4:25,0/0,0.0,0.0,0.0,15.0,63.7,0.3,3.9,31.9,0.1,,,,,,11.8
LeSean McCoy,SLIV,,BUF,RB,Ari,Sun 1:00,0/0,0.0,0.0,0.0,15.0,64.5,0.4,2.9,21.1,0.1,,,,,,11.4
Rashad Jennings,BKN,,NYG,RB,Wsh,Sun 1:00,0/0,0.0,0.0,0.0,16.4,73.0,0.4,2.0,14.9,0.1,,,,,,11.4
Frank Gore,SCOT,,IND,RB,SD,Sun 4:25,0/0,0.0,0.0,0.0,14.8,64.8,0.4,2.4,21.0,0.1,,,,,,11.3
Devonta Freeman,SLIV,,ATL,RB,@NO,Mon 8:30,0/0,0.0,0.0,0.0,12.8,57.7,0.4,3.0,26.5,0.1,,,,,,11.3
Lamar Miller,FUNK,,HOU,RB,@NE,Thu 8:25,0/0,0.0,0.0,0.0,15.7,65.8,0.3,3.3,23.4,0.1,,,,,,11.2
Eddie Lacy,GARI,,GNB,RB,Det,Sun 1:00,0/0,0.0,0.0,0.0,15.7,68.6,0.5,1.7,14.2,0.1,,,,,,11.2
Melvin Gordon,BKN,,SDG,RB,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,16.4,68.0,0.3,3.1,22.1,0.1,,,,,,11.0
Isaiah Crowell,WA (Wed),,CLE,RB,@Mia,Sun 1:00,0/0,0.0,0.0,0.0,16.7,69.4,0.4,1.4,11.3,0.0,,,,,,10.5
C.J. Anderson,SCOT,,DEN,RB,@Cin,Sun 1:00,0/0,0.0,0.0,0.0,14.8,67.7,0.3,2.1,14.8,0.0,,,,,,10.5
Latavius Murray,GARI,,OAK,RB,@Ten,Sun 1:00,0/0,0.0,0.0,0.0,14.3,60.4,0.3,2.1,16.6,0.1,,,,,,10.1
Jamaal Charles,LOS,,KAN,RB,NYJ,Sun 4:25,0/0,0.0,0.0,0.0,11.2,53.6,0.4,2.4,19.7,0.1,,,,,,10.0
Jonathan Stewart,NOG,,CAR,RB,Min,Sun 1:00,0/0,0.0,0.0,0.0,15.1,67.5,0.4,1.2,8.7,0.0,,,,,,10.0
Tevin Coleman,SLIV,,ATL,RB,@NO,Mon 8:30,0/0,0.0,0.0,0.0,9.5,44.8,0.3,3.4,27.4,0.1,,,,,,9.7
Christine Michael,WA (Wed),,SEA,RB,SF,Sun 4:05,0/0,0.0,0.0,0.0,14.2,59.2,0.4,1.3,11.3,0.1,,,,,,9.6
LeGarrette Blount,WA (Wed),,NWE,RB,Hou,Thu 8:25,0/0,0.0,0.0,0.0,17.0,71.4,0.4,0.2,1.5,0.0,,,,,,9.5
Ryan Mathews,SCOT,,PHI,RB,Pit,Sun 4:25,0/0,0.0,0.0,0.0,12.8,56.6,0.4,1.5,11.4,0.0,,,,,,9.1
Jerick McKinnon,WA (Wed),,MIN,RB,@Car,Sun 1:00,0/0,0.0,0.0,0.0,12.3,54.0,0.3,2.5,16.9,0.1,,,,,,8.8
Thomas Rawls,APE,,SEA,RB,SF,Sun 4:05,0/0,0.0,0.0,0.0,11.7,53.2,0.3,1.1,9.6,0.1,,,,,,8.4
Carlos Hyde,SLIV,,SFO,RB,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,14.4,50.2,0.3,2.4,14.7,0.0,,,,,,8.4
Matt Jones,FUNK,,WAS,RB,@NYG,Sun 1:00,0/0,0.0,0.0,0.0,13.4,54.9,0.3,1.4,13.4,0.0,,,,,,8.4
Ameer Abdullah,APE,,DET,RB,@GB,Sun 1:00,0/0,0.0,0.0,0.0,11.3,48.6,0.2,2.7,20.7,0.1,,,,,,8.3
Jeremy Hill,BKN,,CIN,RB,Den,Sun 1:00,0/0,0.0,0.0,0.0,14.7,52.8,0.4,1.1,7.0,0.0,,,,,,8.2
Justin Forsett,LOS,,BAL,RB,@Jax,Sun 1:00,0/0,0.0,0.0,0.0,11.0,47.7,0.3,2.3,15.8,0.1,,,,,,8.2
Kenyan Drake,WA (Wed),,MIA,RB,Cle,Sun 1:00,0/0,0.0,0.0,0.0,10.2,45.1,0.3,2.1,16.9,0.1,,,,,,8.2
Chris Ivory,GARI,,JAC,RB,Bal,Sun 1:00,0/0,0.0,0.0,0.0,11.4,47.1,0.4,1.3,8.8,0.1,,,,,,8.0
Matt Asiata,WA (Wed),,MIN,RB,@Car,Sun 1:00,0/0,0.0,0.0,0.0,9.7,35.9,0.4,2.4,16.6,0.1,,,,,,7.6
Theo Riddick,NOG,,DET,RB,@GB,Sun 1:00,0/0,0.0,0.0,0.0,5.0,20.2,0.1,4.7,39.8,0.2,,,,,,7.6
T.J. Yeldon,APE,,JAC,RB,Bal,Sun 1:00,0/0,0.0,0.0,0.0,9.5,36.0,0.2,2.3,17.9,0.1,,,,,,7.3
Jay Ajayi,WA (Wed),,MIA,RB,Cle,Sun 1:00,0/0,0.0,0.0,0.0,9.7,41.8,0.4,1.0,8.4,0.0,,,,,,7.3
Giovani Bernard,WA (Wed),,CIN,RB,Den,Sun 1:00,0/0,0.0,0.0,0.0,9.4,35.9,0.2,2.9,20.2,0.1,,,,,,7.1
Terrance West,WA (Wed),,BAL,RB,@Jax,Sun 1:00,0/0,0.0,0.0,0.0,10.5,40.7,0.3,1.6,12.8,0.0,,,,,,7.1
Shane Vereen,WA (Wed),,NYG,RB,Wsh,Sun 1:00,0/0,0.0,0.0,0.0,5.3,23.5,0.1,3.2,27.6,0.2,,,,,,7.0
