Player,OwnCode,Action,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,FFPts
Kellen Clemens,WA (Wed),,SDG,QB,NO,L 34-35,0.1/0.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Colin Kaepernick,WA (Wed),,SFO,QB,Dal,L 17-24,0.1/0.2,1.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,,,,,0.0
Derek Anderson,WA (Wed),,CAR,QB,@Atl,L 33-48,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Landry Jones,WA (Wed),,PIT,QB,KC,W 43-14,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt McGloin,WA (Wed),,OAK,QB,@Bal,W 28-27,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Colt McCoy,WA (Wed),,WAS,QB,Cle,W 31-20,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Mallett,WA (Wed),,BAL,QB,Oak,L 27-28,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
AJ McCarron,WA (Wed),,CIN,QB,Mia,W 22-7,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Mark Sanchez,WA (Wed),,DAL,QB,@SF,W 24-17,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Luke McCown,WA (Wed),,NOR,QB,@SD,W 35-34,0.1/0.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dan Orlovsky,WA (Wed),,DET,QB,@Chi,L 14-17,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tom Savage,WA (Wed),,HOU,QB,Ten,W 27-20,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Trevone Boykin,WA (Wed),,SEA,QB,@NYJ,W 27-17,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Mike Glennon,WA (Wed),,TAM,QB,Den,L 7-27,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Nassib,FA,,NYG,QB,@Min,Mon 8:30,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Barkley,WA (Wed),,CHI,QB,Det,W 17-14,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
EJ Manuel,WA (Wed),,BUF,QB,@NE,W 16-0,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Charlie Whitehurst,WA (Wed),,CLE,QB,@Wsh,L 20-31,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Paxton Lynch,WA (Wed),,DEN,QB,@TB,W 27-7,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Geno Smith,WA (Wed),,NYJ,QB,Sea,L 17-27,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Schaub,WA (Wed),,ATL,QB,Car,W 48-33,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Nick Foles,WA (Wed),,KAN,QB,@Pit,L 14-43,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Shaun Hill,FA,,MIN,QB,NYG,Mon 8:30,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Cassel,WA (Wed),,TEN,QB,@Hou,L 20-27,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Moore,WA (Wed),,MIA,QB,@Cin,L 7-22,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tom Brady,WA (Wed),,NWE,QB,Buf,L 0-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Mike Vick,WA (Wed),,PIT,QB,KC,W 43-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Josh McCown,WA (Wed),,CLE,QB,@Wsh,L 20-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tony Romo,WA (Wed),,DAL,QB,@SF,W 24-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Aaron Rodgers,NOG,,GNB,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Jay Cutler,WA (Wed),,CHI,QB,Det,W 17-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tarvaris Jackson,WA (Wed),,SEA,QB,@NYJ,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Bruce Gradkowski,WA (Wed),,PIT,QB,KC,W 43-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Josh Javon Johnson,FA,,NYG,QB,@Min,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Flynn,WA (Wed),,NOR,QB,@SD,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Chase Daniel,FA,,PHI,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Josh Freeman,WA (Wed),,IND,QB,@Jax,L 27-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jimmy Clausen,WA (Wed),,BAL,QB,Oak,L 27-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tim Tebow,FA,,FA,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Dan LeFevour,WA (Wed),,TAM,QB,Den,L 7-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joe Webb,WA (Wed),,CAR,QB,@Atl,L 33-48,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Thaddeus Lewis,WA (Wed),,SFO,QB,Dal,L 17-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Christian Ponder,WA (Wed),,SFO,QB,Dal,L 17-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
T.J. Yates,WA (Wed),,HOU,QB,Ten,W 27-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jerrod Johnson,WA (Wed),,DAL,QB,@SF,W 24-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Robert Griffin III,WA (Wed),,CLE,QB,@Wsh,L 20-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Weeden,WA (Wed),,HOU,QB,Ten,W 27-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kellen Moore,WA (Wed),,DAL,QB,@SF,W 24-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Lindley,WA (Wed),,IND,QB,@Jax,L 27-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Austin Davis,WA (Wed),,DEN,QB,@TB,W 27-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Simms,WA (Wed),,ATL,QB,Car,W 48-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Alex Tanney,WA (Wed),,TEN,QB,@Hou,L 20-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Sean Renfree,WA (Wed),,ATL,QB,Car,W 48-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Zac Dysert,WA (Wed),,MIA,QB,@Cin,L 7-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Griffin,WA (Wed),,TAM,QB,Den,L 7-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tyler Bray,WA (Wed),,KAN,QB,@Pit,L 14-43,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Teddy Bridgewater,FA,,MIN,QB,NYG,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Johnny Manziel,WA (Wed),,CLE,QB,@Wsh,L 20-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jimmy Garoppolo,WA (Wed),,NWE,QB,Buf,L 0-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tajh Boyd,WA (Wed),,PIT,QB,KC,W 43-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Logan Thomas,FA,,NYG,QB,@Min,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Zach Mettenberger,WA (Wed),,PIT,QB,KC,W 43-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
David Fales,WA (Wed),,CHI,QB,Det,W 17-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Keith Wenning,WA (Wed),,CIN,QB,Mia,W 22-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Aaron Murray,WA (Wed),,KAN,QB,@Pit,L 14-43,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Blanchard,WA (Wed),,CHI,QB,Det,W 17-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dustin Vaughan,WA (Wed),,PIT,QB,KC,W 43-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Connor Shaw,WA (Wed),,CHI,QB,Det,W 17-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Bryce Petty,WA (Wed),,NYJ,QB,Sea,L 17-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dylan Thompson,WA (Wed),,LAR,QB,@Ari,W 17-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Sean Mannion,WA (Wed),,LAR,QB,@Ari,W 17-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Garrett Grayson,WA (Wed),,NOR,QB,@SD,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brett Hundley,FA,,GNB,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Carson Wentz,FA,,PHI,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Christian Hackenberg,WA (Wed),,NYJ,QB,Sea,L 17-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Connor Cook,WA (Wed),,OAK,QB,@Bal,W 28-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Cardale Jones,WA (Wed),,BUF,QB,@NE,W 16-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kevin Hogan,WA (Wed),,KAN,QB,@Pit,L 14-43,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Nate Sudfeld,WA (Wed),,WAS,QB,Cle,W 31-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jake Rudock,WA (Wed),,DET,QB,@Chi,L 14-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Allen,WA (Wed),,JAC,QB,Ind,W 30-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jeff Driskel,WA (Wed),,CIN,QB,Mia,W 22-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Doughty,WA (Wed),,MIA,QB,@Cin,L 7-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Taylor Heinicke,FA,,MIN,QB,NYG,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Stephen Morris,WA (Wed),,IND,QB,@Jax,L 27-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joe Callahan,FA,,GNB,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Jared Goff,WA (Wed),,LAR,QB,@Ari,W 17-13,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,-0.0
Lamar Miller,FUNK,,HOU,RB,Ten,W 27-20,0/0,0.0,0.0,0.0,25.3,107.6,0.6,2.9,20.8,0.1,,,,,,16.9
David Johnson,GARI,,ARI,RB,LA,L 13-17,0/0,0.0,0.0,0.0,19.9,79.7,0.7,3.2,29.0,0.2,,,,,,16.0
Le'Veon Bell,SCOT,,PIT,RB,KC,W 43-14,0/0,0.0,0.0,0.0,18.3,80.8,0.5,4.4,34.3,0.2,,,,,,15.8
Ezekiel Elliott,SCOT,,DAL,RB,@SF,W 24-17,0/0,0.0,0.0,0.0,21.6,86.7,0.7,2.3,19.2,0.1,,,,,,15.1
Melvin Gordon,BKN,,SDG,RB,NO,L 34-35,0/0,0.0,0.0,0.0,18.2,81.7,0.5,3.6,29.2,0.1,,,,,,14.7
LeGarrette Blount,WA (Wed),,NWE,RB,Buf,L 0-16,0/0,0.0,0.0,0.0,23.0,95.9,0.7,0.1,0.7,0.0,,,,,,14.0
C.J. Anderson,SCOT,,DEN,RB,@TB,W 27-7,0/0,0.0,0.0,0.0,19.3,76.5,0.6,2.5,21.5,0.1,,,,,,13.9
Mark Ingram,BKN,,NOR,RB,@SD,W 35-34,0/0,0.0,0.0,0.0,15.2,72.1,0.6,3.0,22.6,0.1,,,,,,13.5
LeSean McCoy,SLIV,,BUF,RB,@NE,W 16-0,0/0,0.0,0.0,0.0,16.1,71.5,0.4,3.8,27.5,0.1,,,,,,12.8
Todd Gurley,BKN,,LAR,RB,@Ari,W 17-13,0/0,0.0,0.0,0.0,18.3,77.0,0.6,2.1,15.0,0.0,,,,,,12.6
Carlos Hyde,SLIV,,SFO,RB,Dal,L 17-24,0/0,0.0,0.0,0.0,17.3,74.1,0.5,1.8,13.0,0.1,,,,,,12.0
Jordan Howard,SLIV,,CHI,RB,Det,W 17-14,0/0,0.0,0.0,0.0,15.2,65.5,0.5,2.5,19.4,0.1,,,,,,12.0
Frank Gore,SCOT,,IND,RB,@Jax,L 27-30,0/0,0.0,0.0,0.0,16.4,64.5,0.5,2.3,19.6,0.1,,,,,,11.8
Spencer Ware,SCOT,,KAN,RB,@Pit,L 14-43,0/0,0.0,0.0,0.0,12.4,53.5,0.5,3.2,26.8,0.1,,,,,,11.6
Jeremy Hill,BKN,,CIN,RB,Mia,W 22-7,0/0,0.0,0.0,0.0,16.5,69.9,0.6,1.0,7.5,0.0,,,,,,11.5
DeMarco Murray,SLIV,,TEN,RB,@Hou,L 20-27,0/0,0.0,0.0,0.0,14.1,64.8,0.3,4.0,27.7,0.1,,,,,,11.4
Christine Michael,APE,,SEA,RB,@NYJ,W 27-17,0/0,0.0,0.0,0.0,16.9,64.0,0.4,2.4,19.3,0.1,,,,,,11.1
Matt Forte,FUNK,,NYJ,RB,Sea,L 17-27,0/0,0.0,0.0,0.0,17.5,61.9,0.3,3.2,23.7,0.1,,,,,,11.0
Terrance West,APE,,BAL,RB,Oak,L 27-28,0/0,0.0,0.0,0.0,15.7,68.6,0.4,1.7,13.0,0.1,,,,,,10.7
Charles Sims,LOS,,TAM,RB,Den,L 7-27,0/0,0.0,0.0,0.0,14.1,55.2,0.3,3.7,28.5,0.1,,,,,,10.4
Isaiah Crowell,NOG,,CLE,RB,@Wsh,L 20-31,0/0,0.0,0.0,0.0,15.2,69.9,0.4,0.9,7.7,0.0,,,,,,10.2
Jerick McKinnon,GARI,,MIN,RB,NYG,Mon 8:30,0/0,0.0,0.0,0.0,15.6,64.2,0.4,2.0,13.9,0.0,,,,,,10.2
Matt Jones,FUNK,,WAS,RB,Cle,W 31-20,0/0,0.0,0.0,0.0,15.6,62.3,0.5,1.1,10.8,0.0,,,,,,10.2
Theo Riddick,NOG,,DET,RB,@Chi,L 14-17,0/0,0.0,0.0,0.0,8.3,32.3,0.2,4.7,41.7,0.2,,,,,,9.8
Devonta Freeman,SLIV,,ATL,RB,Car,W 48-33,0/0,0.0,0.0,0.0,11.9,46.5,0.4,2.9,21.2,0.1,,,,,,9.7
Cameron Artis-Payne,WA (Wed),,CAR,RB,@Atl,L 33-48,0/0,0.0,0.0,0.0,13.9,60.2,0.4,0.9,6.2,0.0,,,,,,9.1
Latavius Murray,GARI,,OAK,RB,@Bal,W 28-27,0/0,0.0,0.0,0.0,10.9,44.5,0.4,2.1,14.7,0.1,,,,,,8.7
Dwayne Washington,WA (Wed),,DET,RB,@Chi,L 14-17,0/0,0.0,0.0,0.0,12.2,49.0,0.5,1.1,8.5,0.0,,,,,,8.6
Tevin Coleman,SLIV,,ATL,RB,Car,W 48-33,0/0,0.0,0.0,0.0,9.1,35.2,0.3,3.0,25.4,0.1,,,,,,8.3
Giovani Bernard,APE,,CIN,RB,Mia,W 22-7,0/0,0.0,0.0,0.0,7.9,34.4,0.2,3.9,28.3,0.1,,,,,,8.3
Chris Ivory,GARI,,JAC,RB,Ind,W 30-27,0/0,0.0,0.0,0.0,10.9,48.1,0.3,1.7,13.3,0.1,,,,,,8.2
Duke Johnson Jr.,WA (Wed),,CLE,RB,@Wsh,L 20-31,0/0,0.0,0.0,0.0,6.7,30.4,0.2,4.1,34.7,0.1,,,,,,8.2
Orleans Darkwa,FA,,NYG,RB,@Min,Mon 8:30,0/0,0.0,0.0,0.0,13.1,51.9,0.2,1.7,11.0,0.1,,,,,,8.0
Javorius Allen,WA (Wed),,BAL,RB,Oak,L 27-28,0/0,0.0,0.0,0.0,7.8,34.7,0.2,2.8,22.5,0.1,,,,,,7.7
T.J. Yeldon,APE,,JAC,RB,Ind,W 30-27,0/0,0.0,0.0,0.0,8.2,34.2,0.2,2.8,22.7,0.1,,,,,,7.3
Jamaal Charles,SCOT,,KAN,RB,@Pit,L 14-43,0/0,0.0,0.0,0.0,6.3,31.4,0.2,2.3,19.8,0.1,,,,,,6.8
Matt Asiata,FA,,MIN,RB,NYG,Mon 8:30,0/0,0.0,0.0,0.0,7.4,25.8,0.3,1.9,12.9,0.1,,,,,,6.1
Shaun Draughn,WA (Wed),,SFO,RB,Dal,L 17-24,0/0,0.0,0.0,0.0,7.7,30.9,0.2,2.0,15.6,0.1,,,,,,6.0
Fozzy Whittaker,WA (Wed),,CAR,RB,@Atl,L 33-48,0/0,0.0,0.0,0.0,6.5,28.4,0.2,2.1,15.3,0.1,,,,,,5.9
Joique Bell,WA (Wed),,CHI,RB,Det,W 17-14,0/0,0.0,0.0,0.0,6.6,29.4,0.2,1.3,12.7,0.0,,,,,,5.7
Kenyan Drake,WA (Wed),,MIA,RB,@Cin,L 7-22,0/0,0.0,0.0,0.0,6.9,26.7,0.2,1.9,15.6,0.1,,,,,,5.4
Chris Thompson,WA (Wed),,WAS,RB,Cle,W 31-20,0/0,0.0,0.0,0.0,4.5,20.2,0.2,2.2,19.1,0.1,,,,,,5.2
Bobby Rainey,FA,,NYG,RB,@Min,Mon 8:30,0/0,0.0,0.0,0.0,4.9,18.9,0.1,2.8,21.1,0.1,,,,,,5.1
Dexter McCluster,WA (Wed),,SDG,RB,NO,L 34-35,0/0,0.0,0.0,0.0,1.7,8.1,0.0,2.9,28.9,0.2,,,,,,4.9
James White,WA (Wed),,NWE,RB,Buf,L 0-16,0/0,0.0,0.0,0.0,3.3,13.2,0.1,2.6,22.9,0.1,,,,,,4.9
Derrick Henry,APE,,TEN,RB,@Hou,L 20-27,0/0,0.0,0.0,0.0,7.7,32.5,0.1,0.7,5.1,0.0,,,,,,4.6
