Player,OwnCode,Action,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,TT,Sck,FumF,FumR,Int,IntTD,FumTD,FFPts
Ryan Mathews,SCOT,,PHI,RB,@NYG,Sun 1:00,0/0,0.0,0.0,0.0,11.4,45.1,0.3,1.0,6.9,0.0,,,,,,,,,,0.0,,,7.1
Darren Sproles,LOS,,PHI,RB,@NYG,Sun 1:00,0/0,0.0,0.0,0.0,7.2,29.4,0.2,2.8,22.7,0.1,,,,,,,,,,0.0,,,7.1
Charcandrick West,WA (Wed),,KAN,RB,Jax,Sun 1:00,0/0,0.0,0.0,0.0,7.9,30.3,0.4,1.9,13.2,0.1,,,,,,,,,,0.0,,,6.9
Terron Ward,WA (Wed),,ATL,RB,@TB,Thu 8:25,0/0,0.0,0.0,0.0,9.0,34.0,0.3,1.3,11.1,0.1,,,,,,,,,,0.0,,,6.7
Tim Hightower,WA (Wed),,NOR,RB,@SF,Sun 4:05,0/0,0.0,0.0,0.0,6.2,27.9,0.3,1.5,10.9,0.1,,,,,,,,,,0.0,,,6.0
Bilal Powell,WA (Wed),,NYJ,RB,@Mia,Sun 1:00,0/0,0.0,0.0,0.0,4.8,21.7,0.1,3.3,26.3,0.1,,,,,,,,,,0.0,,,5.9
Peyton Barber,WA (Wed),,TAM,RB,Atl,Thu 8:25,0/0,0.0,0.0,0.0,7.9,30.8,0.2,1.8,13.0,0.1,,,,,,,,,,0.0,,,5.9
T.J. Yeldon,WA (Wed),,JAC,RB,@KC,Sun 1:00,0/0,0.0,0.0,0.0,7.7,32.5,0.1,2.4,16.4,0.1,,,,,,,,,,0.0,,,5.9
Chris Ivory,LOS,,JAC,RB,@KC,Sun 1:00,0/0,0.0,0.0,0.0,8.8,38.4,0.2,1.4,8.6,0.0,,,,,,,,,,0.0,,,5.8
C.J. Prosise,WA (Wed),,SEA,RB,Buf,Mon 8:30,0/0,0.0,0.0,0.0,4.6,18.5,0.1,2.7,23.9,0.1,,,,,,,,,,0.0,,,5.4
Bobby Rainey,WA (Wed),,NYG,RB,Phi,Sun 1:00,0/0,0.0,0.0,0.0,4.5,20.4,0.1,2.6,20.1,0.1,,,,,,,,,,0.0,,,5.0
Derrick Henry,WA (Wed),,TEN,RB,@SD,Sun 4:25,0/0,0.0,0.0,0.0,5.6,23.0,0.1,1.2,9.1,0.1,,,,,,,,,,0.0,,,4.3
Damien Williams,WA (Wed),,MIA,RB,NYJ,Sun 1:00,0/0,0.0,0.0,0.0,3.0,10.3,0.1,2.3,22.3,0.1,,,,,,,,,,0.0,,,4.3
Mike Davis,WA (Wed),,SFO,RB,NO,Sun 4:05,0/0,0.0,0.0,0.0,5.0,20.7,0.2,0.6,5.4,0.0,,,,,,,,,,0.0,,,4.1
Jalen Richard,GARI,,OAK,RB,Den,Sun 8:30,0/0,0.0,0.0,0.0,4.6,18.6,0.1,1.5,10.1,0.1,,,,,,,,,,0.0,,,4.0
DeAndre Washington,WA (Wed),,OAK,RB,Den,Sun 8:30,0/0,0.0,0.0,0.0,5.6,22.5,0.1,1.0,6.9,0.0,,,,,,,,,,0.0,,,3.9
Robert Turbin,WA (Wed),,IND,RB,@GB,Sun 4:25,0/0,0.0,0.0,0.0,2.5,9.1,0.1,2.3,20.2,0.1,,,,,,,,,,0.0,,,3.7
Paul Perkins,WA (Wed),,NYG,RB,Phi,Sun 1:00,0/0,0.0,0.0,0.0,4.5,20.2,0.1,1.2,9.9,0.0,,,,,,,,,,0.0,,,3.7
Kenneth Dixon,WA (Wed),,BAL,RB,Pit,Sun 1:00,0/0,0.0,0.0,0.0,4.3,17.6,0.1,1.2,10.4,0.0,,,,,,,,,,0.0,,,3.6
Zach Zenner,WA (Wed),,DET,RB,@Min,Sun 1:00,0/0,0.0,0.0,0.0,6.0,22.6,0.1,0.9,5.9,0.0,,,,,,,,,,0.0,,,3.5
Alfred Morris,SCOT,,DAL,RB,@Cle,Sun 1:00,0/0,0.0,0.0,0.0,5.1,21.7,0.2,0.2,1.8,0.0,,,,,,,,,,0.0,,,3.3
Kapri Bibbs,WA (Wed),,DEN,RB,@Oak,Sun 8:30,0/0,0.0,0.0,0.0,4.2,18.4,0.1,0.7,6.1,0.0,,,,,,,,,,0.0,,,3.2
Shaun Draughn,WA (Wed),,SFO,RB,NO,Sun 4:05,0/0,0.0,0.0,0.0,3.1,12.8,0.1,1.1,10.2,0.0,,,,,,,,,,0.0,,,3.2
Travaris Cadet,WA (Wed),,NOR,RB,@SF,Sun 4:05,0/0,0.0,0.0,0.0,0.3,1.2,0.0,2.3,19.1,0.1,,,,,,,,,,0.0,,,2.9
Kyle Juszczyk,WA (Wed),,BAL,RB,Pit,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,20.6,0.1,,,,,,,,,,0.0,,,2.8
Fozzy Whittaker,WA (Wed),,CAR,RB,@LA,Sun 4:05,0/0,0.0,0.0,0.0,2.8,11.6,0.0,1.6,10.7,0.0,,,,,,,,,,0.0,,,2.7
John Kuhn,WA (Wed),,NOR,RB,@SF,Sun 4:05,0/0,0.0,0.0,0.0,1.3,5.2,0.1,0.8,6.4,0.1,,,,,,,,,,0.0,,,2.3
DeAngelo Williams,GARI,,PIT,RB,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,3.1,13.0,0.1,0.5,3.9,0.0,,,,,,,,,,0.0,,,2.3
Don Jackson,WA (Wed),,GNB,RB,Ind,Sun 4:25,0/0,0.0,0.0,0.0,3.7,15.1,0.1,0.3,2.1,0.0,,,,,,,,,,0.0,,,2.2
Benjamin Cunningham,WA (Wed),,LAR,RB,Car,Sun 4:05,0/0,0.0,0.0,0.0,2.3,8.7,0.1,1.0,8.4,0.0,,,,,,,,,,0.0,,,2.2
Mike Gillislee,BLRT,,BUF,RB,@Sea,Mon 8:30,0/0,0.0,0.0,0.0,3.6,13.9,0.1,0.5,3.0,0.0,,,,,,,,,,0.0,,,2.2
Aaron Ripkowski,WA (Wed),,GNB,RB,Ind,Sun 4:25,0/0,0.0,0.0,0.0,1.7,6.9,0.1,0.7,6.2,0.1,,,,,,,,,,0.0,,,2.1
Dexter McCluster,WA (Wed),,SDG,RB,Ten,Sun 4:25,0/0,0.0,0.0,0.0,0.7,2.9,0.0,1.2,10.8,0.1,,,,,,,,,,0.0,,,1.9
Lorenzo Taliaferro,WA (Wed),,BAL,RB,Pit,Sun 1:00,0/0,0.0,0.0,0.0,1.6,6.9,0.0,0.9,6.7,0.0,,,,,,,,,,0.0,,,1.8
Mike Tolbert,WA (Wed),,CAR,RB,@LA,Sun 4:05,0/0,0.0,0.0,0.0,2.5,9.5,0.1,0.4,2.9,0.0,,,,,,,,,,0.0,,,1.8
Daniel Lasco,WA (Wed),,NOR,RB,@SF,Sun 4:05,0/0,0.0,0.0,0.0,1.6,6.8,0.1,0.3,2.2,0.0,,,,,,,,,,0.0,,,1.3
Wendell Smallwood,WA (Wed),,PHI,RB,@NYG,Sun 1:00,0/0,0.0,0.0,0.0,2.0,7.4,0.1,0.2,1.7,0.0,,,,,,,,,,0.0,,,1.3
Kenyan Drake,WA (Wed),,MIA,RB,NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.8,3.0,0.0,0.8,6.6,0.0,,,,,,,,,,0.0,,,1.2
Kenneth Farrow,WA (Wed),,SDG,RB,Ten,Sun 4:25,0/0,0.0,0.0,0.0,2.2,8.2,0.1,0.0,0.0,0.0,,,,,,,,,,0.0,,,1.2
Juwan Thompson,WA (Wed),,DEN,RB,@Oak,Sun 8:30,0/0,0.0,0.0,0.0,1.5,7.0,0.1,0.2,2.0,0.0,,,,,,,,,,0.0,,,1.2
Jamize Olawale,WA (Wed),,OAK,RB,Den,Sun 8:30,0/0,0.0,0.0,0.0,1.3,4.9,0.0,0.5,3.0,0.0,,,,,,,,,,0.0,,,1.2
Kenjon Barner,WA (Wed),,PHI,RB,@NYG,Sun 1:00,0/0,0.0,0.0,0.0,1.7,6.6,0.0,0.2,1.7,0.0,,,,,,,,,,0.0,,,1.1
Andy Janovich,WA (Wed),,DEN,RB,@Oak,Sun 8:30,0/0,0.0,0.0,0.0,0.7,3.0,0.0,0.5,4.0,0.0,,,,,,,,,,0.0,,,1.1
Lance Dunbar,WA (Wed),,DAL,RB,@Cle,Sun 1:00,0/0,0.0,0.0,0.0,1.0,4.1,0.0,0.4,3.6,0.0,,,,,,,,,,0.0,,,1.1
Alex Collins,WA (Wed),,SEA,RB,Buf,Mon 8:30,0/0,0.0,0.0,0.0,1.3,4.4,0.1,0.2,1.8,0.0,,,,,,,,,,0.0,,,1.0
Patrick DiMarco,WA (Wed),,ATL,RB,@TB,Thu 8:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,7.3,0.0,,,,,,,,,,0.0,,,0.9
Josh Ferguson,WA (Wed),,IND,RB,@GB,Sun 4:25,0/0,0.0,0.0,0.0,0.4,1.1,0.0,0.6,4.6,0.0,,,,,,,,,,0.0,,,0.7
Jerome Felton,WA (Wed),,BUF,RB,@Sea,Mon 8:30,0/0,0.0,0.0,0.0,0.5,1.8,0.0,0.4,2.8,0.0,,,,,,,,,,0.0,,,0.7
Zach Line,WA (Wed),,MIN,RB,Det,Sun 1:00,0/0,0.0,0.0,0.0,0.8,3.0,0.0,0.1,1.0,0.0,,,,,,,,,,0.0,,,0.6
Reggie Bush,WA (Wed),,BUF,RB,@Sea,Mon 8:30,0/0,0.0,0.0,0.0,1.3,4.6,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.6
Derek Watt,WA (Wed),,SDG,RB,Ten,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.7,0.0,,,,,,,,,,0.0,,,0.5
Anthony Sherman,WA (Wed),,KAN,RB,Jax,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.1,0.0,,,,,,,,,,0.0,,,0.5
Jonathan Williams,WA (Wed),,BUF,RB,@Sea,Mon 8:30,0/0,0.0,0.0,0.0,0.8,2.4,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.4
Ronnie Hillman,WA (Wed),,MIN,RB,Det,Sun 1:00,0/0,0.0,0.0,0.0,0.5,2.4,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.3
Justin Forsett,WA (Wed),,DET,RB,@Min,Sun 1:00,0/0,0.0,0.0,0.0,0.6,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.3
Malcolm Brown,WA (Wed),,LAR,RB,Car,Sun 4:05,0/0,0.0,0.0,0.0,0.3,0.9,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.1
Fitzgerald Toussaint,WA (Wed),,PIT,RB,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.1
Jordan Todman,WA (Wed),,IND,RB,@GB,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Taiwan Jones,WA (Wed),,OAK,RB,Den,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
George Atkinson III,WA (Wed),,CLE,RB,Dal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Antonio Andrews,WA (Wed),,TEN,RB,@SD,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Rod Smith,WA (Wed),,DAL,RB,@Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Steven Jackson,WA (Wed),,NWE,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Fred Jackson,WA (Wed),,SEA,RB,Buf,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Adrian Peterson,WA (Wed),,MIN,RB,Det,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marshawn Lynch,WA (Wed),,SEA,RB,Buf,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ahmad Bradshaw,WA (Wed),,IND,RB,@GB,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Pierre Thomas,WA (Wed),,WAS,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Darren McFadden,WA (Wed),,DAL,RB,@Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Chris Johnson,WA (Wed),,ARI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Ray Rice,WA (Wed),,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Jamaal Charles,SCOT,,KAN,RB,Jax,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marcel Reece,WA (Wed),,OAK,RB,Den,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Danny Woodhead,WA (Wed),,SDG,RB,Ten,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Donald Brown,WA (Wed),,NWE,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Arian Foster,WA (Wed),,MIA,RB,NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jorvorskie Lane,WA (Wed),,TAM,RB,Atl,Thu 8:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Knowshon Moreno,WA (Wed),,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Cedric Peerman,WA (Wed),,CIN,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Marcus Thigpen,WA (Wed),,BUF,RB,@Sea,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darrel Young,WA (Wed),,CHI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
C.J. Spiller,WA (Wed),,SEA,RB,Buf,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ben Tate,WA (Wed),,PIT,RB,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Toby Gerhart,WA (Wed),,JAC,RB,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Boobie Dixon,WA (Wed),,BUF,RB,@Sea,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
LeGarrette Blount,WA (Wed),,NWE,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
James Starks,WA (Wed),,GNB,RB,Ind,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joique Bell,WA (Wed),,CHI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
James Develin,WA (Wed),,NWE,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Tyler Clutts,WA (Wed),,DAL,RB,@Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Shane Vereen,WA (Wed),,NYG,RB,Phi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Stevan Ridley,WA (Wed),,ATL,RB,@TB,Thu 8:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ryan Williams,WA (Wed),,DAL,RB,@Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Daniel Thomas,WA (Wed),,MIA,RB,NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kendall Hunter,WA (Wed),,NOR,RB,@SF,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Roy Helu Jr.,WA (Wed),,OAK,RB,Den,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jacquizz Rodgers,NOG,,TAM,RB,Atl,Thu 8:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dion Lewis,WA (Wed),,NWE,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
DuJuan Harris,WA (Wed),,SFO,RB,NO,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Chase Reynolds,WA (Wed),,LAR,RB,Car,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Will Johnson,WA (Wed),,NYG,RB,Phi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Trent Richardson,WA (Wed),,BAL,RB,Pit,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Doug Martin,NOG,,TAM,RB,Atl,Thu 8:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Lamar Miller,FUNK,,HOU,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Isaiah Pead,WA (Wed),,MIA,RB,NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Chris Polk,WA (Wed),,HOU,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
LaMike James,WA (Wed),,MIA,RB,NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bernard Pierce,WA (Wed),,NYJ,RB,@Mia,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Cyrus Gray,WA (Wed),,ATL,RB,@TB,Thu 8:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Vick Ballard,WA (Wed),,NOR,RB,@SF,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Daniel Herron,WA (Wed),,BUF,RB,@Sea,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bryce Brown,WA (Wed),,SEA,RB,Buf,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Daryl Richardson,WA (Wed),,PIT,RB,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Cory Harkey,WA (Wed),,LAR,RB,Car,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joe Banyard,WA (Wed),,JAC,RB,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Derrick Coleman,WA (Wed),,SEA,RB,Buf,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jonas Gray,WA (Wed),,JAC,RB,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brandon Bolden,WA (Wed),,NWE,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Jonathan Grimes,WA (Wed),,HOU,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Montee Ball,WA (Wed),,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Giovani Bernard,DAN,,CIN,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Knile Davis,GARI,,GNB,RB,Ind,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Eddie Lacy,WA (Wed),,GNB,RB,Ind,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Andre Ellington,WA (Wed),,ARI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Denard Robinson,WA (Wed),,JAC,RB,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Chris Thompson,LOS,,WAS,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Mike James,WA (Wed),,TAM,RB,Atl,Thu 8:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Rex Burkhead,WA (Wed),,CIN,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Tommy Bohanon,WA (Wed),,NYJ,RB,@Mia,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Stepfan Taylor,WA (Wed),,ARI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Zac Stacy,WA (Wed),,NYJ,RB,@Mia,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joseph Randle,WA (Wed),,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Kerwynn Williams,WA (Wed),,ARI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
C.J. Anderson,SCOT,,DEN,RB,@Oak,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kendall Gaskins,WA (Wed),,SFO,RB,NO,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Steven Miller,WA (Wed),,DET,RB,@Min,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
George Winn,WA (Wed),,DET,RB,@Min,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Khiry Robinson,WA (Wed),,NYJ,RB,@Mia,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Charles Sims,WA (Wed),,TAM,RB,Atl,Thu 8:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dri Archer,WA (Wed),,BUF,RB,@Sea,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tre Mason,WA (Wed),,LAR,RB,Car,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bishop Sankey,WA (Wed),,TEN,RB,@SD,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jeremy Hill,BKN,,CIN,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Tyler Gaffney,WA (Wed),,NWE,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Storm Johnson,WA (Wed),,TAM,RB,Atl,Thu 8:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Lache Seastrunk,WA (Wed),,NYJ,RB,@Mia,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Andre Williams,WA (Wed),,SDG,RB,Ten,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
James White,WA (Wed),,NWE,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Ka'Deem Carey,WA (Wed),,CHI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Marion Grice,WA (Wed),,ARI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
