Player,OwnCode,Action,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,TT,Sck,FumF,FumR,Int,IntTD,FumTD,FFPts
T.J. Yeldon,WA (Wed),,JAC,RB,Oak,L 16-33,0/0,0.0,0.0,0.0,9.7,43.8,0.3,3.1,26.3,0.1,,,,,,,,,,0.0,,,9.2
Rashad Jennings,BKN,,NYG,RB,@LA,W 17-10,0/0,0.0,0.0,0.0,12.4,52.4,0.3,2.2,15.6,0.0,,,,,,,,,,0.0,,,8.5
Chris Ivory,LOS,,JAC,RB,Oak,L 16-33,0/0,0.0,0.0,0.0,10.4,48.1,0.4,1.0,8.4,0.0,,,,,,,,,,0.0,,,8.1
Mike Gillislee,SLIV,,BUF,RB,@Mia,L 25-28,0/0,0.0,0.0,0.0,10.6,49.4,0.4,1.0,7.9,0.0,,,,,,,,,,0.0,,,8.0
Latavius Murray,GARI,,OAK,RB,@Jax,W 33-16,0/0,0.0,0.0,0.0,9.0,36.2,0.4,2.0,13.1,0.1,,,,,,,,,,0.0,,,7.7
Duke Johnson Jr.,WA (Wed),,CLE,RB,@Cin,L 17-31,0/0,0.0,0.0,0.0,5.7,24.1,0.2,4.1,33.6,0.1,,,,,,,,,,0.0,,,7.3
Jamaal Charles,SCOT,,KAN,RB,NO,W 27-21,0/0,0.0,0.0,0.0,6.7,36.3,0.3,1.6,15.5,0.1,,,,,,,,,,0.0,,,7.2
Ryan Mathews,SCOT,,PHI,RB,Min,W 21-10,0/0,0.0,0.0,0.0,11.0,45.7,0.3,1.3,8.3,0.0,,,,,,,,,,0.0,,,7.0
Shaun Draughn,WA (Wed),,SFO,RB,TB,L 17-34,0/0,0.0,0.0,0.0,9.4,31.8,0.4,1.4,11.8,0.1,,,,,,,,,,0.0,,,6.8
Justin Forsett,WA (Wed),,DET,RB,Wsh,W 20-17,0/0,0.0,0.0,0.0,8.0,39.4,0.2,2.1,13.9,0.1,,,,,,,,,,0.0,,,6.8
Devontae Booker,FA,,DEN,RB,Hou,Mon 8:30,0/0,0.0,0.0,0.0,9.1,39.3,0.2,1.3,10.0,0.0,,,,,,,,,,0.0,,,6.4
Bilal Powell,WA (Wed),,NYJ,RB,Bal,W 24-16,0/0,0.0,0.0,0.0,6.1,23.8,0.1,3.7,26.7,0.1,,,,,,,,,,0.0,,,6.3
Chris Thompson,WA (Wed),,WAS,RB,@Det,L 17-20,0/0,0.0,0.0,0.0,3.3,16.0,0.1,3.4,30.2,0.1,,,,,,,,,,0.0,,,6.0
Matt Asiata,WA (Wed),,MIN,RB,@Phi,L 10-21,0/0,0.0,0.0,0.0,7.1,30.3,0.2,1.8,13.2,0.1,,,,,,,,,,0.0,,,5.9
Don Jackson,WA (Wed),,GNB,RB,Chi,W 26-10,0/0,0.0,0.0,0.0,10.1,37.2,0.2,0.7,5.5,0.0,,,,,,,,,,0.0,,,5.8
DeAndre Washington,WA (Wed),,OAK,RB,@Jax,W 33-16,0/0,0.0,0.0,0.0,6.8,27.9,0.3,1.4,10.3,0.1,,,,,,,,,,0.0,,,5.7
Darren Sproles,LOS,,PHI,RB,Min,W 21-10,0/0,0.0,0.0,0.0,5.0,21.0,0.1,2.9,22.2,0.1,,,,,,,,,,0.0,,,5.7
Jalen Richard,GARI,,OAK,RB,@Jax,W 33-16,0/0,0.0,0.0,0.0,5.2,21.4,0.2,2.2,15.0,0.1,,,,,,,,,,0.0,,,5.4
Bobby Rainey,WA (Wed),,NYG,RB,@LA,W 17-10,0/0,0.0,0.0,0.0,6.0,24.2,0.2,2.3,16.8,0.1,,,,,,,,,,0.0,,,5.3
Arian Foster,NOG,,MIA,RB,Buf,W 28-25,0/0,0.0,0.0,0.0,4.6,18.5,0.2,1.8,15.5,0.1,,,,,,,,,,0.0,,,4.6
Peyton Barber,WA (Wed),,TAM,RB,@SF,W 34-17,0/0,0.0,0.0,0.0,6.1,26.3,0.2,0.7,5.2,0.0,,,,,,,,,,0.0,,,4.3
Derrick Henry,WA (Wed),,TEN,RB,Ind,L 26-34,0/0,0.0,0.0,0.0,5.7,25.6,0.2,0.6,5.1,0.0,,,,,,,,,,0.0,,,4.1
Charcandrick West,WA (Wed),,KAN,RB,NO,W 27-21,0/0,0.0,0.0,0.0,4.3,18.8,0.2,0.7,6.1,0.0,,,,,,,,,,0.0,,,3.9
Travaris Cadet,WA (Wed),,NOR,RB,@KC,L 21-27,0/0,0.0,0.0,0.0,1.3,5.4,0.0,2.8,22.0,0.1,,,,,,,,,,0.0,,,3.6
Kenneth Dixon,WA (Wed),,BAL,RB,@NYJ,L 16-24,0/0,0.0,0.0,0.0,4.5,15.7,0.1,1.2,11.8,0.0,,,,,,,,,,0.0,,,3.6
Ka'Deem Carey,WA (Wed),,CHI,RB,@GB,L 10-26,0/0,0.0,0.0,0.0,4.7,18.1,0.1,1.1,9.5,0.0,,,,,,,,,,0.0,,,3.5
Kyle Juszczyk,WA (Wed),,BAL,RB,@NYJ,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,26.3,0.1,,,,,,,,,,0.0,,,3.3
Robert Turbin,WA (Wed),,IND,RB,@Ten,W 34-26,0/0,0.0,0.0,0.0,2.4,9.4,0.1,1.9,16.1,0.1,,,,,,,,,,0.0,,,3.3
Paul Perkins,WA (Wed),,NYG,RB,@LA,W 17-10,0/0,0.0,0.0,0.0,3.9,16.0,0.1,1.1,8.4,0.0,,,,,,,,,,0.0,,,3.1
Andre Ellington,WA (Wed),,ARI,RB,Sea,T 6-6,0/0,0.0,0.0,0.0,3.8,13.7,0.1,1.1,7.3,0.0,,,,,,,,,,0.0,,,2.8
Knile Davis,GARI,,GNB,RB,Chi,W 26-10,0/0,0.0,0.0,0.0,5.1,18.5,0.1,0.2,1.8,0.0,,,,,,,,,,0.0,,,2.8
Dexter McCluster,WA (Wed),,SDG,RB,@Atl,W 33-30,0/0,0.0,0.0,0.0,0.9,3.6,0.0,2.0,16.2,0.1,,,,,,,,,,0.0,,,2.7
Josh Ferguson,WA (Wed),,IND,RB,@Ten,W 34-26,0/0,0.0,0.0,0.0,1.2,3.9,0.0,2.2,16.7,0.1,,,,,,,,,,0.0,,,2.6
C.J. Spiller,WA (Wed),,SEA,RB,@Ari,T 6-6,0/0,0.0,0.0,0.0,1.2,5.3,0.0,1.9,13.7,0.1,,,,,,,,,,0.0,,,2.4
Tim Hightower,WA (Wed),,NOR,RB,@KC,L 21-27,0/0,0.0,0.0,0.0,3.3,13.8,0.1,0.3,2.2,0.0,,,,,,,,,,0.0,,,2.4
DuJuan Harris,WA (Wed),,SFO,RB,TB,L 17-34,0/0,0.0,0.0,0.0,3.2,12.1,0.1,0.3,2.9,0.0,,,,,,,,,,0.0,,,2.3
Robert Kelley,WA (Wed),,WAS,RB,@Det,L 17-20,0/0,0.0,0.0,0.0,3.1,12.6,0.1,0.3,2.3,0.0,,,,,,,,,,0.0,,,2.3
Damien Williams,WA (Wed),,MIA,RB,Buf,W 28-25,0/0,0.0,0.0,0.0,1.6,6.2,0.0,1.2,10.7,0.0,,,,,,,,,,0.0,,,2.2
Wendell Smallwood,WA (Wed),,PHI,RB,Min,W 21-10,0/0,0.0,0.0,0.0,3.2,12.4,0.1,0.5,3.3,0.0,,,,,,,,,,0.0,,,2.2
Fitzgerald Toussaint,WA (Wed),,PIT,RB,NE,L 16-27,0/0,0.0,0.0,0.0,3.5,12.7,0.1,0.5,3.7,0.0,,,,,,,,,,0.0,,,2.2
Alfred Blue,FA,,HOU,RB,@Den,Mon 8:30,0/0,0.0,0.0,0.0,4.1,14.6,0.0,0.2,1.4,0.0,,,,,,,,,,0.0,,,1.9
Reggie Bush,WA (Wed),,BUF,RB,@Mia,L 25-28,0/0,0.0,0.0,0.0,2.1,9.6,0.1,0.6,4.7,0.0,,,,,,,,,,0.0,,,1.9
Benjamin Cunningham,WA (Wed),,LAR,RB,NYG,L 10-17,0/0,0.0,0.0,0.0,1.5,5.6,0.0,1.0,7.5,0.0,,,,,,,,,,0.0,,,1.6
John Kuhn,WA (Wed),,NOR,RB,@KC,L 21-27,0/0,0.0,0.0,0.0,1.1,4.0,0.1,0.6,4.2,0.0,,,,,,,,,,0.0,,,1.5
Jamize Olawale,WA (Wed),,OAK,RB,@Jax,W 33-16,0/0,0.0,0.0,0.0,1.4,5.6,0.1,0.5,3.6,0.0,,,,,,,,,,0.0,,,1.5
Antone Smith,WA (Wed),,TAM,RB,@SF,W 34-17,0/0,0.0,0.0,0.0,2.1,10.6,0.1,0.0,0.0,0.0,,,,,,,,,,0.0,,,1.4
C.J. Prosise,WA (Wed),,SEA,RB,@Ari,T 6-6,0/0,0.0,0.0,0.0,1.2,5.0,0.0,0.7,5.8,0.0,,,,,,,,,,0.0,,,1.4
Tyler Ervin,FA,,HOU,RB,@Den,Mon 8:30,0/0,0.0,0.0,0.0,0.8,2.9,0.0,1.0,6.5,0.0,,,,,,,,,,0.0,,,1.3
Alex Collins,WA (Wed),,SEA,RB,@Ari,T 6-6,0/0,0.0,0.0,0.0,2.0,7.0,0.1,0.2,1.6,0.0,,,,,,,,,,0.0,,,1.3
Aaron Ripkowski,WA (Wed),,GNB,RB,Chi,W 26-10,0/0,0.0,0.0,0.0,1.1,3.6,0.0,0.5,3.6,0.0,,,,,,,,,,0.0,,,1.2
Javorius Allen,WA (Wed),,BAL,RB,@NYJ,L 16-24,0/0,0.0,0.0,0.0,1.2,4.0,0.0,0.6,5.1,0.0,,,,,,,,,,0.0,,,1.2
Patrick DiMarco,WA (Wed),,ATL,RB,SD,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,6.7,0.1,,,,,,,,,,0.0,,,1.1
Kenneth Farrow,WA (Wed),,SDG,RB,@Atl,W 33-30,0/0,0.0,0.0,0.0,1.5,5.9,0.1,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.9
Jerome Felton,WA (Wed),,BUF,RB,@Mia,L 25-28,0/0,0.0,0.0,0.0,0.6,2.1,0.0,0.4,3.0,0.0,,,,,,,,,,0.0,,,0.9
Kenjon Barner,WA (Wed),,PHI,RB,Min,W 21-10,0/0,0.0,0.0,0.0,1.6,6.3,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.9
Derek Watt,WA (Wed),,SDG,RB,@Atl,W 33-30,0/0,0.0,0.0,0.0,0.2,0.7,0.0,0.6,4.5,0.0,,,,,,,,,,0.0,,,0.8
Malcolm Johnson,WA (Wed),,CLE,RB,@Cin,L 17-31,0/0,0.0,0.0,0.0,0.1,0.4,0.0,0.7,5.6,0.0,,,,,,,,,,0.0,,,0.8
Stepfan Taylor,WA (Wed),,ARI,RB,Sea,T 6-6,0/0,0.0,0.0,0.0,1.7,5.3,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.8
Andy Janovich,FA,,DEN,RB,Hou,Mon 8:30,0/0,0.0,0.0,0.0,0.6,1.9,0.0,0.4,2.7,0.0,,,,,,,,,,0.0,,,0.7
Anthony Sherman,WA (Wed),,KAN,RB,NO,W 27-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.0,0.0,,,,,,,,,,0.0,,,0.5
Zach Line,WA (Wed),,MIN,RB,@Phi,L 10-21,0/0,0.0,0.0,0.0,0.5,1.8,0.0,0.2,1.8,0.0,,,,,,,,,,0.0,,,0.5
D.J. Foster,WA (Wed),,NWE,RB,@Pit,W 27-16,0/0,0.0,0.0,0.0,0.7,2.8,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.4
Jay Prosch,FA,,HOU,RB,@Den,Mon 8:30,0/0,0.0,0.0,0.0,0.5,1.6,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.2
Rex Burkhead,WA (Wed),,CIN,RB,Cle,W 31-17,0/0,0.0,0.0,0.0,0.3,1.2,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.2
Malcolm Brown,WA (Wed),,LAR,RB,NYG,L 10-17,0/0,0.0,0.0,0.0,0.2,0.9,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.1
Jordan Todman,WA (Wed),,IND,RB,@Ten,W 34-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
George Atkinson III,WA (Wed),,CLE,RB,@Cin,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Taiwan Jones,WA (Wed),,OAK,RB,@Jax,W 33-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Antonio Andrews,WA (Wed),,TEN,RB,Ind,L 26-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kenyan Drake,WA (Wed),,MIA,RB,Buf,W 28-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Rod Smith,FA,,DAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Steven Jackson,WA (Wed),,NWE,RB,@Pit,W 27-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
DeAngelo Williams,GARI,,PIT,RB,NE,L 16-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Fred Jackson,WA (Wed),,SEA,RB,@Ari,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Adrian Peterson,WA (Wed),,MIN,RB,@Phi,L 10-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marshawn Lynch,WA (Wed),,SEA,RB,@Ari,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ahmad Bradshaw,WA (Wed),,IND,RB,@Ten,W 34-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Pierre Thomas,WA (Wed),,WAS,RB,@Det,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darren McFadden,FA,,DAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Jonathan Stewart,LOS,,CAR,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Chris Johnson,WA (Wed),,ARI,RB,Sea,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ray Rice,FA,,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Mike Tolbert,FA,,CAR,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Marcel Reece,WA (Wed),,OAK,RB,@Jax,W 33-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Danny Woodhead,WA (Wed),,SDG,RB,@Atl,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Donald Brown,WA (Wed),,NWE,RB,@Pit,W 27-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jorvorskie Lane,WA (Wed),,TAM,RB,@SF,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Knowshon Moreno,FA,,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Cedric Peerman,WA (Wed),,CIN,RB,Cle,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marcus Thigpen,WA (Wed),,BUF,RB,@Mia,L 25-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darrel Young,WA (Wed),,CHI,RB,@GB,L 10-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ben Tate,WA (Wed),,PIT,RB,NE,L 16-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Toby Gerhart,WA (Wed),,JAC,RB,Oak,L 16-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Boobie Dixon,WA (Wed),,BUF,RB,@Mia,L 25-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
James Starks,WA (Wed),,GNB,RB,Chi,W 26-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joique Bell,WA (Wed),,CHI,RB,@GB,L 10-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
James Develin,WA (Wed),,NWE,RB,@Pit,W 27-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tyler Clutts,FA,,DAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Shane Vereen,WA (Wed),,NYG,RB,@LA,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Stevan Ridley,WA (Wed),,IND,RB,@Ten,W 34-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ryan Williams,FA,,DAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Daniel Thomas,WA (Wed),,MIA,RB,Buf,W 28-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kendall Hunter,WA (Wed),,NOR,RB,@KC,L 21-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Roy Helu Jr.,WA (Wed),,OAK,RB,@Jax,W 33-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dion Lewis,WA (Wed),,NWE,RB,@Pit,W 27-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Chase Reynolds,WA (Wed),,LAR,RB,NYG,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Will Johnson,WA (Wed),,NYG,RB,@LA,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Trent Richardson,WA (Wed),,BAL,RB,@NYJ,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Doug Martin,NOG,,TAM,RB,@SF,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Isaiah Pead,WA (Wed),,MIA,RB,Buf,W 28-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Chris Polk,FA,,HOU,RB,@Den,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
LaMike James,WA (Wed),,MIA,RB,Buf,W 28-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bernard Pierce,WA (Wed),,NYJ,RB,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ronnie Hillman,WA (Wed),,MIN,RB,@Phi,L 10-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Cyrus Gray,WA (Wed),,ATL,RB,SD,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Vick Ballard,WA (Wed),,NOR,RB,@KC,L 21-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Alfred Morris,SCOT,,DAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Daniel Herron,WA (Wed),,BUF,RB,@Mia,L 25-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bryce Brown,WA (Wed),,SEA,RB,@Ari,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Daryl Richardson,WA (Wed),,PIT,RB,NE,L 16-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Cory Harkey,WA (Wed),,LAR,RB,NYG,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joe Banyard,WA (Wed),,JAC,RB,Oak,L 16-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Derrick Coleman,WA (Wed),,SEA,RB,@Ari,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jonas Gray,WA (Wed),,JAC,RB,Oak,L 16-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Lance Dunbar,FA,,DAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Brandon Bolden,WA (Wed),,NWE,RB,@Pit,W 27-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jonathan Grimes,FA,,HOU,RB,@Den,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Fozzy Whittaker,FA,,CAR,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Montee Ball,FA,,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Eddie Lacy,WA (Wed),,GNB,RB,Chi,W 26-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Denard Robinson,WA (Wed),,JAC,RB,Oak,L 16-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Mike James,WA (Wed),,TAM,RB,@SF,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tommy Bohanon,WA (Wed),,NYJ,RB,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Theo Riddick,NOG,,DET,RB,Wsh,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Zac Stacy,WA (Wed),,NYJ,RB,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joseph Randle,FA,,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Kerwynn Williams,WA (Wed),,ARI,RB,Sea,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kendall Gaskins,WA (Wed),,SFO,RB,TB,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Steven Miller,WA (Wed),,DET,RB,Wsh,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
George Winn,WA (Wed),,DET,RB,Wsh,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Khiry Robinson,WA (Wed),,NYJ,RB,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Charles Sims,WA (Wed),,TAM,RB,@SF,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dri Archer,WA (Wed),,BUF,RB,@Mia,L 25-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Carlos Hyde,SLIV,,SFO,RB,TB,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tre Mason,WA (Wed),,LAR,RB,NYG,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bishop Sankey,WA (Wed),,TEN,RB,Ind,L 26-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tyler Gaffney,WA (Wed),,NWE,RB,@Pit,W 27-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Storm Johnson,WA (Wed),,TAM,RB,@SF,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Lache Seastrunk,WA (Wed),,NYJ,RB,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Andre Williams,WA (Wed),,SDG,RB,@Atl,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Lorenzo Taliaferro,WA (Wed),,BAL,RB,@NYJ,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
