Player,OwnCode,Action,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,FFPts
Colin Kaepernick,WA (Wed),,SFO,QB,Ari,L 21-33,0.1/0.2,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,,,,,0.0
Kellen Clemens,WA (Wed),,SDG,QB,@Oak,L 31-34,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Zac Dysert,WA (Wed),,ARI,QB,@SF,W 33-21,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Mallett,WA (Wed),,BAL,QB,Wsh,L 10-16,0.1/0.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Geno Smith,WA (Wed),,NYJ,QB,@Pit,L 13-31,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
EJ Manuel,WA (Wed),,BUF,QB,@LA,W 30-19,0.1/0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Mike Glennon,FA,,TAM,QB,@Car,Mon 8:30,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
AJ McCarron,WA (Wed),,CIN,QB,@Dal,L 14-28,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Nassib,WA (Wed),,NYG,QB,@GB,L 16-23,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Moore,WA (Wed),,MIA,QB,Ten,L 17-30,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Schaub,WA (Wed),,ATL,QB,@Den,W 23-16,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dan Orlovsky,WA (Wed),,DET,QB,Phi,W 24-23,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Barkley,WA (Wed),,CHI,QB,@Ind,L 23-29,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Cassel,WA (Wed),,TEN,QB,@Mia,W 30-17,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Colt McCoy,WA (Wed),,WAS,QB,@Bal,W 16-10,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Mark Sanchez,WA (Wed),,DAL,QB,Cin,W 28-14,0.1/0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tom Savage,WA (Wed),,HOU,QB,@Min,L 13-31,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Charlie Whitehurst,WA (Wed),,CLE,QB,NE,L 13-33,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Shaun Hill,WA (Wed),,MIN,QB,Hou,W 31-13,0.1/0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jared Goff,WA (Wed),,LAR,QB,Buf,L 19-30,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Mike Vick,WA (Wed),,PIT,QB,NYJ,W 31-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Drew Brees,APE,,NOR,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Josh McCown,WA (Wed),,CLE,QB,NE,L 13-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Carson Palmer,GARI,,ARI,QB,@SF,W 33-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tony Romo,WA (Wed),,DAL,QB,Cin,W 28-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Luke McCown,FA,,NOR,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Alex Smith,FA,,KAN,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Jay Cutler,WA (Wed),,CHI,QB,@Ind,L 23-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tarvaris Jackson,FA,,SEA,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Bruce Gradkowski,WA (Wed),,PIT,QB,NYJ,W 31-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Chad Henne,FA,,JAC,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Josh Javon Johnson,WA (Wed),,NYG,QB,@GB,L 16-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Flynn,FA,,NOR,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Josh Freeman,WA (Wed),,IND,QB,Chi,W 29-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jimmy Clausen,WA (Wed),,BAL,QB,Wsh,L 10-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tim Tebow,FA,,FA,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Dan LeFevour,FA,,TAM,QB,@Car,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Thaddeus Lewis,WA (Wed),,SFO,QB,Ari,L 21-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Christian Ponder,WA (Wed),,SFO,QB,Ari,L 21-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Cam Newton,BKN,,CAR,QB,TB,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
T.J. Yates,WA (Wed),,HOU,QB,@Min,L 13-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jerrod Johnson,WA (Wed),,DAL,QB,Cin,W 28-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Robert Griffin III,WA (Wed),,CLE,QB,NE,L 13-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Nick Foles,FA,,KAN,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Brandon Weeden,WA (Wed),,HOU,QB,@Min,L 13-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Russell Wilson,FUNK,,SEA,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Kellen Moore,WA (Wed),,DAL,QB,Cin,W 28-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Lindley,WA (Wed),,IND,QB,Chi,W 29-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Simms,WA (Wed),,ATL,QB,@Den,W 23-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Alex Tanney,WA (Wed),,TEN,QB,@Mia,W 30-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Sean Renfree,WA (Wed),,ATL,QB,@Den,W 23-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Griffin,FA,,TAM,QB,@Car,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tyler Bray,FA,,KAN,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Blake Bortles,SLIV,,JAC,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Teddy Bridgewater,WA (Wed),,MIN,QB,Hou,W 31-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Johnny Manziel,WA (Wed),,CLE,QB,NE,L 13-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tajh Boyd,WA (Wed),,PIT,QB,NYJ,W 31-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Logan Thomas,WA (Wed),,NYG,QB,@GB,L 16-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Zach Mettenberger,WA (Wed),,PIT,QB,NYJ,W 31-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
David Fales,WA (Wed),,CHI,QB,@Ind,L 23-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Keith Wenning,WA (Wed),,CIN,QB,@Dal,L 14-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Aaron Murray,FA,,KAN,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Matt Blanchard,WA (Wed),,CHI,QB,@Ind,L 23-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dustin Vaughan,WA (Wed),,PIT,QB,NYJ,W 31-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Connor Shaw,WA (Wed),,CHI,QB,@Ind,L 23-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Bryce Petty,WA (Wed),,NYJ,QB,@Pit,L 13-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Trevor Siemian,WA (Wed),,DEN,QB,Atl,L 16-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dylan Thompson,WA (Wed),,LAR,QB,Buf,L 19-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Sean Mannion,WA (Wed),,LAR,QB,Buf,L 19-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Garrett Grayson,FA,,NOR,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Christian Hackenberg,WA (Wed),,NYJ,QB,@Pit,L 13-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jacoby Brissett,WA (Wed),,NWE,QB,@Cle,W 33-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Connor Cook,WA (Wed),,OAK,QB,SD,W 34-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Cardale Jones,WA (Wed),,BUF,QB,@LA,W 30-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kevin Hogan,FA,,KAN,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Nate Sudfeld,WA (Wed),,WAS,QB,@Bal,W 16-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jake Rudock,WA (Wed),,DET,QB,Phi,W 24-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Allen,FA,,JAC,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Jeff Driskel,WA (Wed),,CIN,QB,@Dal,L 14-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Doughty,WA (Wed),,MIA,QB,Ten,L 17-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Trevone Boykin,FA,,SEA,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Taylor Heinicke,WA (Wed),,MIN,QB,Hou,W 31-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Stephen Morris,WA (Wed),,IND,QB,Chi,W 29-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joe Callahan,WA (Wed),,GNB,QB,NYG,W 23-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Le'Veon Bell,SCOT,,PIT,RB,NYJ,W 31-13,0/0,0.0,0.0,0.0,19.6,75.3,0.5,5.0,45.0,0.2,,,,,,16.4
Frank Gore,SCOT,,IND,RB,Chi,W 29-23,0/0,0.0,0.0,0.0,19.9,79.9,0.7,3.0,27.7,0.2,,,,,,15.4
David Johnson,GARI,,ARI,RB,@SF,W 33-21,0/0,0.0,0.0,0.0,20.6,87.0,0.6,2.7,25.7,0.1,,,,,,15.1
C.J. Anderson,SCOT,,DEN,RB,Atl,L 16-23,0/0,0.0,0.0,0.0,19.0,86.7,0.6,2.4,18.6,0.1,,,,,,14.6
DeMarco Murray,SLIV,,TEN,RB,@Mia,W 30-17,0/0,0.0,0.0,0.0,17.9,77.6,0.6,3.5,29.3,0.1,,,,,,14.4
Melvin Gordon,BKN,,SDG,RB,@Oak,L 31-34,0/0,0.0,0.0,0.0,18.1,76.3,0.6,4.1,30.8,0.1,,,,,,14.3
LeGarrette Blount,WA (Wed),,NWE,RB,@Cle,W 33-13,0/0,0.0,0.0,0.0,20.3,93.2,0.8,0.3,2.0,0.0,,,,,,14.2
Ezekiel Elliott,SCOT,,DAL,RB,Cin,W 28-14,0/0,0.0,0.0,0.0,21.4,88.2,0.6,1.8,13.8,0.1,,,,,,14.1
Todd Gurley,BKN,,LAR,RB,Buf,L 19-30,0/0,0.0,0.0,0.0,19.6,78.7,0.6,2.6,20.4,0.1,,,,,,13.8
Jordan Howard,SLIV,,CHI,RB,@Ind,L 23-29,0/0,0.0,0.0,0.0,15.6,69.3,0.5,3.1,24.9,0.1,,,,,,12.9
LeSean McCoy,SLIV,,BUF,RB,@LA,W 30-19,0/0,0.0,0.0,0.0,17.3,73.8,0.4,3.1,21.5,0.1,,,,,,12.4
Matt Forte,FUNK,,NYJ,RB,@Pit,L 13-31,0/0,0.0,0.0,0.0,17.1,69.7,0.4,2.6,22.2,0.1,,,,,,12.0
Lamar Miller,FUNK,,HOU,RB,@Min,L 13-31,0/0,0.0,0.0,0.0,19.6,78.5,0.2,2.9,20.0,0.1,,,,,,11.6
Terrance West,APE,,BAL,RB,Wsh,L 10-16,0/0,0.0,0.0,0.0,16.7,75.9,0.5,1.2,10.0,0.0,,,,,,11.3
Theo Riddick,NOG,,DET,RB,Phi,W 24-23,0/0,0.0,0.0,0.0,11.3,45.7,0.3,4.9,38.6,0.2,,,,,,11.0
Carlos Hyde,SLIV,,SFO,RB,Ari,L 21-33,0/0,0.0,0.0,0.0,16.6,66.7,0.5,1.5,9.9,0.0,,,,,,10.8
Eddie Lacy,GARI,,GNB,RB,NYG,W 23-16,0/0,0.0,0.0,0.0,16.6,65.1,0.4,1.6,11.5,0.1,,,,,,10.3
Jerick McKinnon,GARI,,MIN,RB,Hou,W 31-13,0/0,0.0,0.0,0.0,15.6,72.4,0.3,1.9,12.3,0.0,,,,,,10.2
DeAndre Washington,WA (Wed),,OAK,RB,SD,W 34-31,0/0,0.0,0.0,0.0,11.6,49.9,0.5,2.0,15.8,0.1,,,,,,9.7
Devonta Freeman,SLIV,,ATL,RB,@Den,W 23-16,0/0,0.0,0.0,0.0,12.3,49.2,0.3,3.4,22.5,0.1,,,,,,9.4
Matt Jones,FUNK,,WAS,RB,@Bal,W 16-10,0/0,0.0,0.0,0.0,15.7,58.7,0.4,1.4,12.3,0.0,,,,,,9.4
Jay Ajayi,WA (Wed),,MIA,RB,Ten,L 17-30,0/0,0.0,0.0,0.0,12.8,54.3,0.5,1.1,8.8,0.0,,,,,,9.4
Jeremy Hill,BKN,,CIN,RB,@Dal,L 14-28,0/0,0.0,0.0,0.0,13.8,59.5,0.4,1.1,8.1,0.0,,,,,,9.3
Isaiah Crowell,NOG,,CLE,RB,NE,L 13-33,0/0,0.0,0.0,0.0,14.0,59.7,0.4,1.2,8.9,0.0,,,,,,9.3
Jacquizz Rodgers,FA,,TAM,RB,@Car,Mon 8:30,0/0,0.0,0.0,0.0,11.3,40.8,0.2,3.5,24.1,0.1,,,,,,8.1
Jalen Richard,WA (Wed),,OAK,RB,SD,W 34-31,0/0,0.0,0.0,0.0,9.8,40.3,0.3,1.9,14.4,0.1,,,,,,7.9
Giovani Bernard,APE,,CIN,RB,@Dal,L 14-28,0/0,0.0,0.0,0.0,6.6,29.1,0.2,4.3,35.9,0.1,,,,,,7.9
Darren Sproles,WA (Wed),,PHI,RB,@Det,L 23-24,0/0,0.0,0.0,0.0,5.4,26.0,0.2,3.5,32.6,0.1,,,,,,7.9
Cameron Artis-Payne,FA,,CAR,RB,TB,Mon 8:30,0/0,0.0,0.0,0.0,14.2,49.6,0.5,0.2,1.8,0.0,,,,,,7.8
Ryan Mathews,SCOT,,PHI,RB,@Det,L 23-24,0/0,0.0,0.0,0.0,10.2,49.2,0.4,0.8,6.3,0.0,,,,,,7.7
Orleans Darkwa,WA (Wed),,NYG,RB,@GB,L 16-23,0/0,0.0,0.0,0.0,12.5,44.5,0.3,1.4,12.3,0.0,,,,,,7.4
Duke Johnson Jr.,WA (Wed),,CLE,RB,NE,L 13-33,0/0,0.0,0.0,0.0,6.3,26.2,0.1,4.4,32.4,0.1,,,,,,7.3
James White,WA (Wed),,NWE,RB,@Cle,W 33-13,0/0,0.0,0.0,0.0,5.1,22.2,0.2,3.3,30.9,0.1,,,,,,7.2
Fozzy Whittaker,LOS,,CAR,RB,TB,Mon 8:30,0/0,0.0,0.0,0.0,8.0,28.5,0.2,2.8,22.3,0.1,,,,,,7.1
Bilal Powell,WA (Wed),,NYJ,RB,@Pit,L 13-31,0/0,0.0,0.0,0.0,5.2,22.0,0.1,3.5,28.4,0.1,,,,,,6.2
Bobby Rainey,WA (Wed),,NYG,RB,@GB,L 16-23,0/0,0.0,0.0,0.0,5.5,18.9,0.1,3.7,29.9,0.1,,,,,,6.2
Tevin Coleman,SLIV,,ATL,RB,@Den,W 23-16,0/0,0.0,0.0,0.0,6.6,26.3,0.2,2.3,17.4,0.1,,,,,,5.7
Josh Ferguson,WA (Wed),,IND,RB,Chi,W 29-23,0/0,0.0,0.0,0.0,3.3,10.9,0.1,3.5,28.4,0.2,,,,,,5.3
Zach Zenner,WA (Wed),,DET,RB,Phi,W 24-23,0/0,0.0,0.0,0.0,7.3,31.9,0.2,1.2,8.2,0.0,,,,,,5.2
Matt Asiata,WA (Wed),,MIN,RB,Hou,W 31-13,0/0,0.0,0.0,0.0,6.9,27.3,0.2,1.3,8.1,0.0,,,,,,5.0
Derrick Henry,WA (Wed),,TEN,RB,@Mia,W 30-17,0/0,0.0,0.0,0.0,7.9,32.0,0.2,0.4,3.6,0.0,,,,,,4.8
Ka'Deem Carey,WA (Wed),,CHI,RB,@Ind,L 23-29,0/0,0.0,0.0,0.0,5.7,24.9,0.2,1.1,10.0,0.0,,,,,,4.7
Peyton Barber,FA,,TAM,RB,@Car,Mon 8:30,0/0,0.0,0.0,0.0,7.2,24.3,0.2,1.4,10.1,0.0,,,,,,4.6
Kenneth Dixon,WA (Wed),,BAL,RB,Wsh,L 10-16,0/0,0.0,0.0,0.0,4.5,20.7,0.1,1.6,14.2,0.0,,,,,,4.5
Devontae Booker,WA (Wed),,DEN,RB,Atl,L 16-23,0/0,0.0,0.0,0.0,6.2,27.2,0.2,0.6,4.6,0.0,,,,,,4.3
Chris Thompson,WA (Wed),,WAS,RB,@Bal,W 16-10,0/0,0.0,0.0,0.0,3.7,15.8,0.1,2.2,17.3,0.1,,,,,,4.3
Shaun Draughn,WA (Wed),,SFO,RB,Ari,L 21-33,0/0,0.0,0.0,0.0,5.7,21.2,0.1,1.5,10.4,0.0,,,,,,4.1
