Player,OwnCode,Action,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,TT,Sck,FumF,FumR,Int,IntTD,FumTD,FFPts
Andy Dalton,WA (Wed),,CIN,QB,Buf,L 12-16,20.8/33,260.4,1.4,1.0,3.3,13.5,0.2,0.0,0.0,0.0,,,,,,,,,,1.0,,,16.5
Tyrod Taylor,BKN,,BUF,QB,@Cin,W 16-12,19.1/30.7,210.4,1.2,1.2,6.0,35.2,0.3,0.0,0.0,0.0,,,,,,,,,,1.2,,,16.2
Russell Wilson,FUNK,,SEA,QB,Phi,W 26-15,20.5/33.4,245.1,1.4,1.0,4.4,22.6,0.2,0.0,0.0,0.0,,,,,,,,,,1.0,,,16.1
Kirk Cousins,LOS,,WAS,QB,GB,W 42-24,23.6/36.1,266.5,1.8,1.1,1.6,3.3,0.1,0.0,0.0,0.0,,,,,,,,,,1.1,,,15.9
Eli Manning,BLRT,,NYG,QB,Chi,W 22-16,23.9/36.2,288.6,1.7,1.1,1.3,1.5,0.0,0.0,0.0,0.0,,,,,,,,,,1.1,,,15.9
Alex Smith,WA (Wed),,KAN,QB,TB,L 17-19,21.1/32.2,235.4,1.4,0.8,3.3,19.9,0.1,0.0,0.0,0.0,,,,,,,,,,0.8,,,15.7
Dak Prescott,SCOT,,DAL,QB,Bal,W 27-17,19.9/29.8,236.4,1.4,1.0,3.5,12.3,0.2,0.0,0.0,0.0,,,,,,,,,,1.0,,,15.5
Colin Kaepernick,BLRT,,SFO,QB,NE,L 17-30,17.8/31.6,203.0,1.1,0.7,7.1,38.8,0.2,0.0,0.0,0.0,,,,,,,,,,0.7,,,15.4
Joe Flacco,WA (Wed),,BAL,QB,@Dal,L 17-27,30.4/44.7,335.8,1.1,1.3,1.9,2.5,0.1,0.0,0.0,0.0,,,,,,,,,,1.3,,,15.4
Jameis Winston,GARI,,TAM,QB,@KC,W 19-17,23/40.1,259.1,1.5,1.4,3.2,13.8,0.1,0.0,0.0,0.0,,,,,,,,,,1.4,,,14.6
Cody Kessler,WA (Wed),,CLE,QB,Pit,L 9-24,22.3/36.2,257.3,1.3,0.8,1.9,5.1,0.1,0.0,0.0,0.0,,,,,,,,,,0.8,,,14.4
Brock Osweiler,WA (Wed),,HOU,QB,@Oak,L 20-27,21.3/36.7,254.3,1.5,1.3,2.3,5.7,0.0,0.0,0.0,0.0,,,,,,,,,,1.3,,,13.9
Carson Palmer,WA (Wed),,ARI,QB,@Min,L 24-30,24.3/39.4,288.4,1.4,1.6,1.1,2.3,0.0,0.0,0.0,0.0,,,,,,,,,,1.6,,,13.6
Carson Wentz,WA (Wed),,PHI,QB,@Sea,L 15-26,23.3/35.6,253.9,1.1,1.2,2.9,8.6,0.1,0.0,0.0,0.0,,,,,,,,,,1.2,,,12.4
Ryan Tannehill,WA (Wed),,MIA,QB,@LA,W 14-10,20.6/32.2,218.3,1.0,1.0,2.7,10.7,0.1,0.0,0.0,0.0,,,,,,,,,,1.0,,,11.9
Jay Cutler,WA (Wed),,CHI,QB,@NYG,L 16-22,23.4/37.7,261.4,1.1,1.5,2.1,7.5,0.0,0.0,0.0,0.0,,,,,,,,,,1.5,,,11.7
Sam Bradford,WA (Wed),,MIN,QB,Ari,W 30-24,23.2/34.7,232.9,1.0,0.9,1.6,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.9,,,11.6
Jared Goff,WA (Wed),,LAR,QB,Mia,L 10-14,18.1/32.1,202.1,1.1,1.4,2.2,8.3,0.1,0.0,0.0,0.0,,,,,,,,,,1.4,,,10.6
Matt Cassel,WA (Wed),,TEN,QB,@Ind,L 17-24,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dan Orlovsky,WA (Wed),,DET,QB,Jax,W 26-19,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Landry Jones,WA (Wed),,PIT,QB,@Cle,W 24-9,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Scott Tolzien,WA (Wed),,IND,QB,Ten,W 24-17,0.1/0.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jimmy Garoppolo,WA (Wed),,NWE,QB,@SF,W 30-17,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brett Hundley,WA (Wed),,GNB,QB,@Wsh,L 24-42,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Derek Anderson,WA (Wed),,CAR,QB,NO,W 23-20,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Matt McGloin,WA (Wed),,OAK,QB,Hou,W 27-20,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Luke McCown,WA (Wed),,NOR,QB,@Car,L 20-23,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ryan Nassib,WA (Wed),,NYG,QB,Chi,W 22-16,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Chad Henne,WA (Wed),,JAC,QB,@Det,L 19-26,0.1/0.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tom Savage,WA (Wed),,HOU,QB,@Oak,L 20-27,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Blaine Gabbert,WA (Wed),,SFO,QB,NE,L 17-30,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
AJ McCarron,WA (Wed),,CIN,QB,Buf,L 12-16,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Case Keenum,WA (Wed),,LAR,QB,Mia,L 10-14,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Colt McCoy,WA (Wed),,WAS,QB,GB,W 42-24,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Josh McCown,WA (Wed),,CLE,QB,Pit,L 9-24,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
EJ Manuel,WA (Wed),,BUF,QB,@Cin,W 16-12,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Nick Foles,WA (Wed),,KAN,QB,TB,L 17-19,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Mike Glennon,WA (Wed),,TAM,QB,@KC,W 19-17,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Trevone Boykin,WA (Wed),,SEA,QB,Phi,W 26-15,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tony Romo,WA (Wed),,DAL,QB,Bal,W 27-17,0.1/0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Drew Stanton,WA (Wed),,ARI,QB,@Min,L 24-30,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Matt Moore,WA (Wed),,MIA,QB,@LA,W 14-10,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ryan Mallett,WA (Wed),,BAL,QB,@Dal,L 17-27,0.1/0.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Chase Daniel,WA (Wed),,PHI,QB,@Sea,L 15-26,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Matt Barkley,WA (Wed),,CHI,QB,@NYG,L 16-22,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Shaun Hill,WA (Wed),,MIN,QB,Ari,W 30-24,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Mike Vick,WA (Wed),,PIT,QB,@Cle,W 24-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Philip Rivers,FUNK,,SDG,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Matt Schaub,WA (Wed),,ATL,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Ryan Fitzpatrick,WA (Wed),,NYJ,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Kellen Clemens,WA (Wed),,SDG,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Tarvaris Jackson,WA (Wed),,SEA,QB,Phi,W 26-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Charlie Whitehurst,WA (Wed),,CLE,QB,Pit,L 9-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bruce Gradkowski,WA (Wed),,PIT,QB,@Cle,W 24-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Matt Ryan,NOG,,ATL,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Josh Javon Johnson,WA (Wed),,NYG,QB,Chi,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Matt Flynn,WA (Wed),,NOR,QB,@Car,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Josh Freeman,WA (Wed),,IND,QB,Ten,W 24-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brian Hoyer,WA (Wed),,CHI,QB,@NYG,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Mark Sanchez,WA (Wed),,DAL,QB,Bal,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jimmy Clausen,WA (Wed),,BAL,QB,@Dal,L 17-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tim Tebow,WA (Wed),,FA,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Dan LeFevour,WA (Wed),,TAM,QB,@KC,W 19-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joe Webb,WA (Wed),,CAR,QB,NO,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Thaddeus Lewis,WA (Wed),,SFO,QB,NE,L 17-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Christian Ponder,WA (Wed),,SFO,QB,NE,L 17-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
T.J. Yates,WA (Wed),,HOU,QB,@Oak,L 20-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jerrod Johnson,WA (Wed),,DAL,QB,Bal,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Robert Griffin III,WA (Wed),,CLE,QB,Pit,L 9-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brandon Weeden,WA (Wed),,HOU,QB,@Oak,L 20-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kellen Moore,WA (Wed),,DAL,QB,Bal,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ryan Lindley,WA (Wed),,IND,QB,Ten,W 24-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Austin Davis,WA (Wed),,DEN,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Matt Simms,WA (Wed),,ATL,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Alex Tanney,WA (Wed),,TEN,QB,@Ind,L 17-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Geno Smith,WA (Wed),,NYJ,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Sean Renfree,WA (Wed),,ATL,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Zac Dysert,WA (Wed),,ARI,QB,@Min,L 24-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ryan Griffin,WA (Wed),,TAM,QB,@KC,W 19-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tyler Bray,WA (Wed),,KAN,QB,TB,L 17-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Teddy Bridgewater,WA (Wed),,MIN,QB,Ari,W 30-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Johnny Manziel,WA (Wed),,CLE,QB,Pit,L 9-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tajh Boyd,WA (Wed),,PIT,QB,@Cle,W 24-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Logan Thomas,WA (Wed),,NYG,QB,Chi,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Zach Mettenberger,WA (Wed),,PIT,QB,@Cle,W 24-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
David Fales,WA (Wed),,CHI,QB,@NYG,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Keith Wenning,WA (Wed),,CIN,QB,Buf,L 12-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Aaron Murray,WA (Wed),,KAN,QB,TB,L 17-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Matt Blanchard,WA (Wed),,CHI,QB,@NYG,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dustin Vaughan,WA (Wed),,PIT,QB,@Cle,W 24-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Connor Shaw,WA (Wed),,CHI,QB,@NYG,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bryce Petty,WA (Wed),,NYJ,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Trevor Siemian,WA (Wed),,DEN,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Dylan Thompson,WA (Wed),,LAR,QB,Mia,L 10-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Sean Mannion,WA (Wed),,LAR,QB,Mia,L 10-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Garrett Grayson,WA (Wed),,NOR,QB,@Car,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Paxton Lynch,WA (Wed),,DEN,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Christian Hackenberg,WA (Wed),,NYJ,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Jacoby Brissett,WA (Wed),,NWE,QB,@SF,W 30-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Connor Cook,WA (Wed),,OAK,QB,Hou,W 27-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Cardale Jones,WA (Wed),,BUF,QB,@Cin,W 16-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kevin Hogan,WA (Wed),,CLE,QB,Pit,L 9-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Nate Sudfeld,WA (Wed),,WAS,QB,GB,W 42-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jake Rudock,WA (Wed),,DET,QB,Jax,W 26-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brandon Allen,WA (Wed),,JAC,QB,@Det,L 19-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jeff Driskel,WA (Wed),,CIN,QB,Buf,L 12-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brandon Doughty,WA (Wed),,MIA,QB,@LA,W 14-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Taylor Heinicke,WA (Wed),,MIN,QB,Ari,W 30-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Stephen Morris,WA (Wed),,IND,QB,Ten,W 24-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joe Callahan,WA (Wed),,CLE,QB,Pit,L 9-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Le'Veon Bell,SCOT,,PIT,RB,@Cle,W 24-9,0/0,0.0,0.0,0.0,23.3,100.1,0.7,6.1,56.2,0.3,,,,,,,,,,0.0,,,21.4
LeGarrette Blount,WA (Wed),,NWE,RB,@SF,W 30-17,0/0,0.0,0.0,0.0,21.2,106.0,1.0,0.2,1.9,0.0,,,,,,,,,,0.0,,,16.9
Spencer Ware,GARI,,KAN,RB,TB,L 17-19,0/0,0.0,0.0,0.0,19.2,94.6,0.8,2.3,22.8,0.1,,,,,,,,,,0.0,,,16.7
DeMarco Murray,BLRT,,TEN,RB,@Ind,L 17-24,0/0,0.0,0.0,0.0,18.8,88.3,0.7,3.1,23.6,0.2,,,,,,,,,,0.0,,,16.4
LeSean McCoy,BLRT,,BUF,RB,@Cin,W 16-12,0/0,0.0,0.0,0.0,16.9,83.5,0.8,3.3,24.1,0.1,,,,,,,,,,0.0,,,15.9
David Johnson,GARI,,ARI,RB,@Min,L 24-30,0/0,0.0,0.0,0.0,18.8,80.4,0.5,4.1,39.0,0.2,,,,,,,,,,0.0,,,15.9
Ezekiel Elliott,SCOT,,DAL,RB,Bal,W 27-17,0/0,0.0,0.0,0.0,21.7,89.8,0.7,2.2,19.0,0.1,,,,,,,,,,0.0,,,15.3
Jay Ajayi,DAN,,MIA,RB,@LA,W 14-10,0/0,0.0,0.0,0.0,19.6,90.3,0.6,1.8,13.0,0.0,,,,,,,,,,0.0,,,13.7
Todd Gurley,BKN,,LAR,RB,Mia,L 10-14,0/0,0.0,0.0,0.0,19.1,82.6,0.5,2.6,20.0,0.1,,,,,,,,,,0.0,,,13.6
Theo Riddick,NOG,,DET,RB,Jax,W 26-19,0/0,0.0,0.0,0.0,13.6,51.7,0.4,4.5,35.9,0.3,,,,,,,,,,0.0,,,13.1
Isaiah Crowell,NOG,,CLE,RB,Pit,L 9-24,0/0,0.0,0.0,0.0,14.2,62.0,0.6,2.4,19.2,0.1,,,,,,,,,,0.0,,,12.1
Frank Gore,SCOT,,IND,RB,Ten,W 24-17,0/0,0.0,0.0,0.0,16.5,69.7,0.4,2.3,20.8,0.1,,,,,,,,,,0.0,,,12.1
Jonathan Stewart,LOS,,CAR,RB,NO,W 23-20,0/0,0.0,0.0,0.0,17.8,75.1,0.6,0.4,3.7,0.0,,,,,,,,,,0.0,,,11.5
Mark Ingram,BKN,,NOR,RB,@Car,L 20-23,0/0,0.0,0.0,0.0,12.0,49.8,0.4,3.7,27.0,0.2,,,,,,,,,,0.0,,,10.9
Carlos Hyde,BLRT,,SFO,RB,NE,L 17-30,0/0,0.0,0.0,0.0,15.5,58.5,0.6,1.6,11.9,0.1,,,,,,,,,,0.0,,,10.9
Jeremy Hill,BKN,,CIN,RB,Buf,L 12-16,0/0,0.0,0.0,0.0,14.6,65.2,0.6,0.7,5.4,0.0,,,,,,,,,,0.0,,,10.7
Jordan Howard,DAN,,CHI,RB,@NYG,L 16-22,0/0,0.0,0.0,0.0,15.9,71.4,0.3,1.9,15.8,0.0,,,,,,,,,,0.0,,,10.7
Robert Kelley,DAN,,WAS,RB,GB,W 42-24,0/0,0.0,0.0,0.0,16.1,68.5,0.5,0.8,5.5,0.0,,,,,,,,,,0.0,,,10.6
Lamar Miller,FUNK,,HOU,RB,@Oak,L 20-27,0/0,0.0,0.0,0.0,15.3,67.5,0.3,1.9,14.7,0.1,,,,,,,,,,0.0,,,10.5
C.J. Prosise,DAN,,SEA,RB,Phi,W 26-15,0/0,0.0,0.0,0.0,10.6,44.6,0.4,3.0,26.5,0.1,,,,,,,,,,0.0,,,10.0
Doug Martin,NOG,,TAM,RB,@KC,W 19-17,0/0,0.0,0.0,0.0,14.8,66.0,0.2,2.2,16.8,0.1,,,,,,,,,,0.0,,,9.7
Latavius Murray,GARI,,OAK,RB,Hou,W 27-20,0/0,0.0,0.0,0.0,13.0,54.2,0.4,2.2,15.4,0.1,,,,,,,,,,0.0,,,9.7
Giovani Bernard,DAN,,CIN,RB,Buf,L 12-16,0/0,0.0,0.0,0.0,9.1,39.9,0.3,3.2,29.7,0.1,,,,,,,,,,0.0,,,9.2
Rashad Jennings,BKN,,NYG,RB,Chi,W 22-16,0/0,0.0,0.0,0.0,12.3,47.8,0.3,2.4,19.3,0.1,,,,,,,,,,0.0,,,9.0
Tim Hightower,SCOT,,NOR,RB,@Car,L 20-23,0/0,0.0,0.0,0.0,9.3,35.1,0.4,2.6,18.9,0.1,,,,,,,,,,0.0,,,8.3
Paul Perkins,LOS,,NYG,RB,Chi,W 22-16,0/0,0.0,0.0,0.0,10.4,39.8,0.3,2.3,20.8,0.1,,,,,,,,,,0.0,,,8.1
Duke Johnson Jr.,LOS,,CLE,RB,Pit,L 9-24,0/0,0.0,0.0,0.0,6.3,26.8,0.2,4.2,34.2,0.1,,,,,,,,,,0.0,,,8.1
Darren Sproles,LOS,,PHI,RB,@Sea,L 15-26,0/0,0.0,0.0,0.0,6.9,28.1,0.2,3.8,32.1,0.1,,,,,,,,,,0.0,,,7.7
