Player,OwnCode,Action,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,FFPts
Tom Brady,WA (Wed),,NWE,QB,Hou,W 27-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Mike Vick,FA,,PIT,QB,@Phi,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Josh McCown,WA (Wed),,CLE,QB,@Mia,0-7 10:16 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tony Romo,FA,,DAL,QB,Chi,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jay Cutler,FA,,CHI,QB,@Dal,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tarvaris Jackson,FA,,SEA,QB,SF,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Bruce Gradkowski,FA,,PIT,QB,@Phi,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Josh Javon Johnson,WA (Wed),,NYG,QB,Wsh,7-0 11:43 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Flynn,FA,,NOR,QB,Atl,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Josh Freeman,FA,,IND,QB,SD,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jimmy Clausen,WA (Wed),,BAL,QB,@Jax,0-0 10:01 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tim Tebow,FA,,FA,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Dan LeFevour,FA,,TAM,QB,LA,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joe Webb,WA (Wed),,CAR,QB,Min,3-0 9:11 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Thaddeus Lewis,FA,,SFO,QB,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Christian Ponder,FA,,SFO,QB,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
T.J. Yates,WA (Wed),,HOU,QB,@NE,L 0-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jerrod Johnson,FA,,DAL,QB,Chi,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Robert Griffin III,WA (Wed),,CLE,QB,@Mia,0-7 10:16 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Weeden,WA (Wed),,HOU,QB,@NE,L 0-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kellen Moore,FA,,DAL,QB,Chi,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Lindley,FA,,IND,QB,SD,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Austin Davis,WA (Wed),,DEN,QB,@Cin,0-7 10:00 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Simms,FA,,ATL,QB,@NO,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Alex Tanney,WA (Wed),,TEN,QB,Oak,3-0 9:14 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Sean Renfree,FA,,ATL,QB,@NO,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Zac Dysert,WA (Wed),,MIA,QB,Cle,7-0 10:16 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Griffin,FA,,TAM,QB,LA,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tyler Bray,FA,,KAN,QB,NYJ,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Teddy Bridgewater,WA (Wed),,MIN,QB,@Car,0-3 9:11 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Johnny Manziel,WA (Wed),,CLE,QB,@Mia,0-7 10:16 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jimmy Garoppolo,WA (Wed),,NWE,QB,Hou,W 27-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tajh Boyd,FA,,PIT,QB,@Phi,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Logan Thomas,WA (Wed),,NYG,QB,Wsh,7-0 11:43 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Zach Mettenberger,FA,,PIT,QB,@Phi,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
David Fales,FA,,CHI,QB,@Dal,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Keith Wenning,WA (Wed),,CIN,QB,Den,7-0 10:00 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Aaron Murray,FA,,KAN,QB,NYJ,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Blanchard,FA,,CHI,QB,@Dal,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dustin Vaughan,FA,,PIT,QB,@Phi,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Connor Shaw,FA,,CHI,QB,@Dal,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Bryce Petty,FA,,NYJ,QB,@KC,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dylan Thompson,FA,,LAR,QB,@TB,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Sean Mannion,FA,,LAR,QB,@TB,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Garrett Grayson,FA,,NOR,QB,Atl,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Christian Hackenberg,FA,,NYJ,QB,@KC,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Connor Cook,WA (Wed),,OAK,QB,@Ten,0-3 9:14 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Cardale Jones,WA (Wed),,BUF,QB,Ari,0-0 9:24 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kevin Hogan,FA,,KAN,QB,NYJ,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Nate Sudfeld,WA (Wed),,WAS,QB,@NYG,0-7 11:43 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jake Rudock,WA (Wed),,DET,QB,@GB,0-7 9:11 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Allen,WA (Wed),,JAC,QB,Bal,0-0 10:01 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jeff Driskel,WA (Wed),,CIN,QB,Den,7-0 10:00 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Doughty,WA (Wed),,MIA,QB,Cle,7-0 10:16 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Taylor Heinicke,WA (Wed),,MIN,QB,@Car,0-3 9:11 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Stephen Morris,FA,,IND,QB,SD,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joe Callahan,WA (Wed),,GNB,QB,Det,7-0 9:11 1st,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
DeAngelo Williams,GARI,,PIT,RB,@Phi,Sun 4:25,0/0,0.0,0.0,0.0,20.9,100.6,0.5,4.4,39.9,0.2,,,,,,17.8
David Johnson,GARI,,ARI,RB,@Buf,0-0 9:24 1st,0/0,0.0,0.0,0.0,16.4,70.3,0.6,3.6,35.1,0.2,,,,,,15.1
Todd Gurley,BKN,,LAR,RB,@TB,Sun 4:05,0/0,0.0,0.0,0.0,18.4,73.4,0.7,2.5,20.8,0.1,,,,,,14.0
C.J. Anderson,SCOT,,DEN,RB,@Cin,0-7 10:00 1st,0/0,0.0,0.0,0.0,17.6,80.3,0.5,2.8,19.3,0.1,,,,,,13.4
Christine Michael,APE,,SEA,RB,SF,Sun 4:05,0/0,0.0,0.0,0.0,19.5,82.4,0.5,2.3,18.4,0.1,,,,,,13.4
Matt Forte,FUNK,,NYJ,RB,@KC,Sun 4:25,0/0,0.0,0.0,0.0,17.6,71.8,0.4,3.9,31.3,0.1,,,,,,13.2
LeSean McCoy,SLIV,,BUF,RB,Ari,0-0 9:24 1st,0/0,0.0,0.0,0.0,16.7,71.3,0.5,3.4,24.6,0.1,,,,,,13.0
Ezekiel Elliott,SCOT,,DAL,RB,Chi,Sun 8:30,0/0,0.0,0.0,0.0,18.3,74.5,0.6,1.7,14.0,0.1,,,,,,12.8
Mark Ingram,BKN,,NOR,RB,Atl,Mon 8:30,0/0,0.0,0.0,0.0,15.1,68.2,0.5,2.9,20.6,0.1,,,,,,12.6
Lamar Miller,FUNK,,HOU,RB,@NE,L 0-27,0/0,0.0,0.0,0.0,18.1,76.0,0.4,2.9,21.0,0.1,,,,,,12.6
DeMarco Murray,SLIV,,TEN,RB,Oak,3-0 9:14 1st,0/0,0.0,0.0,0.0,14.7,64.7,0.5,3.3,26.2,0.1,,,,,,12.5
Frank Gore,SCOT,,IND,RB,SD,Sun 4:25,0/0,0.0,0.0,0.0,15.2,67.6,0.4,2.7,23.6,0.1,,,,,,12.4
Melvin Gordon,BKN,,SDG,RB,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,16.6,69.1,0.4,3.8,28.2,0.1,,,,,,12.2
Charles Sims,LOS,,TAM,RB,LA,Sun 4:05,0/0,0.0,0.0,0.0,16.9,66.0,0.4,3.0,26.3,0.1,,,,,,12.1
Spencer Ware,SCOT,,KAN,RB,NYJ,Sun 4:25,0/0,0.0,0.0,0.0,14.4,59.3,0.6,2.5,20.0,0.1,,,,,,12.0
Devonta Freeman,SLIV,,ATL,RB,@NO,Mon 8:30,0/0,0.0,0.0,0.0,12.6,56.2,0.5,3.0,26.9,0.1,,,,,,11.8
Eddie Lacy,GARI,,GNB,RB,Det,7-0 9:11 1st,0/0,0.0,0.0,0.0,15.7,71.9,0.5,1.8,14.7,0.1,,,,,,11.7
Shane Vereen,WA (Wed),,NYG,RB,Wsh,7-0 11:43 1st,0/0,0.0,0.0,0.0,12.2,53.9,0.3,3.1,27.1,0.2,,,,,,11.0
Isaiah Crowell,NOG,,CLE,RB,@Mia,0-7 10:16 1st,0/0,0.0,0.0,0.0,17.5,74.4,0.4,1.2,9.1,0.0,,,,,,11.0
Latavius Murray,GARI,,OAK,RB,@Ten,0-3 9:14 1st,0/0,0.0,0.0,0.0,13.6,58.0,0.4,2.4,18.1,0.1,,,,,,10.4
LeGarrette Blount,WA (Wed),,NWE,RB,Hou,W 27-0,0/0,0.0,0.0,0.0,18.4,79.3,0.4,0.2,1.5,0.0,,,,,,10.4
Jeremy Langford,SLIV,,CHI,RB,@Dal,Sun 8:30,0/0,0.0,0.0,0.0,13.9,56.9,0.4,2.2,21.2,0.1,,,,,,10.4
Tevin Coleman,SLIV,,ATL,RB,@NO,Mon 8:30,0/0,0.0,0.0,0.0,9.4,43.1,0.4,3.4,29.5,0.1,,,,,,10.0
Theo Riddick,NOG,,DET,RB,@GB,0-7 9:11 1st,0/0,0.0,0.0,0.0,9.2,34.6,0.2,4.3,35.9,0.2,,,,,,9.2
Justin Forsett,LOS,,BAL,RB,@Jax,0-0 10:01 1st,0/0,0.0,0.0,0.0,12.1,52.2,0.3,2.2,15.3,0.1,,,,,,9.1
Orleans Darkwa,WA (Wed),,NYG,RB,Wsh,7-0 11:43 1st,0/0,0.0,0.0,0.0,12.5,54.0,0.3,1.6,11.9,0.1,,,,,,8.9
Jerick McKinnon,WA (Wed),,MIN,RB,@Car,0-3 9:11 1st,0/0,0.0,0.0,0.0,11.6,50.7,0.3,2.6,17.4,0.1,,,,,,8.7
T.J. Yeldon,APE,,JAC,RB,Bal,0-0 10:01 1st,0/0,0.0,0.0,0.0,11.4,44.6,0.3,2.4,17.4,0.1,,,,,,8.5
Jeremy Hill,BKN,,CIN,RB,Den,7-0 10:00 1st,0/0,0.0,0.0,0.0,14.5,53.0,0.4,1.2,7.1,0.0,,,,,,8.5
Jay Ajayi,WA (Wed),,MIA,RB,Cle,7-0 10:16 1st,0/0,0.0,0.0,0.0,10.1,44.5,0.4,1.5,11.5,0.1,,,,,,8.4
Carlos Hyde,SLIV,,SFO,RB,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,13.7,45.7,0.3,2.4,15.3,0.1,,,,,,8.2
Terrance West,WA (Wed),,BAL,RB,@Jax,0-0 10:01 1st,0/0,0.0,0.0,0.0,11.6,44.7,0.4,1.9,14.7,0.1,,,,,,8.1
Kenyan Drake,WA (Wed),,MIA,RB,Cle,7-0 10:16 1st,0/0,0.0,0.0,0.0,9.3,40.1,0.3,2.1,19.3,0.1,,,,,,8.0
Matt Jones,FUNK,,WAS,RB,@NYG,0-7 11:43 1st,0/0,0.0,0.0,0.0,13.3,51.8,0.3,1.2,10.9,0.0,,,,,,8.0
Jordan Howard,FA,,CHI,RB,@Dal,Sun 8:30,0/0,0.0,0.0,0.0,10.5,43.0,0.3,1.8,13.4,0.1,,,,,,7.9
Darren Sproles,FA,,PHI,RB,Pit,Sun 4:25,0/0,0.0,0.0,0.0,6.2,26.4,0.2,3.6,30.0,0.1,,,,,,7.6
Ryan Mathews,SCOT,,PHI,RB,Pit,Sun 4:25,0/0,0.0,0.0,0.0,10.7,45.2,0.4,1.1,8.0,0.0,,,,,,7.3
Giovani Bernard,WA (Wed),,CIN,RB,Den,7-0 10:00 1st,0/0,0.0,0.0,0.0,8.3,32.3,0.2,3.3,22.3,0.1,,,,,,7.0
Cameron Artis-Payne,WA (Wed),,CAR,RB,Min,3-0 9:11 1st,0/0,0.0,0.0,0.0,11.1,46.0,0.3,0.7,4.7,0.0,,,,,,6.8
Derrick Henry,APE,,TEN,RB,Oak,3-0 9:14 1st,0/0,0.0,0.0,0.0,8.3,33.1,0.3,1.4,12.2,0.1,,,,,,6.7
Matt Asiata,WA (Wed),,MIN,RB,@Car,0-3 9:11 1st,0/0,0.0,0.0,0.0,7.5,27.6,0.3,2.4,15.5,0.1,,,,,,6.6
