Player,OwnCode,Team,Pos,Action,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,FFPts
Kyle Williams,FA,NYJ,WR,,Cin,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Williams,FA,KAN,WR,,SD,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seyi Ajirotutu,FA,PHI,WR,,Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marlon Moore*,FA,CLE,WR,,@Phi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Preston Parker,FA,FA,WR,,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Danario Alexander,FA,SDG,WR,,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonard Hankerson,FA,BUF,WR,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Little,FA,BUF,WR,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincent Brown,FA,NOR,WR,,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denarius Moore,FA,BUF,WR,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricardo Lockette,FA,SEA,WR,,Mia,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Morgan,FA,BAL,WR,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Ross,FA,NYJ,WR,,Cin,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Blackmon,FA,JAC,WR,,GB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Hill,FA,CAR,WR,,@Den,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rueben Randle,FA,PHI,WR,,Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keshawn Martin,FA,NWE,WR,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Graham,FA,PHI,WR,,Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Toon,FA,LAR,WR,,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeVier Posey,FA,DEN,WR,,Car,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaVon Brazill,FA,IND,WR,,Det,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Givens,FA,PHI,WR,,Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kashif Moore,FA,KAN,WR,,SD,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Palmer,FA,OAK,WR,,@NO,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Owusu,FA,NYJ,WR,,Cin,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Tyms,FA,IND,WR,,Det,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Fuller*,FA,SEA,WR,,Mia,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarrett Boykin,FA,BUF,WR,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Griff Whalen,FA,MIA,WR,,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaRon Byrd*,FA,CAR,WR,,@Den,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brittan Golden,FA,ARI,WR,,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damaris Johnson,FA,TEN,WR,,Min,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Gordon,SCOT,CLE,WR,,@Phi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stedman Bailey*,FA,LAR,WR,,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Dobson,FA,NWE,WR,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.J. Daniels,FA,CHI,WR,,@Hou,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cobi Hamilton,FA,PIT,WR,,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Boyce,FA,CLE,WR,,@Phi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Harper,FA,NYG,WR,,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Fuller*,FA,DET,WR,,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquess Wilson*,FA,CHI,WR,,@Hou,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Da'Rick Rogers,FA,KAN,WR,,SD,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Spadola*,FA,DET,WR,,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Williams,FA,ATL,WR,,TB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodney Smith,FA,DAL,WR,,NYG,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenbrell Thompkins,FA,NYJ,WR,,Cin,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Myles White,FA,NYG,WR,,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marlon Brown,FA,BAL,WR,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaq Evans*,FA,JAC,WR,,GB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Gallon,FA,NWE,WR,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Norwood*,FA,CAR,WR,,@Den,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martavis Bryant,FA,PIT,WR,,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Saunders,FA,NWE,WR,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Ellington*,FA,SFO,WR,,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Street,FA,DAL,WR,,NYG,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Washington,FA,ATL,WR,,TB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Herron,FA,OAK,WR,,@NO,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Campanaro*,FA,BAL,WR,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frankie Hammond,FA,KAN,WR,,SD,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJ Jones,FA,DET,WR,,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Butler,FA,BAL,WR,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damian Copeland,FA,DET,WR,,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Krause,FA,TAM,WR,,@Atl,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freddie Martino,FA,TAM,WR,,@Atl,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Smith*,FA,SEA,WR,,Mia,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Debose,FA,IND,WR,,Det,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DiAndre Campbell,FA,SFO,WR,,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Issac Blakeney,FA,PIT,WR,,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geremy Davis,FA,NYG,WR,,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Da'Ron Brown,FA,KAN,WR,,SD,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Bell,FA,TAM,WR,,@Atl,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dres Anderson,FA,SFO,WR,,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndrew White,FA,SFO,WR,,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaelin Clay*,FA,BAL,WR,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tre McBride,FA,TEN,WR,,Min,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dezmin Lewis,FA,BUF,WR,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Smith*,FA,NYJ,WR,,Cin,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Spencer,FA,TAM,WR,,@Atl,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeVante Parker,FA,MIA,WR,,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vince Mayle,FA,DAL,WR,,NYG,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Alford*,FA,CIN,WR,,@NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre Smelter,FA,SFO,WR,,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duron Carter,FA,IND,WR,,Det,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antwan Goodley,FA,SEA,WR,,Mia,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Matthews*,FA,BAL,WR,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seantavius Jones,FA,KAN,WR,,SD,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bennie Fowler*,FA,DEN,WR,,Car,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Hazel,FA,MIA,WR,,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Harper,FA,NWE,WR,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Murphy,FA,MIA,WR,,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donteea Dye,FA,TAM,WR,,@Atl,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javontee Herndon*,FA,SDG,WR,,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Brown,FA,BAL,WR,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Rogers*,FA,SFO,WR,,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Doctson,FA,WAS,WR,,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moritz Bohringer,FA,MIN,WR,,@Ten,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keenan Reynolds,FA,BAL,WR,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kolby Listenbee*,FA,BUF,WR,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Lucien,FA,NWE,WR,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demarcus Ayers,FA,PIT,WR,,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Braverman,FA,CHI,WR,,@Hou,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Lewis Fuller,FA,ATL,WR,,TB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charone Peake,FA,NYJ,WR,,Cin,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Lawler,FA,SEA,WR,,Mia,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max McCaffrey,FA,OAK,WR,,@NO,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasen Williams,FA,SEA,WR,,Mia,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reggie Bell,FA,NOR,WR,,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Kumerow,FA,CIN,WR,,@NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquez North*,FA,LAR,WR,,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Jones,FA,DAL,WR,,NYG,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xavier Rush,FA,PHI,WR,,Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dom Williams,FA,SDG,WR,,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.J. Harris,FA,NOR,WR,,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Taylor,FA,DEN,WR,,Car,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernard Reedy,FA,TAM,WR,,@Atl,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul McRoberts,FA,LAR,WR,,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wendall Williams,FA,HOU,WR,,Chi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Dable,FA,NYG,WR,,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darius Jennings,FA,CLE,WR,,@Phi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devon Cajuste,FA,SFO,WR,,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitch Mathews,FA,KAN,WR,,SD,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keyarris Garrett,FA,CAR,WR,,@Den,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanner McEvoy,WA (Sat),SEA,WR,,Mia,Sun 4:05,--/--,,,,,,,,,,
Bryce Treggs,WA (Sat),PHI,WR,,Cle,Sun 1:00,--/--,,,,,,,,,,
Rob Gronkowski,FA,NWE,TE,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,66.6,0.5,9.7
Jordan Reed,SLIV,WAS,TE,,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,61.3,0.6,9.6
Travis Kelce,NOG,KAN,TE,,SD,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,58.1,0.4,7.9
Coby Fleener,50%,NOR,TE,,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,48.9,0.4,7.6
Delanie Walker,FUNK,TEN,TE,,Min,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,53.7,0.3,7.4
Gary Barnidge,BKN,CLE,TE,,@Phi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,54.0,0.3,7.3
Greg Olsen,SCOT,CAR,TE,,@Den,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,53.3,0.3,7.1
Zach Ertz,LOS,PHI,TE,,Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,50.4,0.3,7.0
Jason Witten,FUNK,DAL,TE,,NYG,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,48.1,0.3,6.8
Clive Walford,FA,OAK,TE,,@NO,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,41.4,0.4,6.6
Julius Thomas,LOS,JAC,TE,,GB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42.1,0.4,6.6
Antonio Gates,APE,SDG,TE,,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.5,0.3,6.4
Eric Ebron,FA,DET,TE,,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,43.3,0.3,6.2
Jared Cook,FA,GNB,TE,,@Jax,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,39.5,0.3,6.0
Dwayne Allen,FA,IND,TE,,Det,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,34.6,0.4,5.7
Charles Clay,FA,BUF,TE,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,38.6,0.3,5.6
Zach Miller,BKN,CHI,TE,,@Hou,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,40.8,0.2,5.5
Martellus Bennett,FA,NWE,TE,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,32.9,0.3,5.0
Kyle Rudolph,FA,MIN,TE,,@Ten,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,34.3,0.2,4.9
Larry Donnell,FA,NYG,TE,,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,29.5,0.3,4.9
Jordan Cameron,FA,MIA,TE,,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,34.4,0.2,4.6
Jesse James,FA,PIT,TE,,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,28.4,0.3,4.4
Jacob Tamme,FA,ATL,TE,,TB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,29.4,0.2,4.0
Vance McDonald,FA,SFO,TE,,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,28.7,0.2,4.0
Tyler Kroft,FA,CIN,TE,,@NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,26.5,0.2,4.0
Crockett Gillmore,FA,BAL,TE,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,23.6,0.2,3.5
Virgil Green,FA,DEN,TE,,Car,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,22.4,0.2,3.4
Jimmy Graham,FUNK,SEA,TE,,Mia,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,19.2,0.2,3.4
Cameron Brate,FA,TAM,TE,,@Atl,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.2,3.4
Austin Seferian-Jenkins,FA,TAM,TE,,@Atl,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,23.0,0.2,3.3
Will Tye,FA,NYG,TE,,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,19.0,0.2,3.0
Josh Hill,FA,NOR,TE,,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.8,0.2,3.0
Lance Kendricks,FA,LAR,TE,,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.5,0.1,2.9
Luke Willson,FA,SEA,TE,,Mia,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,18.5,0.2,2.9
Darren Fells,FA,ARI,TE,,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,15.9,0.2,2.6
Maxx Williams,FA,BAL,TE,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,16.6,0.2,2.6
Austin Hooper,FA,ATL,TE,,TB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,16.9,0.1,2.5
Tyler Higbee,FA,LAR,TE,,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,18.8,0.1,2.5
Hunter Henry,FA,SDG,TE,,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,16.6,0.1,2.4
Garrett Celek,FA,SFO,TE,,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,15.4,0.1,2.2
Mychal Rivera,FA,OAK,TE,,@NO,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,13.6,0.1,2.1
C.J. Fiedorowicz,FA,HOU,TE,,Chi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,13.1,0.1,2.1
Richard Rodgers,FA,GNB,TE,,@Jax,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,12.5,0.1,2.0
Jermaine Gresham,FA,ARI,TE,,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,12.9,0.1,2.0
C.J. Uzomah,FA,CIN,TE,,@NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,13.0,0.1,2.0
Brent Celek,FA,PHI,TE,,Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.9,0.1,1.9
Ryan Griffin,FA,HOU,TE,,Chi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,12.9,0.1,1.9
Cole Wick,FA,DET,TE,,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.2,0.1,1.8
Niles Paul,FA,WAS,TE,,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.2,0.1,1.8
Anthony Fasano,FA,TEN,TE,,Min,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,10.3,0.1,1.6
Stephen Anderson,FA,HOU,TE,,Chi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,10.2,0.1,1.5
Marcedes Lewis,FA,JAC,TE,,GB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,9.7,0.1,1.5
Jeff Heuerman,FA,DEN,TE,,Car,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.1,1.5
Trey Burton,FA,PHI,TE,,Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,9.9,0.1,1.4
Jack Doyle,FA,IND,TE,,Det,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.8,0.1,1.3
Erik Swoope,FA,IND,TE,,Det,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.8,0.1,1.3
Vernon Davis,FA,WAS,TE,,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,8.3,0.1,1.3
Rhett Ellison,FA,MIN,TE,,@Ten,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,9.4,0.1,1.3
Dion Sims,FA,MIA,TE,,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.9,0.1,1.2
Ed Dickson,FA,CAR,TE,,@Den,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,7.7,0.1,1.1
