Player,OwnCode,Team,Pos,Action,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,FFPts
Jay Ajayi,FA,MIA,RB,,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,5.7,20.0,0.1,1.4,9.4,0.0,3.8
Orleans Darkwa,FA,NYG,RB,,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,5.8,24.5,0.2,0.3,2.2,0.0,3.7
Alfred Morris,SCOT,DAL,RB,,NYG,Sun 4:25,0/0,0.0,0.0,0.0,6.0,25.9,0.1,0.2,1.8,0.0,3.7
Fitzgerald Toussaint,FA,PIT,RB,,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,4.3,17.9,0.1,1.2,8.9,0.0,3.6
Robert Turbin,FA,IND,RB,,Det,Sun 4:25,0/0,0.0,0.0,0.0,4.3,17.7,0.1,1.1,9.0,0.1,3.5
Reggie Bush,FA,BUF,RB,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,4.3,17.9,0.1,1.0,7.5,0.0,3.5
Tim Hightower,FA,NOR,RB,,Oak,Sun 1:00,0/0,0.0,0.0,0.0,4.5,17.8,0.2,0.6,4.4,0.0,3.4
Chris Johnson,FA,ARI,RB,,NE,Sun 8:30,0/0,0.0,0.0,0.0,5.8,24.0,0.1,0.1,1.0,0.0,3.3
Javorius Allen,FA,BAL,RB,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,2.6,10.9,0.1,1.9,13.8,0.1,3.3
Benjamin Cunningham,FA,LAR,RB,,@SF,Mon 10:20,0/0,0.0,0.0,0.0,2.6,10.9,0.1,1.5,13.6,0.0,3.2
Tyler Ervin,FA,HOU,RB,,Chi,Sun 1:00,0/0,0.0,0.0,0.0,3.7,15.0,0.1,0.8,5.9,0.0,3.0
Brandon Bolden,FA,NWE,RB,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,4.0,15.7,0.1,0.8,5.8,0.0,2.8
Lance Dunbar,FA,DAL,RB,,NYG,Sun 4:25,0/0,0.0,0.0,0.0,1.9,8.5,0.0,1.4,12.6,0.1,2.7
Mike Gillislee,FA,BUF,RB,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,3.5,14.3,0.1,0.4,3.0,0.0,2.5
Andre Ellington,FA,ARI,RB,,NE,Sun 8:30,0/0,0.0,0.0,0.0,2.4,9.8,0.1,1.1,9.6,0.0,2.5
Mike Tolbert,FA,CAR,RB,,@Den,Thu 8:30,0/0,0.0,0.0,0.0,2.9,9.7,0.1,0.9,6.7,0.0,2.4
Zach Zenner,FA,DET,RB,,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,3.3,14.6,0.1,0.3,2.4,0.0,2.4
Cameron Artis-Payne,FA,CAR,RB,,@Den,Thu 8:30,0/0,0.0,0.0,0.0,4.0,14.7,0.1,0.5,2.9,0.0,2.3
Kenjon Barner,FA,PHI,RB,,Cle,Sun 1:00,0/0,0.0,0.0,0.0,2.8,12.6,0.1,0.5,3.8,0.0,2.3
Kyle Juszczyk,FA,BAL,RB,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.1,0.5,0.0,1.6,12.7,0.1,2.0
Alfred Blue,FA,HOU,RB,,Chi,Sun 1:00,0/0,0.0,0.0,0.0,2.9,11.0,0.1,0.3,2.0,0.0,1.8
Jordan Howard,FA,CHI,RB,,@Hou,Sun 1:00,0/0,0.0,0.0,0.0,2.5,9.7,0.1,0.5,3.3,0.0,1.8
Jamize Olawale,FA,OAK,RB,,@NO,Sun 1:00,0/0,0.0,0.0,0.0,1.1,5.3,0.0,0.8,6.6,0.1,1.7
Mike Davis,FA,SFO,RB,,LA,Mon 10:20,0/0,0.0,0.0,0.0,2.2,8.2,0.1,0.5,3.6,0.0,1.6
Josh Ferguson,FA,IND,RB,,Det,Sun 4:25,0/0,0.0,0.0,0.0,1.7,6.7,0.0,0.5,4.1,0.0,1.4
Matt Asiata,FA,MIN,RB,,@Ten,Sun 1:00,0/0,0.0,0.0,0.0,0.9,3.3,0.0,0.7,5.5,0.0,1.2
Knile Davis,FA,KAN,RB,,SD,Sun 1:00,0/0,0.0,0.0,0.0,1.5,6.3,0.1,0.2,1.8,0.0,1.2
Jordan Todman,FA,IND,RB,,Det,Sun 4:25,0/0,0.0,0.0,0.0,1.4,6.1,0.0,0.3,2.0,0.0,1.1
Isaiah Pead,FA,MIA,RB,,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,1.5,5.4,0.0,0.6,3.6,0.0,1.1
Jalen Richard,FA,OAK,RB,,@NO,Sun 1:00,0/0,0.0,0.0,0.0,1.1,5.1,0.0,0.3,2.3,0.0,1.0
Fozzy Whittaker,FA,CAR,RB,,@Den,Thu 8:30,0/0,0.0,0.0,0.0,1.2,4.2,0.0,0.5,2.9,0.0,1.0
Antonio Andrews,FA,TEN,RB,,Min,Sun 1:00,0/0,0.0,0.0,0.0,1.3,5.2,0.0,0.2,1.6,0.0,0.9
Jonathan Grimes,FA,HOU,RB,,Chi,Sun 1:00,0/0,0.0,0.0,0.0,0.7,2.8,0.0,0.5,3.9,0.0,0.9
Alex Collins,FA,SEA,RB,,Mia,Sun 4:05,0/0,0.0,0.0,0.0,1.5,6.1,0.0,0.0,0.0,0.0,0.9
Paul Perkins,FA,NYG,RB,,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,1.3,5.3,0.0,0.1,1.1,0.0,0.9
Kapri Bibbs,FA,DEN,RB,,Car,Thu 8:30,0/0,0.0,0.0,0.0,1.3,4.8,0.0,0.2,1.5,0.0,0.9
Zach Line,FA,MIN,RB,,@Ten,Sun 1:00,0/0,0.0,0.0,0.0,0.4,1.4,0.0,0.4,3.6,0.0,0.8
Malcolm Brown,FA,LAR,RB,,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.9,3.6,0.0,0.2,1.8,0.0,0.7
Ryan Hewitt,FA,CIN,RB,,@NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,4.9,0.0,0.7
Patrick DiMarco,FA,ATL,RB,,TB,Sun 1:00,0/0,0.0,0.0,0.0,0.1,0.4,0.0,0.6,4.2,0.0,0.7
Rex Burkhead,FA,CIN,RB,,@NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.5,1.9,0.0,0.5,3.3,0.0,0.7
George Atkinson III,FA,CLE,RB,,@Phi,Sun 1:00,0/0,0.0,0.0,0.0,1.0,3.8,0.0,0.1,0.9,0.0,0.6
Dwayne Washington,FA,DET,RB,,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,0.5,2.3,0.0,0.3,2.4,0.0,0.6
Terron Ward,FA,ATL,RB,,TB,Sun 1:00,0/0,0.0,0.0,0.0,0.5,1.9,0.0,0.3,2.1,0.0,0.6
Wendell Smallwood,FA,PHI,RB,,Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.5,2.2,0.0,0.2,1.9,0.0,0.5
John Kuhn,FA,NOR,RB,,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.5,1.6,0.0,0.1,1.1,0.0,0.5
James Develin,FA,NWE,RB,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.5,1.5,0.0,0.3,1.9,0.0,0.5
Anthony Sherman,FA,KAN,RB,,SD,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.6,0.0,0.5
Kenyan Drake,FA,MIA,RB,,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.6,1.9,0.0,0.3,1.8,0.0,0.5
Aaron Ripkowski,FA,GNB,RB,,@Jax,Sun 1:00,0/0,0.0,0.0,0.0,0.3,0.8,0.0,0.3,2.0,0.0,0.5
Taiwan Jones,FA,OAK,RB,,@NO,Sun 1:00,0/0,0.0,0.0,0.0,0.2,1.0,0.0,0.3,2.3,0.0,0.5
Cory Harkey,FA,LAR,RB,,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.5,0.0,0.4
Michael Burton,FA,DET,RB,,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,0.1,0.4,0.0,0.3,2.3,0.0,0.4
Jhurell Pressley,FA,GNB,RB,,@Jax,Sun 1:00,0/0,0.0,0.0,0.0,0.8,2.9,0.0,0.0,0.0,0.0,0.4
Daryl Richardson,FA,PIT,RB,,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.7,2.9,0.0,0.0,0.0,0.0,0.4
D.J. Foster,FA,NWE,RB,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.2,0.9,0.0,0.3,1.9,0.0,0.3
Denard Robinson,FA,JAC,RB,,GB,Sun 1:00,0/0,0.0,0.0,0.0,0.4,1.7,0.0,0.1,0.9,0.0,0.3
Jonathan Williams,FA,BUF,RB,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.6,2.1,0.0,0.0,0.0,0.0,0.3
Malcolm Johnson,FA,CLE,RB,,@Phi,Sun 1:00,0/0,0.0,0.0,0.0,0.1,0.4,0.0,0.2,1.8,0.0,0.3
Jalston Fowler,FA,TEN,RB,,Min,Sun 1:00,0/0,0.0,0.0,0.0,0.1,0.5,0.0,0.2,1.6,0.0,0.3
Damien Williams,FA,MIA,RB,,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.2,0.6,0.0,0.3,1.8,0.0,0.3
Daniel Lasco,FA,NOR,RB,,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.3,1.0,0.0,0.2,1.1,0.0,0.3
Marcus Murphy,FA,NOR,RB,,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
DuJuan Harris,FA,SFO,RB,,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,0.0,0.2
Andre Williams,FA,SDG,RB,,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.4,1.7,0.0,0.0,0.0,0.0,0.2
Corey Grant,FA,JAC,RB,,GB,Sun 1:00,0/0,0.0,0.0,0.0,0.2,0.9,0.0,0.0,0.0,0.0,0.2
Stepfan Taylor,FA,ARI,RB,,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.1,0.4,0.0,0.1,1.0,0.0,0.2
Jay Prosch,FA,HOU,RB,,Chi,Sun 1:00,0/0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.2
Chase Reynolds,FA,LAR,RB,,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.3,1.1,0.0,0.0,0.0,0.0,0.2
Roosevelt Nix,FA,PIT,RB,,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.0,0.2
Darius Jackson,FA,DAL,RB,,NYG,Sun 4:25,0/0,0.0,0.0,0.0,0.3,1.1,0.0,0.0,0.0,0.0,0.1
Derek Watt,FA,SDG,RB,,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.1
Bobby Rainey,FA,NYG,RB,,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.1
Andy Janovich,FA,DEN,RB,,Car,Thu 8:30,0/0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.1
Steven Jackson,FA,NWE,RB,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred Jackson,FA,SEA,RB,,Mia,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marshawn Lynch,FA,SEA,RB,,Mia,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmad Bradshaw,FA,IND,RB,,Det,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre Thomas,FA,WAS,RB,,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren McFadden*,FA,DAL,RB,,NYG,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray Rice,FA,FA,RB,,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jamaal Charles,LOS,KAN,RB,,SD,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome Felton,FA,BUF,RB,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcel Reece,FA,OAK,RB,,@NO,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donald Brown,FA,NWE,RB,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorvorskie Lane,FA,TAM,RB,,@Atl,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowshon Moreno,FA,FA,RB,,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Cedric Peerman*,FA,CIN,RB,,@NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Thigpen,FA,BUF,RB,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrel Young,FA,CHI,RB,,@Hou,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antone Smith,FA,NYJ,RB,,Cin,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dexter McCluster,FA,TEN,RB,,Min,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Tate,FA,PIT,RB,,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toby Gerhart,FA,JAC,RB,,GB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boobie Dixon,FA,BUF,RB,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joique Bell,FA,DET,RB,,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Clutts,FA,DAL,RB,,NYG,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stevan Ridley,FA,IND,RB,,Det,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Williams,FA,DAL,RB,,NYG,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Thomas,FA,MIA,RB,,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kendall Hunter,FA,NOR,RB,,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roy Helu Jr.*,FA,OAK,RB,,@NO,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacquizz Rodgers,FA,CHI,RB,,@Hou,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Lewis*,FA,NWE,RB,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Johnson*,FA,NYG,RB,,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trent Richardson,FA,BAL,RB,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Polk,FA,HOU,RB,,Chi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaMike James,FA,MIA,RB,,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernard Pierce,FA,NYJ,RB,,Cin,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronnie Hillman,FA,DEN,RB,,Car,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyrus Gray,FA,ATL,RB,,TB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vick Ballard,FA,NOR,RB,,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Herron,FA,BUF,RB,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Brown,FA,SEA,RB,,Mia,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Banyard,FA,JAC,RB,,GB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick Coleman,FA,SEA,RB,,Mia,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonas Gray,FA,JAC,RB,,GB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travaris Cadet,FA,NOR,RB,,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montee Ball,FA,FA,RB,,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Le'Veon Bell,WA (Sat),PIT,RB,,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike James,FA,TAM,RB,,@Atl,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy Bohanon,FA,NYJ,RB,,Cin,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zac Stacy,FA,NYJ,RB,,Cin,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joseph Randle,FA,FA,RB,,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Kerwynn Williams,FA,ARI,RB,,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kendall Gaskins,FA,SFO,RB,,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Miller,FA,DET,RB,,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Winn,FA,DET,RB,,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khiry Robinson,FA,NYJ,RB,,Cin,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dri Archer,FA,BUF,RB,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tre Mason*,FA,LAR,RB,,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bishop Sankey,FA,TEN,RB,,Min,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Gaffney*,FA,NWE,RB,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Storm Johnson,FA,TAM,RB,,@Atl,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lache Seastrunk,FA,NYJ,RB,,Cin,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Taliaferro*,FA,BAL,RB,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marion Grice,FA,ARI,RB,,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juwan Thompson,FA,DEN,RB,,Car,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Branden Oliver*,FA,SDG,RB,,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrin Reaves,FA,KAN,RB,,SD,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Silas Redd,FA,WAS,RB,,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trey Watts,FA,LAR,RB,,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Johnson,FA,NOR,RB,,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senorise Perry,FA,CHI,RB,,@Hou,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glenn Winston*,FA,CLE,RB,,@Phi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Iosefa,FA,NWE,RB,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Cobb,FA,TEN,RB,,Min,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karlos Williams,FA,BUF,RB,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Hilliard,FA,HOU,RB,,Chi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Robinson,FA,IND,RB,,Det,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Varga,FA,IND,RB,,Det,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Dyer,FA,OAK,RB,,@NO,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Crockett*,FA,GNB,RB,,@Jax,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terrence Magee,FA,LAR,RB,,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gus Johnson,FA,SDG,RB,,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarryd Hayne,FA,SFO,RB,,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Wegher,FA,CAR,RB,,@Den,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alonzo Harris,FA,GNB,RB,,@Jax,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikita Whitlock*,FA,NYG,RB,,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raheem Mostert,FA,CLE,RB,,@Phi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rod Smith,FA,DAL,RB,,NYG,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trey Williams,FA,IND,RB,,Det,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akeem Hunt,FA,HOU,RB,,Chi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenneth Dixon*,WA (Fri),BAL,RB,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelvin Taylor,FA,SFO,RB,,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Marshall*,FA,WAS,RB,,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zac Brooks,FA,SEA,RB,,Mia,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terrell Watson,FA,CLE,RB,,@Phi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Wilds,FA,ATL,RB,,TB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Byron Marshall,FA,PHI,RB,,Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Wilder Jr.,FA,BUF,RB,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dreamius Smith,FA,SDG,RB,,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devon Johnson*,FA,CAR,RB,,@Den,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Brown,NOG,PIT,WR,,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.2,1.5,0.0,8.8,118.4,0.6,15.8
Julio Jones,SCOT,ATL,WR,,TB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,109.5,0.5,13.9
Odell Beckham Jr.,SLIV,NYG,WR,,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,100.8,0.6,13.6
DeAndre Hopkins,FUNK,HOU,WR,,Chi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,87.4,0.5,11.7
Allen Robinson,50%,JAC,WR,,GB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,82.6,0.5,11.2
Amari Cooper,50%,OAK,WR,,@NO,Sun 1:00,0/0,0.0,0.0,0.0,0.2,1.5,0.0,5.6,79.2,0.5,11.1
Dez Bryant,BKN,DAL,WR,,NYG,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,72.2,0.6,10.8
A.J. Green,LOS,CIN,WR,,@NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,78.1,0.5,10.8
Sammy Watkins,APE,BUF,WR,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.1,0.9,0.0,4.6,73.2,0.5,10.5
Mike Evans,APE,TAM,WR,,@Atl,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,76.7,0.5,10.5
