Player,OwnCode,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,FFPts
Lee Smith,WA (Wed),OAK,TE,@NO,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,8.6,0.1,1.4
Kellen Davis,WA (Wed),NYJ,TE,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,8.9,0.1,1.4
Jack Doyle,WA (Wed),IND,TE,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.8,0.1,1.3
Erik Swoope,WA (Wed),IND,TE,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.8,0.1,1.3
Vernon Davis,FA,WAS,TE,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,8.3,0.1,1.3
Rhett Ellison,WA (Wed),MIN,TE,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,9.4,0.1,1.3
Dion Sims,WA (Wed),MIA,TE,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.9,0.1,1.2
John Phillips,WA (Wed),DEN,TE,Car,W 21-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,7.9,0.1,1.2
Ed Dickson,WA (Wed),CAR,TE,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,7.7,0.1,1.1
Gavin Escobar,WA (Wed),DAL,TE,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.0,0.1,1.1
Demetrius Harris,WA (Wed),KAN,TE,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.1,0.1,1.0
Blake Bell,FA,SFO,TE,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,6.9,0.0,1.0
Logan Paulsen,WA (Wed),CHI,TE,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,6.6,0.0,0.9
Clay Harbor,FA,NWE,TE,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.2,0.0,0.8
Brandon Williams,WA (Wed),SEA,TE,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.2,0.1,0.7
Brandon Bostick,WA (Wed),NYJ,TE,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.5,0.0,0.7
David Johnson,FA,PIT,TE,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.4,0.0,0.7
Jim Dray,WA (Wed),BUF,TE,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.9,0.0,0.6
Jerell Adams,WA (Wed),NYG,TE,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.9,0.0,0.5
Xavier Grimble,FA,PIT,TE,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.9,0.0,0.4
Justin Perillo,WA (Wed),GNB,TE,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6,0.0,0.4
Troy Niklas,FA,ARI,TE,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.7,0.0,0.4
Sean McGrath,WA (Wed),SDG,TE,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.7,0.0,0.4
Dennis Pitta,WA (Wed),BAL,TE,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.4,0.0,0.4
Luke Stocker,WA (Wed),TAM,TE,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.4,0.0,0.3
Ross Travis,WA (Wed),KAN,TE,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.4,0.0,0.3
MarQueis Gray,WA (Wed),MIA,TE,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.4,0.0,0.3
Seth DeValve,WA (Wed),CLE,TE,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,0.3
Nick O'Leary,WA (Wed),BUF,TE,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.3
Greg Scruggs,WA (Wed),CHI,TE,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.2,0.0,0.3
Phillip Supernaw,WA (Wed),TEN,TE,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.1,0.0,0.3
Temarrick Hemingway,FA,LAR,TE,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,0.3
Levine Toilolo,WA (Wed),ATL,TE,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.4,0.0,0.2
Brandon Myers,WA (Wed),TAM,TE,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.0,0.2
Randall Telfer,WA (Wed),CLE,TE,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.0,0.2
Neal Sterling,WA (Wed),JAC,TE,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.0,0.1
Ben Koyack,WA (Wed),JAC,TE,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.0,0.1
Kellen Winslow,WA (Wed),NYJ,TE,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Watson,WA (Wed),BAL,TE,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Smith,FA,WAS,TE,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Owen Daniels,WA (Wed),DEN,TE,Car,W 21-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Fells,WA (Wed),NYG,TE,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Spaeth,FA,PIT,TE,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Chandler,FA,NWE,TE,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clark Harris,WA (Wed),CIN,TE,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred Davis,FA,WAS,TE,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Stevens,WA (Wed),TEN,TE,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Mulligan,WA (Wed),DET,TE,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Casey,WA (Wed),DEN,TE,Car,W 21-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Coffman,WA (Wed),IND,TE,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bear Pascoe,FA,NWE,TE,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Pettigrew,WA (Wed),DET,TE,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rob Gronkowski,FA,NWE,TE,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Moeaki,WA (Wed),CHI,TE,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Graham,WA (Wed),DEN,TE,Car,W 21-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Hoomanawanui,WA (Wed),NOR,TE,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony McCoy,WA (Wed),SEA,TE,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Quarless,WA (Wed),DET,TE,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richie Brockel,WA (Wed),CAR,TE,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Cumberland,WA (Wed),SDG,TE,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rob Housler,WA (Wed),CHI,TE,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Miller,FA,SFO,TE,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Ausberry,WA (Wed),DET,TE,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.J. Williams,FA,WAS,TE,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orson Charles,WA (Wed),DET,TE,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ladarius Green,FA,PIT,TE,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Hanna,WA (Wed),DAL,TE,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominique Jones,WA (Wed),MIA,TE,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Carrier,FA,WAS,TE,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Ford,WA (Wed),BAL,TE,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cooper Helfet,WA (Wed),SEA,TE,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ifeanyi Momah,FA,ARI,TE,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Eifert,NOG,CIN,TE,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Williams,FA,NWE,TE,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mychal Rivera,WA (Wed),OAK,TE,@NO,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Gragg,WA (Wed),BUF,TE,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justice Cunningham,FA,LAR,TE,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Pantale,WA (Wed),PHI,TE,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timothy Wright,WA (Wed),DET,TE,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Sudfeld,WA (Wed),NYJ,TE,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Stoneburner,FA,LAR,TE,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jace Amaro,WA (Wed),TEN,TE,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Leonhardt,WA (Wed),MIN,TE,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trey Burton,WA (Wed),PHI,TE,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcel Jensen,FA,WAS,TE,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asante Cleveland,WA (Wed),SDG,TE,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nic Jacobs,WA (Wed),JAC,TE,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Annen,WA (Wed),BUF,TE,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RaShaun Allen,WA (Wed),NOR,TE,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James O'Shaughnessy,WA (Wed),KAN,TE,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyCole Pruitt,WA (Wed),MIN,TE,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerald Christian,FA,ARI,TE,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Manhertz,WA (Wed),NOR,TE,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Boyle,WA (Wed),BAL,TE,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Heuerman,WA (Wed),DEN,TE,Car,W 21-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren Waller,WA (Wed),BAL,TE,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Busta Anderson,FA,SFO,TE,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kennard Backman,WA (Wed),GNB,TE,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geoff Swaim,WA (Wed),DAL,TE,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E.J. Bibbs,WA (Wed),CLE,TE,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khari Lee,WA (Wed),DET,TE,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome Cunningham,WA (Wed),TEN,TE,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wes Saxton,WA (Wed),NYJ,TE,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Vannett,WA (Wed),SEA,TE,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Morgan II,WA (Wed),MIN,TE,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Vitale,WA (Wed),BUF,TE,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rico Darnell Gathers,WA (Wed),DAL,TE,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Duarte,WA (Wed),MIA,TE,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beau Sandland,WA (Wed),CAR,TE,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Braunecker,WA (Wed),CHI,TE,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt LaCosse,WA (Wed),NYG,TE,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Denham,WA (Wed),HOU,TE,Chi,W 23-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Williams,FA,NWE,TE,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alan Cross,WA (Wed),TAM,TE,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braedon Bowman,WA (Wed),NYJ,TE,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Parker,WA (Wed),NYJ,TE,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dillon Gordon,WA (Wed),PHI,TE,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Perkins,WA (Wed),ATL,TE,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Simonson,WA (Wed),CAR,TE,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seahawks,NOG,SEA,DST,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9
Panthers,FUNK,CAR,DST,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6
Packers,LOS,GNB,DST,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1
Rams,APE,LAR,DST,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4
Eagles,WA (Wed),PHI,DST,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2
Cardinals,SLIV,ARI,DST,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7
Vikings,BKN,MIN,DST,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6
Texans,SCOT,HOU,DST,Chi,W 23-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1
Bengals,LOS,CIN,DST,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
Broncos,BKN,DEN,DST,Car,W 21-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8
Bills,SLIV,BUF,DST,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8
Jets,FUNK,NYJ,DST,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Buccaneers,WA (Wed),TAM,DST,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
Ravens,GARI,BAL,DST,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
Chiefs,GARI,KAN,DST,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2
Lions,WA (Wed),DET,DST,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Steelers,FA,PIT,DST,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Falcons,WA (Wed),ATL,DST,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
49ers,FA,SFO,DST,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
Colts,WA (Wed),IND,DST,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
Bears,WA (Wed),CHI,DST,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
Giants,WA (Wed),NYG,DST,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4
Patriots,FA,NWE,DST,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4
Raiders,WA (Wed),OAK,DST,@NO,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3
Browns,WA (Wed),CLE,DST,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3
Jaguars,WA (Wed),JAC,DST,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2
Titans,WA (Wed),TEN,DST,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9
Saints,WA (Wed),NOR,DST,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9
Chargers,WA (Wed),SDG,DST,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
Dolphins,WA (Wed),MIA,DST,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
Redskins,FA,WAS,DST,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9
Cowboys,WA (Wed),DAL,DST,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1
Adam Vinatieri,LOS,IND,K,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6
Steven Hauschka,LOS,SEA,K,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
Justin Tucker,BKN,BAL,K,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6
Matt Bryant,WA (Wed),ATL,K,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5
Dan Bailey,FUNK,DAL,K,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4
Blair Walsh,WA (Wed),MIN,K,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4
Mason Crosby,FUNK,GNB,K,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3
Cairo Santos,SCOT,KAN,K,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2
Nick Novak,WA (Wed),HOU,K,Chi,W 23-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2
Roberto Aguayo,SLIV,TAM,K,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1
Matt Prater,APE,DET,K,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Chandler Catanzaro,GARI,ARI,K,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Chris Boswell,FA,PIT,K,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9
Dustin Hopkins,FA,WAS,K,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9
Wil Lutz,WA (Wed),NOR,K,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7
Randy Bullock,WA (Wed),NYG,K,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7
Sebastian Janikowski,WA (Wed),OAK,K,@NO,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7
Jason Myers,WA (Wed),JAC,K,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6
Dan Carpenter,WA (Wed),BUF,K,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
Caleb Sturgis,WA (Wed),PHI,K,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4
Stephen Gostkowski,FA,NWE,K,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3
Phil Dawson,FA,SFO,K,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3
Brandon McManus,WA (Wed),DEN,K,Car,W 21-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
Nick Folk,WA (Wed),NYJ,K,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1
Graham Gano,NOG,CAR,K,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Mike Nugent,WA (Wed),CIN,K,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8
Ryan Succop,WA (Wed),TEN,K,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
Josh Lambo,WA (Wed),SDG,K,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
Patrick Murray,WA (Wed),CLE,K,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Connor Barth,WA (Wed),CHI,K,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
Greg Zuerlein,FA,LAR,K,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
Andrew Franks,WA (Wed),MIA,K,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
Jay Feely,FA,FA,K,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Shayne Graham,WA (Wed),ATL,K,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
